Contract ID,Project ID,Project Name,Central Government Department,Responsible Government Body,Latest Business Case Assumed Contract Start Date,Latest Forecast Date for Contract Start,Current Approved Contract End/Expiry Date,"If existing, Original Contract Date","If existing, Latest Contract Revision Date",Prime ICT Supplier Name,Prime ICT Supplier Capability Type,Other Supplier Name 1,Other Supplier Capability Type 1,Other Supplier Name 2,Other Supplier Capability Type 2,Other Supplier Name 3,Other Supplier Capability Type 3,Other Supplier Name 4,Other Supplier Capability Type 4,Date of Current Business case,Status of Current Business case,Prime ICT Supplier - Whole Life Costs - CDEL (£'000),Prime ICT Supplier - Whole Life Costs - RDEL(£'000),Prime ICT Supplier -  Amount Spent to 31/3/10 - CDEL (£'000),Prime ICT Supplier -  Amount Spent to 31/3/10 - RDEL (£'000),Prime ICT Supplier - In Year 10/11 - CDEL (£'000),Prime ICT Supplier - In Year 10/11 - RDEL (£'000),Prime ICT Supplier - SR Period 11/12 - CDEL (£'000),Prime ICT Supplier - SR Period 11/12 - RDEL (£'000),Prime ICT Supplier - SR Period 12/13 - CDEL (£'000),Prime ICT Supplier - SR Period 12/13 - RDEL (£'000),Prime ICT Supplier - SR Period 13/14 - CDEL (£'000),Prime ICT Supplier - SR Period 13/14 - RDEL (£'000),Prime ICT Supplier - SR Period 14/15 - CDEL (£'000),Prime ICT Supplier - SR Period 14/15 - RDEL (£'000),Non-Prime - ICT Supplier costs - Whole Life Costs CDEL (£'000),Non-Prime - ICT Supplier costs - Whole Life Costs RDEL (£'000),Non-Prime - ICT Supplier costs - Amount Spent to 31/3/10 - CDEL (£'000),Non-Prime - ICT Supplier costs - Amount Spent to 31/3/10 - RDEL (£'000),Non-Prime - ICT Supplier costs - In Year 10/11 - CDEL (£'000),Non-Prime - ICT Supplier costs - In Year 10/11 - RDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 11/12 - CDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 11/12 - RDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 12/13 - CDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 12/13 - RDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 13/14 - CDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 13/14 - RDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 14/15 - CDEL (£'000),Non-Prime - ICT Supplier costs - SR Period 14/15 - RDEL (£'000),Workstation / User devices - Included?,Workstation / User devices - % of Total spend,"COTS Corporate Applications (HR, Finance etc) - Included?","COTS Corporate Applications (HR, Finance etc) - % of Total",Business Applications Included?,Business Applications Included - % of Total,Networks - Included?,Networks - % of Total spend,Data Centres - Included?,Data Centres - % of Total spend,Email  - Included?,Email  - % of Total spend,"Operating System Platform (Windows, Linux etc) - Included?","Operating System Platform (Windows, Linux etc) - % of Total",Service Desks - Included?,Service Desks - % of Total spend,Contact Centres / Customer Relationship Management - Included?,Contact Centres / Customer Relationship Management - % of total,Telecommunications - Included?,Telecommunications - % of Total spend,Online Services  - Included?,Online Services  - % of Total spend,Other - % of Total spend,Date of SRO's last assessment,OGC review stage,Coalition Programme for Government
C235,P235,National Offender Management Information Systems (NOMIS) Programme,Ministry of Justice,MOJ - NOMS,,,,,,HP,Business Applications (i.e. Operational applications),Steria,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40326,,200035,249689,168182,107988,9852,31673,0,23651,0,11638,0,12959,17000,10459,1500,1545,0,0,1500,333,0,303,0,303,0,303,0,303,Not Stated,,Not Stated,,Yes,65,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,35,,Gateway 0 Strategic Assessment ,Justice
C236,P236,Offender management National Infrastructure - Transformation (OMNI-T Programme),Ministry of Justice,MOJ - NOMS,,,30-Jun-12,,,Steria,Data Centres,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40315,,57480,224350,41380,127701,13070,57596,3000,35743,30,7530,,,,,,,,,,,,,,,,,,,Yes,35,Not Stated,,Yes,25,Yes,5,Yes,30,Not Stated,,Not Stated,,Yes,5,Not Stated,,Not Stated,,Not Stated,,,40325,Gateway 0 Strategic Assessment ,Crime and Policing
C237,P237,Omni Blackberry Project (PB 673),Ministry of Justice,MOJ - Ministry of Justice HQ,,40332,,,40332,Steria,Workstation / User devices,Vodafone,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,1367,,540,,410,,405,,101,,,,,,,,,,,,,,,,,,,,Yes,20,Not Stated,,Not Stated,,Yes,30,Yes,30,Yes,10,Not Stated,,Yes,10,Not Stated,,Not Stated,,Not Stated,,,,Not Applicable,Justice
C238,P238,P253 - ATP - CustomerProject,Ministry of Justice,MOJ - Land Registry Agency Estates Division AED,40344,,40603,,,In house,Not Stated,To be determined,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40326,,,100,,,,100,,,,,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Yes,50,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Yes,50,Not Stated,,Not Stated,,,,,Deficit Reduction
C239,P239,PB672 Enterprise Test Stragegy (ETS) - ICT Quantum Infrastructure,Ministry of Justice,MOJ - Ministry of Justice HQ,,,41092,,,HP,Managed virtualised test environment,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,2086,2703,175,132,1073,1471,670,880,167,220,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,100,40387,Not Applicable,Crime and Policing
C240,P240,Project Mercury,Ministry of Justice,MOJ - NOMS,,,41090,,,HP,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40347,,5353,2607,2513,79,1919,0,881,689,38,689,0,689,0,689,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Yes,95,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,,,Justice
C241,P241,Quantum Infrastructure Programme - QuIP,Ministry of Justice,MOJ - NOMS,,,41091,,41061,HP,Workstation / User devices,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,31953,3020,12497,,14281,892,5175,1839,,289,,,,,,,,,,,,,,,,,,,Yes,10,Not Stated,,Not Stated,,Yes,20,Not Stated,,Yes,10,Yes,60,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,,,Justice
C242,P242,System and Process Replacement,Ministry of Justice,MOJ - Office of the Public Guardian,40634,,40999,,,To be determined,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40353,,3500,0,0,0,0,0,1167,0,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,Yes,,No,,Yes,,No,,No,,No,,No,,No,,Yes,,,,,Justice
C243,P243,Transfer of AGFS,Ministry of Justice,MOJ - Legal Services Commission,,,40543,,40360,Capgemini,Business Applications (i.e. Operational applications),Spargonet,Business Applications (i.e. Operational applications),Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,95,,,,,,,,,,,,,,10,,,,,,,,,,,,,,Not Stated,,Not Stated,,Yes,100,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,,,Gateway 3 Investment Decisions,Justice
C244,P244,Effective National Accounts and Blue Book for Measuring the Economy (ENABLE),Office for National Statistics,ONS - Office for National Statistics,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Stated,,Not Stated,,Yes,100,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,Not Stated,,30,,Not Applicable,Deficit Reduction
C245,P245,International Migrations System (Output Code JA012),Office for National Statistics,ONS - Office for National Statistics,,,,,,Not Stated,Not Stated,Fujitsu,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,No,,Yes,95,No,,Yes,5,No,,No,,No,,No,,No,,No,,38,,,Immigration
C246,P246,Labour Force Survey and Annual Population Survey Redevelopment,Office for National Statistics,ONS - Office for National Statistics,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,40360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40312,,Government Transparency
C247,P247,Web Development Programme,Office for National Statistics,ONS - Office for National Statistics,,,,,,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,0,0,,,0,,0,,0,,0,,0,,,,,,,,,,,,,,No,0,No,0,No,60,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,40,58,,Gateway 0 Strategic Assessment ,Government Transparency
C248,P248,ICT Infrastructure Project,Office of Fair Trading,OFT - Office of Fair Trading,,,,,,SCC,Not Stated,HP,Not Stated,Toshiba,Not Stated,Not Stated,Not Stated,Not Stated,Not Stated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,33,Not Stated,,Not Stated,,Yes,10,Not Stated,,Not Stated,,Yes,33,Not Stated,,Not Stated,,Not Stated,,Not Stated,,24,,,Consumer Protection
