Department Family,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction Number,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,WATER SAMPLING - OPERATIONAL,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000190633,143.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/05/2012,M/W SITE SURVEY WORK,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-CNSTRN SER PROVDR,MIDLAND SURVEYING & ENGIN,0000191013,3350.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/05/2012,CONTRACTORS - OPERATIONAL,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000191026,351.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/05/2012,CONTRACTORS - OPERATIONAL,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000191026,478.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/04/2012,CURR YR ADDNS NON COAL MINES,NON-COAL MINEWATER (DEFRA),CONSTRUCTION-MAIN CONTRACTORS,J N BENTLEY LIMITED,0000191131,1193.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,10 HRS + SUBSISTENCE,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,COMPANY BARCLAYCARD,0000191181,16.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/05/2012,M/W FEASIBILITY STUDIES,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000191265,3404.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/05/2012,M/W FEASIBILITY STUDIES,NON-COAL MINEWATER (DEFRA),PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000191266,601.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/05/2012,12 HOUR ALLOWANCE,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000191313,12.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/05/2012,24 HOUR SUBSISTENCE ALLOWANCE,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000191313,22.87
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/05/2012,5 HRS + SUBSISTENCE,NON-COAL MINEWATER (DEFRA),FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000191313,4.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/05/2012,HOTEL ACCOMMODATION,NON-COAL MINEWATER (DEFRA),TRAVEL&EVENTS-HOTELS,STAFF EXPENSES CONTROL,0000191313,53.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/05/2012,INCIDENTALS,NON-COAL MINEWATER (DEFRA),VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000191313,1.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/05/2012,MILEAGE PAYMENTS,NON-COAL MINEWATER (DEFRA),FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000191313,47.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,CHILDCARE VOUCHERS,PERMISSIONS,PERSONNEL RLTD-STAFF CHILDCARE,LEAPFROG DAY NURSERIES LT,0000190579,121.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,CHILDCARE VOUCHERS,PERMISSIONS,PERSONNEL RLTD-STAFF CHILDCARE,LEAPFROG DAY NURSERIES LT,0000190579,120.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,TRAINING AND EDUCATION,PERMISSIONS,PROF SER LRNG&DEV-STAFF TRNING,NEWZEYE LIMITED,0000190721,59.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,COMMISSION CHARGES-E-COMMERCE,PERMISSIONS,PROF SER FNCL-BANKING&INVSTMNT,STREAMLINE,0000190848,108.94
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,24 HOUR SUBSISTENCE ALLOWANCE,PERMISSIONS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000191194,17.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,CAR HIRE,PERMISSIONS,TRAVEL&EVENTS-VEHICLE HIRE,COMPANY BARCLAYCARD,0000191194,44.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,FARES - PUBLIC TRANSPORT,PERMISSIONS,TRAVEL&EVENTS-TAXI,COMPANY BARCLAYCARD,0000191194,5.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,FUEL (VEHICLE),PERMISSIONS,FUELS/LUBRCNT/GAS-FUELS,COMPANY BARCLAYCARD,0000191194,7.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,HOTEL ACCOMMODATION,PERMISSIONS,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000191194,353.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,INCIDENTALS,PERMISSIONS,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000191194,15.81
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,FARES - AIR,PERMISSIONS,TRAVEL&EVENTS-AIR,COMPANY BARCLAYCARD,0000191195,356.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,FARES - RAIL,PERMISSIONS,TRAVEL&EVENTS-RAIL,COMPANY BARCLAYCARD,0000191195,50.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,CONSULTANCY,PLANNING & LOCAL AUTH LIAISON,PROF SER CNSLTNCY-PROP/CNSTRCN,ANTHONY NORTHCOTE PLANNIN,0000190505,808.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,TRAINING AND EDUCATION,PLANNING & LOCAL AUTH LIAISON,PROF SER LRNG&DEV-STAFF TRNING,RTPI CONFERENCES,0000190509,1175.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,CHILDCARE VOUCHERS,PLANNING & LOCAL AUTH LIAISON,PERSONNEL RLTD-STAFF CHILDCARE,LEAPFROG DAY NURSERIES LT,0000190579,243.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,CURR YR ADD - BROUGHT SOFTWARE,PLANNING & LOCAL AUTH LIAISON,ICT-MANAGED O/SRCE SERVICES,CAPGEMINI UK PLC,0000190736,721.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/05/2012,MEMBERSHIP SUBSCRIPTIONS,PLANNING & LOCAL AUTH LIAISON,PERSONNEL RLTD-STAFF SUBSCRPTN,HAYMARKET PUBLISHING SERV,0000190892,350.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/05/2012,CONSULTANCY,PLANNING & LOCAL AUTH LIAISON,PROF SER CNSLTNCY-PROP/CNSTRCN,ANTHONY NORTHCOTE PLANNIN,0000191077,404.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/05/2012,CONSULTANCY,PLANNING & LOCAL AUTH LIAISON,PROF SER CNSLTNCY-PROP/CNSTRCN,ANTHONY NORTHCOTE PLANNIN,0000191273,404.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/05/2012,INCIDENTALS,PLANNING & LOCAL AUTH LIAISON,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000191318,3.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/05/2012,MILEAGE PAYMENTS,PLANNING & LOCAL AUTH LIAISON,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000191318,39.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/05/2012,FARES - RAIL,PLANNING & LOCAL AUTH LIAISON,TRAVEL&EVENTS-RAIL,STAFF EXPENSES CONTROL,0000191336,5.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/05/2012,INCIDENTALS,PLANNING & LOCAL AUTH LIAISON,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000191336,2.08
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/05/2012,MILEAGE PAYMENTS,PLANNING & LOCAL AUTH LIAISON,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000191336,10.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/03/2012,CONSULTANCY,PROCUREMENT,PROF SER-OPERATIONAL SERVICES,CESG,0000190256,2672.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,FARES - RAIL,PROCUREMENT,TRAVEL&EVENTS-RAIL,COMPANY BARCLAYCARD,0000191163,169.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,TRAINING AND EDUCATION,PROCUREMENT,PROF SER LRNG&DEV-STAFF TRNING,COMPANY BARCLAYCARD,0000191173,365.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/05/2012,5 HRS + SUBSISTENCE,PROCUREMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000191335,5.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/05/2012,INCIDENTALS,PROCUREMENT,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000191335,7.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/05/2012,MILEAGE PAYMENTS,PROCUREMENT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000191335,7.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/03/2012,RSTRTN CLSED COLLRY SITE-UTLSD,PROPERTY MANAGEMENT & SALES,FACILITIES - SECURITY,CRIMEFIGHTER ALARMS LTD,0000190012,993.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/03/2012,RSTRTN CLSED COLLRY SITE-UTLSD,PROPERTY MANAGEMENT & SALES,WASTE MANAGEMENT-WSTE MNGT SER,M T S CLEANSING SERVICES,0000190014,372.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/03/2012,LAND MANAGEMENT-ESTATES,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PROP/CNSTRCN,SMITHS GORE,0000190016,294.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190065,1540.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,RATES PAYABLE,PROPERTY MANAGEMENT & SALES,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190067,1990.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,209.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/04/2012,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000190440,489.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,RATES PAYABLE,PROPERTY MANAGEMENT & SALES,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190559,684.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,RATES PAYABLE,PROPERTY MANAGEMENT & SALES,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190559,684.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,CONSULTANTS TECHNICAL,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,JMC ENGINEERING (UK) LTD,0000190601,2106.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,OTHER CONTRACTOR COSTS,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,JMC ENGINEERING (UK) LTD,0000190602,3790.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,LIABILITY SITE,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,JMC ENGINEERING (UK) LTD,0000190603,391.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,M/W FEASIBILITY STUDIES,PROPERTY MANAGEMENT & SALES,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000190614,79.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,CONSULTANTS TECHNICAL,PROPERTY MANAGEMENT & SALES,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000190616,461.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,WASTE MANAGEMENT-WSTE MNGT SER,WERNICK HIRE LIMITED,0000190638,85.72
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,FACILITIES - SECURITY,WERNICK HIRE LIMITED,0000190657,77.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,RENTS PAYABLE,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,WELBECK ESTATES COMPANY L,0000190684,97.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,RSTRTN CLSED COLLRY SITE-UTLSD,PROPERTY MANAGEMENT & SALES,FACILITIES - SECURITY,CRIMEFIGHTER ALARMS LTD,0000190686,2795.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,CURR YR ADD - BROUGHT SOFTWARE,PROPERTY MANAGEMENT & SALES,ICT-MANAGED O/SRCE SERVICES,CAPGEMINI UK PLC,0000190736,721.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,LEGAL COSTS,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,NABARRO LLP,0000190738,36437.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,LEGAL FEES - SALES,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,NABARRO LLP,0000190738,304.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/05/2012,LEGAL FEES - SALES,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,ANDERSON STRATHERN,0000190844,247.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/05/2012,RSTRTN CLSED COLLRY SITE-UTLSD,PROPERTY MANAGEMENT & SALES,WASTE MANAGEMENT-WSTE MNGT SER,M T S CLEANSING SERVICES,0000191101,372.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/05/2012,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000191109,135.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/05/2012,PAYMENTS TO AGENCIES FOR TEMPS,RECORDS STORAGE,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000190815,399.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/05/2012,COMMISSION CHARGES-E-COMMERCE,RECORDS STORAGE,PROF SER FNCL-BANKING&INVSTMNT,STREAMLINE,0000190848,35.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/05/2012,PAYMENTS TO AGENCIES FOR TEMPS,RECORDS STORAGE,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000190888,318.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/05/2012,IT-APPLICATIONS MANAGEMENT,RECORDS STORAGE,ICT-MAINTENANCE & SUPPORT,2E2 UK LIMITED,0000191111,34164.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/05/2012,PAYMENTS TO AGENCIES FOR TEMPS,RECORDS STORAGE,PROF SER TMP STFF-TEMP WRKERS,KEY PERSONNEL SOLUTIONS L,0000191142,399.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/04/2012,SAFETY CLOTHING,SHE/CDM,OPRTNL GOODS&SERV-CLOTHING,ARCO LIMITED,0000190507,25.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/04/2012,HEALTH & SAFETY GROUP,SHE/CDM,PERSONNEL RLTD-STAFF H&S,CEDREC INFORMATION SYSTEM,0000190567,1000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/05/2012,CENTRAL TRAINING BUDGET,SHE/CDM,PROF SER LRNG&DEV-STAFF TRNING,RISK & SAFETY MANAGEMENT,0000190656,450.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,CENTRAL TRAINING BUDGET,SHE/CDM,PROF SER LRNG&DEV-STAFF TRNING,IAM DRIVE A SURVIVE LTD,0000190735,60.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/05/2012,CENTRAL TRAINING BUDGET,SHE/CDM,PROF SER LRNG&DEV-STAFF TRNING,MINES RESCUE SERVICE LIMI,0000191097,300.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/05/2012,CENTRAL TRAINING BUDGET,SHE/CDM,PROF SER LRNG&DEV-STAFF TRNING,MINES RESCUE SERVICE LIMI,0000191098,170.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,HEALTH & SAFETY GROUP,SHE/CDM,PROF SER LRNG&DEV-STAFF TRNING,COMPANY BARCLAYCARD,0000191162,426.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,SAFETY CLOTHING,SHE/CDM,OPRTNL GOODS&SERV-CLOTHING,COMPANY BARCLAYCARD,0000191162,12.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,CENTRAL TRAINING BUDGET,SHE/CDM,PROF SER LRNG&DEV-STAFF TRNING,COMPANY BARCLAYCARD,0000191174,25.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/05/2012,HOTEL ACCOMMODATION,SHE/CDM,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000191195,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/05/2012,CENTRAL TRAINING BUDGET,SHE/CDM,PROF SER LRNG&DEV-STAFF TRNING,RISK & SAFETY MANAGEMENT,0000191231,570.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/05/2012,TRAINING AND EDUCATION,SHE/CDM,PROF SER LRNG&DEV-STAFF TRNING,RECLAIMVAT DOC 189995,33000154,-310.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/03/2012,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",OUSE&DERWNT INTERN DRAING,0000190276,203.51
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/03/2012,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,OUSE&DERWNT INTERN DRAING,0000190276,297.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/03/2012,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,OUSE&DERWNT INTERN DRAING,0000190277,-406.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/03/2012,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",OUSE&DERWNT INTERN DRAING,0000190278,217.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/03/2012,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,OUSE&DERWNT INTERN DRAING,0000190278,174.41
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/03/2012,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",OUSE&DERWNT INTERN DRAING,0000190279,450.92
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/03/2012,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,OUSE&DERWNT INTERN DRAING,0000190279,1717.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/03/2012,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",OUSE&DERWNT INTERN DRAING,0000190280,2852.78
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/03/2012,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,OUSE&DERWNT INTERN DRAING,0000190280,1426.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/03/2012,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",OUSE&DERWNT INTERN DRAING,0000190281,1274.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/03/2012,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,OUSE&DERWNT INTERN DRAING,0000190281,3744.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/04/2012,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,PMC SURVEYS,0000190396,432.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,PAYMENT OF VAT ON INV 299,0000190503,116.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/04/2012,SURFACE HAZARDS-UTILISED,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,CORNERSTONE  PROJECTS LTD,0000190532,104.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/04/2012,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000190556,444.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/05/2012,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",STABLING FEES,0000190582,4289.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/04/2012,BRIDGEWATER-UTILISED,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,ATKINS LIMITED,0000190629,5787.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/05/2012,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,PROF SER-LEGAL SERVICES,PURCHASE OF 15 WINDALE WO,0000190649,175720.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/05/2012,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",STARTER PAYMENT FOR WORKS,0000190651,132000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/04/2012,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CONSTRUCTION-MAIN CONTRACTORS,VINCI CONSTRUCTION UK LTD,0000190664,7076.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/04/2012,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,E.ON,0000190665,87.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/05/2012,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,WYG ENV PLANNING TRANSPOR,0000190687,202.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/05/2012,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,WYG ENV PLANNING TRANSPOR,0000190688,45.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/05/2012,CONSULTANTS TECHNICAL,SUBSIDENCE,PROF SER CNSLTNCY-TCHNL CNSLTY,WYG ENV PLANNING TRANSPOR,0000190689,1330.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/05/2012,SUBSDNCE ADMTTD CLMS-UTILISED,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,PMC SURVEYS,0000190722,432.30
