Title:,River Water Quality: 1990 to 2006,,,,,,,,,,,,,,,,,,,,,
North West,171,Ribble Valley,1993,chemistry,73.2,59,46.8,1.4,8.2,0,188.6,38.8,31.3,24.8,0.7,4.3,0,70.1,25.5,4.3,0,
North West,171,Ribble Valley,1994,chemistry,38.7,97.5,53.2,0,11,0,200.3,19.3,48.7,26.5,0,5.5,0,68,26.5,5.5,0,
North West,171,Ribble Valley,1995,chemistry,32.6,106.9,45.5,12.1,3.2,0,200.3,16.3,53.4,22.7,6,1.6,0,69.7,28.8,1.6,0,
North West,171,Ribble Valley,1995,nitrate,91.5,58.9,16.5,7.8,22.7,2.9,200.3,45.7,29.4,8.2,3.9,11.3,1.5,,,,,12.8
North West,171,Ribble Valley,1995,biology,9.6,107.2,69.3,5.4,3.1,0,194.5,4.9,55.1,35.6,2.8,1.6,0,60,38.4,1.6,0,
North West,171,Ribble Valley,1995,phosphate,38.4,60.3,8,48.3,36.1,9.2,200.3,19.2,30.1,4,24.1,18,4.6,,,,,46.7
North West,171,Ribble Valley,1996,chemistry,35.2,70.6,79.3,9.3,5.9,0,200.3,17.6,35.2,39.6,4.7,3,0,52.8,44.2,3,0,
North West,171,Ribble Valley,1997,chemistry,25.2,148.4,16.2,10.6,0,0,200.3,12.6,74.1,8.1,5.3,0,0,86.6,13.4,0,0,
North West,171,Ribble Valley,1998,chemistry,30.8,143.4,16.9,9.1,0.1,0,200.3,15.4,71.6,8.4,4.5,0.1,0,87,13,0.1,0,
North West,171,Ribble Valley,1999,chemistry,44.4,131.1,23.9,0.9,0,0,200.3,22.2,65.5,11.9,0.4,0,0,87.6,12.4,0,0,
North West,171,Ribble Valley,2000,biology,73.2,68.8,39.8,7,4.9,0,193.9,37.8,35.5,20.6,3.6,2.6,0,73.3,24.2,2.6,0,
North West,171,Ribble Valley,2000,chemistry,33.6,129.7,31,5.9,0,0,200.3,16.8,64.8,15.5,3,0,0,81.6,18.4,0,0,
North West,171,Ribble Valley,2000,nitrate,74.5,63.2,30.3,29.4,0,2.9,200.3,37.2,31.5,15.1,14.7,0,1.5,,,,,1.5
North West,171,Ribble Valley,2000,phosphate,0.7,79.8,49.8,14.6,46.4,9.2,200.3,0.3,39.8,24.8,7.3,23.1,4.6,,,,,35
North West,171,Ribble Valley,2001,phosphate,0,79.7,49.8,22.4,38.5,9.2,199.7,0,39.9,25,11.2,19.3,4.6,,,,,35.1
North West,171,Ribble Valley,2001,chemistry,28,128,38.4,5.9,0,0,200.3,14,63.9,19.1,3,0,0,77.9,22.1,0,0,
North West,171,Ribble Valley,2001,nitrate,94.2,55.4,18.4,29.4,0,2.9,200.3,47,27.6,9.2,14.7,0,1.5,,,,,1.5
North West,171,Ribble Valley,2002,phosphate,0.7,83.8,50.6,9.7,46.4,9.2,200.3,0.3,41.8,25.2,4.9,23.1,4.6,,,,,32.6
North West,171,Ribble Valley,2002,nitrate,99.9,53.5,18.3,25.7,0,2.9,200.3,49.9,26.7,9.1,12.8,0,1.5,,,,,1.5
North West,171,Ribble Valley,2002,biology,75.5,71.3,43.7,7.1,0.9,0,198.5,38,35.9,22,3.6,0.4,0,74,25.6,0.4,0,
North West,171,Ribble Valley,2002,chemistry,41.7,96.9,54.9,6.8,0,0,200.3,20.8,48.4,27.4,3.4,0,0,69.2,30.8,0,0,
North West,171,Ribble Valley,2003,biology,75,86.4,31.8,5.3,0,0,198.5,37.8,43.5,16,2.7,0,0,81.3,18.7,0,0,
North West,171,Ribble Valley,2003,chemistry,35.2,138.4,21.3,5.4,0,0,200.3,17.6,69.1,10.6,2.7,0,0,86.7,13.3,0,0,
North West,171,Ribble Valley,2003,nitrate,89.1,60.2,22.3,25.7,0,2.9,200.3,44.5,30.1,11.1,12.8,0,1.5,,,,,1.5
North West,171,Ribble Valley,2003,phosphate,10.6,74.8,49.6,21.4,34.7,9.2,200.3,5.3,37.3,24.8,10.7,17.3,4.6,,,,,32.6
North West,171,Ribble Valley,2004,biology,50.2,119.1,23.8,5.3,0,0,198.5,25.3,60,12,2.7,0,0,85.3,14.7,0,0,
North West,171,Ribble Valley,2004,chemistry,40.2,136.2,13.4,10.5,0,0,200.3,20.1,68,6.7,5.2,0,0,88.1,11.9,0,0,
North West,171,Ribble Valley,2004,nitrate,90.2,59.1,18.6,29.4,0,2.9,200.3,45,29.5,9.3,14.7,0,1.5,,,,,1.5
North West,171,Ribble Valley,2004,phosphate,0.7,78.9,55.5,14.4,41.7,9.2,200.3,0.3,39.4,27.7,7.2,20.8,4.6,,,,,32.6
North West,171,Ribble Valley,2005,nitrate,90.2,59.1,18.6,29.4,0,2.9,200.3,45,29.5,9.3,14.7,0,1.5,,,,,1.5
North West,171,Ribble Valley,2005,chemistry,40.2,136.9,16.6,6.6,0,0,200.3,20.1,68.3,8.3,3.3,0,0,88.4,11.6,0,0,
North West,171,Ribble Valley,2005,biology,60.7,109.3,23.3,5.3,0,0,198.5,30.6,55,11.7,2.7,0,0,85.6,14.4,0,0,
North West,171,Ribble Valley,2005,phosphate,10.6,110,11.6,17.3,41.7,9.2,200.3,5.3,54.9,5.8,8.6,20.8,4.6,,,,,34
North West,171,Ribble Valley,2006,biology,35.5,124.7,33,5.3,0,0,198.5,17.9,62.8,16.6,2.7,0,0,80.7,19.3,0,0,
North West,171,Ribble Valley,2006,chemistry,43.8,124.6,26.3,4.3,1.4,0,200.3,21.9,62.2,13.1,2.1,0.7,0,84,15.2,0.7,0,
North West,171,Ribble Valley,2006,nitrate,90.2,56.8,32.3,21,0,0,200.3,45,28.3,16.1,10.5,0,0,,,,,0
North West,171,Ribble Valley,2006,phosphate,14.6,108.7,11.8,14.3,50.2,0.7,200.3,7.3,54.3,5.9,7.1,25,0.3,,,,,32.5
North West,172,Rochdale,1990,biology,0,0,3.4,7,27.2,21,58.6,0,0,5.8,12,46.4,35.9,0,17.8,46.4,35.9,
North West,172,Rochdale,1990,chemistry,0,3.6,15.3,0.5,14.3,20,53.7,0,6.7,28.6,0.9,26.7,37.2,6.7,29.4,26.7,37.2,
North West,172,Rochdale,1990,nitrate,0,0,0,0,0,0,0,,,,,,,,,,,
North West,172,Rochdale,1990,phosphate,0,24.8,8,0.5,13.2,6.8,53.2,0,46.6,14.9,0.9,24.8,12.7,,,,,38.4
North West,172,Rochdale,1993,chemistry,0.7,42.6,8.1,9,15.4,10.9,86.6,0.8,49.2,9.3,10.4,17.8,12.6,50,19.7,17.8,12.6,
North West,172,Rochdale,1994,chemistry,4.6,40.6,8.2,16.1,17.2,0,86.6,5.3,46.9,9.4,18.6,19.8,0,52.2,28,19.8,0,
North West,172,Rochdale,1995,chemistry,4.6,39.8,7,27.6,7.6,0,86.6,5.3,46,8.1,31.8,8.8,0,51.3,39.9,8.8,0,
North West,172,Rochdale,1995,nitrate,57.3,18,4.6,4.5,2.3,0,86.6,66.1,20.8,5.3,5.2,2.6,0,,,,,2.6
North West,172,Rochdale,1995,biology,0,12.4,1.4,19.3,28.1,10.1,71.3,0,17.3,2,27.1,39.3,14.2,17.3,29.1,39.3,14.2,
North West,172,Rochdale,1995,phosphate,0,42.6,9.2,0,15.1,4.4,71.3,0,59.8,12.9,0,21.1,6.2,,,,,27.3
North West,172,Rochdale,1996,chemistry,2.4,19.7,34.5,23.7,6.4,0,86.6,2.7,22.8,39.8,27.3,7.3,0,25.5,67.1,7.3,0,
North West,172,Rochdale,1997,chemistry,2.7,20.8,40,16.8,6.4,0,86.6,3.1,24,46.2,19.4,7.3,0,27.1,65.6,7.3,0,
North West,172,Rochdale,1998,chemistry,3.2,26,39.8,8.9,6.4,2.3,86.6,3.7,30.1,46,10.2,7.4,2.6,33.7,56.2,7.4,2.6,
North West,172,Rochdale,1999,chemistry,17.6,37.4,17.6,6.4,5.4,2.3,86.6,20.3,43.1,20.3,7.4,6.3,2.6,63.5,27.6,6.3,2.6,
North West,172,Rochdale,2000,biology,0,12.8,6.4,17.2,29.9,0,66.3,0,19.3,9.7,25.9,45.1,0,19.3,35.6,45.1,0,
North West,172,Rochdale,2000,chemistry,16.4,38.6,17.6,4.1,7.7,2.3,86.6,18.9,44.5,20.3,4.8,8.9,2.6,63.5,25,8.9,2.6,
North West,172,Rochdale,2000,nitrate,53.6,17.1,9.2,6.8,0,0,86.6,61.9,19.7,10.6,7.8,0,0,,,,,0
North West,172,Rochdale,2000,phosphate,0,37.7,25.7,3.7,12.7,6.8,86.6,0,43.5,29.7,4.3,14.7,7.8,,,,,26.8
North West,172,Rochdale,2001,phosphate,0,30.9,26.7,9.6,12.7,6.8,86.6,0,35.6,30.8,11.1,14.7,7.8,,,,,33.6
North West,172,Rochdale,2001,chemistry,16.6,30.6,25.3,4.2,7.7,2.3,86.6,19.2,35.3,29.2,4.8,8.9,2.6,54.4,34,8.9,2.6,
North West,172,Rochdale,2001,nitrate,56.9,18.4,4.6,6.8,0,0,86.6,65.6,21.3,5.3,7.8,0,0,,,,,0
North West,172,Rochdale,2002,nitrate,57,18.3,4.6,0,6.8,0,86.6,65.8,21.1,5.3,0,7.8,0,,,,,7.8
North West,172,Rochdale,2002,phosphate,0,34.5,26.2,6.5,12.7,6.8,86.6,0,39.8,30.2,7.5,14.7,7.8,,,,,30
North West,172,Rochdale,2002,biology,0,14.1,17.3,10.5,24.4,0,66.3,0,21.3,26.2,15.8,36.8,0,21.3,42,36.8,0,
North West,172,Rochdale,2002,chemistry,20.9,30.5,25.3,3.2,4.5,2.3,86.6,24.1,35.2,29.2,3.7,5.2,2.6,59.2,33,5.2,2.6,
North West,172,Rochdale,2003,biology,0,14.9,19.7,9.6,17.8,0,62.1,0,24,31.7,15.5,28.7,0,24,47.3,28.7,0,
North West,172,Rochdale,2003,chemistry,19.6,33.4,19.5,8.8,3.1,2.3,86.6,22.6,38.6,22.5,10.1,3.6,2.6,61.2,32.6,3.6,2.6,
North West,172,Rochdale,2003,nitrate,57.9,17.4,4.6,0,4.5,2.3,86.6,66.8,20.1,5.3,0,5.2,2.6,,,,,7.8
North West,172,Rochdale,2003,phosphate,0,37.6,25.4,4.2,12.7,6.8,86.6,0,43.4,29.3,4.8,14.7,7.8,,,,,27.3
North West,172,Rochdale,2004,biology,3.4,13,20.2,10.4,24.3,0,71.3,4.8,18.2,28.3,14.6,34.1,0,23,42.9,34.1,0,
North West,172,Rochdale,2004,chemistry,19.3,29.2,18.4,17.5,2.3,0,86.6,22.2,33.7,21.3,20.2,2.6,0,55.9,41.5,2.6,0,
North West,172,Rochdale,2004,nitrate,57.9,17.4,4.6,0,4.5,2.3,86.6,66.8,20.1,5.3,0,5.2,2.6,,,,,7.8
North West,172,Rochdale,2004,phosphate,0,20,43.3,3.8,15.1,4.4,86.6,0,23.1,50,4.4,17.4,5.1,,,,,26.9
North West,172,Rochdale,2005,nitrate,57.9,17.4,4.6,0,2.3,4.4,86.6,66.8,20.1,5.3,0,2.7,5.1,,,,,7.8
North West,172,Rochdale,2005,phosphate,0.5,37.1,25.4,4.2,12.7,6.8,86.6,0.6,42.8,29.3,4.8,14.7,7.8,,,,,27.3
North West,172,Rochdale,2005,chemistry,18.7,15,32.2,20.7,0,0,86.6,21.6,17.3,37.2,23.9,0,0,38.9,61.1,0,0,
North West,172,Rochdale,2005,biology,3.4,13,12.9,23.4,18.6,0,71.3,4.8,18.2,18.1,32.8,26.1,0,23,50.9,26.1,0,
North West,172,Rochdale,2006,chemistry,19.3,18.6,28.1,20.7,0,0,86.6,22.2,21.5,32.4,23.9,0,0,43.7,56.3,0,0,
North West,172,Rochdale,2006,nitrate,51.7,23.6,4.6,0,2.3,4.4,86.6,59.7,27.2,5.3,0,2.7,5.1,,,,,7.8
North West,172,Rochdale,2006,phosphate,0.5,44.7,17.8,4.2,15.1,4.4,86.6,0.6,51.6,20.5,4.8,17.4,5.1,,,,,27.3
North West,172,Rochdale,2006,biology,3.4,12.5,15,22.7,17.7,0,71.3,4.8,17.5,21,31.9,24.9,0,22.3,52.8,24.9,0,
North West,173,Rossendale,1990,biology,0,0,1,0.7,24,6,31.7,0,0,3.2,2.3,75.7,18.8,0,5.5,75.7,18.8,
North West,173,Rossendale,1990,chemistry,0,1.5,0,14.8,6.4,0,22.7,0,6.6,0,65.3,28.1,0,6.6,65.3,28.1,0,
North West,173,Rossendale,1990,nitrate,0,0,0,0,0,0,0,,,,,,,,,,,
North West,173,Rossendale,1990,phosphate,0,1.5,12,6.3,2.9,0,22.7,0,6.6,52.9,27.7,12.8,0,,,,,40.5
North West,173,Rossendale,1993,chemistry,3.7,24.3,10.9,3.1,3.5,0,45.3,8.2,53.5,23.9,6.7,7.7,0,61.7,30.7,7.7,0,
North West,173,Rossendale,1994,chemistry,3.2,24.7,13.9,3.5,0,0,45.3,7.1,54.6,30.7,7.7,0,0,61.7,38.3,0,0,
North West,173,Rossendale,1995,nitrate,42.4,0,2.9,0,0,0,45.3,93.6,0,6.4,0,0,0,,,,,0
North West,173,Rossendale,1995,chemistry,4.7,28,8.5,0.7,3.5,0,45.3,10.4,61.7,18.7,1.6,7.7,0,72.1,20.3,7.7,0,
North West,173,Rossendale,1995,biology,0,4.7,2.3,12.6,14.3,11.4,45.3,0,10.4,5.1,27.7,31.5,25.2,10.4,32.8,31.5,25.2,
North West,173,Rossendale,1995,phosphate,0,32.2,4.6,3.1,5.4,0,45.3,0,71.1,10.2,6.7,11.9,0,,,,,18.7
North West,173,Rossendale,1996,chemistry,6.3,31.9,6.4,0.7,0,0,45.3,13.9,70.5,14,1.6,0,0,84.3,15.7,0,0,
North West,173,Rossendale,1997,chemistry,5.3,27,12.3,0.7,0,0,45.3,11.7,59.5,27.2,1.6,0,0,71.2,28.8,0,0,
North West,173,Rossendale,1998,chemistry,5.1,28.5,11,0.7,0,0,45.3,11.3,62.8,24.2,1.6,0,0,74.2,25.8,0,0,
North West,173,Rossendale,1999,chemistry,7.7,20.9,16.8,0,0,0,45.3,16.9,46.1,37,0,0,0,63,37,0,0,
North West,173,Rossendale,2000,biology,0,3.1,15.3,8.6,18.3,0,45.3,0,6.9,33.8,19.1,40.3,0,6.9,52.8,40.3,0,
North West,173,Rossendale,2000,chemistry,10,31.7,3.6,0,0,0,45.3,22.2,69.8,8,0,0,0,92,8,0,0,
North West,173,Rossendale,2000,nitrate,32.2,10.2,2.9,0,0,0,45.3,71.1,22.5,6.4,0,0,0,,,,,0
North West,173,Rossendale,2000,phosphate,0,27.4,9,6,2.9,0,45.3,0,60.5,19.9,13.1,6.4,0,,,,,19.5
North West,173,Rossendale,2001,phosphate,0,24.2,12.2,6,2.9,0,45.3,0,53.5,27,13.1,6.4,0,,,,,19.5
North West,173,Rossendale,2001,chemistry,6.1,23.2,16,0,0,0,45.3,13.5,51.2,35.4,0,0,0,64.6,35.4,0,0,
North West,173,Rossendale,2001,nitrate,32.2,10.2,2.9,0,0,0,45.3,71.1,22.5,6.4,0,0,0,,,,,0
North West,173,Rossendale,2002,phosphate,0,8.7,22.2,11.5,2.9,0,45.3,0,19.2,49,25.4,6.4,0,,,,,31.8
North West,173,Rossendale,2002,nitrate,39.9,2.5,2.9,0,0,0,45.3,88.1,5.5,6.4,0,0,0,,,,,0
North West,173,Rossendale,2002,biology,0,2.6,15.8,8.6,18.3,0,45.3,0,5.8,34.8,19.1,40.3,0,5.8,53.9,40.3,0,
North West,173,Rossendale,2002,chemistry,7.6,18.7,10.6,0,0,0,36.8,20.6,50.7,28.7,0,0,0,71.3,28.7,0,0,
North West,173,Rossendale,2003,biology,0,9.9,16.2,4.4,14.8,0,45.3,0,21.9,35.8,9.7,32.6,0,21.9,45.5,32.6,0,
North West,173,Rossendale,2003,chemistry,8.1,18.8,18.4,0,0,0,45.3,17.8,41.5,40.7,0,0,0,59.3,40.7,0,0,
North West,173,Rossendale,2003,nitrate,42.4,0,2.9,0,0,0,45.3,93.6,0,6.4,0,0,0,,,,,0
North West,173,Rossendale,2003,phosphate,0,7.2,27.6,7.7,2.9,0,45.3,0,15.9,60.8,16.9,6.4,0,,,,,23.3
North West,173,Rossendale,2004,biology,1,8.9,16.2,4.4,14.8,0,45.3,2.3,19.6,35.8,9.7,32.6,0,21.9,45.5,32.6,0,
North West,173,Rossendale,2004,chemistry,4.1,15.1,26.1,0,0,0,45.3,9.1,33.4,57.6,0,0,0,42.4,57.6,0,0,
North West,173,Rossendale,2004,nitrate,42.4,0,2.9,0,0,0,45.3,93.6,0,6.4,0,0,0,,,,,0
North West,173,Rossendale,2004,phosphate,0,6.7,19.3,16.5,2.9,0,45.3,0,14.8,42.5,36.3,6.4,0,,,,,42.7
North West,173,Rossendale,2005,phosphate,0,6.7,24.3,11.4,2.9,0,45.3,0,14.8,53.7,25.1,6.4,0,,,,,31.5
North West,173,Rossendale,2005,nitrate,40.9,1.5,2.9,0,0,0,45.3,90.3,3.3,6.4,0,0,0,,,,,0
North West,173,Rossendale,2005,chemistry,4.1,20.5,17.9,2.9,0,0,45.3,9.1,45.1,39.4,6.4,0,0,54.2,45.8,0,0,
North West,173,Rossendale,2005,biology,1,14.7,11.9,2.9,14.8,0,45.3,2.3,32.5,26.2,6.4,32.6,0,34.7,32.6,32.6,0,
North West,173,Rossendale,2006,chemistry,8.2,27.9,9.2,0,0,0,45.3,18.1,61.6,20.2,0,0,0,79.8,20.2,0,0,
North West,173,Rossendale,2006,nitrate,37.9,4.6,2.9,0,0,0,45.3,83.6,10,6.4,0,0,0,,,,,0
North West,173,Rossendale,2006,phosphate,0,21.1,14.5,6.8,2.9,0,45.3,0,46.6,32.1,14.9,6.4,0,,,,,21.3
North West,173,Rossendale,2006,biology,1,7.4,19.2,2.9,14.8,0,45.3,2.3,16.4,42.3,6.4,32.6,0,18.6,48.7,32.6,0,
North West,174,Salford,1990,biology,0,0,0,0,1.8,22,23.9,0,0,0,0,7.7,92.3,0,0,7.7,92.3,
North West,174,Salford,1990,chemistry,0,0,7.9,0,16.6,3.3,27.8,0,0,28.5,0,59.7,11.8,0,28.5,59.7,11.8,
North West,174,Salford,1990,nitrate,0,0,0,0,0,0,0,,,,,,,,,,,
North West,174,Salford,1990,phosphate,0,0,7.9,3.1,10.6,6.9,28.5,0,0,27.7,10.8,37.2,24.2,,,,,72.3
North West,174,Salford,1993,chemistry,0,0,9.7,2,22.8,4.7,39.2,0,0,24.9,5,58.1,12,0,29.9,58.1,12,
North West,174,Salford,1994,chemistry,0,0,7.9,2,23.2,6.1,39.2,0,0,20.2,5,59.1,15.6,0,25.2,59.1,15.6,
North West,174,Salford,1995,chemistry,0,0,0,9.9,26.4,3,39.2,0,0,0,25.2,67.2,7.5,0,25.2,67.2,7.5,
North West,174,Salford,1995,nitrate,10.4,8.3,15.7,0.1,3.2,1.4,39.2,26.6,21.3,40,0.3,8.1,3.6,,,,,11.8
North West,174,Salford,1995,biology,0,0,0,5.1,9.6,13,27.6,0,0,0,18.3,34.8,46.9,0,18.3,34.8,46.9,
North West,174,Salford,1995,phosphate,0.1,13,1.8,3.2,15.6,5.4,39.1,0.3,33.2,4.7,8.2,40,13.7,,,,,61.9
North West,174,Salford,1996,chemistry,0,0,0,9.9,15.7,13.6,39.2,0,0,0,25.2,40,34.7,0,25.2,40,34.7,
North West,174,Salford,1997,chemistry,0,0,0,12.8,11.3,15.1,39.2,0,0,0,32.7,28.9,38.4,0,32.7,28.9,38.4,
North West,174,Salford,1998,chemistry,0,0,7.9,4.9,22.7,3.7,39.2,0,0,20.2,12.5,57.8,9.5,0,32.7,57.8,9.5,
North West,174,Salford,1999,chemistry,0,0,7.9,4.9,22.7,3.7,39.2,0,0,20.2,12.5,57.9,9.3,0,32.7,57.9,9.3,
North West,174,Salford,2000,biology,0,0,0,6.5,17.2,0.1,23.8,0,0,0,27.3,72.2,0.5,0,27.3,72.2,0.5,
North West,174,Salford,2000,chemistry,0,0,7.9,6.9,23.6,0.8,39.2,0,0,20.2,17.6,60.2,2,0,37.8,60.2,2,
North West,174,Salford,2000,nitrate,7.9,7.6,18.2,4.1,0,1.4,39.2,20.2,19.5,46.3,10.3,0,3.6,,,,,3.6
North West,174,Salford,2000,phosphate,0,7.9,0,7.6,18.3,5.4,39.2,0,20.2,0,19.3,46.6,13.9,,,,,79.8
North West,174,Salford,2001,chemistry,0,1.4,7.9,3.8,25.2,0.8,39.2,0,3.7,20.2,9.7,64.4,2,3.7,29.9,64.4,2,
North West,174,Salford,2001,nitrate,7.9,10.7,15.1,4,0,1.4,39.2,20.2,27.4,38.4,10.2,0.1,3.6,,,,,3.8
North West,174,Salford,2001,phosphate,0,9.4,0,7.6,16.8,5.4,39.2,0,23.9,0,19.3,43,13.9,,,,,76.1
North West,174,Salford,2002,biology,0,0,2,1.4,20.3,0.1,23.8,0,0,8.3,6.1,85.2,0.5,0,14.4,85.2,0.5,
North West,174,Salford,2002,phosphate,0,9.4,0,7.6,16.9,5.4,39.2,0,23.9,0,19.3,43.2,13.7,,,,,76.1
North West,174,Salford,2002,chemistry,0,1.4,7.9,3.8,25.2,0.8,39.2,0,3.7,20.2,9.7,64.4,2,3.7,29.9,64.4,2,
North West,174,Salford,2002,nitrate,7.9,10.7,15.1,3.9,0.1,1.4,39.2,20.2,27.4,38.4,10,0.4,3.6,,,,,4
North West,174,Salford,2003,biology,0,0,2,1.4,20.3,0.1,23.8,0,0,8.3,6.1,85.2,0.5,0,14.4,85.2,0.5,
North West,174,Salford,2003,chemistry,0,0,7.9,1.8,25.6,3.9,39.2,0,0,20.2,4.7,65.2,9.9,0,24.9,65.2,9.9,
North West,174,Salford,2003,nitrate,8.6,10.1,15.1,3.9,0.1,1.4,39.2,21.9,25.6,38.4,10,0.4,3.6,,,,,4
North West,174,Salford,2003,phosphate,0,9.4,0,6.9,18.3,4.7,39.2,0,23.9,0,17.6,46.6,12,,,,,76.1
North West,174,Salford,2004,chemistry,0,0,11.8,1.5,22,3.9,39.2,0,0,30,3.9,56.2,9.9,0,33.9,56.2,9.9,
North West,174,Salford,2004,nitrate,8.6,7.1,18,4,0.1,1.4,39.2,21.9,18.1,46,10.1,0.2,3.6,,,,,3.9
North West,174,Salford,2004,biology,0,0,2,3.2,20.2,1.5,27,0,0,7.3,11.9,75.1,5.7,0,19.2,75.1,5.7,
North West,174,Salford,2004,phosphate,0,9.4,0,6.9,18.3,4.6,39.2,0,23.9,0,17.6,46.8,11.8,,,,,76.1
North West,174,Salford,2005,phosphate,0,9.4,0,6.9,18.2,4.7,39.2,0,23.9,0,17.6,46.5,12.1,,,,,76.1
North West,174,Salford,2005,biology,0,0,0,8.3,17.2,1.5,27,0,0,0,30.7,63.6,5.7,0,30.7,63.6,5.7,
North West,174,Salford,2005,chemistry,0,1.8,9.9,3.3,20.3,3.9,39.2,0,4.7,25.2,8.4,51.8,9.9,4.7,33.7,51.8,9.9,
North West,174,Salford,2005,nitrate,8.6,7.1,18,3.2,0.7,1.5,39.2,21.9,18.1,46,8.2,1.9,3.9,,,,,5.8
North West,174,Salford,2006,phosphate,0,9.4,1.8,5.7,17.5,4.7,39.2,0,23.9,4.7,14.7,44.7,12.1,,,,,71.5
North West,174,Salford,2006,nitrate,8.6,7,18.1,3.3,0.7,1.5,39.2,21.9,17.8,46.2,8.4,1.9,3.9,,,,,5.8
North West,174,Salford,2006,biology,0,0,0,18.9,6.5,1.5,27,0,0,0,70,24.3,5.7,0,70,24.3,5.7,
North West,174,Salford,2006,chemistry,1.8,0,9.9,6.2,20.5,0.8,39.2,4.7,0,25.2,15.9,52.2,2,4.7,41.1,52.2,2,
North West,175,Sefton,1990,biology,0,0,0,0,1.7,6,7.7,0,0,0,0,22.2,77.8,0,0,22.2,77.8,
North West,175,Sefton,1990,chemistry,0,0,0,20.6,3,16.8,40.5,0,0,0,51,7.4,41.6,0,51,7.4,41.6,
North West,175,Sefton,1990,nitrate,0,0,0,0,0,0,0,,,,,,,,,,,
North West,175,Sefton,1990,phosphate,0,20.6,0,0,2.4,17.4,40.5,0,51,0,0,5.9,43.1,,,,,49
North West,175,Sefton,1993,chemistry,0,0,0,0,28.7,11.8,40.5,0,0,0,0,70.8,29.2,0,0,70.8,29.2,
North West,175,Sefton,1994,chemistry,0,3.5,0,0.8,38.6,4.4,47.5,0,7.5,0,1.8,81.4,9.4,7.5,1.8,81.4,9.4,
North West,175,Sefton,1995,phosphate,0,0,20.6,0,17.5,9.3,47.5,0,0,43.5,0,36.9,19.5,,,,,56.5
North West,175,Sefton,1995,biology,0,0,0,5.9,8.5,12.3,26.8,0,0,0,22.2,31.9,45.9,0,22.2,31.9,45.9,
North West,175,Sefton,1995,chemistry,0,0,3.5,0.9,39.8,3.2,47.5,0,0,7.5,2,83.8,6.8,0,9.4,83.8,6.8,
North West,175,Sefton,1995,nitrate,0,20.6,6,12.8,8,0,47.5,0,43.5,12.6,27,16.9,0,,,,,16.9
North West,175,Sefton,1996,chemistry,0,0,3.5,2.2,39.1,2.6,47.5,0,0,7.5,4.6,82.4,5.5,0,12.1,82.4,5.5,
North West,175,Sefton,1997,chemistry,0,0,4.4,1.4,36.5,5.2,47.5,0,0,9.2,2.9,76.9,11,0,12.1,76.9,11,
North West,175,Sefton,1998,chemistry,0,0,4,2.4,39.9,1.2,47.5,0,0,8.3,5,84.1,2.6,0,13.3,84.1,2.6,
North West,175,Sefton,1999,chemistry,0,3.5,0.8,3.7,38.2,1.2,47.5,0,7.5,1.8,7.7,80.5,2.6,7.5,9.5,80.5,2.6,
North West,175,Sefton,2000,biology,0,0,1.5,7.7,9,8.6,26.8,0,0,5.7,28.6,33.6,32.1,0,34.3,33.6,32.1,
North West,175,Sefton,2000,chemistry,0,3.5,22.4,2.8,17.5,1.2,47.5,0,7.5,47.1,5.9,36.9,2.6,7.5,53,36.9,2.6,
North West,175,Sefton,2000,nitrate,0,20.6,5.1,2.1,5.3,14.3,47.5,0,43.5,10.8,4.4,11.1,30.2,,,,,41.3
North West,175,Sefton,2000,phosphate,0,20.6,0,4.1,8.4,14.3,47.5,0,43.5,0,8.6,17.7,30.2,,,,,56.5
North West,175,Sefton,2001,chemistry,0,3.5,23.6,3,16.1,1.2,47.5,0,7.5,49.8,6.3,33.9,2.6,7.5,56,33.9,2.6,
North West,175,Sefton,2001,nitrate,0,20.6,5.1,3.8,3.5,14.3,47.5,0,43.5,10.8,8,7.5,30.2,,,,,37.7
North West,175,Sefton,2001,phosphate,0,20.6,0,5.4,7,14.3,47.5,0,43.5,0,11.5,14.8,30.2,,,,,56.5
North West,175,Sefton,2002,nitrate,0,20.6,5.1,2.1,5.8,13.7,47.5,0,43.5,10.8,4.4,12.3,29,,,,,41.3
North West,175,Sefton,2002,phosphate,0,20.6,0,5.4,7,14.3,47.5,0,43.5,0,11.5,14.8,30.2,,,,,56.5
North West,175,Sefton,2002,biology,0,0,0.9,9.5,9,7.4,26.8,0,0,3.5,35.4,33.6,27.5,0,38.9,33.6,27.5,
North West,175,Sefton,2002,chemistry,0,3.5,23.2,10.1,9.4,1.2,47.5,0,7.5,48.9,21.2,19.8,2.6,7.5,70.1,19.8,2.6,
North West,175,Sefton,2003,biology,0,0,0.9,10.9,9,6,26.8,0,0,3.5,40.5,33.6,22.4,0,44,33.6,22.4,
North West,175,Sefton,2003,chemistry,0,3.5,23.2,1.9,17.5,1.2,47.5,0,7.5,48.9,4.1,36.9,2.6,7.5,53,36.9,2.6,
North West,175,Sefton,2003,nitrate,0,22,3.8,2.1,5.8,13.7,47.5,0,46.4,7.9,4.4,12.3,29,,,,,41.3
North West,175,Sefton,2003,phosphate,0,20.6,0,5.4,7,14.3,47.5,0,43.5,0,11.5,14.8,30.2,,,,,56.5
North West,175,Sefton,2004,chemistry,0,4.4,25.8,11.9,4.2,1.2,47.5,0,9.2,54.3,25,8.8,2.6,9.2,79.3,8.8,2.6,
