Department,Entity ,Transaction date,Supplier Name,amount,Expenses type ,Expenses area ,Expenses  Description ,Component Code 
DFID,DFID,21-May-12,TEARFUND,"£142,986",Aid Programme - Accountable Grant Payments,Security & Humanitarian and Middle East Division,,113887-102
DFID,DFID,21-May-12,Pilgrims Group,£802,Hostile Environment Training,Security & Humanitarian and Middle East Division,,201701-101
DFID,DFID,21-May-12,Pilgrims Group,£956,Hostile Environment Training,Security & Humanitarian and Middle East Division,,100307-101
DFID,DFID,21-May-12,The Palestinian National Authority Ministry of Finance Palestinian Governance Facility,"£40,000",Aid Programme - Other Financial Aid to Government,Security & Humanitarian and Middle East Division,,202241-102
DFID,DFID,21-May-12,Corporate Travel Provider,£543,Air fares,Security & Humanitarian and Middle East Division,,100049-101
DFID,DFID,21-May-12,Corporate Travel Provider,£569,Air fares,Security & Humanitarian and Middle East Division,,100049-101
DFID,DFID,21-May-12,Corporate Travel Provider,£626,Air fares,Security & Humanitarian and Middle East Division,,100307-101
DFID,DFID,21-May-12,Corporate Travel Provider,£535,Air fares,Security & Humanitarian and Middle East Division,,202398-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£3,063",Air fares,Security & Humanitarian and Middle East Division,,100049-128
DFID,DFID,21-May-12,Corporate Travel Provider,£666,Air fares,Security & Humanitarian and Middle East Division,,100303-101
DFID,DFID,21-May-12,Corporate Travel Provider,£560,Air fares,Security & Humanitarian and Middle East Division,,201701-101
DFID,DFID,21-May-12,Courtenay Cabto Venton GBP,"£5,000",Technical and Advisory Services,Security & Humanitarian and Middle East Division,,202845-102
DFID,DFID,21-May-12,Corporate Travel Provider,"£3,137",Air fares,Top Management Group,,100232-102
DFID,DFID,21-May-12,Corporate Travel Provider,"£2,608",Air fares,Top Management Group,,100232-103
DFID,DFID,21-May-12,Corporate Travel Provider,£604,Air fares,Top Management Group,,100232-102
DFID,DFID,21-May-12,Corporate Travel Provider,£604,Air fares,Top Management Group,,100232-103
DFID,DFID,21-May-12,Corporate Travel Provider,"£2,198",Air fares,Top Management Group,,100232-105
DFID,DFID,21-May-12,Corporate Travel Provider,"£2,076",Air fares,Top Management Group,,100232-103
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,259",Air fares,Top Management Group,,100232-103
DFID,DFID,21-May-12,Corporate Travel Provider,£533,Air fares,Top Management Group,,100232-108
DFID,DFID,21-May-12,Corporate Travel Provider,"£5,176",Air fares,Top Management Group,,100232-104
DFID,DFID,21-May-12,Corporate Travel Provider,£604,Air fares,Top Management Group,,100232-102
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,259",Air fares,Top Management Group,,100232-102
DFID,DFID,21-May-12,Corporate Travel Provider,"£2,076",Air fares,Top Management Group,,100232-102
DFID,DFID,21-May-12,Corporate Travel Provider,"£2,608",Air fares,Top Management Group,,100232-102
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,936",Air fares,Top Management Group,,100232-102
DFID,DFID,21-May-12,NP (SL) Ltd,"£1,567",Generators & spares,West and Southern Africa,,101629-101
DFID,DFID,21-May-12,NP (SL) Ltd,"£1,567",Generators & spares,West and Southern Africa,,101629-101
DFID,DFID,21-May-12,NP (SL) Ltd,"£1,567",Generators & spares,West and Southern Africa,,101629-101
DFID,DFID,21-May-12,Supplier Name withheld,£637,Hotels - Accommodation only,West and Southern Africa,,101622-101
DFID,DFID,21-May-12,recipient withheld,"£1,259",Hotels - Accommodation only,West and Southern Africa,,101610-101
DFID,DFID,21-May-12,Ministry of Finance & Economic Planning Ghana Election Support,"£1,106,963",Aid Programme - Other Financial Aid to Government,West and Southern Africa,,202477-105
DFID,DFID,21-May-12,Papirus Plus Lda,£666,Printer Consumables,West and Southern Africa,,101620-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£2,593",Air fares,West and Southern Africa,,100189-101
DFID,DFID,21-May-12,Corporate Travel Provider,£751,Air fares,West and Southern Africa,,101618-101
DFID,DFID,21-May-12,Corporate Travel Provider,£579,Air fares,West and Southern Africa,,101610-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,665",Air fares,West and Southern Africa,,100189-101
DFID,DFID,21-May-12,Corporate Travel Provider,£593,Air fares,West and Southern Africa,,101610-101
DFID,DFID,21-May-12,Corporate Travel Provider,£840,Air fares,West and Southern Africa,,100189-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,758",Air fares,West and Southern Africa,,101638-101
DFID,DFID,21-May-12,Corporate Travel Provider,£850,Air fares,West and Southern Africa,,101610-101
DFID,DFID,21-May-12,Supplier Name withheld,£609,Air fares,West and Southern Africa,,100152-101
DFID,DFID,21-May-12,Supplier Name withheld,£892,Air fares,West and Southern Africa,,101622-101
DFID,DFID,21-May-12,Corporate Travel Provider,£524,Air fares,West and Southern Africa,,101610-101
DFID,DFID,21-May-12,Izidio Patricio NHANTUMBO,£843,Technical and Advisory Services,West and Southern Africa,,113355-101
DFID,DFID,21-May-12,ABICA,£810,Telephone Usage & services,West and Southern Africa,,101638-104
DFID,DFID,21-May-12,Pilgrims Group,£956,Training - Course Fees,West and Southern Africa,,101622-101
DFID,DFID,21-May-12,Pilgrims Group,£802,Training - Course Fees,West and Southern Africa,,101622-101
DFID,DFID,21-May-12,Supplier Name withheld,£969,Generators & spares,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,21-May-12,Supplier Name withheld,£802,Hostile Environment Training,Western Asia and Stabilisation Division,,100011-110
DFID,DFID,21-May-12,Corporate Travel Provider,£503,Hotels - Accommodation only,Western Asia and Stabilisation Division,,202288-102
DFID,DFID,21-May-12,Corporate Travel Provider,£792,Hotels - Accommodation only,Western Asia and Stabilisation Division,,202288-102
DFID,DFID,21-May-12,Recipient name withheld,£607,Hotels - Accommodation only,Western Asia and Stabilisation Division,,203029-101
DFID,DFID,21-May-12,Recipient name withheld,£783,Hotels - Accommodation only,Western Asia and Stabilisation Division,,203350-101
DFID,DFID,21-May-12,"British High Commission, Pak","£5,040",Aid Programme - Humanitarian Material Relief Assistance and Services,Western Asia and Stabilisation Division,,202080-111
DFID,DFID,21-May-12,Supplier Name withheld,£615,Office Equipment - Purchases,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,21-May-12,Supplier Name withheld,£581,other information and communication technologies,Western Asia and Stabilisation Division,,100011-110
DFID,DFID,21-May-12,Supplier Name withheld,"£1,179",other information and communication technologies,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,21-May-12,Corporate Travel Provider,£687,Air fares,Western Asia and Stabilisation Division,,100011-110
DFID,DFID,21-May-12,Corporate Travel Provider,£568,Air fares,Western Asia and Stabilisation Division,,202288-102
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,433",Air fares,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,21-May-12,Corporate Travel Provider,£905,Air fares,Western Asia and Stabilisation Division,,202288-106
DFID,DFID,21-May-12,Corporate Travel Provider,£804,Air fares,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,21-May-12,Corporate Travel Provider,£774,Air fares,Western Asia and Stabilisation Division,,203350-101
DFID,DFID,21-May-12,Corporate Travel Provider,£529,Air fares,Western Asia and Stabilisation Division,,100011-110
DFID,DFID,21-May-12,Corporate Travel Provider,£631,Air fares,Western Asia and Stabilisation Division,,100020-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,025",Air fares,Western Asia and Stabilisation Division,,202288-107
DFID,DFID,21-May-12,Corporate Travel Provider,£507,Air fares,Western Asia and Stabilisation Division,,101624-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,856",Air fares,Western Asia and Stabilisation Division,,101624-101
DFID,DFID,21-May-12,Corporate Travel Provider,£710,Air fares,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,21-May-12,Corporate Travel Provider,£737,Air fares,Western Asia and Stabilisation Division,,202405-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,423",Air fares,Western Asia and Stabilisation Division,,100011-110
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,010",Air fares,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,21-May-12,Corporate Travel Provider,£629,Air fares,Western Asia and Stabilisation Division,,100020-101
DFID,DFID,21-May-12,Corporate Travel Provider,£747,Air fares,Western Asia and Stabilisation Division,,202288-107
DFID,DFID,21-May-12,Corporate Travel Provider,£913,Air fares,Western Asia and Stabilisation Division,,203336-101
DFID,DFID,21-May-12,Corporate Travel Provider,£614,Air fares,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,21-May-12,Corporate Travel Provider,"£2,217",Air fares,Western Asia and Stabilisation Division,,203350-101
DFID,DFID,21-May-12,Corporate Travel Provider,£661,Air fares,Western Asia and Stabilisation Division,,203350-101
DFID,DFID,21-May-12,Corporate Travel Provider,£949,Air fares,Western Asia and Stabilisation Division,,101601-101
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,756",Air fares,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,21-May-12,Corporate Travel Provider,"£1,195",Air fares,Western Asia and Stabilisation Division,,202288-107
DFID,DFID,21-May-12,Corporate Travel Provider,£923,Air fares,Western Asia and Stabilisation Division,,202288-107
DFID,DFID,21-May-12,Supplier Name withheld,"£151,132",Technical and Advisory Services,Western Asia and Stabilisation Division,,201035-109
DFID,DFID,21-May-12,Supplier Name withheld,"£226,156",Technical and Advisory Services,Western Asia and Stabilisation Division,,200898-103
DFID,DFID,21-May-12,MOTT MACDONALD LTD,"£149,989",Technical and Advisory Services,Western Asia and Stabilisation Division,,201846-102
DFID,DFID,21-May-12,Hasaan Khawar,"£3,026",Technical and Advisory Services,Western Asia and Stabilisation Division,,113484-106
DFID,DFID,21-May-12,"British High Commission, Pak","£2,977",Taxi costs,Western Asia and Stabilisation Division,,101624-101
DFID,DFID,21-May-12,Supplier Name withheld,"£1,539",Training - Travel & Subsistence,Western Asia and Stabilisation Division,,101601-110
DFID,DFID,22-May-12,Harewelle International Limited.,"£376,240",Aid Programme - Challenge Fund payments,"Asia, Caribbean and Overseas Territories",,107402-102
DFID,DFID,22-May-12,Tay Ho Electricity Company,£642,Electricity,"Asia, Caribbean and Overseas Territories",,101636-101
DFID,DFID,22-May-12,BOSE CORPORATION INDIA PRIVATE LIMITED,£700,Facilities Management payments,"Asia, Caribbean and Overseas Territories",,201689-105
DFID,DFID,22-May-12,CROWN RELOCATIONS  UK,"£1,383",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202403-101
DFID,DFID,22-May-12,PRICEWATERHOUSECOOPERS PRIVATE LTD,"£34,207",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,113287-102
DFID,DFID,22-May-12,BMB MOTT  MACDONALD,"£78,501",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,107480-101
DFID,DFID,22-May-12,BMB MOTT  MACDONALD,"£181,926",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,107480-101
DFID,DFID,22-May-12,Meghraj Capital Advisors Private Limited,"£8,678",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202736-101
DFID,DFID,22-May-12,DELOITTE TOUCHE TOHMATSU INDIA PRIVA,"£25,452",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,108070-101
DFID,DFID,22-May-12,OPTIONS CONSULTANCY SERVICES LIMITED,"£70,847",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,201375-103
DFID,DFID,22-May-12,Mannion Daniels Limited,"£68,600",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202708-102
DFID,DFID,22-May-12,Mannion Daniels Limited,"£23,318",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,202708-102
DFID,DFID,22-May-12,Harewelle International Limited.,"£107,858",Technical and Advisory Services,"Asia, Caribbean and Overseas Territories",,107402-101
DFID,DFID,22-May-12,ATTENDA LIMITED,"£2,827",Computer hardware maintenance,Business Solutions Division Level,,200002-196
DFID,DFID,22-May-12,GLOBAL CROSSING (UK) TELECOMMS LTD,£516,Mobile telephones & accessories,Business Solutions Division Level,,200002-130
DFID,DFID,22-May-12,COMBINED KNOWLEDGE LTD,"£3,000",Training - Course Fees,Business Solutions Division Level,,200001-102
DFID,DFID,22-May-12,UMEME Ltd,£993,Electricity,East and Central Africa,,101635-101
DFID,DFID,22-May-12,Supplier Name withheld,"£26,152",Secure staff accomodation,East and Central Africa,Secure Staff accommodation for Tanzania for  May 2012 to April 2013,101634-101
DFID,DFID,22-May-12,Supplier Name withheld,"£7,472",Secure staff accomodation,East and Central Africa,,101634-101
DFID,DFID,22-May-12,DOMUS WOODWORKS LIMITED(USD),£805,Facilities Management payments,East and Central Africa,,101634-101
DFID,DFID,22-May-12,African (Wings) Travels Ltd,£772,Air fares,East and Central Africa,,200239-106
DFID,DFID,22-May-12,ATOS CONSULTING LIMITED,"£33,431",Technical and Advisory Services,East and Central Africa,,202327-101
DFID,DFID,22-May-12,MS MARY JENNINGS,"£15,400",Technical and Advisory Services,East and Central Africa,,202574-101
DFID,DFID,22-May-12,Adam Smith International Africa Ltd,"£40,000",Technical and Advisory Services,East and Central Africa,,201294-103
DFID,DFID,22-May-12,White Sands Hotel Ltd,"£1,249",Technical and Advisory Services,East and Central Africa,,203363-101
DFID,DFID,22-May-12,ADAM SMITH INTERNATIONAL  LTD,"£101,662",Technical and Advisory Services,East and Central Africa,,200294-104
DFID,DFID,22-May-12,COFFEY INTERNATIONAL DEVELOPMENT LTD,"£35,712",Technical and Advisory Services,East and Central Africa,,202596-101
DFID,DFID,22-May-12,HTSPE LTD,"£2,275",Technical and Advisory Services,East and Central Africa,,103548-101
DFID,DFID,22-May-12,Penna Barkers,£940,Recruitment costs,"Human Resources,Security & Facilities Division",,100269-127
DFID,DFID,22-May-12,PRICEWATERHOUSECOOPERS,"£50,000",Technical and Advisory Services,"Human Resources,Security & Facilities Division",,100272-101
DFID,DFID,22-May-12,PRICEWATERHOUSECOOPERS,"£8,541",Technical and Advisory Services,"Human Resources,Security & Facilities Division",,100272-101
DFID,DFID,22-May-12,AFRICAN  DEVELOPMENT BANK GROUP,"£2,059,221",Encashment of Promissory Notes,International Finance Division,,110988-103
DFID,DFID,22-May-12,AFRICAN  DEVELOPMENT BANK GROUP,"£5,020,753",Encashment of Promissory Notes,International Finance Division,,110989-101
DFID,DFID,22-May-12,AFRICAN  DEVELOPMENT BANK GROUP,"£15,501,975",Encashment of Promissory Notes,International Finance Division,,200147-103
DFID,DFID,22-May-12,AFRICAN  DEVELOPMENT BANK GROUP,"£14,656,801",Encashment of Promissory Notes,International Finance Division,,202278-101
DFID,DFID,22-May-12,Recipient name withheld,£677,Hotels - Accommodation only,International Finance Division,,100098-101
DFID,DFID,22-May-12,Recipient name withheld,£560,Hotels - Accommodation only,International Finance Division,,100098-101
DFID,DFID,22-May-12,EMERGING MARKETS GROUP,"£25,000",Technical and Advisory Services,International Finance Division,,113996-101
DFID,DFID,22-May-12,Recipient name withheld,£919,Hotels - Accommodation only,International Relations Division,,100262-101
DFID,DFID,22-May-12,UNDP MULTI-PARTNER TRUST FUND OFFICE (USD) ACCOUNT,"£15,000,000",Aid Programme - Voluntary contributions,International Relations Division,,200463-101
DFID,DFID,22-May-12,Center for Global Development,"£474,950",Aid Programme - Accountable Grant Payments,Policy Division,,202820-101
DFID,DFID,22-May-12,PATH CHECKING,"£805,371",Aid Programme - Accountable Grant Payments,Policy Division,,202825-101
DFID,DFID,22-May-12,Recipient name withheld,£511,Hotels - Accommodation only,Policy Division,,100274-103
DFID,DFID,22-May-12,PENAL REFORM INTERNATIONAL,"£270,344",Aid Programme - Partnership Programme Arrangements,Policy Division,,202590-101
DFID,DFID,22-May-12,PRICEWATERHOUSECOOPERS,"£8,296",Technical and Advisory Services,Policy Division,,202648-101
DFID,DFID,22-May-12,TRIPLE LINE CONSULTING LTD,"£46,002",Technical and Advisory Services,Policy Division,,202035-101
