Newcastle City Council Invoices over £500 paid in October 2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,02 October 2012,FOOTSTEPS INTO ASHFIELD,5663620,Revenue,1EEP5,2Yr Old Learning & Childcare E,897.25,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,19 October 2012,GREEN TREE NURSERY,5682617,Revenue,1EEP5,2Yr Old Learning & Childcare E,1047.60,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,26 October 2012,HEMPSALL CONSULTANCIES LTD,5682957,Revenue,1E45H,Training - C/Care            E,690.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,02 October 2012,LITTLE ANGELS,5663578,Revenue,1EEP5,2Yr Old Learning & Childcare E,945.75,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,22 October 2012,MONKCHESTER NURSERY FAMILY CENTRE,5684608,Revenue,1EEP5,2Yr Old Learning & Childcare E,1353.15,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,19 October 2012,MOORSIDE PLAYGROUP,5682616,Revenue,1EEP5,2Yr Old Learning & Childcare E,1673.25,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,22 October 2012,MOUNTFIELD PLAYGROUP,5684609,Revenue,1EEP5,2Yr Old Learning & Childcare E,582.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,22 October 2012,MOUNTFIELD PLAYGROUP,5684620,Revenue,1EEP5,2Yr Old Learning & Childcare E,426.75,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,22 October 2012,MOUNTFIELD PLAYGROUP,5684624,Revenue,1EEP5,2Yr Old Learning & Childcare E,800.25,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,22 October 2012,MOUNTFIELD PLAYGROUP,5684625,Revenue,1EEP5,2Yr Old Learning & Childcare E,873.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,22 October 2012,MOUNTFIELD PLAYGROUP,5684626,Revenue,1EEP5,2Yr Old Learning & Childcare E,873.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,22 October 2012,MOUNTFIELD PLAYGROUP,5684631,Revenue,1EEP5,2Yr Old Learning & Childcare E,873.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,29 October 2012,NDNA,5692270,Revenue,1EEL4,Childcare Sufficiency Team   E,272.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,08 October 2012,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,5657552,Revenue,1E45H,Training - C/Care            E,425.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,17 October 2012,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,5671928,Revenue,1E45H,Training - C/Care            E,425.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,08 October 2012,NORTHERN TRAINING PARTNERSHIP,5669015,Revenue,1E45H,Training - C/Care            E,660.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,08 October 2012,NORTHERN TRAINING PARTNERSHIP,5669016,Revenue,1E45H,Training - C/Care            E,1170.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,08 October 2012,NORTHERN TRAINING PARTNERSHIP,5669034,Revenue,1E45H,Training - C/Care            E,540.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,29 October 2012,NORTHERN TRAINING PARTNERSHIP,5685674,Revenue,1E45H,Training - C/Care            E,540.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,29 October 2012,NORTHERN TRAINING PARTNERSHIP,5686595,Revenue,1E45H,Training - C/Care            E,1160.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,22 October 2012,NORTHERN TRAINING PARTNERSHIP,5669035,Revenue,1E45H,Training - C/Care            E,830.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,26 October 2012,NORTHERN TRAINING PARTNERSHIP,5669032,Revenue,1E45H,Training - C/Care            E,1160.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,19 October 2012,PLACES FOR CHILDREN,5682615,Revenue,1EEP5,2Yr Old Learning & Childcare E,1843.04,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,04 October 2012,PLACES FOR CHILDREN,5666935,Revenue,1EEP5,2Yr Old Learning & Childcare E,291.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,10 October 2012,PLACES FOR CHILDREN,5673752,Revenue,1EEP5,2Yr Old Learning & Childcare E,509.25,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,26 October 2012,RAINBOW PRE-SCHOOL,5681907,Revenue,1E51M,Sustainabilty Fund-RingfencedE,500.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,24 October 2012,RAVENSIDE PRESCHOOL PLAYGROUP,5686527,Revenue,1EEP5,2Yr Old Learning & Childcare E,485.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,09 October 2012,ROSE HEALTH & SAFETY TRAINING,5669017,Revenue,1E45H,Training - C/Care            E,1000.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,22 October 2012,SHINING STARS PRE SCHOOL,5684607,Revenue,1EEP5,2Yr Old Learning & Childcare E,640.20,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,02 October 2012,SUNSHINE PLAYGROUP,5663577,Revenue,1EEP5,2Yr Old Learning & Childcare E,582.00,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,02 October 2012,SUNSHINE PLAYGROUP,5663619,Revenue,1EEP5,2Yr Old Learning & Childcare E,436.50,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,16 October 2012,THROCKLEY COMMUNITY PLAYGROUP,5679054,Revenue,1EEP5,2Yr Old Learning & Childcare E,945.75,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,16 October 2012,UNIVERSAL KIDS CHILDCARE,5679055,Revenue,1EEP5,2Yr Old Learning & Childcare E,2851.82,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,19 October 2012,WEST DENTON ASSOCIATION PLAYGROUP,5682918,Revenue,1EEP5,2Yr Old Learning & Childcare E,327.36,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,19 October 2012,WEST DENTON ASSOCIATION PLAYGROUP,5683477,Revenue,1EEP5,2Yr Old Learning & Childcare E,327.36,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Supplies & Services,22 October 2012,WEST DENTON ASSOCIATION PLAYGROUP,5684798,Revenue,1EEP5,2Yr Old Learning & Childcare E,545.60,,,,,,,,,,,,,,,
Children's Services,Int Childhood Services     ,Third Party Payments,16 October 2012,BARNARDO'S NORTH EAST,5679057,Revenue,1E51J,Childrens Centre             E,4508.75,,,,,,,,,,,,,,,
Children's Services,NS: Admin & Finance        ,Capital Expenditure,01 October 2012,OWEN PUGH & CO LTD,5662508,Capital,2E32E,Newcastle Springfield Centre E,61580.20,,,,,,,,,,,,,,,
Children's Services,NS: Admin & Finance        ,Capital Expenditure,10 October 2012,OWEN PUGH & CO LTD,5670735,Capital,2E32E,Newcastle Springfield Centre E,106070.60,,,,,,,,,,,,,,,
Children's Services,NS: Admin & Finance        ,Premises,25 October 2012,NORTHUMBRIAN WATER,5690271,Revenue,1E32E,Newcastle Springfield Centre E,370.00,,,,,,,,,,,,,,,
Children's Services,NS: Asset Man              ,Premises,02 October 2012,ADT FIRE & SECURITY,5645017,Revenue,1EEK6,Denton Childrens Centre      E,567.00,,,,,,,,,,,,,,,
Children's Services,NS: Asset Man              ,Premises,12 October 2012,CARE AND MOBILITY SERVICES,5674919,Revenue,1MC41,Cheviot View                 E,875.00,,,,,,,,,,,,,,,
Children's Services,NS: Asset Man              ,Premises,02 October 2012,CHIRMARN LTD,5663431,Revenue,1E459,Cruddas PK Early Years CentreE,320.00,,,,,,,,,,,,,,,
Children's Services,NS: Asset Man              ,Premises,19 October 2012,HADRIAN AIR CONDITIONING & REFRIGERATION,5683522,Revenue,1MC41,Cheviot View                 E,382.50,,,,,,,,,,,,,,,
Children's Services,NS: Asset Man              ,Premises,09 October 2012,HERTEL UK LTD,5671733,Revenue,1E465,Willow Avenue Community C C PE,156.80,,,,,,,,,,,,,,,
Children's Services,NS: Asset Man              ,Premises,09 October 2012,HERTEL UK LTD,5671732,Revenue,1MC41,Cheviot View                 E,750.60,,,,,,,,,,,,,,,
Children's Services,NS: Asset Man              ,Premises,12 October 2012,MIS ENVIROMENTAL LTD,5654731,Revenue,1E462,Dunstanburgh Rd Comm C C P   E,120.00,,,,,,,,,,,,,,,
Children's Services,NS: Asset Man              ,Premises,26 October 2012,MIS ENVIROMENTAL LTD,5666901,Revenue,1EED1,North Moor CC Central Costs  E,400.00,,,,,,,,,,,,,,,
Children's Services,NS: Asset Man              ,Premises,12 October 2012,MIS ENVIROMENTAL LTD,5656486,Revenue,1MC05,Slatyford Lane Childrens UnitE,350.00,,,,,,,,,,,,,,,
Children's Services,NS: Asset Man              ,Premises,18 October 2012,MIS ENVIROMENTAL LTD,5667345,Revenue,1MR17,Sheriff Leas LAC Office      E,360.00,,,,,,,,,,,,,,,
Children's Services,Participation Unit         ,Supplies & Services,18 October 2012,NEWCASTLE PROPS,5681590,Revenue,1MF31,D&A Services For Young PeopleE,350.00,,,,,,,,,,,,,,,
Children's Services,Participation Unit         ,Supplies & Services,18 October 2012,NEWCASTLE PROPS,5681687,Revenue,1MF31,D&A Services For Young PeopleE,350.00,,,,,,,,,,,,,,,
Children's Services,Play Service            ,Supplies & Services,08 October 2012,CES TRAINING UNIT,5666576,Revenue,1EP30,Play Service Central         E,50.35,,,,,,,,,,,,,,,
Children's Services,Play Service            ,Supplies & Services,08 October 2012,CES TRAINING UNIT,5666576,Revenue,1EP40,Play Service East            E,42.58,,,,,,,,,,,,,,,
Children's Services,Play Service            ,Supplies & Services,08 October 2012,CES TRAINING UNIT,5666576,Revenue,1EP60,Play Service Workforce Devel E,15.24,,,,,,,,,,,,,,,
Children's Services,Play Service            ,Supplies & Services,08 October 2012,CES TRAINING UNIT,5666576,Revenue,1EP92,Playcare Playwatch           E,45.16,,,,,,,,,,,,,,,
Children's Services,Play Service               ,Premises,05 October 2012,HEALTHWORKS NEWCASTLE,5651582,Revenue,1EP20,Play Service Outer West      E,300.00,,,,,,,,,,,,,,,
Children's Services,Play Service               ,Premises,09 October 2012,MURRAY HOUSE COMMUNITY RECREATION CENTRE,5671534,Revenue,1EP50,Play Service Riverside       E,525.00,,,,,,,,,,,,,,,
Children's Services,Play Service               ,Supplies & Services,08 October 2012,MAYNARDS TRAVEL,5669069,Revenue,1EP30,Play Service Central         E,973.75,,,,,,,,,,,,,,,
Children's Services,Play Service               ,Supplies & Services,02 October 2012,Redacted Personal Data,5663734,Revenue,1EP30,Play Service Central         E,2400.00,,,,,,,,,,,,,,,
Children's Services,Raising Stnds              ,Employees,18 October 2012,EARLY EDUCATION,5681854,Revenue,1EEL2,EYFS Improvement Team        E,2988.00,,,,,,,,,,,,,,,
Children's Services,Raising Stnds              ,Employees,31 October 2012,NEWCASTLE EDUCATION BUSINESS PARTNERSHIP,5686647,Revenue,1E208,Education Business Ptnership E,17560.00,,,,,,,,,,,,,,,
Children's Services,Raising Stnds              ,Employees,12 October 2012,NORTHERN LEARNING TRUST,5668948,Revenue,1E259,Literacy Collaborative       E,45170.00,,,,,,,,,,,,,,,
Children's Services,Raising Stnds              ,Employees,03 October 2012,OPTIMUS EDUCATION,5665503,Revenue,1E81A,Employability Skills ProgressE,359.00,,,,,,,,,,,,,,,
Children's Services,Raising Stnds              ,Employees,10 October 2012,SODEXO PRESTIGE,5518053,Revenue,1E217,Learning Development Imp TeamE,1847.50,,,,,,,,,,,,,,,
Children's Services,Raising Stnds              ,Employees,11 October 2012,SODEXO PRESTIGE,5675194,Revenue,1E217,Learning Development Imp TeamE,2000.50,,,,,,,,,,,,,,,
Children's Services,Raising Stnds              ,Premises,31 October 2012,ADT FIRE & SECURITY,5684427,Revenue,1E217,Learning Development Imp TeamE,341.02,,,,,,,,,,,,,,,
Children's Services,Raising Stnds              ,Premises,17 October 2012,ST MARTINS CENTRE PARTNERSHIP,5679923,Revenue,1E217,Learning Development Imp TeamE,1440.00,,,,,,,,,,,,,,,
Children's Services,Raising Stnds              ,Supplies & Services,26 October 2012,ASCL,5682892,Revenue,1E66A,Seconday Improvement Team    E,450.00,,,,,,,,,,,,,,,
Children's Services,Raising Stnds              ,Supplies & Services,12 October 2012,CIPFA,5674777,Revenue,1E328,Central Initiatives          E,800.00,,,,,,,,,,,,,,,
Children's Services,Raising Stnds              ,Supplies & Services,04 October 2012,Redacted Personal Data,5667457,Revenue,1E558,Music Service                E,905.00,,,,,,,,,,,,,,,
Children's Services,Raising Stnds              ,Supplies & Services,04 October 2012,UNITED CARLTON OFFICE SYSTEMS LTD,5667460,Revenue,1E217,Learning Development Imp TeamE,712.37,,,,,,,,,,,,,,,
Children's Services,Recs Centre          ,Transfer Payments,25 October 2012,LA TAXIS,5689844,Revenue,1E212,Transport Special            E,10403.00,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Premises,01 October 2012,CHEVIOT VIEW,5662833,Revenue,1MC41,Cheviot View                 E,33.85,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Premises,26 October 2012,CHEVIOT VIEW,5690857,Revenue,1MC41,Cheviot View                 E,51.28,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Premises,01 October 2012,GATESHEAD HOUSING,5537744,Revenue,1MN11,UASC >18 (LC)                E,938.60,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Premises,01 October 2012,GATESHEAD HOUSING,5616461,Revenue,1MN11,UASC >18 (LC)                E,291.20,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Premises,31 October 2012,PHILIPSON STREET,5694582,Revenue,1MC09,Phillipson Street            E,43.52,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Premises,26 October 2012,SLATYFORD LANE FAMILY GROUP HOME,5690868,Revenue,1MC05,Slatyford Lane Childrens UnitE,9.00,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Premises,29 October 2012,UNIVERSITY OF EAST LONDON COLLECTIONS,5691945,Revenue,1MN11,UASC >18 (LC)                E,4366.46,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Supplies & Services,01 October 2012,CHEVIOT VIEW,5662833,Revenue,1MC41,Cheviot View                 E,205.38,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Supplies & Services,26 October 2012,CHEVIOT VIEW,5690857,Revenue,1MC41,Cheviot View                 E,218.14,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Supplies & Services,12 October 2012,PHILIPSON STREET,5676594,Revenue,1MC09,Phillipson Street            E,155.11,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Supplies & Services,31 October 2012,PHILIPSON STREET,5694582,Revenue,1MC09,Phillipson Street            E,259.81,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Supplies & Services,30 October 2012,Redacted Personal Data,5693385,Revenue,1MC06,Iona Place Childrens Unit    E,135.14,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Supplies & Services,12 October 2012,SLATYFORD LANE FAMILY GROUP HOME,5676488,Revenue,1MC05,Slatyford Lane Childrens UnitE,344.08,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Supplies & Services,02 October 2012,SLATYFORD LANE FAMILY GROUP HOME,5663491,Revenue,1MC05,Slatyford Lane Childrens UnitE,405.91,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Supplies & Services,26 October 2012,SLATYFORD LANE FAMILY GROUP HOME,5690868,Revenue,1MC05,Slatyford Lane Childrens UnitE,528.75,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Supplies & Services,08 October 2012,SLATYFORD LANE FAMILY GROUP HOME,5669200,Revenue,1MC05,Slatyford Lane Childrens UnitE,450.48,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Supplies & Services,29 October 2012,SLATYFORD LANE FAMILY GROUP HOME,5692147,Revenue,1MC05,Slatyford Lane Childrens UnitE,326.43,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Third Party Payments,01 October 2012,Redacted Personal Data,5520513,Revenue,1MF01,16+ Team (YP)                E,375.00,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Third Party Payments,03 October 2012,ROCSOLID,5665668,Revenue,1MF01,16+ Team (YP)                E,388.92,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Third Party Payments,03 October 2012,ROCSOLID,5665669,Revenue,1MF01,16+ Team (YP)                E,2015.13,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Third Party Payments,03 October 2012,STONHAM,5665664,Revenue,1MF01,16+ Team (YP)                E,629.84,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Transfer Payments,12 October 2012,PHILIPSON STREET,5676594,Revenue,1MC09,Phillipson Street            E,236.40,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Transfer Payments,31 October 2012,PHILIPSON STREET,5694582,Revenue,1MC09,Phillipson Street            E,168.60,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Transfer Payments,30 October 2012,Redacted Personal Data,5693385,Revenue,1MC06,Iona Place Childrens Unit    E,81.10,,,,,,,,,,,,,,,
Children's Services,Social Services                        ,Transfer Payments,12 October 2012,SLATYFORD LANE FAMILY GROUP HOME,5676488,Revenue,1MC05,Slatyford Lane Childrens UnitE,31.00,,,,,,,,,,,,,,,
