Period: Nov 2014,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service Area Categorisation,Service Division Categorisation,Responsible Unit,Expenses Types,Detailed Expenses Type,Expense Code,Narrative,Payment Date,Transaction Number,Order ID,Amount,Capital/Revenue,Supplier Name,Supplier ID,Customer ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Third Party Payments,Third Party,Hedge/Tree Cutting,,18/11/2014,10404437,809174,600.00,R,Oliver Field Tree Surgery Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Third Party Payments,Third Party,Consultancy Fees,,18/11/2014,10406516,0,129.09,R,Capita Gwent Consultancy Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,18/11/2014,10405493,0,"4,720.83",R,Varteg Motors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,21/11/2014,10406593,0,563.00,R,Gullivers Truck Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,21/11/2014,10405046,0,"1,800.00",R,K & M Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,21/11/2014,10405047,0,"2,430.00",R,K & M Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,21/11/2014,10405048,0,540.00,R,K & M Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,21/11/2014,10406991,0,350.00,R,J.L.D Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,11/11/2014,10405365,0,864.00,R,Denzil Davies Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,11/11/2014,10405376,0,833.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,11/11/2014,10405356,0,846.00,R,Denzil Davies Taxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,18/11/2014,10406764,0,"5,035.50",R,Capitol Hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,18/11/2014,10406768,0,850.00,R,Capitol Hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,21/11/2014,10407195,0,"3,830.00",R,Celtic Minibuses Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,21/11/2014,10407378,0,"2,032.00",R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,21/11/2014,10407224,0,"1,260.00",R,Phillips Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,21/11/2014,10407225,0,"10,350.00",R,Hancock Coaches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,11/11/2014,10405350,0,"4,320.00",R,Jmc Monmouth Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,11/11/2014,10404907,0,"1,900.00",R,Jmc Monmouth Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,11/11/2014,10405353,0,"3,040.00",R,Jmc Monmouth Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,18/11/2014,10406803,0,960.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,18/11/2014,10406806,0,"9,907.00",R,Capitol Hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,11/11/2014,10405216,0,160.00,R,Go Plant Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,11/11/2014,10405147,0,"1,092.00",R,Gullivers Truck Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Vehicle Hire Charge,,14/11/2014,10406008,0,800.00,R,Gullivers Truck Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,18/11/2014,10406733,809239,"3,154.25",R,Etheridge Plant Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,21/11/2014,10407216,0,415.71,R,Amberon Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,14/11/2014,10392877,808609,797.16,R,Welfare Hire Nationwide Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,21/11/2014,10407117,809065,319.31,R,Forest Traffic Signals Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,21/11/2014,10407125,809122,378.45,R,Nationwide Platforms Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,18/11/2014,10406737,809239,407.00,R,Etheridge Plant Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,18/11/2014,10406737,809239,138.75,R,Etheridge Plant Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,18/11/2014,10406734,809239,"-2,636.25",R,Etheridge Plant Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Transport,Contract Hire and Operating Leases,Plant Hire Charge,,18/11/2014,10406737,809239,"3,283.75",R,Etheridge Plant Hire Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,25/11/2014,10407996,10056683,186.57,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,14/11/2014,10406277,10060572,50.00,R,P.J Glazing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/11/2014,10405067,10056684,53.30,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/11/2014,10406300,10057456,135.42,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,25/11/2014,10406754,0,460.00,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,25/11/2014,10407046,0,10.00,R,Shorts Auto Elect. Swansea Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,25/11/2014,10407038,0,18.86,R,Wales and West Truck and Bus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,25/11/2014,10407058,0,89.51,R,Newport Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,25/11/2014,10407062,0,971.69,R,Johnston Sweepers Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,11/11/2014,10404805,0,21.51,R,Newport Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,11/11/2014,10404807,0,145.83,R,Newport Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,28/11/2014,10408292,0,330.00,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,Spare Parts,,28/11/2014,10408287,0,64.76,R,Abergavenny Brake & Clutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Spare Parts,,14/11/2014,10405892,10060576,55.00,R,Fast Rads Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Spare Parts,,18/11/2014,10406474,10060839,11.25,R,Fast Rads Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Spare Parts,,14/11/2014,10406279,10060571,18.00,R,Fast Rads Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Spare Parts,,14/11/2014,10405887,10060574,98.80,R,Fast Rads Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Spare Parts,,14/11/2014,10405888,10060578,162.00,R,Fast Rads Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,Tyres And Tubes,,25/11/2014,10407078,0,151.60,R,Celtic Tyre Services (Cardiff) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,Tyres And Tubes,,25/11/2014,10407089,0,642.00,R,Celtic Tyre Services (Cardiff) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,Tyres And Tubes,,25/11/2014,10407096,0,55.34,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,Tyres And Tubes,,11/11/2014,10404816,0,40.99,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Direct Transport Costs,Tyres And Tubes,,18/11/2014,10402482,10056684,196.73,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Transport,Direct Transport Costs,Plant Fuel / Red Diesel,,14/11/2014,10405851,0,"1,666.50",R,Certas Energy UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Transport,Direct Transport Costs,Plant Fuel / Red Diesel,,21/11/2014,10407124,809123,76.95,R,Nationwide Platforms Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,M.O.T. Test,,25/11/2014,10407034,0,-91.00,R,Willson and Wilding Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,All Other Non-Contract Transport Work.,,25/11/2014,10407073,0,295.00,R,Cann Plant Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,All Other Non-Contract Transport Work.,,25/11/2014,10407040,0,247.60,R,Uk Windscreen Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Direct Transport Costs,All Other Non-Contract Transport Work.,,28/11/2014,10408659,0,289.72,R,Kelvedon Coach Painting Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Public Transport,Bus Subsidies,,21/11/2014,10407143,0,"1,090.53",R,Rees Motor (Travel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Transport,Public Transport,Travel Concessions,,21/11/2014,10407182,0,541.47,R,New Adventure Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Transport Department,Operations,Transport,Contract Hire and Operating Leases,Vehicle Leases,,04/11/2014,10403367,0,"1,166.67",R,Santander Uk Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Supplies & Services,Grants and Subscriptions,Grants Payable,,28/11/2014,10408665,0,66.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Supplies & Services,Grants and Subscriptions,Grants Payable,,28/11/2014,10408689,0,66.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Supplies & Services,Grants and Subscriptions,Grants Payable,,07/11/2014,10404238,0,66.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleet Management & Passenger Transport,Home to School Transport Dept,Operations,Supplies & Services,Grants and Subscriptions,Grants Payable,,28/11/2014,10408664,0,66.00,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,28/11/2014,10408791,760004539,"1,231.44",R,Power Electrics (Bristol) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,07/11/2014,10404732,809054,61.01,R,A Jones & Co (Usk) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,28/11/2014,10408787,760004539,428.49,R,Power Electrics (Bristol) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,14/11/2014,10405960,809232,49.46,R,Robert Price Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Advertising,,25/11/2014,10408360,10058649,133.35,R,Newsquest Media Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Current Assets,Inventories,Stock Received Suspense,,18/11/2014,10405956,809286,210.80,R,Robert Price Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,14/11/2014,10405950,809269,502.20,R,Robert Price Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste & Street Scene,Waste and Street Services,Operations,Third Party Payments,Third Party,General Contracts,,25/11/2014,10406653,10056142,"45,522.68",R,Dragon Waste Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,28/11/2014,10408790,760004539,563.35,R,Power Electrics (Bristol) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,28/11/2014,10408789,760004539,358.15,R,Power Electrics (Bristol) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,14/11/2014,10405944,809180,777.91,R,Robert Price Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Advertising,,07/11/2014,10404579,10058649,160.02,R,Newsquest Media Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,07/11/2014,10404202,90023664,93.42,R,Springvale Wproofing Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Materials & Consumables.,,18/11/2014,10405952,809288,79.90,R,Robert Price Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highways,Highways,Operations,Supplies & Services,"Equipment, Furniture and Materials",Advertising,,25/11/2014,10408361,10058649,124.46,R,Newsquest Media Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,28/11/2014,10408788,760004539,"1,375.69",R,Power Electrics (Bristol) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
