A separate key is published alongside the data to expand on column headings A1 through to G4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOBS,KEY,SURVEY,SECTOR,LAW,COUNTRY,SIZE,A1,A2,A3,A4,A6,A8_1,A8_2,A8_3,A8_4,A8_5,A8_6,A8_7,B1,B1A,B2_1,B2_2,B2_3,B2_4,B2_5,B2_6,B2_7,B2_8A,B2A,B3,B4,B3B4,C1_1,C1_2,C1_3,C1_4A,C1_5,C1_6,C1_7,C1_8,C1_9,C1_10,C1_11,D1,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2A,D5_1,D5_2,D5_3,D5_4,D5_5,D5_6,D5_7,D5_8,D5_9,D3,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_11,E2,E3,F1,F1A_1,F1A_2,F1A_3,F1A_4,F1A_5,F1A_6,F1A_7,F1A_8,F1A_9,F1A_10,F1B,G1_1,G1_2,G1_3,G1_4,G1_5,G1_6,G1_LAW,G2_1,G2_2,G2_3,G2_4,G2_5,G2_6,G2_7,G2_8,G4,WEIGHT
5281,b009105,NAO SURVEY,Hotel/Catering,Health and Safety,England,Micro (1-9 employees),1 to 4,More than 20 years,Reduce staff,Take on staff,Level of tax,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,1,3-4 days,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Don't know,Strongly agree,No,too much regulation,Too much regulation,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fairly informed,Local Council Inspectors,The Businesslink website,Government departments' websites,Not,External accountant,External insurance company,External lawyer,External specialist consultant,Not,Not,Not,Not,Other,Not,Not,Not,Not,Not,Not,Not,Not,Don't know,Don't know,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Stayed the same,More time consuming,More time consuming,More time consuming,More time consuming,Become much more time consuming,Increase a lot,No, , , , , , , , , , ,Yes,Food Safety,Not,Fire Safety,Health and Safety,Licensing,Not,Food Safety,Fairly satisfied,Fairly satisfied,Fairly satisfied,Very Satisfied,Don't know,Fairly satisfied,Fairly satisfied,Fairly satisfied,No,1.014537923
5910,b009107,NAO SURVEY,Hotel/Catering,Planning,England,Micro (1-9 employees),5 to 9,More than 20 years,Stay the same,Reduce staff,Level of tax,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Disagree,None / Do not employ any staff,Less than half a day,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,No,too much regulation,Too much regulation,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fairly informed,Local Council Inspectors,Not,Not,Direct contact with Government departments,Not,Not,Not,External specialist consultant,Not,Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Not,Not,Not,Want independent advice,Not,Not,Not,Not,Very straightforward,More time consuming,More time consuming,More time consuming,Less time consuming,More time consuming,More time consuming,Less time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Become much more time consuming,Increase a lot,No, , , , , , , , , , ,No,Food Safety,Not,Fire Safety,Health and Safety,Licensing,Not,Food Safety,Fairly satisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Fairly satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,1.014537923
5758,b009208,NAO SURVEY,Hotel/Catering,Employment,England,Small (10-49 employees),10 to 19,1 - 3 years,Take on staff,Take on staff,Complying with regulation,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,None / Do not employ any staff,3-4 days,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly agree,No,too much regulation,Too much regulation,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Not very informed,Local Council Inspectors,The Businesslink website,Not,Not,External accountant,External insurance company,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,5 to 8,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Not,Need for assurance,Not,Worried about penalties for non compliance,To get the most specialist/up-to-date advice,Not,Not,Fairly straightforward,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,More time consuming,Stayed the same,Decrease a little,No, , , , , , , , , , ,No,Food Safety,Not,Fire Safety,Health and Safety,Licensing,Not,Food Safety,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,0.230353223
3656,b009212,NAO SURVEY,Hotel/Catering,Employment,England,Small (10-49 employees),10 to 19,4 - 5 years,Stay the same,Stay the same,Level of tax,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,1,1-2 days,Disagree,Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly agree,No,too much regulation,Too much regulation,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Not very informed,Local Council Inspectors,The Businesslink website,Government departments' websites,Direct contact with Government departments,Not,Not,Not,External specialist consultant,Not,Not,Not,Not,1 to 4,Not,Not,Not,Not,Want independent advice,Not,Not,Not,Not,Fairly straightforward,Stayed the same,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Stayed the same,More time consuming,More time consuming,More time consuming,Become much more time consuming,Decrease a little,No, , , , , , , , , , ,Don't know,Food Safety,Not,Not,Health and Safety,Licensing,Not,Food Safety,Fairly satisfied,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,Very Dissatisfied,Very Dissatisfied,Fairly satisfied,Fairly satisfied,Yes,0.230353223
11097,b009214,NAO SURVEY,Hotel/Catering,Planning,England,Large (250+ employees),"1,000+",4 - 5 years,Stay the same,Reduce staff,Access to finance,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,2 to 4,3-4 days,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Tend to agree,Yes, ,Yes,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Fairly informed,Not,Not,Government departments' websites,Not,External accountant,External insurance company,External lawyer,External specialist consultant,Not,Not,Not,Not,5 to 8,Not enough time/ lack of internal resource,Not,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,More time consuming,Stayed the same,Stayed the same,Don't know,More time consuming,More time consuming,More time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Become slightly more time consuming,Stay the same,No, , , , , , , , , , ,Yes,Food Safety,Not,Not,Health and Safety,Licensing,Not,Food Safety,Fairly satisfied,Fairly satisfied,Fairly satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Fairly satisfied,Very Satisfied,Yes,0.012851544
7766,b009215,NAO SURVEY,Hotel/Catering,Company,England,Micro (1-9 employees),1 to 4,More than 20 years,Reduce staff,Reduce staff,Attracting and retaining customers,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,None / Do not employ any staff,More than 20 days,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither agree nor disagree,No,Don't know,Don't know,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Fairly informed,Local Council Inspectors,Not,Not,Not,External accountant,External insurance company,Not,Not,Not,Not,Not,Not,1 to 4,Not,Not,Not,Not,Want independent advice,Not,Not,Not,Not,Very straightforward,Less time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Decrease a little,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,1.014537923
2158,b009248,NAO SURVEY,Hotel/Catering,Company,England,Micro (1-9 employees),5 to 9,6 - 20 years,Stay the same,Stay the same,Access to finance,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,None / Do not employ any staff,No time at all,Disagree,Strongly Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Strongly agree,No,too little regulation,Too little regulation,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Very informed,Local Council Inspectors,The Businesslink website,Government departments' websites,Not,External accountant,External insurance company,External lawyer,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Not,Lack of clarity in legal requirement,Need for assurance,Not,Not,Not,Not,Not,Very straightforward,More time consuming,More time consuming,More time consuming,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,More time consuming,More time consuming,Stayed the same,Become slightly more time consuming,Stay the same,Yes,Not,Not,A Government department,Not,Not,Not,Not,Not,Not,Not,No,Food Safety,Consumer Protection,Fire Safety,Health and Safety,Licensing,Not,Consumer Protection,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Fairly satisfied,Very Satisfied,Very Dissatisfied,No,1.014537923
1236,b009283,NAO SURVEY,Hotel/Catering,Health and Safety,Scotland,Large (250+ employees),500 - 999,More than 20 years,Reduce staff,Stay the same,Attracting and retaining customers,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,None / Do not employ any staff,Less than half a day,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Yes, ,Yes,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Fairly informed,Local Council Inspectors,Not,Not,Direct contact with Government departments,Not,External insurance company,External lawyer,External specialist consultant,Trade Association(s)/Business Organisation(s),Not,Not,Not,5 to 8,Not enough time/ lack of internal resource,Advice from regulators is insufficient,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not,Fairly straightforward,Stayed the same,Stayed the same,Stayed the same,More time consuming,More time consuming,More time consuming,Less time consuming,Less time consuming,Stayed the same,Stayed the same,More time consuming,Stayed the same,Stay the same,No, , , , , , , , , , ,Yes, , , , , , , , , , , , , , , , ,0.012851544
1214,b009372,NAO SURVEY,Hotel/Catering,Health and Safety,Scotland,Micro (1-9 employees),5 to 9,6 - 20 years,Stay the same,Stay the same,Level of tax,Strongly Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,2 to 4,More than 20 days,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Tend to agree,Yes, ,Yes,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Fairly informed,Local Council Inspectors,The Businesslink website,Government departments' websites,Not,Not,External insurance company,External lawyer,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not,Advice from regulators is insufficient,Lack of clarity in legal requirement,Not,Want independent advice,Not,Not,Not,Not,Fairly straightforward,More time consuming,More time consuming,More time consuming,Stayed the same,More time consuming,More time consuming,More time consuming,More time consuming,Stayed the same,Stayed the same,Stayed the same,Become much more time consuming,Stay the same,No, , , , , , , , , , ,No, , , , , , , , , , , , , , , , ,1.014537923
7190,b009409,NAO SURVEY,Hotel/Catering,Health and Safety,England,Small (10-49 employees),10 to 19,More than 20 years,Reduce staff,Don't know,Attracting and retaining customers,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Don't know,Don't know,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,No,too much regulation,Too much regulation,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,N/A,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Fairly informed,Local Council Inspectors,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not,Not, , , , , , , , , , ,Very straightforward,Stayed the same,More time consuming,More time consuming,N/A,More time consuming,Stayed the same,Stayed the same,Stayed the same,More time consuming,More time consuming,More time consuming,Become much more time consuming,Don't know,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.230353223
3001,b009443,NAO SURVEY,Hotel/Catering,Company,England,Small (10-49 employees),10 to 19,1 - 3 years,Stay the same,Take on staff,Level of tax,Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,1,1-2 days,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly agree,Yes, ,Yes,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Not very informed,Local Council Inspectors,Not,Not,Direct contact with Government departments,External accountant,External insurance company,External lawyer,Not,Not,Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Not,Lack of clarity in legal requirement,Need for assurance,Want independent advice,Worried about penalties for non compliance,Not,Not,Not,Fairly straightforward,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Less time consuming,Less time consuming,Stayed the same,Become slightly less time consuming,Decrease a little,No, , , , , , , , , , ,Don't know,Food Safety,Consumer Protection,Fire Safety,Health and Safety,Licensing,Not,Consumer Protection,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Very Satisfied,Yes,0.230353223
6598,b009464,NAO SURVEY,Hotel/Catering,Employment,Wales,Small (10-49 employees),20 - 49,More than 20 years,Take on staff,Stay the same,Complying with regulation,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,1,5-10 days,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,No,too much regulation,Too much regulation,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fairly informed,Not,The Businesslink website,Government departments' websites,Not,External accountant,Not,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not,Not,Lack of clarity in legal requirement,Not,Not,Not,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,More time consuming,More time consuming,Stayed the same,Become slightly more time consuming,Stay the same,No, , , , , , , , , , ,No,Not,Not,Not,Not,Not,None of these, , , , , , , , , ,No,0.230353223
7048,b009471,NAO SURVEY,Hotel/Catering,Health and Safety,Wales,Small (10-49 employees),10 to 19,More than 20 years,Reduce staff,Stay the same,Level of tax,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,None / Do not employ any staff,Less than half a day,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Tend to disagree,Yes, ,Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Very informed,Local Council Inspectors,Not,Government departments' websites,Direct contact with Government departments,Not,Not,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not, , , , , , , , , , ,Very straightforward,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,N/A,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,No,Food Safety,Not,Fire Safety,Health and Safety,Licensing,Not,Food Safety,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,No,0.230353223
9437,b009479,NAO SURVEY,Hotel/Catering,Employment,England,Small (10-49 employees),10 to 19,6 - 20 years,Stay the same,Take on staff,Attracting and retaining customers,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,None / Do not employ any staff,Half a day to a day,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Tend to agree,No,too much regulation,Too much regulation,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Fairly informed,Not,The Businesslink website,Government departments' websites,Direct contact with Government departments,External accountant,External insurance company,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not,Not,Lack of clarity in legal requirement,Not,Want independent advice,Worried about penalties for non compliance,Not,Not,Not, ,More time consuming,More time consuming,More time consuming,Stayed the same,Stayed the same,More time consuming,More time consuming,More time consuming,More time consuming,More time consuming,Stayed the same,Become slightly less time consuming,Increase a little,No, , , , , , , , , , ,Yes,Food Safety,Not,Fire Safety,Health and Safety,Licensing,Not,Food Safety,Fairly satisfied,Fairly satisfied,Fairly satisfied,Very Satisfied,Fairly satisfied,Fairly satisfied,N/A,Very Satisfied,No,0.230353223
3210,b009525,NAO SURVEY,Hotel/Catering,Company,England,Micro (1-9 employees),5 to 9,4 - 5 years,Reduce staff,Stay the same,Access to finance,Agree,Agree,Agree,Agree,Agree,Agree,Agree,2 to 4,No time at all,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Don't know,Strongly agree,No,too much regulation,Too much regulation,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Not very informed,Not,The Businesslink website,Not,Not,External accountant,External insurance company,Not,Not,Trade Association(s)/Business Organisation(s),Not,Not,Not,1 to 4,Not enough time/ lack of internal resource,Not,Not,Need for assurance,Not,Worried about penalties for non compliance,Not,Not,Not, ,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stay the same,No, , , , , , , , , , ,No,Food Safety,Consumer Protection,Fire Safety,Health and Safety,Licensing,Not,Consumer Protection,Very Satisfied,Very Satisfied,Fairly satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No,1.014537923
