Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode
Department For Transport,Highways Agency,20/12/2012,"Admin building refurbishment, maintenance, repairs, inspections and advice",TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,537604,7208.37,Reactive Works at NW RCC Region for December 2012,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,"Admin building refurbishment, maintenance, repairs, inspections and advice",TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,537606,1565.3,Reactive Works at NE RCC Region for December 2012,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,"Admin building refurbishment, maintenance, repairs, inspections and advice",TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,537608,1018.7,Reactive Works at SW RCC Region for December 2012,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,CM - Compensation / Variation Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS SKANSKA JV,537524,14232.6,Apps and Certs Receipt - APC37489,BS11 9FB
Department For Transport,Highways Agency,20/12/2012,CM - Compensation / Variation Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,534649,-4611.75,,RH1 1PQ
Department For Transport,Highways Agency,20/12/2012,CM - Compensation / Variation Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,537530,4611.75,,RH1 1PQ
Department For Transport,Highways Agency,20/12/2012,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,MOTT MACDONALD GROUP LTD,537571,97772.6,"Completed on behalf of xxxxxx #97,772.60",CR0 2EE
Department For Transport,Highways Agency,20/12/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537611,1398110.09,Apps and Certs Receipt - APC38079,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537621,648424.53,Apps and Certs Receipt - APC38075,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537623,862029.55,Apps and Certs Receipt - APC38074,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,ATKINS SKANSKA JV,537526,792010.09,Apps and Certs Receipt - APC37308,BS11 9FB
Department For Transport,Highways Agency,20/12/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,534649,-43846.63,,RH1 1PQ
Department For Transport,Highways Agency,20/12/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,537501,95516.63,,RH1 1PQ
Department For Transport,Highways Agency,20/12/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,537530,77070.85,,RH1 1PQ
Department For Transport,Highways Agency,20/12/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,537521,4768.23,Apps and Certs Receipt - APC37862,BS32 4SR
Department For Transport,Highways Agency,20/12/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,537522,50192.36,Apps and Certs Receipt - APC37859,BS32 4SR
Department For Transport,Highways Agency,20/12/2012,CM - Lump Sum Fees,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,537523,6111.48,Apps and Certs Receipt - APC37842,BS32 4SR
Department For Transport,Highways Agency,20/12/2012,CM - Managing Agent Mobilisation/ De-Mobilisation,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY CIVIL ENGINEERING LTD,534649,-33224.22,,RH1 1PQ
Department For Transport,Highways Agency,20/12/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,AECOM,537560,1330.01,Invoice No 60217288-75 Fees for Professional Services,AL1 3ER
Department For Transport,Highways Agency,20/12/2012,CM - Time Based Charges,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,527682,-1746.5,BT Megastream Circuit  at Quinton Implementation Costs,GU14 7BF
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,537538,194.79,Apps and Certs Receipt - APC36450,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537620,7112.53,Apps and Certs Receipt - APC38038,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537620,31019.02,Apps and Certs Receipt - APC38038,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537620,31719.63,Apps and Certs Receipt - APC38038,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537620,101223.66,Apps and Certs Receipt - APC38038,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537620,30.82,Apps and Certs Receipt - APC38038,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537622,5558.36,Apps and Certs Receipt - APC38040,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537622,123419.06,Apps and Certs Receipt - APC38040,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537622,2121.48,Apps and Certs Receipt - APC38040,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537622,24286.73,Apps and Certs Receipt - APC38040,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537622,467742.14,Apps and Certs Receipt - APC38040,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537622,101387.57,Apps and Certs Receipt - APC38040,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537622,158596.15,Apps and Certs Receipt - APC38040,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537622,14322.76,Apps and Certs Receipt - APC38040,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537622,16475.69,Apps and Certs Receipt - APC38040,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),537623,4201.13,Apps and Certs Receipt - APC38074,DL1 1TJ
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,532242,-2126.5,,GU14 7BF
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,537569,11672.99,,GU14 7BF
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,SERCO LTD,537590,19680.05,,RG27 7FR
Department For Transport,Highways Agency,20/12/2012,Contractor Costs,TRAFFIC MANAGEMENT DIRECTORATE,MOUCHEL LIMITED,537517,20350.64,Invoice Number 5000004229,OL1 9LH
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,MAJOR PROJECTS,ATKINS LTD,537493,11500,Network Valuation Receipting for December 2012,KT18 5BW
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,537542,15719.56,Apps and Certs Receipt - APC37089,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,537543,36286.44,Apps and Certs Receipt - APC37148,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,537494,108580,SMIS Data Review December 2012,KT18 5BW
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,468319,-11466.75,Apps & Certs - April 2010,BS32 4SR
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,537520,733.69,Apps and Certs Receipt - APC37886,BS32 4SR
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,537521,811.08,Apps and Certs Receipt - APC37862,BS32 4SR
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,537523,459.12,Apps and Certs Receipt - APC37842,BS32 4SR
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,537596,15792.34,Apps and Certs Receipt - APC37991,BS32 4SR
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HALCROW GROUP LTD,537499,8693.31,"Task 563, Chris Jackson, December 2012",NE11 0RU
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HALCROW GROUP LTD,537508,37170.56,SP Framework to 30 Nov 2012 - Development Planning,NE11 0RU
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HALCROW GROUP LTD,537509,13367.24,SP Framework to 30 Nov 2012 - Spatial Planning,NE11 0RU
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HALCROW GROUP LTD,537512,8879.19,SP Framework to 30 Nov 2012 - Contract Management,NE11 0RU
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,JMP CONSULTANTS LTD,537514,6500,Spatial Planning NW Studies December Spend,EC1N 6SN
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,OVE ARUP & PARTNERS,537490,115027.02,,NE1 3PL
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,PA CONSULTING SERVICES LTD,537599,252038.45,Dartford Free Flow Charging Project - November 2012 Invoice,SW1W 9SR
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,537551,1500,xxxxxx December 2012 Invoice,KT18 5BW
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,537557,3112,For works carried out during December 2012 (#3112),KT18 5BW
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,BERWIN LEIGHTON PAISNER LLP,537502,4000,est for dec,EC4R 9HA
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,BERWIN LEIGHTON PAISNER LLP,537503,4000,est for dec,EC4R 9HA
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,ENVIRONMENTAL SCIENTIFICS GROUP LIMITED,537505,7016,For work done in december 2012 #7016,DE15 0YZ
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,EVERSHEDS LLP,537612,8100,,CF10 5BT
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,537519,17993.06,Dec-12,NE11 0RU
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,537558,13889.2,For invoice covring work done in December 2012,NE11 0RU
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,537591,5300,For work done in December 2012,NE11 0RU
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,537619,6047.93,Dec 2012 invoice,NE11 0RU
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,ICE PUBLISHING,537500,3200,books for wider DfT,TN12 6UU
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,JACOBS UK LTD,537535,21133.44,Jacobs invoice Dec 12 #21133.44,G2 7HX
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,MOTT MACDONALD GROUP LTD,537527,21855.06,Dec-12,CR0 2EE
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,MOTT MACDONALD GROUP LTD,537545,6717.32,,CR0 2EE
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,537491,2311.75,xxxxxx Decenber 2012  Invoice,NE1 3PL
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,537495,14130.04,Dec-12,NE1 3PL
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,537498,3212.28,"For work done in December 2012 #3,212.28",NE1 3PL
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,537506,24563.44,Dec-12,NE1 3PL
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,537528,5012,Dec-12,NE1 3PL
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,537533,8443.05,Payment for work done in Dec 2012 for Spec. Eng Advice on Steelwork,NE1 3PL
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,537549,19227.65,Dec-12,NE1 3PL
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,537602,18500,Dec-12,NE1 3PL
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,ROWSELL WRIGHT LIMITED,537492,2240,Receipt for December,HG3 2ER
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,TREASURY SOLICITOR,537504,2500,est for dec,WC2B 4TS
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,537550,2660.54,Paul Goward December 2012 Invoice,RG21 4HJ
Department For Transport,Highways Agency,20/12/2012,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,537553,5767.3,pb invoice task 65 Dec #,RG21 4HJ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,537566,4094.72,"FM Provision at BPR, London for December 2012",OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,537567,31650.4,"FM Provision at BFederated House, Dorking for December 2012",OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,537570,29039.26,"FM Provision at Woodlands, Bedford for December 2012",OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,537572,7239.36,"FM Provision at Ash House, Exeter for December 2012",OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,537573,28875.6,"FM Provision at The Cube, Birmingham for December 2012",OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,537574,6930.12,FM Provision at PG Manchester for December 2012,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,537576,2452.93,FM Provision at MOD PG Manchester for December 2012,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,537577,14772.03,"FM Provision at Lateral, Leeds for December 2012",OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,537578,28521.5,FM Provision at WM RCC Region for December 2012,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,537579,28521.5,FM Provision at SE RCC Region for December 2012,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,537580,28521.5,FM Provision at NW RCC Region for December 2012,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,537581,28521.5,FM Provision at East RCC Region for December 2012,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,537582,28521.5,FM Provision at NE RCC Region for December 2012,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,537583,28521.5,FM Provision at EM RCC Region for December 2012,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,537584,28521.5,FM Provision at SW RCC Region for December 2012,OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Facilities Management Charges,TRAFFIC MANAGEMENT DIRECTORATE,AMEY COMMUNITY LIMITED,537585,16472.7,"FM Provision at NTOC, Quinton for December 2012",OX4 4DQ
Department For Transport,Highways Agency,20/12/2012,Gas,TRAFFIC MANAGEMENT DIRECTORATE,CORONA ENERGY (NON CIS) GAS CHARGES,537516,1173.14,SE RCC Gas Charges  - November 2012,WD17 1JW
Department For Transport,Highways Agency,20/12/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,PARITY RESOURCES LIMITED,537547,2436,xxxxxx services 1-9 October 2012,SW19 3RU
Department For Transport,Highways Agency,20/12/2012,Non Civil Servant HA Staff,MAJOR PROJECTS,PARITY RESOURCES LIMITED,537548,4490.35,xxxxxxservices 10-25 October 2012,SW19 3RU
Department For Transport,Highways Agency,20/12/2012,Non Civil Servant HA Staff,TRAFFIC MANAGEMENT DIRECTORATE,BROOK STREET (UK)  LTD,537614,677.54,xxxxxx timesheet no.ND17330 W/C 15/12/12 37hrs @ #564.62,AL1 4ZX
Department For Transport,Highways Agency,20/12/2012,Other external training costs,FINANCE & BUSINESS SERVICES,BRAY LEINO LTD,537513,525,L26405,EX32 0RX
Department For Transport,Highways Agency,20/12/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,CONNECT PLUS (M25) LTD,537559,20865983.21,M25 DBFO Contract for October 2012,EN6 3NP
Department For Transport,Highways Agency,20/12/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,ROAD MANAGEMENT SERVICES (PETERBOROUGH) LTD,537563,13855.56,A1(M) NMM/RWSC - December 2012,EH2 1DF
Department For Transport,Highways Agency,20/12/2012,PFI Service Payments,NETWORK DELIVERY & DEVELOPMENT,ROAD MANAGEMENT SERVICES (PETERBOROUGH) LTD,537564,1916472.12,A1(M) Shadow Tolls - December 2012,EH2 1DF
