Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,D-U-N-S Number,Transaction number,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HARLOW DISTRICT COUNCIL,,,,239999055,5000237290,New Homes Bonus Scheme,CM20 1WG,"43,792.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HARROGATE BC,,,,236660031,5000237003,New Homes Bonus Scheme,HG1 2SG,"66,463.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HARROW LB,,,,,5000237292,New Homes Bonus Scheme,HA1 2UZ,"227,616.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HART DC,,,,229723895,5000237293,New Homes Bonus Scheme,GU13 8AE,"63,521.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HARTLEPOOL BOROUGH COUNCIL,,,,424291797,5000237295,New Homes Bonus Scheme,TS24 7BT,"98,998.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HASTINGS BC,,,,,5000237297,New Homes Bonus Scheme,TN34 3WN,"41,974.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HAVANT BC,,,,211047543,5000237299,New Homes Bonus Scheme,PO9 2AX,"37,685.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HAVERING LB,,,,211209770,5000237300,New Homes Bonus Scheme,RM1 3BB,"149,791.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HEREFORDSHIRE COUNCIL,,,,,5000237005,New Homes Bonus Scheme,HR4 0XH,"172,471.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HERTFORDSHIRE COUNTY CNCL,,,,210659897,5000237302,New Homes Bonus Scheme,SG13 8DQ,"259,525.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HERTSMERE BC,,,,237549253,5000237304,New Homes Bonus Scheme,WD6 1WA,"78,351.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HIGH PEAK BC,,,,239967771,5000237007,New Homes Bonus Scheme,SK17 6EL,"26,532.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HILLINGDON LB,,,,211198585,5000237305,New Homes Bonus Scheme,UB8 1UW,"443,643.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HINCKLEY & BOSWORTH BC,,,,211176144,5000237008,New Homes Bonus Scheme,LE10 1BZ,"85,278.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HORSHAM DC,,,,229776588,5000237010,New Homes Bonus Scheme,RH12 1RL,"97,213.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HOUNSLOW LB,,Public Bodies,,210388999,5000237307,New Homes Bonus Scheme,TW3 4DN,"392,206.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HULL CITY COUNCIL,,,,217460984,5000237322,New Homes Bonus Scheme,HU1 2AA,"156,316.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HUNTINGDONSHIRE DC,,,,235999216,5000237012,New Homes Bonus Scheme,PE18 6TN,"242,172.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,HYNDBURN BC,,,,,5000237308,New Homes Bonus Scheme,BB5 1EZ,"10,053.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,IPSWICH BC,,,,226861391,5000237310,New Homes Bonus Scheme,IP1 2EE,"104,518.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,ISLE OF WIGHT CNCL,,,,236431730,5000237312,New Homes Bonus Scheme,PO30 1UD,"144,019.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,ISLES OF SCILLY COUNCIL,,,,214146040,5000237313,New Homes Bonus Scheme,TR21 0LW,"2,485.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,ISLINGTON LB,,,,225716729,5000237315,New Homes Bonus Scheme,N1 1XR,"766,862.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,KENT COUNTY CNCL,,,,211334420,5000237319,New Homes Bonus Scheme,ME14 1XQ,"372,806.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,KETTERING BC,,,,211271796,5000237320,New Homes Bonus Scheme,NN15 7QX,"101,791.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,KINGS LYNN & WEST NORFOLK BC,,,,236417671,5000237013,New Homes Bonus Scheme,PE30 1EX,"132,994.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,KINGSTON UPON THAMES  (HSG),,,,211379941,5000237015,New Homes Bonus Scheme,KT1 1EU,"181,957.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,KIRKLEES COUNCIL (HSG),,,,,5000237017,New Homes Bonus Scheme,HD1 2YU,"334,078.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,KNOWSLEY MBC,,,,,5000237324,New Homes Bonus Scheme,L36 9YZ,"72,009.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LANCASHIRE COUNTY CNCL,,,,233136584,5000237327,New Homes Bonus Scheme,PR1 8RD,"149,530.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LANCASTER CITY CNCL,,,,228669990,5000237019,New Homes Bonus Scheme,LA1 1PJ,"60,769.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LEEDS CITY CNCL,,Micro,,,5000237329,New Homes Bonus Scheme,LS1 1JF,"664,729.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LEICESTER CITY CNCL (HSG),,,,228219960,5000237020,New Homes Bonus Scheme,LE1 6ZG,"322,344.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LEICESTERSHIRE COUNTY CNCL,,,,423679836,5000237331,New Homes Bonus Scheme,LE3 8RB,"141,529.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LEWES DC,,,,213090082,5000237022,New Homes Bonus Scheme,BN7 2DQ,"71,768.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LEWISHAM LB (HSG),,,,235653300,5000237024,New Homes Bonus Scheme,SE6 4RU,"317,841.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LICHFIELD DC,,,,236780086,5000237332,New Homes Bonus Scheme,WS13 6YX,"59,701.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LINCOLNSHIRE COUNTY COUNCIL,,,,,5000237336,New Homes Bonus Scheme,LN1 1YT,"169,906.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LIVERPOOL CITY COUNCIL,,,,,5000237338,New Homes Bonus Scheme,L2 2DH,"251,820.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LONDON BOROUGH OF HACKNEY,,,,225221597,5000237282,New Homes Bonus Scheme,E8 4RU,"741,033.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LONDON BOROUGH OF LAMBETH,,,,228216479,5000237325,New Homes Bonus Scheme,SW2 1RL,"528,583.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LONDON BOROUGH OF NEWHAM,,,,211381004,5000237355,New Homes Bonus Scheme,E16 2QU,"421,664.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LONDON BOROUGH OF REDBRIDGE,,,,211341417,5000237394,New Homes Bonus Scheme,IG1 1NN,"232,586.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,LUTON BC,,,,365112155,5000237340,New Homes Bonus Scheme,LU1 1DX,"152,170.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MAIDSTONE BC,,Public Bodies,,293004214,5000237026,New Homes Bonus Scheme,ME15 6JQ,"245,718.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MALDON DC,,,,424668663,5000237027,New Homes Bonus Scheme,CM9 7DL,"34,470.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MALVERN HILLS DC,,,,227470424,5000237342,New Homes Bonus Scheme,WR14 3AF,"88,093.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MANCHESTER CITY CNCL (HSG),,,,211241393,5000237029,New Homes Bonus Scheme,M60 2JR,"460,394.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MANSFIELD DC,,,,237922968,5000237343,New Homes Bonus Scheme,NG19 7BH,"44,026.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MEDWAY TOWNS D C (HSG),,,,,5000237031,New Homes Bonus Scheme,ME4 4TR,"291,267.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MELTON BC,,,,346268340,5000237033,New Homes Bonus Scheme,LE13 0UL,"51,879.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MENDIP DISTRICT COUNCIL,,,,,5000237034,New Homes Bonus Scheme,BA4 5BA,"126,196.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MERTON LB,,,,,5000237345,New Homes Bonus Scheme,SM4 5DX,"204,828.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MID DEVON DC,,,,213241137,5000237036,New Homes Bonus Scheme,EX16 6PP,"58,221.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MID SUFFOLK DC,,,,223387239,5000237038,New Homes Bonus Scheme,IP1 2DH,"99,495.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MID SUSSEX DC,,,,236675989,5000237040,New Homes Bonus Scheme,RH16 1SS,"133,485.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MIDDLESBROUGH BC,,,,,5000237347,New Homes Bonus Scheme,TS1 2QQ,"105,765.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MILTON KEYNES BC,,,,,5000237349,New Homes Bonus Scheme,MK9 3WJ,"560,641.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,MOLE VALLEY DC,,,,225385772,5000237041,New Homes Bonus Scheme,RH4 1SJ,"62,750.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NEW FOREST DC,,Public Bodies,,,5000237043,New Homes Bonus Scheme,SO43 9ZG,"82,419.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NEWARK & SHERWOOD DC (HSG),,,,236186755,5000237045,New Homes Bonus Scheme,NG23 5QX,"95,429.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NEWCASTLE UNDER LYME BC,,,,229894373,5000237351,New Homes Bonus Scheme,ST5 2AG,"77,613.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NEWCASTLE UPON TYNE DC,,,,239154040,5000237353,New Homes Bonus Scheme,NE99 1RD,"175,193.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORFOLK COUNTY COUNCIL,,,,232602789,5000237356,New Homes Bonus Scheme,NR1 2DW,"192,522.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTH DEVON DC,,,,,5000237046,New Homes Bonus Scheme,EX31 1EA,"50,484.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTH DORSET DC,,,,236185005,5000237048,New Homes Bonus Scheme,DT11 7LL,"87,503.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTH EAST DERBYSHIRE DC,,,,238879308,5000237358,New Homes Bonus Scheme,S40 1LF,"39,231.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTH EAST LINCOLN DC (HSG),,,,211242737,5000237050,New Homes Bonus Scheme,DN35 8LN,"105,574.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTH HERTS DC (HOUSING) (HSG),,,,233593917,5000237052,New Homes Bonus Scheme,SG6 3JF,"127,837.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTH KESTEVEN DC,,,,,5000237360,New Homes Bonus Scheme,NG34 7EF,"127,613.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTH LINCOLNSHIRE DC (HSG),,Public Bodies,,424005502,5000237054,New Homes Bonus Scheme,DN16 1AB,"147,394.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTH NORFOLK DC,,,,239975964,5000237055,New Homes Bonus Scheme,NR27 9EJ,"58,800.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTH SOMERSET DC,,,,,5000237362,New Homes Bonus Scheme,BS23 1LL,"250,762.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTH TYNESIDE MBC,,,,,5000237363,New Homes Bonus Scheme,NE27 0BY,"108,283.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTH WARWICKSHIRE BC,,Large,,,5000237057,New Homes Bonus Scheme,CV9 1DE,"32,255.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTH WEST LEICESTER DC,,,,232605782,5000237059,New Homes Bonus Scheme,LE67 3FJ,"76,927.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTH YORKSHIRE CC (DL7 8AL),,,,,5000237365,New Homes Bonus Scheme,DL7 8AL,"104,848.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTHAMPTON BOROUGH COUNCIL,,,,228310017,5000237367,New Homes Bonus Scheme,NN4 4FF,"165,998.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTHAMPTONSHIRE COUNTY COUNCIL,,,,,5000237369,New Homes Bonus Scheme,CB3 0AP,"175,432.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORTHUMBERLAND COUNTY COUNCIL,,,,210308905,5000237517,New Homes Bonus Scheme,NE61 2EF,"231,998.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NORWICH CITY CNCL,,,,235981297,5000237371,New Homes Bonus Scheme,NR2 1NH,"134,458.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NOTTINGHAM CITY COUNCIL,,,,214495447,5000237372,New Homes Bonus Scheme,NG2 3NG,"265,622.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NOTTINGHAMSHIRE COUNTY CNCL,,,,,5000237374,New Homes Bonus Scheme,NG1 4BU,"137,879.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,NUNEATON & BEDWORTH BC,,Large,,,5000237376,New Homes Bonus Scheme,CV11 5AA,"74,315.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,OADBY & WIGSTON BC (HSG),,,,239831878,5000237060,New Homes Bonus Scheme,LE8 2DR,"14,762.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,OLDHAM MBC,,,,213015574,5000237377,New Homes Bonus Scheme,OL1 1UH,"59,024.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,OXFORD CITY COUNCIL,,,,212437417,5000237379,New Homes Bonus Scheme,OX1 1DF,"140,396.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,OXFORDSHIRE CC,,,,228216438,5000237381,New Homes Bonus Scheme,OX1 1TH,"138,536.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,PENDLE BC,,,,548605328,5000237382,New Homes Bonus Scheme,BB9 OLX,"31,053.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,PETERBOROUGH CITY CNCL,,,,,5000237384,New Homes Bonus Scheme,PE1 1HG,"286,590.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,PLYMOUTH CITY CNCL,,Public Bodies,,236416095,5000237386,New Homes Bonus Scheme,PL1 2AA,"200,515.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,POOLE BC (HSG),,,,,5000237062,New Homes Bonus Scheme,BH15 2RU,"121,294.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,PORTSMOUTH CITY COUNCIL,,,,211183082,5000237388,New Homes Bonus Scheme,PO1 2AR,"147,687.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,PRESTON BC,,,,232604124,5000237390,New Homes Bonus Scheme,PR1 2RL,"33,169.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,PURBECK DC,,,,,5000237064,New Homes Bonus Scheme,DT2 8UP,"21,971.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,READING BC,,,,210220399,5000237392,New Homes Bonus Scheme,RG1 7TD,"172,295.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,REDCAR & CLEVELAND BOROUGH COUNCIL,,,,215175196,5000237395,New Homes Bonus Scheme,TS10 1RT,"79,115.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,REDDITCH BC,,,,231421491,5000237397,New Homes Bonus Scheme,B98 8AH,"34,460.00",Yes
Communities & Local Government,DCLG,15/11/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,REIGATE & BANSTEAD BC,,,,211313515,5000237399,New Homes Bonus Scheme,RH2 OSH,"130,158.00",Yes
