Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode
Department For Transport,Highways Agency,27/06/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,BROOK STREET (UK)  LTD,631686,575.1,xxxxx w/c 21-Jun-14 (37.50) Hours),AL1 4ZX
Department For Transport,Highways Agency,27/06/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,REED SPECIALIST RECRUITMENT LIMITED,630766,0.01,xxxxx w/c 09-Jun-14 (37.5 Hours),SW20 0BA
Department For Transport,Highways Agency,27/06/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,REED SPECIALIST RECRUITMENT LIMITED,631687,605.26,xxxxx w/c 16-Jun-14 (37.5 Hours),SW20 0BA
Department For Transport,Highways Agency,27/06/2014,ICT Consultancy Costs,FINANCE & BUSINESS SERVICES,REED SPECIALIST RECRUITMENT LIMITED,631688,605.26,xxxxx w/c 23-Jun-14 (37.5 Hours),SW20 0BA
Department For Transport,Highways Agency,27/06/2014,Lands Costs,MAJOR PROJECTS,VALUATION OFFICE AGENCY,LOMD247566,511,HAL55555542//25000024052014,GL4 7RT
Department For Transport,Highways Agency,27/06/2014,Medical services payments,TRAFFIC MANAGEMENT DIRECTORATE,HEALTH MANAGEMENT LTD,631716,765,HML invoice - 114888 medical questionnaires June x 17 - #765.00,BN8 5NN
Department For Transport,Highways Agency,27/06/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,BADENOCH & CLARK,631668,1445.28,xxxxx w/e 20/06/2014 5 days worked @ #240.88 daily,W1T 5AE
Department For Transport,Highways Agency,27/06/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,BADENOCH & CLARK,631669,1445.28,xxxxx w/e 27/06/2014 5 days worked @ #240.88 daily,W1T 5AE
Department For Transport,Highways Agency,27/06/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,MERIDIAN BUSINESS SUPPORT LTD,631727,767.88,xxxxx W/E 29/06/14. (4 Days),WA14 4PL
Department For Transport,Highways Agency,27/06/2014,Non Civil Servant HA Staff,FINANCE & BUSINESS SERVICES,SPRING TECHNOLOGY STAFFING SERVICES LTD,631658,3799.62,xxxxx w/e 29/06/2014 5 days worked @ #633.27 daily,B37 7YE
Department For Transport,Highways Agency,27/06/2014,Non Civil Servant HA Staff,MAJOR PROJECTS,EXPERIS LIMITED,631779,9059.58,xxxxx Timesheets WE: 08/06/14 & 22/06/14,EC1R 3DR
Department For Transport,Highways Agency,27/06/2014,Non Civil Servant HA Staff,STRATEGY & PLANNING DIR,VENN GROUP LIMITED,631762,692.58,SPD Team Admin - xxxxx w/e 22.6.14 - #577.15,WC2R 0AA
Department For Transport,Highways Agency,27/06/2014,Non Civil Servant HA Staff,STRATEGY & PLANNING DIR,VENN GROUP LIMITED,631780,692.58,SPD Team Admin - xxxxx w/e 29.6.14 - #577.15,WC2R 0AA
Department For Transport,Highways Agency,27/06/2014,Other external training costs,TRAFFIC MANAGEMENT DIRECTORATE,CAPITA PROPERTY & INFRASTRUCTURE LTD,630214,-43.7,TO19 Professional Services June 2014,RH19 1UU
Department For Transport,Highways Agency,27/06/2014,Other office-related equipment and consumables Costs,FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,631738,1025.58,AMEY Pass through June 14,OX4 4DQ
Department For Transport,Highways Agency,27/06/2014,Postage,FINANCE & BUSINESS SERVICES,AMEY COMMUNITY LIMITED,631738,466.63,AMEY Pass through June 14,OX4 4DQ
Department For Transport,Highways Agency,27/06/2014,Press Office,NETWORK SERVICES DIRECTORATE,IPSOS MORI,631670,6720,Initial payment of 70% of total,SE1 1FY
Department For Transport,Highways Agency,27/06/2014,Stationery,FINANCE & BUSINESS SERVICES,BANNER BUSINESS SUPPLIES LTD,631056,32.46,"The Cube	stationery 0003814605 inv 28301796, inv 28335700 (27.05)	09/06/2014",NR3 1PD
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,FINANCE & BUSINESS SERVICES,OVE ARUP & PARTNERS,631661,14571.85,Task 255 - IAM IS June 2014,NE1 3PL
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,ATOS IT SERVICES UK LIMITED,630063,-150.08,HAL 4 April 2014,WV10 6UH
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,ATOS IT SERVICES UK LIMITED,631689,2713.05,HAL 4 May 2014,WV10 6UH
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,CORDEROY CONTRACT SERVICES LTD,631683,13182.45,"Invoice number 19298. Date 25 June 2014. Amount #15,818.94, excluding VAT #13,182.45",LU1 1JB
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN CARILLION JOINT VENTURE,631671,1536917.22,CCJV Cert 104  Final Payment 27-6-14,LU5 6HP
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,COSTAIN CARILLION JOINT VENTURE,631673,1530000,CCJV Cert 104  Final Payment 27-6-14,LU5 6HP
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD247569,1364,HAL00011322//91260708,B3 3AL
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD247575,620,HAL55555544//91287533A,B3 3AL
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD247577,5956.51,00010255/xxxxx,B3 3AL
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD247578,70280,00010417/xxxxx,B3 3AL
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD247579,3515,HAL00011390//91297337,B3 3AL
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,EVERSHEDS LLP,LOMD247581,2310.5,00010417/xxxxx,B3 3AL
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,FAITHFUL & GOULD,631775,35147.71,Inv No 14033071 dated 26/6/14. M1 J39 to 42 ALR. F&G costs June 2014,WR5 1TX
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,GEORGE CORDEROY & CO,631750,42487.27,PO 1239.1 M5 J4a-6 Commercial Assurance May 2014,LU1 1JB
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,HALCROW GROUP LTD,631786,7123.96,TRL_MMCALO_April,GL1 2NS
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,HALCROW GROUP LTD,631788,3054.02,TRL_MMCALO_April_b,GL1 2NS
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,HALCROW GROUP LTD,631789,10664.32,TRL_MMCALO_May14,GL1 2NS
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,HYDER HALCROW M25 JOINT VENTURE,631774,17099.05,IN PAYMENT OF FEES UP TO 30/05/2014,GU2 7AR
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,HYDER HALCROW M25 JOINT VENTURE,631776,32448.94,IN PAYMENT OF FEES UP TO 30/05/2014,GU2 7AR
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,IMTECH TRAFFIC & INFRA UK LIMITED,631690,2900,invoice for completed the Group 41 site data changes in WMRCC.,RG24 8WZ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD GRONTMIJ JOINT VENTURE,631692,10261.9,Inv No MMGV/PO1297/001 Inv Date 22/5/14 A19 Testos Advance Copy,SO50 9NW
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD GRONTMIJ JOINT VENTURE,631693,4897,Inv No MMGV/PO1297/002 Inv Date 11/6/14 A19 Testos Advance Copy,SO50 9NW
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD GROUP LTD,631718,10177.98,April 2014,CR0 2EE
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,MOTT MACDONALD GROUP LTD,631719,10664.32,May 2014,CR0 2EE
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,631691,4390,INV No:90163685 Fees and Expenses incurred for May period covered 01/04/14 to 31/04/14 for AQ monitoring,L3 1ES
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,631696,4334.25,RA phase 2,L3 1ES
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,MOUCHEL LIMITED,631720,10132.85,RA PHASE 3,L3 1ES
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,SAVILLS (L & P) LTD,LOMD247572,658611,00013067/Sxxxxx,CM2 0RG
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,SEVERN TRENT WATER LTD (CIS) DIVERT/CONNECT,1000013117,41800,SEWER DIVERSION SCHEME AT A45-A46 (514493) TOLLBAR END,B3 1SE
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,SEVERN TRENT WATER LTD (CIS) DIVERT/CONNECT,8103528,26260.65,WATER DIVERSION PRO FORMA REF: 8103528,B3 1SE
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,MAJOR PROJECTS,WSP UK LIMITED,631714,96622.54,IN PAYMENT OF FEES TO END MAY PERIOD,RG21 4HJ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),623752,-1247.23,Apps and Certs Receipt - APC64665,DL1 1TJ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),626244,-17809.55,Apps and Certs Receipt - APC66685,DL1 1TJ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AUTOLINK CONCESSIONAIRES (A19) LIMITED,631699,31650,A19 Parkway PPP = Invoice No 762 Invoice Date 26/06/2014,TS23 1PX
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AUTOLINK CONCESSIONAIRES (A19) LIMITED,631701,33337,A19 Wolviston PPP - Invoice No 764 Invoice Date 25/06/2014,TS23 1PX
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,AUTOLINK CONCESSIONAIRES (A19) LIMITED,631704,35425,A19/A1231 Hylton Grange PPP - Invoice No 763 Invoice Date,TS23 1PX
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,631753,81328.83,Apps and Certs Receipt - APC71792,BS32 4SR
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,631753,29467.6,Apps and Certs Receipt - APC71792,BS32 4SR
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,631753,43998.14,Apps and Certs Receipt - APC71792,BS32 4SR
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CUBIC TRANSPORTATION SYSTEMS (ITMS) LIMITED,631756,2938.75,#,TS17 6QY
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CUBIC TRANSPORTATION SYSTEMS (ITMS) LIMITED,631757,2938.75,#,TS17 6QY
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CUBIC TRANSPORTATION SYSTEMS (ITMS) LIMITED,631758,2938.75,#,TS17 6QY
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CUBIC TRANSPORTATION SYSTEMS (ITMS) LIMITED,631800,12190,HATMS Works for June (SCQ892) ----- R27June2014,TS17 6QY
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,CUBIC TRANSPORTATION SYSTEMS (ITMS) LIMITED,631801,16444.83,HATMS Works for June (SCQ892-DRC-SD)  ---- R27June2014,TS17 6QY
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,631048,4.43,Apps and Certs Receipt - APC71077,M2 5JB
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,HYDER HALCROW M25 JOINT VENTURE,631778,18678.04,Hyder Halcrow M18 J2-3 Northbound Widening,GU2 7AR
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,IMTECH TRAFFIC & INFRA UK LIMITED,631730,3500,Imtech IPT Roll Out (new Bpa),RG24 8WZ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,IMTECH TRAFFIC & INFRA UK LIMITED,631747,6543.81,STSS_013 Work Done in June 2014,RG24 8WZ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,IMTECH TRAFFIC & INFRA UK LIMITED,631798,6650,HATMS Works for June (HRNS/SD) ---- R27June2014,RG24 8WZ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,IMTECH TRAFFIC & INFRA UK LIMITED,631802,18260,HATMS Works for June (HRNS/SD) --- R27June2014,RG24 8WZ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,INTERSERVE CONSTRUCTION LIMITED,631667,599703.82,Apps and Certs Receipt - APC71892,B23 7RZ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,MOTT MACDONALD GROUP LTD,631783,33900.08,"HATMS S/D Work for June (T2,4,6,17,34) ---- R27June14",CR0 2EE
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,631679,32990.36,Payment for invoice no 90165563,AL2 2DQ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,631680,12650.32,Payment for invoice no 90166136,AL2 2DQ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,631681,8287.4,Payment for invoice no 90165536,AL2 2DQ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,631760,73272.41,Invoice No. 90162511 dated 02/05/14,AL2 2DQ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,631769,4670.26,Invoice No. 90162505 Dated 02/05/14,AL2 2DQ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,631772,884.52,?Invoice No. 90162213 Dated 30/04/14,AL2 2DQ
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,SEVERN TRENT WATER LTD (CIS) DIVERT/CONNECT,8142226,12126.4,"A5 DODSWELLS ROUDABOUT, HINCKLEY - WATER DIVERSION",B3 1SE
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,SIMULATION SYSTEMS LTD,631793,7806.85,HATMS Works for June (1368/12/11/14) ---- R27June2014,BS49 4RF
Department For Transport,Highways Agency,27/06/2014,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,SIMULATION SYSTEMS LTD,631793,18141.06,HATMS Works for June (1368/12/11/14) ---- R27June2014,BS49 4RF
Department For Transport,Highways Agency,27/06/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,615187,-18870.64,Apps and Certs Receipt - APC57881,OX4 4DQ
Department For Transport,Highways Agency,27/06/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,624903,-9422.06,Apps and Certs Receipt - APC65384,OX4 4DQ
Department For Transport,Highways Agency,27/06/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,627146,-6531.41,Apps and Certs Receipt - APC67398,OX4 4DQ
Department For Transport,Highways Agency,27/06/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,AMEY LG LIMITED,629762,-167181.98,Apps and Certs Receipt - APC69171,OX4 4DQ
Department For Transport,Highways Agency,27/06/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),623752,-1584.89,Apps and Certs Receipt - APC64665,DL1 1TJ
Department For Transport,Highways Agency,27/06/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,631753,53342.89,Apps and Certs Receipt - APC71792,BS32 4SR
Department For Transport,Highways Agency,27/06/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,626737,-634.77,Apps and Certs Receipt - APC66767,M2 5JB
Department For Transport,Highways Agency,27/06/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,631664,224997.99,Apps and Certs Receipt - APC70079,M2 5JB
Department For Transport,Highways Agency,27/06/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,EM HIGHWAY SERVICES LTD,631703,1511.09,Apps and Certs Receipt - APC70079,M2 5JB
Department For Transport,Highways Agency,27/06/2014,TA Renewal of Roads - Capital,NETWORK DELIVERY & DEVELOPMENT,INTERSERVE CONSTRUCTION LIMITED,631667,158890.02,Apps and Certs Receipt - APC71892,B23 7RZ
Department For Transport,Highways Agency,27/06/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,A-ONE + INTEGRATED HIGHWAY SERVICES (CIS),628285,-4590.87,Apps and Certs Receipt - APC68139,DL1 1TJ
Department For Transport,Highways Agency,27/06/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,631753,4928.79,Apps and Certs Receipt - APC71792,BS32 4SR
Department For Transport,Highways Agency,27/06/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,631754,11324.69,Apps and Certs Receipt - APC71791,BS32 4SR
Department For Transport,Highways Agency,27/06/2014,TA Renewal of Structures - Capital,NETWORK DELIVERY & DEVELOPMENT,BALFOUR BEATTY MOTT MACDONALD,631755,538936.88,Apps and Certs Receipt - APC71742,BS32 4SR
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,CAPITA PROPERTY & INFRASTRUCTURE LTD,631662,61534.94,TPMs inv June 14,RH19 1UU
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,COLAS LTD,631709,2266,Site Acitivity 1403709497 AMI Swaps,RH10 4NF
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,COLAS LTD,631710,2266,Site Activity HASO 219281402,RH10 4NF
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,CUBIC TRANSPORTATION SYSTEMS (ITMS) LIMITED,631796,223539.98,"HATMS S/C + Works for June (SCQ888,849,882) ---- R27June2014",TS17 6QY
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,HILL & SMITH T/A TECHSPAN SYSTEMS,631706,7154.04,Site Activity 14-29 AMI Swap M1 28-28,HP19 8BP
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,HILL & SMITH T/A TECHSPAN SYSTEMS,631723,2061,june 14,HP19 8BP
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,HILL & SMITH T/A TECHSPAN SYSTEMS,631736,933.94,june 14,HP19 8BP
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,IMTECH TRAFFIC & INFRA UK LIMITED,631726,38128.66,june 14,RG24 8WZ
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,IMTECH TRAFFIC & INFRA UK LIMITED,631733,80561.51,june 14,RG24 8WZ
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,IMTECH TRAFFIC & INFRA UK LIMITED,631743,10000,Jun-14,RG24 8WZ
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,IMTECH TRAFFIC & INFRA UK LIMITED,631744,2365.44,STSS_001 Work Done in June 2014,RG24 8WZ
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,IMTECH TRAFFIC & INFRA UK LIMITED,631745,3219.44,STSS_002 Work Done in June 2014,RG24 8WZ
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,IMTECH TRAFFIC & INFRA UK LIMITED,631746,11218.74,STSS_008 Work Done in June 2014,RG24 8WZ
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,IMTECH TRAFFIC & INFRA UK LIMITED,631749,4175.55,STSS_016 Work Done in June 2014,RG24 8WZ
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,IMTECH TRAFFIC & INFRA UK LIMITED,631799,126740,"HATMS S/C + Works for June (T2,4,22,427/8) --- R27June2014",RG24 8WZ
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,SIMULATION SYSTEMS LTD,631790,64607.39,HATMS Support S/C for June ---- R27June2014,BS49 4RF
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,ULTRA ELECTRONICS CONTROLS,631791,17453.36,"HATMS MET S/C +T4, 33, 46 --  OI 27June2014",UB6 8UE
Department For Transport,Highways Agency,27/06/2014,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,631705,74533.37,Monthly Maintenance Charges - Contract 1/179 - June 2014,NE11 0QJ
