YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEUBIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Scomberomorus Spp,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Selaroides Leptolepis,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Sillago Sihama,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3028990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Sphyraena Spp,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3044990,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Istiophorus Platypterus,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3063390,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Portunus Pelagicus,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3012,2472,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,3074220,03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03044990|03063390|03074220,Loligo Spp,Acanthopagrus Spp|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Istiophorus Platypterus|Lates Calcarifer|Leiognathus Spp|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,1035,859.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028510,03028510|03028590|03028590|03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Pagellus Bellottii,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Dentex Macrophtalmus|Lutjanus Agennes|Lutjanus Fulgens|Pagellus Bellottii|Pagrus Caeruleostictus|Pagrus Pagrus|Pseudupenaeus Prayensis|Scarus Hoefleri|Zeus Faber,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,1035,859.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028590,03028510|03028590|03028590|03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Dentex Angolensis,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Dentex Macrophtalmus|Lutjanus Agennes|Lutjanus Fulgens|Pagellus Bellottii|Pagrus Caeruleostictus|Pagrus Pagrus|Pseudupenaeus Prayensis|Scarus Hoefleri|Zeus Faber,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,1035,859.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028590,03028510|03028590|03028590|03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Dentex Congoensis,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Dentex Macrophtalmus|Lutjanus Agennes|Lutjanus Fulgens|Pagellus Bellottii|Pagrus Caeruleostictus|Pagrus Pagrus|Pseudupenaeus Prayensis|Scarus Hoefleri|Zeus Faber,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,1035,859.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028590,03028510|03028590|03028590|03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Dentex Macrophtalmus,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Dentex Macrophtalmus|Lutjanus Agennes|Lutjanus Fulgens|Pagellus Bellottii|Pagrus Caeruleostictus|Pagrus Pagrus|Pseudupenaeus Prayensis|Scarus Hoefleri|Zeus Faber,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,1035,859.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028590,03028510|03028590|03028590|03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Pagrus Caeruleostictus,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Dentex Macrophtalmus|Lutjanus Agennes|Lutjanus Fulgens|Pagellus Bellottii|Pagrus Caeruleostictus|Pagrus Pagrus|Pseudupenaeus Prayensis|Scarus Hoefleri|Zeus Faber,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,1035,859.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028590,03028510|03028590|03028590|03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Pagrus Pagrus,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Dentex Macrophtalmus|Lutjanus Agennes|Lutjanus Fulgens|Pagellus Bellottii|Pagrus Caeruleostictus|Pagrus Pagrus|Pseudupenaeus Prayensis|Scarus Hoefleri|Zeus Faber,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,1035,859.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028510|03028590|03028590|03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Acanthurus Monroviae,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Dentex Macrophtalmus|Lutjanus Agennes|Lutjanus Fulgens|Pagellus Bellottii|Pagrus Caeruleostictus|Pagrus Pagrus|Pseudupenaeus Prayensis|Scarus Hoefleri|Zeus Faber,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,1035,859.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028510|03028590|03028590|03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Cephalopholis Taeniops,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Dentex Macrophtalmus|Lutjanus Agennes|Lutjanus Fulgens|Pagellus Bellottii|Pagrus Caeruleostictus|Pagrus Pagrus|Pseudupenaeus Prayensis|Scarus Hoefleri|Zeus Faber,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,1035,859.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028510|03028590|03028590|03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Lutjanus Agennes,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Dentex Macrophtalmus|Lutjanus Agennes|Lutjanus Fulgens|Pagellus Bellottii|Pagrus Caeruleostictus|Pagrus Pagrus|Pseudupenaeus Prayensis|Scarus Hoefleri|Zeus Faber,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,1035,859.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028510|03028590|03028590|03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Lutjanus Fulgens,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Dentex Macrophtalmus|Lutjanus Agennes|Lutjanus Fulgens|Pagellus Bellottii|Pagrus Caeruleostictus|Pagrus Pagrus|Pseudupenaeus Prayensis|Scarus Hoefleri|Zeus Faber,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,1035,859.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028510|03028590|03028590|03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Pseudupenaeus Prayensis,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Dentex Macrophtalmus|Lutjanus Agennes|Lutjanus Fulgens|Pagellus Bellottii|Pagrus Caeruleostictus|Pagrus Pagrus|Pseudupenaeus Prayensis|Scarus Hoefleri|Zeus Faber,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,1035,859.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028510|03028590|03028590|03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Scarus Hoefleri,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Dentex Macrophtalmus|Lutjanus Agennes|Lutjanus Fulgens|Pagellus Bellottii|Pagrus Caeruleostictus|Pagrus Pagrus|Pseudupenaeus Prayensis|Scarus Hoefleri|Zeus Faber,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,1035,859.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028510|03028590|03028590|03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Zeus Faber,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Dentex Macrophtalmus|Lutjanus Agennes|Lutjanus Fulgens|Pagellus Bellottii|Pagrus Caeruleostictus|Pagrus Pagrus|Pseudupenaeus Prayensis|Scarus Hoefleri|Zeus Faber,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,850,791.9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028590,03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990,Dentex Angolensis,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Lutjanus Agennes|Lutjanus Fulgens|Pagrus Caeruleostictus|Pseudupenaeus Prayensis,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,850,791.9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028590,03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990,Dentex Congoensis,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Lutjanus Agennes|Lutjanus Fulgens|Pagrus Caeruleostictus|Pseudupenaeus Prayensis,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,850,791.9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028590,03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990,Pagrus Caeruleostictus,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Lutjanus Agennes|Lutjanus Fulgens|Pagrus Caeruleostictus|Pseudupenaeus Prayensis,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,850,791.9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990,Acanthurus Monroviae,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Lutjanus Agennes|Lutjanus Fulgens|Pagrus Caeruleostictus|Pseudupenaeus Prayensis,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,850,791.9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990,Cephalopholis Taeniops,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Lutjanus Agennes|Lutjanus Fulgens|Pagrus Caeruleostictus|Pseudupenaeus Prayensis,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,850,791.9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990,Lutjanus Agennes,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Lutjanus Agennes|Lutjanus Fulgens|Pagrus Caeruleostictus|Pseudupenaeus Prayensis,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,850,791.9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990,Lutjanus Fulgens,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Lutjanus Agennes|Lutjanus Fulgens|Pagrus Caeruleostictus|Pseudupenaeus Prayensis,-
2017,Q4,12,14,SN,GB,Heathrow,GB,GB,SN,Senegal,GB,CVEDP,No,Human Consumption,850,791.9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-14,2017,Q4,12,14,3028990,03028590|03028590|03028590|03028990|03028990|03028990|03028990|03028990,Pseudupenaeus Prayensis,Acanthurus Monroviae|Cephalopholis Taeniops|Dentex Angolensis|Dentex Congoensis|Lutjanus Agennes|Lutjanus Fulgens|Pagrus Caeruleostictus|Pseudupenaeus Prayensis,-
2017,Q4,12,14,CA,GB,Liverpool,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,17872,14982.26,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-20,2017,Q4,12,20,16052190,16052190,Pandalus Spp,Pandalus Spp,-
2017,Q4,12,14,CA,GB,Liverpool,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,22413,18865.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-20,2017,Q4,12,20,16052190,16052190,Pandalus Spp,Pandalus Spp,-
2017,Q4,12,14,CA,GB,Liverpool,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,5305,4110.5,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-21,2017,Q4,12,21,3061290,03061290|16053090,Homarus Spp,Homarus Spp|Homarus Spp,-
2017,Q4,12,14,CA,GB,Liverpool,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,5305,4110.5,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-21,2017,Q4,12,21,16053090,03061290|16053090,Homarus Spp,Homarus Spp|Homarus Spp,-
2017,Q4,12,14,MA,GB,"Felixstowe, P",IE,IE,MA,Morocco,GB,CVEDP,No,Human Consumption,45144,32832,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-16,2017,Q4,12,16,16041311,16041311|16041319,Sardina Pilchardus,Sardina Pilchardus|Sardina Pilchardus,Histamine
2017,Q4,12,14,MA,GB,"Felixstowe, P",IE,IE,MA,Morocco,GB,CVEDP,No,Human Consumption,45144,32832,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-16,2017,Q4,12,16,16041319,16041311|16041319,Sardina Pilchardus,Sardina Pilchardus|Sardina Pilchardus,Histamine
2017,Q4,12,14,US,GB,Heathrow,BE,BE,US,United States,BE,CVEDP,No,Human Consumption,3853.87,3313.87,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,2031290,02031290|02031990,Sus Scrofa,Sus Scrofa|Sus Scrofa,-
2017,Q4,12,14,US,GB,Heathrow,BE,BE,US,United States,BE,CVEDP,No,Human Consumption,3853.87,3313.87,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,2031990,02031290|02031990,Sus Scrofa,Sus Scrofa|Sus Scrofa,-
2017,Q4,12,14,NZ,GB,"Southampton, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15494.63,14967.4,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,2044250,02044250|02044250|02044250|02044250|02044290|02044290|02044290|02044390,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,12,14,NZ,GB,"Southampton, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15494.63,14967.4,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,2044290,02044250|02044250|02044250|02044250|02044290|02044290|02044290|02044390,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,12,14,NZ,GB,"Southampton, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15494.63,14967.4,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,2044390,02044250|02044250|02044250|02044250|02044290|02044290|02044290|02044390,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,12,14,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,636.6,288,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-19,2017,Q4,12,19,21039090,21039090,Engraulidae,Engraulidae,-
2017,Q4,12,14,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,18720,18000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-23,2017,Q4,12,23,2109939,2109939,Aves,Aves,-
2017,Q4,12,14,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,6678,6300,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-23,2017,Q4,12,23,2109939,2109939,Aves,Aves,-
2017,Q4,12,14,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,24960,24000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-22,2017,Q4,12,22,2109939,2109939,Aves,Aves,-
2017,Q4,12,14,BR,GB,London Gateway,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,24960,24000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-22,2017,Q4,12,22,2109939,2109939,Aves,Aves,-
2017,Q4,12,14,BR,GB,Belfast,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,24740.1,23100,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,160232,160232,Aves,Aves,-
2017,Q4,12,14,BR,GB,Belfast,AT,AT,BR,Brazil,GB,CVEDP,No,Human Consumption,24740.1,23100,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-28,2017,Q4,12,28,160232,160232,Aves,Aves,-
2017,Q4,12,14,TH,GB,Heathrow,AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,40,20,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-12-15,2017,Q4,12,15,160232,160232,Aves,Aves,-
