Month of Year,Search Term,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Avg. Search Depth
201703,trading standards,6,1.17,0.00%,14.29%,00:01:42,1.33
201703,training,6,1.67,16.67%,20.00%,00:01:16,2.33
201703,ulster conavent,6,1.17,0.00%,0.00%,00:02:16,1.5
201703,Ulster covenant,6,1,0.00%,16.67%,00:07:57,1.17
201703,Ulster Covenant,6,1.17,0.00%,28.57%,00:00:19,0.67
201703,Upper lough erne,6,1.5,66.67%,22.22%,00:02:04,0.67
201703,V36,6,1.5,0.00%,22.22%,00:03:32,1.33
201703,v5,6,1.33,0.00%,37.50%,00:01:41,3.5
201703,V62,6,1.17,33.33%,28.57%,00:00:31,1.83
201703,vat,6,1.17,66.67%,28.57%,00:02:19,0
201703,view driving licence,6,2,50.00%,16.67%,00:02:21,2.33
201703,welfare supplementary payments,6,1.33,0.00%,12.50%,00:07:37,6
201703,winter fuel payment,6,1.33,16.67%,12.50%,00:03:35,3.33
201703,122,5,1.6,20.00%,25.00%,00:00:24,0.6
201703,1939 Register,5,1.8,20.00%,11.11%,00:01:25,3
201703,a-z careers,5,2,0.00%,0.00%,00:03:33,7.2
201703,accountant,5,2,20.00%,30.00%,00:02:43,2
201703,address continuation sheet,5,4.6,0.00%,4.35%,00:10:21,5
201703,Adress,5,1.2,20.00%,50.00%,00:04:50,1
201703,affordable warmth,5,1,0.00%,0.00%,00:01:14,1.4
201703,age discrimination,5,1.8,0.00%,11.11%,00:06:04,1.2
201703,all ireland,5,1.4,20.00%,28.57%,00:09:05,4.6
201703,all ireland scholarship,5,1,0.00%,20.00%,00:05:05,2.6
201703,angling licence,5,1.4,0.00%,0.00%,00:19:04,10.4
201703,application,5,3.6,0.00%,16.67%,00:11:58,12.6
201703,application form,5,1.8,0.00%,22.22%,00:04:06,5
201703,Application form,5,2.4,20.00%,33.33%,00:00:48,0
201703,Apply for Disclosure Certificates,5,2.2,0.00%,0.00%,00:01:42,3
201703,Apply for enhanced check,5,2,0.00%,0.00%,00:05:45,4
201703,appointee,5,1,0.00%,20.00%,00:01:52,1
201703,attendence allowance,5,1.8,20.00%,0.00%,00:02:35,3.8
201703,Basic disclosure,5,1,0.00%,20.00%,00:02:53,1.8
201703,Benefits calculator,5,1.8,0.00%,11.11%,00:03:54,3.2
201703,bereavement service,5,1,0.00%,40.00%,00:09:10,7.8
201703,Birth cert,5,1.8,0.00%,22.22%,00:01:13,0.8
201703,BIRTH CERTIFICATE,5,1,0.00%,0.00%,00:07:42,2.8
201703,Blue badge phone number,5,1.6,0.00%,12.50%,00:05:19,2
201703,Blue badge renewal,5,1.2,0.00%,0.00%,00:05:55,6
201703,Boiler,5,1.4,0.00%,0.00%,00:02:58,3
201703,boiler replacement,5,1.2,0.00%,33.33%,00:06:40,1.2
201703,bona vacantia,5,1.6,0.00%,0.00%,00:12:24,4
201703,book a retest,5,1.4,0.00%,42.86%,00:03:13,1.2
201703,book theory,5,1.4,20.00%,14.29%,00:02:36,2.8
201703,Bradford,5,1.6,20.00%,12.50%,00:00:35,2
201703,budgeting,5,1.4,20.00%,42.86%,00:01:14,1.6
201703,building control,5,2.4,0.00%,8.33%,00:01:08,1.2
201703,bus operator licensing,5,1.2,0.00%,50.00%,00:04:27,4.6
201703,Camping,5,1.4,20.00%,0.00%,00:05:03,3
201703,Car theory test,5,1.4,0.00%,0.00%,00:01:22,3.4
201703,Care home,5,1,0.00%,20.00%,00:02:06,2.6
201703,career,5,1,0.00%,20.00%,00:01:50,1.8
201703,career quiz,5,1,0.00%,0.00%,00:00:26,1.6
201703,Castlewellan,5,1.4,40.00%,14.29%,00:00:46,1.4
201703,cctv,5,1.2,40.00%,33.33%,00:01:46,1.4
201703,change date,5,1.4,20.00%,14.29%,00:04:18,2.8
201703,Change My Practical test,5,1,0.00%,20.00%,00:14:51,1.4
201703,Change of address driving licence,5,1.2,40.00%,0.00%,00:00:11,0.6
201703,Change of owner,5,1.8,20.00%,22.22%,00:01:21,2.2
201703,check code,5,1.6,20.00%,37.50%,00:01:00,4.2
201703,Check code,5,2.8,20.00%,21.43%,00:08:10,3
201703,check your state pension,5,1.4,20.00%,0.00%,00:04:13,2.4
201703,CHILD BENEFIT,5,2.2,20.00%,27.27%,00:02:39,1.6
201703,child benefit form,5,1.6,40.00%,25.00%,00:00:53,1.4
201703,Child maintenance calculator,5,1,20.00%,20.00%,00:00:23,0.6
201703,claim pension,5,1.2,40.00%,16.67%,00:03:59,1
201703,claiming a driving test pass,5,1.6,0.00%,12.50%,00:01:01,1.2
201703,community planning,5,1,0.00%,40.00%,00:27:35,7.6
201703,comunity care grant,5,1.6,100.00%,0.00%,00:00:27,0
201703,connect to success,5,1,0.00%,20.00%,00:01:35,2.8
201703,consultation,5,1,0.00%,20.00%,00:00:23,1.6
201703,Contact no,5,1.8,20.00%,33.33%,00:00:35,0.8
201703,contact numbers,5,1.8,60.00%,0.00%,00:01:21,1.8
201703,Contacts,5,1.6,0.00%,25.00%,00:03:46,3.6
201703,Cost of driving licence,5,2,0.00%,30.00%,00:08:38,3
201703,council tax,5,1.6,0.00%,37.50%,00:01:55,2.6
201703,courts,5,1.4,20.00%,28.57%,00:02:54,2
201703,Covenant,5,1.4,0.00%,0.00%,00:02:29,1.8
201703,cr20,5,1,0.00%,0.00%,00:00:15,1.2
201703,create account,5,1.2,0.00%,50.00%,00:08:08,4.4
201703,criminal record check,5,1.2,0.00%,0.00%,00:02:47,3.8
201703,Criminal record check,5,1,0.00%,0.00%,00:03:59,2.4
201703,D46P,5,2,40.00%,10.00%,00:01:10,2.6
201703,derry,5,1,0.00%,20.00%,00:00:50,1.2
201703,DIAB1,5,2.6,0.00%,0.00%,00:01:21,2.8
201703,Direct debit,5,1.2,20.00%,16.67%,00:02:44,2.8
201703,Disability,5,1.4,0.00%,0.00%,00:08:55,2.8
201703,disciplinary,5,1.2,0.00%,0.00%,00:00:03,1
201703,disclosure,5,1.2,20.00%,50.00%,00:03:11,5.8
201703,Discretionary payment,5,2.4,20.00%,25.00%,00:01:47,2.4
201703,Divorce records,5,5.4,0.00%,3.70%,00:03:40,3.6
201703,Dl2,5,1.8,0.00%,33.33%,00:03:07,2
201703,Dla on driving licence,5,1,100.00%,0.00%,00:00:00,0
201703,doctor,5,1.6,20.00%,0.00%,00:01:29,1.6
201703,download forms,5,1.6,0.00%,37.50%,00:04:04,5.2
201703,drink driving,5,1.8,20.00%,11.11%,00:01:02,3.4
201703,Driver licensing,5,1.2,40.00%,0.00%,00:00:29,0.6
201703,Drivers licence,5,1.6,0.00%,37.50%,00:01:04,1
201703,Driving abroad,5,1.4,80.00%,0.00%,00:00:15,0.2
201703,Driving licence application,5,1,0.00%,40.00%,00:01:43,1.2
201703,Driving licence cost,5,1.6,20.00%,0.00%,00:00:25,1
201703,Driving license fee,5,1.4,20.00%,14.29%,00:00:34,0.8
201703,Driving license postage,5,1,100.00%,0.00%,00:00:00,0
201703,driving record,5,1.8,0.00%,33.33%,00:05:13,4.4
201703,driving theory,5,1.2,0.00%,16.67%,00:01:13,2.2
201703,Duplicate licence,5,1,20.00%,0.00%,00:01:35,1.4
201703,early years,5,1.4,20.00%,14.29%,00:00:43,1.2
201703,educational maintenance allowance,5,1,0.00%,20.00%,00:06:21,2.6
201703,educational tours,5,1.2,60.00%,50.00%,00:00:20,0.2
201703,electrician,5,2.2,40.00%,0.00%,00:03:49,2
201703,employment,5,1,0.00%,60.00%,00:00:58,0.4
201703,English,5,1.8,20.00%,11.11%,00:01:06,1
201703,enhanced check through registered body,5,1.4,0.00%,0.00%,00:12:08,2.6
201703,enhanced disclosure certificate,5,1.4,0.00%,0.00%,00:15:41,8
201703,Esa contact,5,1.8,20.00%,11.11%,00:04:27,3.2
201703,Esa number,5,1.8,20.00%,22.22%,00:01:02,1.2
201703,esf,5,2,40.00%,20.00%,00:00:24,0.8
201703,ESF,5,1.8,20.00%,44.44%,00:00:40,1.4
201703,Ez45,5,1.2,80.00%,16.67%,00:02:29,0
201703,family research,5,2,0.00%,30.00%,00:26:39,10
201703,Fee,5,1.2,0.00%,66.67%,00:01:20,3.8
201703,Finance,5,1.2,20.00%,33.33%,00:00:19,0.8
201703,financial support,5,1.2,0.00%,16.67%,00:05:01,3.6
201703,Fire safety,5,1,0.00%,40.00%,00:01:13,1
201703,fishing license,5,1.2,0.00%,0.00%,00:02:45,4
201703,Fkpq,5,2,60.00%,10.00%,00:00:19,2
201703,forestry,5,1.2,20.00%,50.00%,00:01:31,2.2
201703,form,5,1.2,20.00%,16.67%,00:00:19,0.8
201703,gcse,5,1,20.00%,0.00%,00:00:12,0.8
201703,Gcse,5,1.8,0.00%,0.00%,00:00:29,1.4
201703,Geneology,5,1.2,60.00%,16.67%,00:00:13,0.6
201703,griffiths,5,1.8,40.00%,11.11%,00:00:36,1.8
201703,Gro,5,1.2,0.00%,50.00%,00:04:27,4.4
201703,Harland and Wolff,5,1,60.00%,0.00%,00:01:22,1.6
201703,HC1,5,1.4,20.00%,0.00%,00:04:07,1.2
201703,hc5,5,1.4,0.00%,14.29%,00:01:17,2.4
201703,Health,5,1.6,40.00%,37.50%,00:00:37,0.4
201703,healthy eating,5,1.2,0.00%,33.33%,00:10:53,7.6
201703,healthy start,5,1.6,20.00%,12.50%,00:01:00,1.2
201703,Hillsborough,5,1.2,40.00%,16.67%,00:00:41,1.4
201703,holiday,5,1.2,0.00%,16.67%,00:01:19,1
201703,holidays,5,1.2,0.00%,16.67%,00:03:50,7.8
201703,How much is state pension,5,1,20.00%,0.00%,00:01:40,2.4
201703,immigration,5,2.6,20.00%,30.77%,00:06:04,0.6
201703,immigration status statement,5,1,0.00%,0.00%,00:01:18,2.2
201703,Industrial injuries,5,1.2,0.00%,0.00%,00:01:10,2.6
201703,Inf4d,5,1.4,20.00%,71.43%,00:00:20,0.2
201703,Insulation,5,1.4,0.00%,0.00%,00:01:01,1.4
201703,IVA,5,1.2,0.00%,50.00%,00:12:48,5.4
201703,job vacancies,5,2.2,20.00%,18.18%,00:03:58,1.8
201703,jobs and benefits office,5,1,0.00%,20.00%,00:00:28,1.2
201703,Jobseeker's Allowance,5,1.2,0.00%,16.67%,00:01:13,3
201703,labour market information,5,1.2,0.00%,83.33%,00:01:22,0.6
201703,Landlord registration,5,1.2,0.00%,16.67%,00:01:55,2.4
201703,Language,5,1.2,20.00%,66.67%,00:01:37,1.4
201703,licence check,5,2,60.00%,20.00%,00:00:50,0.4
201703,licence fees,5,1.6,0.00%,0.00%,00:03:36,4.4
201703,License renewal,5,1,20.00%,80.00%,00:00:37,0.2
201703,lisburn,5,1.2,40.00%,16.67%,00:09:18,2
201703,listed building,5,1.2,0.00%,16.67%,00:00:55,1.8
201703,listed buildings,5,1,0.00%,0.00%,00:01:10,1.4
201703,local housing allowance,5,2.6,0.00%,30.77%,00:06:04,1.4
201703,lost counterpart,5,1.8,20.00%,11.11%,00:01:25,1.2
201703,Lost provisional,5,1.6,0.00%,37.50%,00:11:24,1.8
201703,m,5,1,20.00%,80.00%,00:01:03,0.8
201703,magherafelt,5,1.8,20.00%,0.00%,00:00:54,2
201703,marriage notice forms,5,1.6,0.00%,25.00%,00:03:52,2.4
201703,Marriage records,5,1.2,20.00%,0.00%,00:01:35,1.2
201703,Married allowance,5,3.8,60.00%,15.79%,00:03:37,0.4
201703,married tax allowance,5,1.6,20.00%,0.00%,00:01:15,1
201703,Mot book,5,1.2,40.00%,0.00%,00:00:36,1.4
201703,Mot booking,5,2.6,0.00%,0.00%,00:03:47,2.8
201703,Motorcycle,5,1.2,0.00%,33.33%,00:03:06,2.6
201703,My rates,5,1.2,0.00%,0.00%,00:04:42,5.6
201703,newbuilding l derry,5,1.4,100.00%,0.00%,00:01:16,0
201703,newry job fair,5,1,0.00%,0.00%,00:18:51,9.4
201703,niea,5,1.2,20.00%,33.33%,00:11:51,2.6
201703,Noble mccormack,5,2.2,0.00%,9.09%,00:09:14,8.8
201703,Nottingham,5,1.2,60.00%,0.00%,00:00:18,0.6
201703,Nurse,5,1.2,20.00%,0.00%,00:00:43,0.8
201703,Offence codes,5,1.6,0.00%,12.50%,00:03:09,5
201703,P45,5,1,20.00%,40.00%,00:00:54,1
201703,p60,5,1.6,20.00%,37.50%,00:03:46,2.4
201703,paternity pay,5,1.4,0.00%,28.57%,00:03:07,2.6
201703,pay rates online,5,1.2,0.00%,0.00%,00:01:10,2
201703,pension service,5,1.2,40.00%,16.67%,00:01:23,2.2
201703,Phone,5,1,20.00%,0.00%,00:09:29,5
201703,Phone number for pip,5,1.6,60.00%,12.50%,00:00:24,0.4
201703,Photographic criteria,5,1.2,0.00%,0.00%,00:01:05,1.6
201703,physio,5,1.4,20.00%,42.86%,00:03:19,1.8
201703,Planning,5,1.8,20.00%,33.33%,00:02:30,1.6
201703,postcode,5,1,60.00%,40.00%,00:00:22,0
201703,Provisional driving licence,5,1,0.00%,60.00%,00:01:09,1
201703,Provisional licence fee,5,1.4,0.00%,14.29%,00:07:41,4.2
201703,records,5,1.6,0.00%,12.50%,00:04:01,7.2
201703,Registration,5,1.8,40.00%,11.11%,00:00:24,1.4
201703,Renew blue badge,5,1.4,20.00%,0.00%,00:00:56,1
201703,Renew licence,5,1,0.00%,0.00%,00:03:05,4.6
201703,Repairs of electrical items,5,1,100.00%,0.00%,00:00:00,0
201703,Replacement birth certificate,5,2,20.00%,20.00%,00:03:21,1
201703,replacement driving licence,5,1,0.00%,20.00%,00:04:04,1.8
201703,residency,5,1.4,20.00%,0.00%,00:00:41,1.4
201703,Retest mot,5,1,20.00%,20.00%,00:00:47,1.6
201703,Road service,5,1.2,20.00%,16.67%,00:02:40,1
201703,Roads,5,1.2,0.00%,33.33%,00:03:34,5
201703,Sales,5,1,40.00%,20.00%,00:00:14,0.8
201703,Savings,5,1.6,0.00%,25.00%,00:01:30,1.2
201703,selling a vehicle,5,2,0.00%,50.00%,00:01:42,2.2
201703,Show me tell me,5,1.2,40.00%,16.67%,00:04:45,5
201703,sick line,5,1.4,20.00%,28.57%,00:01:20,0.6
201703,sickness,5,1,20.00%,20.00%,00:01:52,4
201703,sickness benefit,5,1.4,0.00%,0.00%,00:01:48,2.4
201703,social work,5,1.4,40.00%,0.00%,00:15:34,4.4
201703,Sold my car,5,1.4,40.00%,28.57%,00:00:24,0.4
201703,ssp1,5,1.6,20.00%,12.50%,00:00:49,1.2
201703,standard check,5,2.2,0.00%,9.09%,00:05:03,7
201703,State pension age,5,2.6,20.00%,0.00%,00:03:44,1.8
201703,state pension forecast,5,1.4,20.00%,0.00%,00:01:39,2.6
201703,state pension on line,5,2.4,0.00%,16.67%,00:11:32,2.8
201703,student,5,1.2,20.00%,33.33%,00:03:27,1.2
201703,student loans,5,1.6,20.00%,12.50%,00:00:54,1.4
201703,tax code,5,1.8,20.00%,33.33%,00:06:30,1.4
201703,Tax office n. I.,5,2.2,40.00%,18.18%,00:00:31,0.4
201703,taxi operator licence,5,1,0.00%,20.00%,00:03:49,4.2
201703,teaching,5,2,20.00%,0.00%,00:06:35,5
201703,Theory test book,5,1,0.00%,20.00%,00:04:52,2.6
201703,Theory test centres,5,2,0.00%,10.00%,00:02:43,3.4
201703,Theory tests,5,1,0.00%,40.00%,00:01:54,2
201703,Theroy,5,2.4,0.00%,25.00%,00:01:57,3
201703,tithe applotment,5,1.8,0.00%,11.11%,00:00:27,0.8
201703,tithe applotment books,5,1.4,0.00%,0.00%,00:04:06,2.2
201703,Track birth certificate,5,1.8,40.00%,11.11%,00:00:50,0.8
201703,Tractor,5,1.4,20.00%,28.57%,00:02:02,0.8
201703,tupe,5,1.6,0.00%,0.00%,00:05:43,6.8
201703,TUPE,5,1.6,0.00%,12.50%,00:02:10,2
201703,Unemployment benefit,5,1.4,20.00%,28.57%,00:07:44,3
201703,Utr number,5,1.2,100.00%,0.00%,00:00:10,0
201703,v5c,5,1.2,0.00%,50.00%,00:00:41,0.4
201703,valuation revision books,5,1.6,20.00%,0.00%,00:03:29,1.8
201703,Vehicle check,5,1.6,60.00%,0.00%,00:01:19,0.6
201703,vehicle damage,5,2.2,0.00%,36.36%,00:01:08,1
201703,vehicle disposal,5,1.2,0.00%,66.67%,00:03:24,0.6
201703,VEHICLE TAX,5,1.6,40.00%,0.00%,00:00:32,1.4
201703,Vehicle test,5,1.2,20.00%,0.00%,00:00:25,1.8
201703,what app,5,1.4,100.00%,0.00%,00:04:30,0
201703,wills and probate,5,1.6,0.00%,25.00%,00:03:17,2.6
201703,Winter fuel payment 2017/18,5,1,80.00%,0.00%,00:00:03,0.2
201703,Workhouse records,5,3.6,40.00%,5.56%,00:05:52,1.4
201703,working abroad,5,1.6,0.00%,25.00%,00:03:38,2.8
201703,Young people and alcohol,5,1.8,40.00%,0.00%,00:06:02,2.4
201704,Mot,161,1.32,11.18%,11.74%,00:03:21,2.87
201704,blue badge,131,1.22,3.05%,16.88%,00:04:40,3.01
201704,Car tax,114,1.59,28.07%,13.26%,00:01:58,1.54
201704,access ni,112,1.3,6.25%,12.33%,00:05:17,4.26
201704,rates,107,1.23,3.74%,21.21%,00:03:45,3.77
201704,mot,101,1.3,11.88%,10.69%,00:03:49,3.56
201704,Parking ticket,99,1.05,5.05%,0.96%,00:01:30,1.85
201704,Birth certificate,93,1.68,11.83%,8.33%,00:03:39,1.76
201704,car tax,85,1.69,34.12%,18.06%,00:02:06,1.34
201704,passport,78,1.38,5.13%,6.48%,00:03:59,1.83
201704,Theory test,78,1.38,2.56%,7.41%,00:03:51,3.35
201704,carers allowance,77,1.48,2.60%,15.79%,00:04:52,2.9
201704,Tax,75,1.24,22.67%,43.01%,00:00:47,1
201704,esa,73,1.18,9.59%,13.95%,00:03:04,1.92
201704,birth certificate,72,1.29,1.39%,8.60%,00:02:36,1.88
201704,Blue badge,72,1.26,1.39%,8.79%,00:04:42,3.68
201704,Crisis loan,71,1.41,36.62%,12.00%,00:02:42,1.62
201704,Phone number,70,1.43,20.00%,10.00%,00:02:45,2.1
201704,Jobs,69,1.65,31.88%,10.53%,00:01:44,1.55
201704,tax,68,1.21,52.94%,12.20%,00:00:42,0.81
201704,parking ticket,66,1.17,1.52%,1.30%,00:02:22,2.21
201704,Contact,65,1.37,29.23%,17.98%,00:02:41,2.35
201704,theory test,64,1.2,4.69%,6.49%,00:04:36,3.59
201704,Carers allowance,62,1.53,3.23%,14.74%,00:04:05,2.87
201704,Pip,59,1.14,3.39%,25.37%,00:02:47,2.31
201704,proni,59,1.24,3.39%,21.92%,00:08:01,6.22
201704,Rates,59,1.36,15.25%,23.75%,00:03:12,2.93
201704,pension credit,58,1.57,8.62%,17.58%,00:04:20,2.97
201704,attendance allowance,57,1.21,5.26%,26.09%,00:05:18,3.19
201704,DL1,55,1.67,10.91%,20.65%,00:03:26,2.58
201704,Esa,55,1.29,9.09%,15.49%,00:04:12,2.24
201704,Contact number,53,1.47,26.42%,12.82%,00:01:30,1.7
201704,Driving licence,53,1.4,15.09%,10.81%,00:02:53,2.43
201704,income support,53,1.51,9.43%,31.25%,00:06:45,2.3
201704,jobs,53,1.75,32.08%,11.83%,00:02:01,1.49
201704,Social fund,53,2.21,13.21%,12.82%,00:03:53,3.4
201704,Income support,52,1.25,11.54%,15.38%,00:04:39,2.69
201704,enhanced check,50,1.34,2.00%,2.99%,00:05:40,3
201704,ESA,49,1.22,10.20%,23.33%,00:03:53,2.18
201704,sorn,49,1.82,24.49%,15.73%,00:01:35,1.33
201704,tax credits,49,1.37,16.33%,32.84%,00:03:30,1.59
201704,DL1R,48,1.58,10.42%,25.00%,00:03:02,2.79
201704,Access ni,47,1.55,4.26%,12.33%,00:05:35,3.98
201704,driving licence,46,1.83,4.35%,14.29%,00:02:41,2.7
201704,Sorn,46,1.54,26.09%,19.72%,00:02:49,2.39
201704,pip,45,1.22,6.67%,38.18%,00:02:48,1.42
201704,accessni,43,1.35,4.65%,17.24%,00:06:43,3.91
201704,PIP,43,1.23,6.98%,18.87%,00:02:54,2.51
201704,wills,43,2.21,9.30%,9.47%,00:06:30,2.86
201704,Enhanced check,42,1.21,4.76%,0.00%,00:06:06,2.55
201704,Retest,42,1.4,14.29%,16.95%,00:02:19,2.45
201704,Vehicle tax,41,2.12,29.27%,19.54%,00:02:32,0.76
201704,careers,40,1.55,5.00%,14.52%,00:02:26,2.95
201704,Change of address,40,1.5,17.50%,23.33%,00:04:18,1.48
201704,Driving test,39,1.44,2.56%,10.71%,00:03:15,2.41
201704,retest,38,1.95,13.16%,14.86%,00:02:36,2.03
201704,groni,37,1.27,0.00%,4.26%,00:06:21,2.41
201704,MOT,36,1.25,11.11%,17.78%,00:02:33,2.78
201704,angling,34,1.44,2.94%,16.33%,00:17:22,9.18
201704,fishing,34,1.38,2.94%,6.38%,00:08:03,4.26
201704,social fund,34,2.26,14.71%,15.58%,00:03:06,2.26
201704,vehicle tax,34,1.26,8.82%,37.21%,00:03:14,0.97
201704,Wills,34,1.47,11.76%,18.00%,00:04:25,3.5
201704,Attendance allowance,33,1.48,9.09%,10.20%,00:04:17,2.91
201704,birth certificates,33,1.58,3.03%,9.62%,00:04:45,2.7
201704,church records,33,1.52,6.06%,16.00%,00:04:42,3.45
201704,marriage,33,1.12,3.03%,27.03%,00:06:12,4.42
201704,Passport,33,1.67,6.06%,9.09%,00:02:25,1.24
201704,Provisional licence,33,1.15,3.03%,15.79%,00:02:50,2.12
201704,Book mot,32,1.19,6.25%,5.26%,00:04:32,2.47
201704,child benefit,32,1.84,21.88%,15.25%,00:06:21,2.94
201704,DL1 form,32,2.06,21.88%,15.15%,00:02:09,2.09
201704,apprenticeships,31,1.58,3.23%,8.16%,00:03:41,3.65
201704,Community care grant,31,1.61,32.26%,18.00%,00:02:13,1.94
201704,dla,31,1.71,6.45%,24.53%,00:05:08,4.06
201704,Fishing,31,1.58,3.23%,14.29%,00:03:51,2.45
201704,state pension,31,1.74,9.68%,24.07%,00:03:11,2
201704,births,30,1.47,6.67%,25.00%,00:04:25,6.5
201704,ema,30,1.57,6.67%,25.53%,00:05:57,4.4
201704,Marriage,30,1.33,6.67%,7.50%,00:03:06,3.67
201704,parking,30,1.37,6.67%,7.32%,00:01:41,2.27
201704,Births,29,1.55,3.45%,15.56%,00:02:54,3.34
201704,Housing benefit,29,1.72,10.34%,24.00%,00:03:35,1.83
201704,State pension,29,1.45,17.24%,16.67%,00:05:33,4.17
201704,universal credit,29,1.38,6.90%,15.00%,00:07:34,2.38
201704,change of address,28,1.43,14.29%,30.00%,00:03:21,1.57
201704,Tax car,28,1.64,50.00%,6.52%,00:00:31,0.61
201704,Tax credits,28,1.36,14.29%,31.58%,00:01:06,1.18
201704,Cancellations,27,1.52,11.11%,26.83%,00:02:51,2.96
201704,dl1,27,1.59,18.52%,16.28%,00:02:40,2.81
201704,Grants,27,2.93,18.52%,10.13%,00:05:28,3.44
201704,marriage certificate,27,1.19,0.00%,0.00%,00:03:51,1.93
201704,Pension credit,27,1.37,3.70%,27.03%,00:04:02,3.37
201704,Cancellation,26,1.38,11.54%,11.11%,00:07:51,2.85
201704,census,26,1.5,11.54%,17.95%,00:04:38,3.54
201704,Challenge parking ticket,26,1.42,30.77%,0.00%,00:02:07,1.31
201704,Change address,26,1.35,11.54%,14.29%,00:02:31,2.19
201704,login,26,1.5,26.92%,20.51%,00:01:59,1.96
201704,Parking,26,1.23,3.85%,18.75%,00:00:59,1.85
201704,Provisional,26,1.08,7.69%,7.14%,00:01:16,1.19
201704,1901 census,25,1.92,36.00%,6.25%,00:03:36,2.28
201704,birth records,25,1.68,12.00%,9.52%,00:04:08,3.96
201704,Change mot,25,1.16,24.00%,13.79%,00:01:56,1.52
201704,community care grant,25,1.72,28.00%,11.63%,00:04:14,2.4
201704,Ema,25,1.56,20.00%,23.08%,00:02:52,2.6
201704,landlord registration,25,1.44,4.00%,13.89%,00:04:57,2.48
201704,maternity,25,1.44,8.00%,16.67%,00:06:16,2.36
201704,Theory,25,1.2,4.00%,16.67%,00:02:54,2.88
201704,cancel mot,24,1.08,8.33%,3.85%,00:02:05,1.25
201704,crisis loan,24,1.5,29.17%,8.33%,00:03:53,2.96
201704,DL1R form,24,3.04,33.33%,8.22%,00:02:26,2.5
201704,Driving license,24,1.62,16.67%,33.33%,00:02:56,1
201704,genealogy,24,1.12,4.17%,18.52%,00:05:13,2.75
201704,Marriage certificate,24,1.79,20.83%,4.65%,00:03:49,1.62
201704,Telephone number,24,1.79,45.83%,11.63%,00:04:45,1.21
201704,ulster covenant,24,1.42,0.00%,0.00%,00:06:30,3.29
201704,Budgeting loan,23,1.3,8.70%,13.33%,00:03:04,2.91
201704,Divorce,23,1.83,13.04%,9.52%,00:03:07,2.7
201704,landlord,23,1.35,8.70%,6.45%,00:04:17,2.7
201704,Upper malone rd leak,23,1.09,100.00%,0.00%,00:00:05,0
201704,Belfast,22,1.32,27.27%,10.34%,00:04:12,1.5
201704,benefits,22,1.36,22.73%,20.00%,00:02:53,3.45
201704,Child maintenance,22,1.32,22.73%,6.90%,00:02:10,2.5
201704,Dva,22,1.45,13.64%,28.12%,00:02:42,1.32
201704,housing benefit,22,1.41,9.09%,29.03%,00:04:45,4.18
201704,INF4D,22,1.18,13.64%,53.85%,00:03:39,2.14
201704,log in,22,1.18,13.64%,11.54%,00:02:59,3.41
201704,Mot retest,22,1.41,27.27%,3.23%,00:02:28,2.59
201704,Omagh,22,1.64,27.27%,8.33%,00:02:21,2.55
201704,Apply for an enhanced check through a registered body,21,1.1,38.10%,0.00%,00:02:43,1.57
201704,Change mot date,21,1.24,4.76%,7.69%,00:01:29,1.57
201704,Check mot,21,1.43,19.05%,13.33%,00:01:43,1.67
201704,Dla,21,1.24,9.52%,30.77%,00:05:01,1.76
201704,DLA,21,1.24,0.00%,26.92%,00:02:40,2.52
201704,Driving licence renewal,21,1.52,14.29%,31.25%,00:03:04,2.48
201704,dva,21,1.57,19.05%,21.21%,00:03:27,3.71
201704,family history,21,1.81,4.76%,15.79%,00:05:38,7.9
201704,Mot cancellation,21,1.95,28.57%,4.88%,00:04:09,2.05
201704,national insurance,21,1.76,14.29%,21.62%,00:03:41,2.86
201704,redundancy,21,1.76,19.05%,8.11%,00:04:07,3.81
201704,Angling,20,1.25,0.00%,8.00%,00:05:43,3.7
201704,Bin collection,20,2.15,10.00%,18.60%,00:01:36,3.1
201704,Budget loan,20,1.3,20.00%,15.38%,00:02:00,2.3
201704,Cancel mot,20,1.1,5.00%,4.55%,00:01:39,1.5
201704,Child benefit,20,1.6,10.00%,21.88%,00:02:24,2.35
201704,contact number,20,1.65,10.00%,21.21%,00:02:15,2.4
201704,death,20,1.55,15.00%,25.81%,00:02:56,2.1
201704,Dl1,20,1.45,15.00%,31.03%,00:06:30,2.15
201704,EMA,20,1.45,0.00%,17.24%,00:01:18,1.8
201704,finance support,20,1.25,10.00%,20.00%,00:06:54,3
201704,PRONI,20,1.6,10.00%,18.75%,00:07:10,4.55
201704,road tax,20,1.35,35.00%,29.63%,00:00:41,0.95
201704,Road tax,20,1.75,25.00%,28.57%,00:01:48,1.7
201704,taxi,20,1.45,20.00%,6.90%,00:04:15,2.05
201704,Birth records,19,1.42,5.26%,14.81%,00:03:11,2.16
201704,Census,19,2.32,15.79%,11.36%,00:05:26,4.53
201704,death records,19,1.11,5.26%,19.05%,00:01:19,2.11
201704,Driving licence fees,19,1.21,0.00%,8.70%,00:04:14,2.16
201704,driving test,19,1.21,0.00%,17.39%,00:01:58,3.32
201704,mot retest,19,1.95,5.26%,16.22%,00:04:15,3.42
201704,Benefits,18,1.61,22.22%,20.69%,00:03:50,4.83
201704,Birth certificates,18,1.11,5.56%,30.00%,00:03:24,2.11
201704,Careers,18,1.22,11.11%,18.18%,00:02:45,3.22
