Newcastle City Council Invoices over £500 paid in June 2012,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550915,Revenue,1MC20,In-House Foster Carer Costs  E,1649.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537108,Revenue,1MC20,In-House Foster Carer Costs  E,1649.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550591,Revenue,1MC20,In-House Foster Carer Costs  E,595.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536778,Revenue,1MC20,In-House Foster Carer Costs  E,595.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550887,Revenue,1MC20,In-House Foster Carer Costs  E,1302.34,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537081,Revenue,1MC20,In-House Foster Carer Costs  E,1023.28,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536921,Revenue,1MC21,Fostering Unit               E,557.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550597,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536784,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550598,Revenue,1MC20,In-House Foster Carer Costs  E,1513.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536785,Revenue,1MC20,In-House Foster Carer Costs  E,1513.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550590,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536777,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550767,Revenue,1MC20,In-House Foster Carer Costs  E,1009.96,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536958,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550939,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537131,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550766,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536957,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550618,Revenue,1MC20,In-House Foster Carer Costs  E,1119.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536805,Revenue,1MC20,In-House Foster Carer Costs  E,1119.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550607,Revenue,1MC20,In-House Foster Carer Costs  E,1190.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536794,Revenue,1MC20,In-House Foster Carer Costs  E,1190.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550768,Revenue,1MC20,In-House Foster Carer Costs  E,1149.38,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536959,Revenue,1MC20,In-House Foster Carer Costs  E,1017.18,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550596,Revenue,1MC20,In-House Foster Carer Costs  E,2046.54,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536783,Revenue,1MC20,In-House Foster Carer Costs  E,595.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550605,Revenue,1MC20,In-House Foster Carer Costs  E,595.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550601,Revenue,1MC20,In-House Foster Carer Costs  E,510.34,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536788,Revenue,1MC20,In-House Foster Carer Costs  E,595.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550892,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537085,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550903,Revenue,1MF35,Special Guardianship Allow   E,831.44,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537096,Revenue,1MF35,Special Guardianship Allow   E,831.44,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550886,Revenue,1MC20,In-House Foster Carer Costs  E,2422.32,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537080,Revenue,1MC20,In-House Foster Carer Costs  E,2422.32,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550760,Revenue,1MF35,Special Guardianship Allow   E,519.26,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536950,Revenue,1MF35,Special Guardianship Allow   E,519.26,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550715,Revenue,1MC20,In-House Foster Carer Costs  E,595.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536903,Revenue,1MC20,In-House Foster Carer Costs  E,595.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550604,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536791,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550747,Revenue,1MC20,In-House Foster Carer Costs  E,1374.36,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536937,Revenue,1MC20,In-House Foster Carer Costs  E,1449.68,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550621,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536808,Revenue,1MC20,In-House Foster Carer Costs  E,918.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550617,Revenue,1MC20,In-House Foster Carer Costs  E,1302.34,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536804,Revenue,1MC20,In-House Foster Carer Costs  E,1302.34,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550627,Revenue,1MC20,In-House Foster Carer Costs  E,1548.96,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536815,Revenue,1MC20,In-House Foster Carer Costs  E,1548.96,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536825,Revenue,1MC20,In-House Foster Carer Costs  E,1377.00,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550622,Revenue,1MC20,In-House Foster Carer Costs  E,546.77,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536810,Revenue,1MC20,In-House Foster Carer Costs  E,695.90,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550626,Revenue,1MC20,In-House Foster Carer Costs  E,1190.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536814,Revenue,1MC20,In-House Foster Carer Costs  E,1190.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550643,Revenue,1MC20,In-House Foster Carer Costs  E,1190.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536833,Revenue,1MC20,In-House Foster Carer Costs  E,1190.80,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550885,Revenue,1MC20,In-House Foster Carer Costs  E,746.40,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537078,Revenue,1MC20,In-House Foster Carer Costs  E,695.90,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550609,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536796,Revenue,1MC20,In-House Foster Carer Costs  E,1413.88,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550638,Revenue,1MC20,In-House Foster Carer Costs  E,1897.74,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536828,Revenue,1MC20,In-House Foster Carer Costs  E,1897.74,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550589,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536776,Revenue,1MC20,In-House Foster Carer Costs  E,706.94,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550837,Revenue,1MC20,In-House Foster Carer Costs  E,2227.72,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5537028,Revenue,1MC20,In-House Foster Carer Costs  E,2227.72,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550661,Revenue,1MF35,Special Guardianship Allow   E,894.08,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536851,Revenue,1MF35,Special Guardianship Allow   E,894.08,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550654,Revenue,1MF35,Special Guardianship Allow   E,764.60,
Children's Services,Social Services - Carepay              ,Third Party Payments,06 June 2012,Redacted Personal Data,5536844,Revenue,1MF35,Special Guardianship Allow   E,764.60,
Children's Services,Social Services - Carepay              ,Third Party Payments,19 June 2012,Redacted Personal Data,5550606,Revenue,1MC20,In-House Foster Carer Costs  E,819.64,
