Body Name,Body,Service label,Organisational unit,Expenditure category,Detailed Expenses type,Date,Transaction Number,Amount,"Capital/
Revenue",Supplier Name,Supplier ID
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,685.03,Revenue,Redacted personal data,37941
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,846.25,Revenue,Redacted personal data,37947
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,680.39,Revenue,Redacted personal data,37968
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,505.71,Revenue,Redacted personal data,41353
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,633.25,Revenue,Redacted personal data,53403
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,811.19,Revenue,Redacted personal data,59216
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,721.81,Revenue,Redacted personal data,65894
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,779.38,Revenue,Redacted personal data,68432
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,779.20,Revenue,Redacted personal data,69672
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,860.54,Revenue,Redacted personal data,80648
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Lodgings Carer,08/12/2015,Various,700.00,Revenue,Redacted personal data,82208
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,553.80,Revenue,Redacted personal data,85131
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,644.21,Revenue,Redacted personal data,88997
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,616.41,Revenue,Redacted personal data,98616
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,553.80,Revenue,Redacted personal data,98617
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,795.96,Revenue,Redacted personal data,98924
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,937.78,Revenue,Redacted personal data,101616
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,"1,373.95",Revenue,Redacted personal data,102836
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,648.40,Revenue,Redacted personal data,103132
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,683.23,Revenue,Redacted personal data,103160
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Special Guardianship Allowance,08/12/2015,Various,603.53,Revenue,Redacted personal data,103317
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,680.50,Revenue,Redacted personal data,104041
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,648.40,Revenue,Redacted personal data,104057
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,905.79,Revenue,Redacted personal data,105004
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,648.40,Revenue,Redacted personal data,107352
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,773.64,Revenue,Redacted personal data,108579
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,734.57,Revenue,Redacted personal data,109077
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Special Guardianship Allowance,08/12/2015,Various,758.20,Revenue,Redacted personal data,109399
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,841.81,Revenue,Redacted personal data,114202
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Residence Order,08/12/2015,Various,519.81,Revenue,Redacted personal data,119357
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Third Party Payments,Various,08/12/2015,Various,565.10,Revenue,Redacted personal data,120389
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,09/12/2015,980432464,688.75,Revenue,Redacted personal data,111658
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,09/12/2015,980432466,688.75,Revenue,Redacted personal data,111658
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,09/12/2015,980432468,688.75,Revenue,Redacted personal data,111658
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,09/12/2015,980432470,688.75,Revenue,Redacted personal data,111658
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,09/12/2015,980432472,688.75,Revenue,Redacted personal data,111658
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,09/12/2015,980432474,688.75,Revenue,Redacted personal data,111658
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,10/12/2015,Various,991.53,Revenue,Redacted personal data,29826
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,10/12/2015,Various,849.29,Revenue,Redacted personal data,93092
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Direct Payments,10/12/2015,Various,812.14,Revenue,Redacted personal data,120059
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Transport,Taxi Fares,10/12/2015,PLY103689,"1,134.00",Revenue,The Cab Company,23572
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Shared Property,Transformation and Change,Premises,Repair & Maintenance General,10/12/2015,PLY100049,"1,148.53",Revenue,Roberts Flooring Contractors Ltd,23606
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Place Directorate,Supplies and Services,Security,10/12/2015,PLY103750,"8,078.22",Revenue,Securi-Guard Limited,23672
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Place Directorate,Supplies and Services,Security,10/12/2015,PLY103751,"4,968.00",Revenue,Securi-Guard Limited,23672
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Place Directorate,Supplies and Services,Telephone Line Rental Charges,10/12/2015,PLY103749,"2,140.43",Revenue,BT Redcare,24348
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Supplies and Services,Advertising & Publicity,10/12/2015,PLY103451,595.00,Revenue,Sigma Marketing & Advertising Ltd,24387
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Libraries Property,Transformation and Change,Premises,Hygiene Services,10/12/2015,PLY103404,653.35,Revenue,PHS Group plc,24803
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Core Assets,Transformation and Change,Supplies and Services,Postages,10/12/2015,PLY103037,"3,138.23",Revenue,Royal Mail,24858
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Place Directorate,Supplies and Services,Sample Analysis,10/12/2015,PLY103730,516.00,Revenue,Glyn Leppitt,24908
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Place Directorate,Supplies and Services,Sample Analysis,10/12/2015,PLY103732,480.00,Revenue,Glyn Leppitt,24908
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Place Directorate,Supplies and Services,Sample Analysis,10/12/2015,PLY103735,450.00,Revenue,Glyn Leppitt,24908
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Core Procuremenrt,Transformation and Change,Premises,Repair & Maintenance Of External Structu,10/12/2015,PLY103397,"3,028.50",Revenue,Abacus Drainage Services,25188
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Core Procuremenrt,Transformation and Change,Premises,Repair & Maintenance Of External Structu,10/12/2015,PLY103398,476.25,Revenue,Abacus Drainage Services,25188
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Public Health,Public Health,Third Party Payments,Other Agency & Contracted Services,10/12/2015,PLY103561,"16,744.00",Revenue,University Of Plymouth,25862
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Transformation and Change,Capital Expenditure,Private Contractor  Main Contract,10/12/2015,PLY103714,"24,242.11",Capital,J N E Construction Ltd,25919
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Supplies and Services,Consultancy Fees,10/12/2015,PLY102274,"4,830.00",Revenue,Atkins,27163
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Transformation and Change,Capital Expenditure,Private Contractor  Other,10/12/2015,PLY103709,"1,174.29",Capital,G R Mechanical Services Ltd,30730
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Transformation and Change,Capital Expenditure,Private Contractor  Other,10/12/2015,PLY103710,"1,322.05",Capital,G R Mechanical Services Ltd,30730
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Accommodation Based Service,10/12/2015,PLY103692,440.87,Revenue,Shared Lives South West,31984
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Accommodation Based Service,10/12/2015,PLY103693,440.87,Revenue,Shared Lives South West,31984
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Accommodation Based Service,10/12/2015,PLY103694,440.87,Revenue,Shared Lives South West,31984
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Accommodation Based Service,10/12/2015,PLY103695,440.87,Revenue,Shared Lives South West,31984
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Adult Social Care,People Directorate,Third Party Payments,Accommodation Based Service,10/12/2015,PLY103696,440.87,Revenue,Shared Lives South West,31984
