Newcastle City Council Invoices over £250 paid in February 2013,,,,,,,,,
,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Childrens Services,Childrens Services Support       ,Transfer Payments,18/02/2013,NODA TAXIS LTD,5797896,Revenue,1E+212,Transport Special            E,876.00 
Childrens Services,Childrens Services Support       ,Transfer Payments,18/02/2013,NODA TAXIS LTD,5798081,Revenue,1E+212,Transport Special            E,"1,152.00 "
Childrens Services,Childrens Services Support       ,Transport,18/02/2013,NODA TAXIS LTD,5797667,Revenue,1MC20,In-House Foster Carer Costs  E,360.00 
Childrens Services,Childrens Services Support       ,Transport,18/02/2013,NODA TAXIS LTD,5797676,Revenue,1MC20,In-House Foster Carer Costs  E,360.00 
Childrens Services,Educ Linhope PRU           ,Transport,20/02/2013,NODA TAXIS LTD,5801471,Revenue,1E+254,Linhope PRU                  E,397.00 
Childrens Services,Educ Linhope PRU           ,Transport,20/02/2013,NODA TAXIS LTD,5801472,Revenue,1E+254,Linhope PRU                  E,601.60 
Adult & Culture,Adult Serv Learn Disab     ,Transport,25/02/2013,NODA TAXIS LTD,5805562,Revenue,1MK60,Ind Day Care LD              M,334.60 
Adult & Culture,Adult Serv Learn Disab     ,Transport,28/02/2013,NODA TAXIS LTD,5810476,Revenue,1MK60,Ind Day Care LD              M,336.40 
Adult & Culture,Social Services-Care Support           ,Third Party Payments,20/02/2013,NORCARE LTD,5801487,Revenue,3WH91,Supporting People            M,"23,845.75 "
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,13/02/2013,NORTECH CONTRACTS,5794635,Revenue,1KBRM,Sub Contractors R & M        K,"2,596.50 "
Adult & Culture,Social Services-Care Support           ,Third Party Payments,20/02/2013,NORTH BRITISH HOUSING,5801481,Revenue,3WH91,Supporting People            M,294.00 
Environment & Regeneration,NS: Capital Works          ,Employees,27/02/2013,NORTH EAST ACCESS TRAINING LTD,5809617,Revenue,1KB06,Skills For Life              K,"1,860.00 "
Adult & Culture,Social Services                        ,Current Liabilities,26/02/2013,NORTH EAST AUTISM SOCIETY(ADULT&CULTURE),5808284,Revenue,4WX32,Patients Property Suspense   M,"1,818.96 "
Childrens Services,EDUCATION                              ,Third Party Payments,11/02/2013,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),5791733,Revenue,1MC12,SECTION 31A HIGH CARE NEEDS  E,"46,569.25 "
Childrens Services,EDUCATION                              ,Third Party Payments,11/02/2013,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),5791734,Revenue,1MC12,SECTION 31A HIGH CARE NEEDS  E,"46,569.25 "
Adult & Culture,Adult Serv Finance         ,Third Party Payments,13/02/2013,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),5793902,Revenue,1MK50,Ind Supported Living LD      M,"3,058.25 "
Adult & Culture,Adult Serv Finance         ,Third Party Payments,13/02/2013,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),5793913,Revenue,1MK60,Ind Day Care LD              M,"2,538.48 "
Adult & Culture,Adult Serv Finance         ,Third Party Payments,13/02/2013,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),5793969,Revenue,1MK54,Dom Care Own Tenancy LD      M,496.08 
Adult & Culture,Adult Serv Finance         ,Third Party Payments,13/02/2013,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),5793970,Revenue,1MK60,Ind Day Care LD              M,"3,695.84 "
Adult & Culture,Adult Serv Finance         ,Third Party Payments,28/02/2013,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),5810755,Revenue,1MK60,Ind Day Care LD              M,"3,695.84 "
Adult & Culture,Adult Serv Finance         ,Third Party Payments,28/02/2013,NORTH EAST AUTISM SOCIETY(CHILDRENS SER),5810762,Revenue,1MK50,Ind Supported Living LD      M,"3,058.25 "
Environment & Regeneration,Highways                               ,Supplies & Services,13/02/2013,NORTH EAST CONCRETE,5794802,Revenue,3KIMF,Highways Stock Account       K,"5,113.59 "
Environment & Regeneration,Highways                               ,Supplies & Services,14/02/2013,NORTH EAST CONCRETE,5787312,Revenue,3KIMF,Highways Stock Account       K,"1,681.20 "
Environment & Regeneration,Allendale Building                     ,Supplies & Services,21/02/2013,NORTH EAST CONCRETE,5802387,Revenue,3KIMD,Other Stores Stock Account   K,"1,657.47 "
Environment & Regeneration,Allendale Building                     ,Supplies & Services,21/02/2013,NORTH EAST CONCRETE,5802466,Revenue,3KIMD,Other Stores Stock Account   K,898.65 
Environment & Regeneration,Highways                               ,Supplies & Services,21/02/2013,NORTH EAST CONCRETE,5787013,Revenue,3KIMF,Highways Stock Account       K,519.00 
Environment & Regeneration,Allendale Building                     ,Supplies & Services,28/02/2013,NORTH EAST CONCRETE,5802782,Revenue,3KIMD,Other Stores Stock Account   K,"1,159.51 "
Environment & Regeneration,Highways                               ,Supplies & Services,28/02/2013,NORTH EAST CONCRETE,5802519,Revenue,3KIMF,Highways Stock Account       K,"6,735.05 "
Adult & Culture,Social Services-Care Support           ,Third Party Payments,20/02/2013,NORTH EAST COUNCIL ON ADDICTIONS,5801500,Revenue,3WH91,Supporting People            M,"5,186.86 "
Environment & Regeneration,Cityworks  Eldon           ,Supplies & Services,05/02/2013,NORTH EAST RADIO COMMS LTD,5783873,Revenue,1KL2B,Eldon Leisure                K,294.00 
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,26/02/2013,NORTH EAST RADIO COMMS LTD,5808274,Revenue,1KKU2,PORTERS                      K,"1,873.48 "
Chief Executives,NS: Asset Man              ,Premises,25/02/2013,NORTH EASTERN GLASS LTD,5804749,Revenue,1DR03,Grainger Market              F,"1,895.41 "
Adult & Culture,NS: Asset Man              ,Premises,28/02/2013,NORTH EASTERN GLASS LTD,5810720,Revenue,1VH22,Temporary Accommodation Prem M,"1,650.00 "
Childrens Services,Childrens Services Support       ,Third Party Payments,14/02/2013,NORTH MUSIC TRUST,5772825,Revenue,1EEP1,Short Breaks                 E,"4,500.00 "
Childrens Services,Educ Linhope PRU           ,Supplies & Services,28/02/2013,NORTH MUSIC TRUST,5801466,Revenue,1E+254,Linhope PRU                  E,"1,043.76 "
Adult & Culture,Social Services-Care Support           ,Third Party Payments,20/02/2013,NORTH OF ENGLAND REFUGEE SERVICE LTD,5801483,Revenue,3WH91,Supporting People            M,"5,444.65 "
Childrens Services,Int Childhood Services     ,Third Party Payments,11/02/2013,NORTH TYNESIDE COUNCIL,5791493,Revenue,1E+211,SB Olea-Extra District RecoupE,"2,055.33 "
Childrens Services,EDUCATION                              ,Supplies & Services,21/02/2013,NORTH TYNESIDE COUNCIL,5799945,Revenue,1E322,Childrens Improvement FundingE,"1,556.64 "
Childrens Services,Int Childhood Services     ,Third Party Payments,21/02/2013,NORTH TYNESIDE COUNCIL,5786535,Revenue,1E+211,SB Olea-Extra District RecoupE,"1,061.67 "
Childrens Services,Int Childhood Services     ,Third Party Payments,24/02/2013,NORTH TYNESIDE COUNCIL,5803303,Revenue,1E+211,SB Olea-Extra District RecoupE,"14,434.00 "
Childrens Services,Int Childhood Services     ,Third Party Payments,24/02/2013,NORTH TYNESIDE COUNCIL,5803304,Revenue,1E+211,SB Olea-Extra District RecoupE,"10,952.00 "
Childrens Services,Int Childhood Services     ,Third Party Payments,27/02/2013,NORTH TYNESIDE COUNCIL,5786533,Revenue,1E+211,SB Olea-Extra District RecoupE,"15,014.83 "
Childrens Services,Childrens Services Support       ,Supplies & Services,04/02/2013,NORTH TYNESIDE PRIMARY CARE TRUST,5784929,Revenue,1MD67,S17 CHILDREN AT HOME         E,644.63 
Childrens Services,Childrens Services Support       ,Supplies & Services,04/02/2013,NORTH TYNESIDE PRIMARY CARE TRUST,5784954,Revenue,1MD67,S17 CHILDREN AT HOME         E,744.38 
Childrens Services,Childrens Services Support       ,Supplies & Services,04/02/2013,NORTH TYNESIDE PRIMARY CARE TRUST,5784972,Revenue,1MD67,S17 CHILDREN AT HOME         E,454.88 
Adult & Culture,Social Services                        ,Supplies & Services,19/02/2013,NORTH TYNESIDE PRIMARY CARE TRUST,5799132,Revenue,1MN30,Asylum Seekers Adults        M,23.50 
Adult & Culture,Social Services                        ,Supplies & Services,19/02/2013,NORTH TYNESIDE PRIMARY CARE TRUST,5799132,Revenue,1MR12,Gosforth Social Work Office  M,23.50 
Adult & Culture,Social Services                        ,Supplies & Services,19/02/2013,NORTH TYNESIDE PRIMARY CARE TRUST,5799132,Revenue,1MR48,WelFare Rights               M,290.25 
Adult & Culture,Social Services                        ,Supplies & Services,19/02/2013,NORTH TYNESIDE PRIMARY CARE TRUST,5799132,Revenue,1MH01,Assess & Care Management PD  M,23.50 
Adult & Culture,Social Services                        ,Supplies & Services,19/02/2013,NORTH TYNESIDE PRIMARY CARE TRUST,5799132,Revenue,1MK01,Assess & Care Management LD  M,61.63 
Childrens Services,Int Childhood Services     ,Third Party Payments,25/02/2013,NORTH TYNESIDE PRIMARY CARE TRUST,5805546,Revenue,1E51J,Childrens Centre             E,"8,461.00 "
Childrens Services,Int Childhood Services     ,Third Party Payments,25/02/2013,NORTH TYNESIDE PRIMARY CARE TRUST,5805547,Revenue,1E51J,Childrens Centre             E,"8,461.00 "
Childrens Services,Schools Payment Agency                 ,Supplies & Services,05/02/2013,NORTH YORKSHIRE TIMBER,5786416,Revenue,1E+298,SB The Bridges-Roycroft Unit E,306.19 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,NORTHBOURNE,5791569,Revenue,1MG20,Ind Res Care Elderly         M,-976.64 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,NORTHBOURNE,5791569,Revenue,1MG20,Ind Res Care Elderly         M,"1,720.00 "
Adult & Culture,Adult Serv Drug Action Team  ,Employees,27/02/2013,NORTHEAST AMBULANCE SERV NHS TRUST,5808904,Revenue,1MP04,DSU Workforce Development    M,440.00 
Environment & Regeneration,NS: Admin & Finance        ,Premises,13/02/2013,NORTHERN CONSTRUCTION SOLUTIONS LTD,5788123,Revenue,1V079,Heritage Projects            K,"2,993.46 "
Childrens Services,Educ Perf Mon              ,Supplies & Services,10/02/2013,NORTHERN EDUCATION,5789692,Revenue,1E317,Management Secretariat       E,915.00 
Childrens Services,Educ Perf Mon              ,Supplies & Services,10/02/2013,NORTHERN EDUCATION,5789693,Revenue,1E317,Management Secretariat       E,"2,745.00 "
Chief Executives,NS: Asset Man              ,Premises,07/02/2013,NORTHERN FLOORCRAFT (GATESHEAD) LTD,5776640,Revenue,1FRAA,Westgate                     F,460.00 
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,10/02/2013,NORTHERN FLOORCRAFT (GATESHEAD) LTD,5789677,Revenue,1KBAA,Building Contracts           K,877.31 
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,11/02/2013,NORTHERN FLOORCRAFT (GATESHEAD) LTD,5791484,Revenue,1KBRM,Sub Contractors R & M        K,"55,485.41 "
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,20/02/2013,NORTHERN FLOORCRAFT (GATESHEAD) LTD,5796814,Revenue,1KKX1,CIVIC CENTRE DIRECT COSTS    K,725.00 
Environment & Regeneration,NS: Asset Man              ,Premises,20/02/2013,NORTHERN FLOORCRAFT (GATESHEAD) LTD,5801548,Revenue,1DE49,i4- Quayside NEC             K,381.60 
Adult & Culture,NS: Asset Man              ,Premises,25/02/2013,NORTHERN FLOORCRAFT (GATESHEAD) LTD,5783828,Revenue,1DF10,Theatre Royal Contribution   M,360.00 
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,25/02/2013,NORTHERN FLOORCRAFT (GATESHEAD) LTD,5792895,Revenue,1KBAA,Building Contracts           K,446.84 
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,25/02/2013,NORTHERN FLOORCRAFT (GATESHEAD) LTD,5805555,Revenue,1KBRM,Sub Contractors R & M        K,"50,569.09 "
HRA,HRA Tenancy Svs            ,Premises,18/02/2013,NORTHERN GAS NETWORKS,5798429,Revenue,1HE01,HRA NHD Mngmnt - Citywide    H,874.00 
HRA,HRA Invest/Del             ,Supplies & Services,26/02/2013,NORTHERN GAS NETWORKS LTD,5808011,Revenue,1HRA3,Misc Feasibility Study/SurveyH,"1,016.00 "
HRA,HRA Invest/Del             ,Transfer Payments,26/02/2013,NORTHERN GAS NETWORKS LTD,5808009,Revenue,1HRA2,Subsidence Claims Etc        H,334.00 
HRA,HRA Invest/Del             ,Transfer Payments,26/02/2013,NORTHERN GAS NETWORKS LTD,5808010,Revenue,1HRA2,Subsidence Claims Etc        H,"1,002.00 "
Adult & Culture,Social Services                        ,Capital Expenditure,27/02/2013,NORTHERN GAS NETWORKS LTD,5809026,Capital,2WW01,Adult And Culture Capital    M,"1,016.00 "
Chief Executives,CD - Occup Health Unit           ,Employees,18/02/2013,NORTHERN GUILD PSYCHOLOGICAL SOLUTIONS,5798063,Revenue,1FP30,Occupational Health          F,"2,800.00 "
Adult & Culture,Adult Serv Apprenticeship Plus   ,Supplies & Services,03/02/2013,NORTHERN LEARNING TRUST,5782249,Revenue,1EA65,Skills For Jobs Project      M,729.44 
Adult & Culture,Adult Serv Apprenticeship Plus   ,Supplies & Services,19/02/2013,NORTHERN LEARNING TRUST,5800189,Revenue,1EA35,Neighbourhood Learning DEP COM,"7,072.00 "
Adult & Culture,AS - Westgate AE           ,Supplies & Services,24/02/2013,NORTHERN LEARNING TRUST,5801373,Revenue,1EA15,Newcastle City Learning      M,"3,000.00 "
Adult & Culture,Adult Serv Apprenticeship Plus   ,Supplies & Services,27/02/2013,NORTHERN LEARNING TRUST,5808864,Revenue,1EA65,Skills For Jobs Project      M,416.82 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",18/02/2013,NORTHERN LIFE CARE LTD,5797840,Revenue,1MK50,Ind Supported Living LD      M,"-1,528.80 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,18/02/2013,NORTHERN LIFE CARE LTD,5797840,Revenue,1MK50,Ind Supported Living LD      M,"19,091.72 "
Adult & Culture,Social Services-Care Support           ,Third Party Payments,20/02/2013,NORTHERN LIFE CARE LTD,5801522,Revenue,3WH91,Supporting People            M,"8,050.00 "
Environment & Regeneration,Highways                               ,Supplies & Services,11/02/2013,NORTHERN POWERGRID NORTHEAST LTD,5791497,Revenue,1KELJ,Traffic Sig Newcastle Rech   K,341.29 
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,28/02/2013,NORTHERN POWERGRID NORTHEAST LTD,5808785,Revenue,1KVWC,Minor Works Contracts        K,613.45 
Chief Executives,CD - SPAM Trading Account        ,Premises,27/02/2013,NORTHERN ROCK,5809630,Revenue,1DV16,The Tower                    F,"20,041.16 "
Childrens Services,Int Childhood Services     ,Supplies & Services,14/02/2013,NORTHERN TRAINING PARTNERSHIP,5785891,Revenue,1E45H,Training - C/Care            E,510.00 
Childrens Services,Int Childhood Services     ,Supplies & Services,24/02/2013,NORTHERN TRAINING PARTNERSHIP,5785893,Revenue,1E45H,Training - C/Care            E,"1,050.00 "
Childrens Services,Int Childhood Services     ,Supplies & Services,27/02/2013,NORTHERN TRAINING PARTNERSHIP,5786255,Revenue,1E45H,Training - C/Care            E,540.00 
Childrens Services,Int Childhood Services     ,Supplies & Services,28/02/2013,NORTHERN TRAINING PARTNERSHIP,5786256,Revenue,1E45H,Training - C/Care            E,"1,160.00 "
City Services,CD - Benefit Centre              ,Supplies & Services,12/02/2013,NORTHGATE INFORMATION SOLUTIONS,5793014,Revenue,1CS10,SYSTEMS & ADMIN SUPPORT      C,"1,000.00 "
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,28/02/2013,NORTHGATE INFORMATION SOLUTIONS,5792983,Revenue,1V123,Blue Badge Applications      K,"1,231.90 "
Environment & Regeneration,Fleet Management System                ,Supplies & Services,26/02/2013,NORTHGATE VEHICLE HIRE LTD,5788571,Revenue,1KESY,Fleet Services Hire Office   K,625.60 
Childrens Services,CD - Legal Services              ,Supplies & Services,14/02/2013,NORTHGENE,5792902,Revenue,1MD68,LEGAL FEES CARE              E,259.60 
Childrens Services,CD - Legal Services              ,Supplies & Services,27/02/2013,NORTHGENE LTD,5808878,Revenue,1MD68,LEGAL FEES CARE              E,444.00 
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,NORTHLANDS NURSING HOME,5791548,Revenue,1MG20,Ind Res Care Elderly         M,-569.76 
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,NORTHLANDS NURSING HOME,5791548,Revenue,1MG20,Ind Res Care Elderly         M,"1,864.56 "
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",11/02/2013,NORTHLEA COURT NH,5791550,Revenue,1MG20,Ind Res Care Elderly         M,"-1,107.84 "
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,11/02/2013,NORTHLEA COURT NH,5791550,Revenue,1MG20,Ind Res Care Elderly         M,"3,648.16 "
Childrens Services,EDUCATION                              ,Other Income,13/02/2013,NORTHUMBERLAND COUNTY COUNCIL,5780000,Revenue,1E322,Childrens Improvement FundingE,833.77 
Environment & Regeneration,E&R Trans P&D              ,Supplies & Services,13/02/2013,NORTHUMBERLAND COUNTY COUNCIL,5783846,Revenue,1V049,SMARTER CHOICES              K,"38,036.00 "
Chief Executives,CD - Corporate Procurement       ,"Sales, Fees & Charges",17/02/2013,NORTHUMBERLAND COUNTY COUNCIL,5792913,Revenue,1FR03,Procurement & Efficiency     F,"7,398.43 "
Chief Executives,CD - Corporate Services NOR            ,"Sales, Fees & Charges",18/02/2013,NORTHUMBERLAND COUNTY COUNCIL,5798489,Revenue,1FR03,Procurement & Efficiency     F,"7,398.43 "
Adult & Culture,Social Services                        ,Third Party Payments,19/02/2013,NORTHUMBERLAND COUNTY COUNCIL,5799357,Revenue,1MK50,Ind Supported Living LD      M,"218,775.82 "
Childrens Services,Int Childhood Services     ,Third Party Payments,27/02/2013,NORTHUMBERLAND COUNTY COUNCIL,5786534,Revenue,1E+211,SB Olea-Extra District RecoupE,"42,833.73 "
Environment & Regeneration,NS: Strategy            ,Capital Expenditure,28/02/2013,NORTHUMBERLAND COUNTY COUNCIL,5803407,Capital,2DP02,Devt Capital CC              K,"36,989.00 "
Environment & Regeneration,E&R Fairer Housing             ,Third Party Payments,19/02/2013,NORTHUMBERLAND TYNE & WEAR NHS TRUST,5799629,Revenue,1VH02,Healthworkers                K,"7,620.00 "
Chief Executives,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,10/02/2013,NORTHUMBRIA ARMY CADET FORCE,5790141,Revenue,1KN22,Fenham Ward                  F,700.00 
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,11/02/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5791724,Revenue,1V307,Vehicle Salary Sacrifice     K,"3,616.18 "
