Organisation Name,Invoice ID,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced (£)
Rochdale,V000832846,28/09/2014,SAFEGARD SECURITY SOLUTIONS,Facilities & Management Services,CUSTOMERS & CORPORATE SERVICES,SAFER COMMUNITIES COMMISSIONING,"49,750.00 "
Rochdale,V000837368,30/09/2014,SALFORD CITY COUNCIL,Public Bodies,ECONOMY AND ENVIRONMENT,COMMUNITY AFFAIRS,"72,712.00 "
Rochdale,V000844801,27/10/2014,SANDBROOK CC NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,910.00 
Rochdale,V000844815,27/10/2014,SCAMPS PRE-SCHOOL PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,910.00 
Rochdale,V000840857,16/10/2014,SCHNEIDER ELECTRIC LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"2,875.00 "
Rochdale,V000837569,01/10/2014,SCOPED SOLUTIONS LIMITED,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,CUSTOMER SERVICES SYSTEMS,"3,600.00 "
Rochdale,V000845957,29/10/2014,SCOTT HUGHES,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,"2,475.00 "
Rochdale,V000841010,17/10/2014,SECTOR TREASURY SERVICES LTD,Financial Services,FINANCE SERVICES,CENTRAL FINANCE  SYSTEMS AND ADMIN,"3,750.00 "
Rochdale,V000840245,13/10/2014,SEEROS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"1,000.00 "
Rochdale,V000844816,27/10/2014,SEEROS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,910.00 
Rochdale,V000840847,16/10/2014,SEN VOICE LTD,Human Resources,EARLY HELP AND SCHOOLS,SEN MANAGEMENT,"1,600.00 "
Rochdale,V000837862,03/10/2014,SENITOR RECRUITMENT,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"2,000.00 "
Rochdale,V000837864,03/10/2014,SENITOR RECRUITMENT,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"4,615.00 "
Rochdale,V000837871,03/10/2014,SENITOR RECRUITMENT,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"2,000.00 "
Rochdale,V000839455,09/10/2014,SENITOR RECRUITMENT,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"2,000.00 "
Rochdale,V000844060,21/10/2014,SENITOR RECRUITMENT,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"2,000.00 "
Rochdale,V000844524,24/10/2014,SENITOR RECRUITMENT,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"2,000.00 "
Rochdale,V000838849,07/10/2014,SEVA SUPPORT LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,561.60 
Rochdale,V000838969,07/10/2014,SEVA SUPPORT LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,599.04 
Rochdale,V000839697,10/10/2014,SEVACARE,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,545.09 
Rochdale,V000838057,03/10/2014,SEVACARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"11,602.67 "
Rochdale,V000839842,10/10/2014,SEVACARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"11,480.67 "
Rochdale,V000841108,17/10/2014,SEVACARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"11,239.50 "
Rochdale,V000844493,24/10/2014,SEVACARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"11,783.88 "
Rochdale,V000846485,31/10/2014,SEVACARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"12,305.52 "
Rochdale,V000832881,01/10/2014,SHINING STARS SWIMMING SCHEME,Arts & Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"4,037.50 "
Rochdale,V000844308,23/10/2014,SHUTTERS VILLAGE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"1,000.00 "
Rochdale,V000844819,27/10/2014,SHUTTERS VILLAGE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,770.00 
Rochdale,V000845866,28/10/2014,SIGNAGE SYSTEMS LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,CAR PARKS  GENERAL,720.69 
Rochdale,V000845868,28/10/2014,SIGNAGE SYSTEMS LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,Metrolink,"1,260.00 "
Rochdale,V000845867,28/10/2014,SIGNAGE SYSTEMS LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,MILLER ST CP TRO,720.69 
Rochdale,V000840460,14/10/2014,SIGNET SIGNS LTD,Building Construction Materials,CUSTOMERS & CORPORATE SERVICES,ELECTIONS EQUIPMENT,860.00 
Rochdale,V000836895,29/09/2014,SIMPLE TECHNOLOGY UK LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"3,987.00 "
Rochdale,V000840998,16/10/2014,SIMPLE TECHNOLOGY UK LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,670.00 
Rochdale,V000836906,29/09/2014,SIMPLE TECHNOLOGY UK LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"-3,987.00 "
Rochdale,V000844483,24/10/2014,SIMPLE TECHNOLOGY UK LTD,Information Communication Technology,FINANCE SERVICES,TECHNICAL SUPPORT,"1,108.40 "
Rochdale,V000832847,01/10/2014,SKYLIGHT CIRCUS ARTS,Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,854.17 
Rochdale,V000845974,29/10/2014,SMW ARCHITECTS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,"6,250.00 "
Rochdale,V000839332,09/10/2014,SOCIAL CARE SERVICES LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"8,250.00 "
Rochdale,V000846129,30/10/2014,SOUTHERN SOLAR LTD,Vehicle Management,ECONOMY AND ENVIRONMENT,WIND FARMS PHASE 2 & 3,"69,605.90 "
Rochdale,V000832845,01/10/2014,SPARTH COMMUNITY CENTRE,Financial Services,CUSTOMERS & CORPORATE SERVICES,SPARTH COMMUNITY CENTRE,"11,425.00 "
Rochdale,V000839333,09/10/2014,SPECIALISED HOMES AND LODGINGS LTD,Facilities & Management Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,514.28 
Rochdale,V000845366,27/10/2014,SPECIALISED MOVERS LTD,Facilities & Management Services,PROPERTY AND HIGHWAYS,FASHION CORNER WORKS TO NEW ACCOMMOD 348,"6,430.00 "
Rochdale,V000844312,23/10/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,LIBRARY DIGITALISATION,"2,812.50 "
Rochdale,V000839113,08/10/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"1,590.00 "
Rochdale,V000844311,23/10/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"46,670.00 "
Rochdale,V000832841,01/10/2014,SPOTLAND COMMUNITY CENTRE,Financial Services,CUSTOMERS & CORPORATE SERVICES,SPOTLAND COMMUNITY CENTRE,"5,588.49 "
Rochdale,V000840490,14/10/2014,SPOTLAND COMMUNITY CENTRE,Financial Services,CUSTOMERS & CORPORATE SERVICES,SPOTLAND COMMUNITY CENTRE,"1,886.51 "
Rochdale,V000844817,27/10/2014,SPRING WILLOWS PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,MTCE OF INCLUSIVE CHILDCARE PLACES,910.00 
Rochdale,V000843471,21/10/2014,SPRINT REFRIGERATION & CATERING EQUIPMEN,Catering,ECONOMY AND ENVIRONMENT,CASTLETON,"2,740.00 "
Rochdale,V000843470,21/10/2014,SPRINT REFRIGERATION & CATERING EQUIPMEN,Catering,ECONOMY AND ENVIRONMENT,MIDDLETON PARISH,793.07 
Rochdale,V000840265,14/10/2014,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,BLUE WASTE PAPER BINS,"14,188.20 "
Rochdale,V000840810,16/10/2014,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,BLUE WASTE PAPER BINS,"4,983.15 "
Rochdale,V000840811,16/10/2014,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,BLUE WASTE PAPER BINS,"4,983.15 "
Rochdale,V000840812,16/10/2014,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,BLUE WASTE PAPER BINS,"4,983.15 "
Rochdale,V000846266,30/10/2014,ST ANNES ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,LOOKED AFTER CHILDREN PUPIL PREMIUM,"2,400.00 "
Rochdale,V000841912,20/10/2014,ST ANNES ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,"1,454.21 "
Rochdale,V000837628,02/10/2014,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"2,003.00 "
Rochdale,V000837631,02/10/2014,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"2,564.00 "
Rochdale,V000837633,02/10/2014,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"2,203.00 "
Rochdale,V000838974,07/10/2014,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"2,068.00 "
Rochdale,V000840256,14/10/2014,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"4,072.00 "
Rochdale,V000840262,14/10/2014,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"3,501.55 "
Rochdale,V000841203,17/10/2014,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"2,320.00 "
Rochdale,V000841239,20/10/2014,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"2,803.00 "
Rochdale,V000844467,24/10/2014,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"2,343.00 "
Rochdale,V000840428,14/10/2014,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,HIA,"1,095.00 "
Rochdale,V000840430,14/10/2014,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,HIA,"1,095.00 "
Rochdale,V000841543,20/10/2014,STAR TRAC,Sports & Playground Equipment & Maintenance,ECONOMY AND ENVIRONMENT,EQUIPMENT - LEISURE CENTRES,"15,398.00 "
Rochdale,V000841734,20/10/2014,STAR TRAC,Sports & Playground Equipment & Maintenance,ECONOMY AND ENVIRONMENT,EQUIPMENT - LEISURE CENTRES,"1,900.00 "
Rochdale,V000839044,07/10/2014,STEP AHEAD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,850.00 
Rochdale,V000839873,10/10/2014,STEP AHEAD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,850.00 
Rochdale,V000841205,17/10/2014,STEP AHEAD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,850.00 
Rochdale,V000845434,28/10/2014,STEP AHEAD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,850.00 
Rochdale,V000845435,28/10/2014,STEP AHEAD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,850.00 
Rochdale,V000846504,31/10/2014,STEPHENSONS,Legal Services,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,870.00 
Rochdale,V000836076,29/09/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,510.00 "
Rochdale,V000837858,03/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,750.00 "
Rochdale,V000837859,03/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,513.20 "
Rochdale,V000837860,03/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,500.00 "
Rochdale,V000837861,03/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,400.00 "
Rochdale,V000837867,03/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,750.00 "
Rochdale,V000837868,03/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,500.00 "
Rochdale,V000837869,03/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,500.00 "
Rochdale,V000841076,17/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,400.00 "
Rochdale,V000841078,17/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,500.00 "
Rochdale,V000841079,17/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,400.00 "
Rochdale,V000841091,17/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,750.00 "
Rochdale,V000841093,17/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,500.00 "
Rochdale,V000841094,17/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,400.00 "
Rochdale,V000844310,23/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,400.00 "
Rochdale,V000844321,23/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,750.00 "
Rochdale,V000844322,23/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,500.00 "
Rochdale,V000844323,23/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,400.00 "
Rochdale,V000844522,24/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,500.00 "
Rochdale,V000844523,24/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,400.00 "
Rochdale,V000844525,24/10/2014,STHREE PARTNERSHIP LLP,Human Resources,CUSTOMERS & CORPORATE SERVICES,BUSINESS INTELLIGENCE SYSTEMS,"1,680.00 "
Rochdale,V000837442,30/09/2014,STOCKPORT NHS FOUNDATION TRUST,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,518.08 
Rochdale,V000839106,08/10/2014,STOPFORD INFORMATION SYSTEMS LTD,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"7,680.00 "
Rochdale,V000843515,21/10/2014,STRAND PHARMACY,Healthcare,PUBLIC HEALTH,STOP SMOKING,648.82 
Rochdale,V000838694,06/10/2014,STUART CANVAS LTD,Horticultural,EARLY HELP AND SCHOOLS,OUTDOOR EDUCATION ADVISER,725.41 
Rochdale,V000832852,01/10/2014,SUDDEN & BRIMROD COMMUNITY CENTRE,Financial Services,CUSTOMERS & CORPORATE SERVICES,SUDDEN & BRIMROD CC,"2,325.00 "
Rochdale,V000837506,30/09/2014,SUNFLOWER NURSERIES LIMITED,Financial Services,EARLY HELP AND SCHOOLS,GRADUATE LEADER FUND,"2,000.00 "
Rochdale,V000844823,27/10/2014,SUNFLOWER NURSERIES LIMITED,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"5,000.00 "
Rochdale,V000837852,03/10/2014,SUNSHINE PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,(WFL) WIDER FAMILY LEARNING LSC,"1,150.00 "
Rochdale,V000837853,03/10/2014,SUNSHINE PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,(WFL) WIDER FAMILY LEARNING LSC,"1,910.00 "
Rochdale,V000844251,22/10/2014,SWIFT DATAPRO,Information Communication Technology,CUSTOMERS & CORPORATE SERVICES,LAND CHARGES,"2,400.00 "
Rochdale,V000841027,17/10/2014,SWP CONSULTING,Human Resources,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"1,725.00 "
Rochdale,V000841028,17/10/2014,SWP CONSULTING,Human Resources,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"1,725.00 "
Rochdale,V000841029,17/10/2014,SWP CONSULTING,Human Resources,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"1,725.00 "
Rochdale,V000846432,31/10/2014,SWP CONSULTING,Human Resources,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"1,725.00 "
Rochdale,V000846433,31/10/2014,SWP CONSULTING,Human Resources,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"1,725.00 "
Rochdale,V000839752,10/10/2014,TAMESIDE MBC GMPF,Public Bodies,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"14,900.00 "
Rochdale,V000839243,08/10/2014,TAMESIDE METROPOLITAN BOROUGH COUNCIL,Public Bodies,ECONOMY AND ENVIRONMENT,SCOUT MOOR WIND FARM,675.00 
Rochdale,V000840881,16/10/2014,TC MEATS LIMITED,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,593.97 
Rochdale,V000846132,30/10/2014,TC MEATS LIMITED,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,764.37 
Rochdale,V000838971,07/10/2014,TERRY GROUP LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"7,580.00 "
Rochdale,V000838972,07/10/2014,TERRY GROUP LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"8,105.00 "
Rochdale,V000837483,30/09/2014,TES  GLOBAL  LIMITED,Education,EARLY HELP AND SCHOOLS,PERSONNEL,"1,093.75 "
Rochdale,V000841297,21/10/2014,THE AWARDS SCHEME LTD,Arts & Leisure Services,EARLY HELP AND SCHOOLS,DUKE OF EDINBURGH SCHEME,"1,616.67 "
Rochdale,V000840837,16/10/2014,THE BOND BOARD LIMITED,Housing Management,ECONOMY AND ENVIRONMENT,RENT GUARANTEE SCHEME,"17,500.00 "
Rochdale,V000839274,09/10/2014,THE COOPERATIVE FUNERALCARE,Cemetery & Crematorium,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,684.00 
Rochdale,V000839275,09/10/2014,THE COOPERATIVE FUNERALCARE,Cemetery & Crematorium,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,722.00 
Rochdale,V000839893,10/10/2014,THE FAMILY UNIT LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"2,602.42 "
Rochdale,V000843466,21/10/2014,THE LANCASHIRE VETERANS ASSOCIATION,Financial Services,CUSTOMERS & CORPORATE SERVICES,ARMED FORCES EVENTS,"1,358.62 "
Rochdale,V000844284,23/10/2014,THE LESBIAN & GAY FOUNDATION,Financial Services,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"2,040.00 "
Rochdale,V000837576,01/10/2014,THE LIFE CHANNEL GROUP LIMITED,Facilities & Management Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"2,000.00 "
Rochdale,V000838042,03/10/2014,THE MEARS GROUP,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"2,780.69 "
Rochdale,V000839838,10/10/2014,THE MEARS GROUP,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"2,839.97 "
Rochdale,V000841099,17/10/2014,THE MEARS GROUP,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"2,723.04 "
Rochdale,V000844482,24/10/2014,THE MEARS GROUP,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"2,684.88 "
Rochdale,V000846476,31/10/2014,THE MEARS GROUP,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"2,995.27 "
Rochdale,V000832879,01/10/2014,THE NATIONAL AUTISTIC SOCIETY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"1,300.00 "
Rochdale,V000838038,03/10/2014,THE NATIONAL AUTISTIC SOCIETY,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,"1,747.23 "
Rochdale,V000846452,31/10/2014,THE NATIONAL AUTISTIC SOCIETY,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,"2,013.87 "
Rochdale,V000836054,26/09/2014,THE OYSTER PARTNERSHIP LTD,Human Resources,ECONOMY AND ENVIRONMENT,DEVELOPMENT MANAGEMENT - PLANNING APPS,907.80 
Rochdale,V000840707,15/10/2014,THE OYSTER PARTNERSHIP LTD,Human Resources,ECONOMY AND ENVIRONMENT,DEVELOPMENT MANAGEMENT - PLANNING APPS,904.50 
Rochdale,V000841143,17/10/2014,THE PARAMOUNT GROUP,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"8,000.00 "
Rochdale,V000837591,02/10/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,PHYSICAL DIS & OLDER PEOPLE,COMMUNITY OCCUPATIONAL THERAPY &HANDLING,"3,404.25 "
Rochdale,V000838672,06/10/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,"11,474.64 "
Rochdale,V000840763,15/10/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,-962.76 
Rochdale,V000837573,01/10/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"3,380.78 "
Rochdale,V000837894,03/10/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,CUSTOMERS & CORPORATE SERVICES,MANAGEMENT ADMIN,"1,418.00 "
Rochdale,V000837445,30/09/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,PUBLIC HEALTH,OBESITY COMMISSIONING,"50,474.00 "
Rochdale,V000844427,24/10/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,PUBLIC HEALTH,OBESITY COMMISSIONING,"50,474.00 "
Rochdale,V000837444,30/09/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"15,000.00 "
Rochdale,V000844426,24/10/2014,THE PENNINE ACUTE HOSPITALS NHS TRUST,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"15,000.00 "
Rochdale,V000845355,27/10/2014,THE PLACE YOUNG PEOPLES COMPANY LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"5,197.00 "
Rochdale,V000846216,30/10/2014,THE PROTON GROUP LIMITED,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,FM PRIMARY CATERING OVERH,"15,899.60 "
Rochdale,V000844258,23/10/2014,THE RATCLIFFE BARS & FUNCTION SUITES,Catering,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"1,100.00 "
Rochdale,V000844517,24/10/2014,THE SAVILLE GROUP LIMITED,"Works - Construction, Repair & Maintenance",PUBLIC HEALTH,OTHER PUBLIC HEALTH COMMISSIONING,"1,326.40 "
Rochdale,V000839875,10/10/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"9,852.60 "
Rochdale,V000839876,10/10/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"9,857.10 "
Rochdale,V000839877,10/10/2014,THE TOGETHER TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"10,353.00 "
