YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEU_BIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,LaboratoryTests2,Commodity,Commodity_List,Species,Species_List,CountryOfDestination,Motivation,LaboratoryTests3,SampleDate,Results2,SampleCount,LaboratoryTestConclusion,ReleasedDate
2017,Q2,4,11,NZ,GB,Felixstowe P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,9663.02,8922.78,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,02044310,02044250|02044250|02044250|02044250|02044290|02044310|02044310,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,CL,GB,London Gateway,IT,IT,CL,Chile,GB,CVEDP,No,Human Consumption,24311.6,22800,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-19,2017,Q2,4,19,-,02109939,02109939,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,US,GB,Heathrow,GB,GB,US,United States,GB,CVEDP,No,Technical Use,136,95.27,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Technical Use,-,-,-,2017-04-13,2017,Q2,4,13,-,00300120,00300120,Ruminantia,Ruminantia,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,CN,GB,London Gateway,GB,GB,CN,China,GB,CVEDP,No,Technical Use,6668,6619.6,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Technical Use,-,-,-,2017-04-13,2017,Q2,4,13,-,00050510,00050510,-,,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,21403.2,19600,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,8241.68,7660.88,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-18,2017,Q2,4,18,-,00160239,00160239,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,ZA,GB,Heathrow,GB,GB,ZA,South Africa,GB,CVEDP,No,Technical Use,91.5,77.32,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,-,-,-,-,2017-04-12,2017,Q2,4,12,-,35079090,35079090,/,/,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,US,GB,Stansted,GB,GB,US,United States,GB,CVEDP,No,Technical Use,27.21,5,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Technical Use,-,-,-,2017-04-12,2017,Q2,4,12,-,30021500,30021500,Otra Mammalia,Otra Mammalia,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,US,GB,Stansted,GB,GB,US,United States,GB,CVEDP,No,Technical Use,27.21,1,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Technical Use,-,-,-,2017-04-12,2017,Q2,4,12,-,30021500,30021500,Otra Mammalia,Otra Mammalia,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15215.13,14641.26,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-28,2017,Q2,4,28,-,02044250,02044250|02044250|02044390,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15215.13,14641.26,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-28,2017,Q2,4,28,-,02044390,02044250|02044250|02044390,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NZ,GB,Southampton P,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,14696.8,14194.6,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-27,2017,Q2,4,27,-,02044290,02044290|02044290,Ovis Aries,Ovis Aries|Ovis Aries,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,20287.47,18130,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-22,2017,Q2,4,22,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,BR,GB,Felixstowe P,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,21551.04,20160,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-22,2017,Q2,4,22,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,BR,GB,Felixstowe P,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,21551.04,20160,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-18,2017,Q2,4,18,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,21626.27,20830,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,19619.5,19000,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20661,20000,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-23,2017,Q2,4,23,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20751,20000,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,16584.46,15416,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20649,20000,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-24,2017,Q2,4,24,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,14601.5,13050,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,16915,15300,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20640,20000,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20640,20000,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-23,2017,Q2,4,23,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20937.6,20160,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-15,2017,Q2,4,15,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,17683.2,13262.4,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-15,2017,Q2,4,15,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,23600,22800,/,/,satisfactory,satisfactory,satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-16,2017,Q2,4,16,Yes,00020714,00020714,Gallus Gallus,Gallus Gallus,United Kingdom,Random,Aerobic microorganisms 30?C,,9.7 x 10? CFU/g,1,Satisfactory,2017-04-25
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,23600,22800,/,/,satisfactory,satisfactory,satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-16,2017,Q2,4,16,Yes,00020714,00020714,Gallus Gallus,Gallus Gallus,United Kingdom,Random,Eschericia coli,,2 MPN/g,1,Satisfactory,2017-04-25
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,23600,22800,/,/,satisfactory,satisfactory,satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-16,2017,Q2,4,16,Yes,00020714,00020714,Gallus Gallus,Gallus Gallus,United Kingdom,Random,Salmonella spp.,,Not Detected in 25g,1,Satisfactory,2017-04-25
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,19566,18000,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-15,2017,Q2,4,15,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20937.6,20160,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-15,2017,Q2,4,15,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,18379.62,17052,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-15,2017,Q2,4,15,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,17967.6,16541.6,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-15,2017,Q2,4,15,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,24277.2,22995,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-15,2017,Q2,4,15,-,00020714,00020714,Gallus Gallus,Gallus Gallus,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20937.6,20160,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-15,2017,Q2,4,15,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,16569.16,15327.36,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-15,2017,Q2,4,15,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20776.32,20160,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-16,2017,Q2,4,16,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20816.64,20160,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-16,2017,Q2,4,16,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,20937.6,20160,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-16,2017,Q2,4,16,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,VN,GB,Felixstowe P,GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,23000,12420,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-16,2017,Q2,4,16,-,03061792,03061792,Penaeus Vannamei,Penaeus Vannamei,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,21791,19810,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-23,2017,Q2,4,23,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,TH,GB,Felixstowe P,GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,21604,19640,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-23,2017,Q2,4,23,-,00160232,00160232,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,CN,GB,Felixstowe P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,24380,23000,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-19,2017,Q2,4,19,-,03047500,03047500,Theragra Chalcogramma,Theragra Chalcogramma,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,MA,GB,Liverpool,GB,GB,MA,Morocco,GB,CVEDP,No,Human Consumption,40090,30240,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,16041319,16041319,Sardina Pilchardus,Sardina Pilchardus,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,BR,GB,Heathrow,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,577,481,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-12,2017,Q2,4,12,-,03044500,03044500,Xiphias Gladius,Xiphias Gladius,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,BR,GB,Felixstowe P,NL,NL,BR,Brazil,GB,CVEDP,No,Human Consumption,24800,24000,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-13,2017,Q2,4,13,-,02109939,02109939,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,BR,GB,Felixstowe P,NL,NL,BR,Brazil,GB,CVEDP,No,Human Consumption,24800,24000,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-15,2017,Q2,4,15,-,02109939,02109939,Aves,Aves,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,EC,GB,London Gateway,GB,GB,EC,Ecuador,GB,CVEDP,No,Human Consumption,10500,10000,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-13,2017,Q2,4,13,-,03038990,03038990,Merluccius Gayi Gayi,Merluccius Gayi Gayi,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,MV,GB,Heathrow,GB,GB,MV,Maldives,GB,CVEDP,No,Human Consumption,1165.03,1001.65,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-13,2017,Q2,4,13,-,03044990,03044990,Thunnus Albacares,Thunnus Albacares,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,MV,GB,Heathrow,GB,GB,MV,Maldives,GB,CVEDP,No,Human Consumption,826.28,690.89,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-12,2017,Q2,4,12,-,00030232,030232|03044990,Thunnus Albacares,Thunnus Albacares|Thunnus Albacares,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,MV,GB,Heathrow,GB,GB,MV,Maldives,GB,CVEDP,No,Human Consumption,826.28,690.89,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-12,2017,Q2,4,12,-,03044990,030232|03044990,Thunnus Albacares,Thunnus Albacares|Thunnus Albacares,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,CN,GB,Grimsby-Immingham P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,19200,15656,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-18,2017,Q2,4,18,-,03047500,03047500,Theragra Chalcogramma,Theragra Chalcogramma,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,CN,GB,Grimsby-Immingham P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,25300,23000,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,03048390,03048390,Limanda Spp,Limanda Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,CN,GB,Grimsby-Immingham P,GB,GB,CN,China,GB,CVEDP,No,Human Consumption,23400,22000,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,03048390,03048390,Limanda Spp,Limanda Spp,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,HN,GB,Tilbury P,GB,GB,HN,Honduras,GB,CVEDP,No,Human Consumption,24000,20000,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-25,2017,Q2,4,25,-,03061792,03061792,Penaeus Vannamei,Penaeus Vannamei,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,US,GB,Southampton P,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,8351.2,8151.6,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,00002202,00002202,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,US,GB,Southampton P,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,8351.2,8151.6,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,00002202,00002202,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,US,GB,Southampton P,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,8351.2,8151.6,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,00002202,00002202,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,US,GB,Southampton P,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,8351.2,8151.6,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,00002202,00002202,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,US,GB,Southampton P,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,8351.2,8151.6,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-20,2017,Q2,4,20,-,00002202,00002202,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,US,GB,Southampton P,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,16702.4,16303.2,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-21,2017,Q2,4,21,-,00002202,00002202,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,KR,GB,Southampton P,GB,GB,KR,Korea Republic Of,GB,CVEDP,No,Human Consumption,667,504,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-19,2017,Q2,4,19,-,16041421,16041421,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,KR,GB,Southampton P,GB,GB,KR,Korea Republic Of,GB,CVEDP,No,Human Consumption,1132,864,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-19,2017,Q2,4,19,-,16041421,16041421,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,NG,GB,Tilbury P,GB,GB,NG,Nigeria,GB,CVEDP,No,Human Consumption,350,320,/,/,notsatisfactory,notsatisfactory,satisfactory,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,-,2. Non Approved Country,2017-04-12,2017,Q2,4,12,-,00002103,00002103,-,,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,US,GB,Stansted,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,2.68,0.5,/,/,notsatisfactory,satisfactory,notdone,No,-,-,Not Acceptable,/,/,/,-,/,/,-,-,2. Destruction,1. Absence/Invalid Certificate,2017-04-12,2017,Q2,4,12,-,00040410,00040410,Bos Taurus,Bos Taurus,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,EC,GB,Liverpool,GB,GB,EC,Ecuador,GB,CVEDP,No,Human Consumption,24150,19482,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-19,2017,Q2,4,19,-,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,EC,GB,Liverpool,GB,GB,EC,Ecuador,GB,CVEDP,No,Human Consumption,20750,17081.4,/,/,satisfactory,satisfactory,satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-18,2017,Q2,4,18,-,16041421,16041421,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,EC,GB,Liverpool,GB,GB,EC,Ecuador,GB,CVEDP,No,Human Consumption,25290,21597.84,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-19,2017,Q2,4,19,-,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,EC,GB,Liverpool,GB,GB,EC,Ecuador,GB,CVEDP,No,Human Consumption,34250,30414,/,/,satisfactory,satisfactory,notdone,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-18,2017,Q2,4,18,-,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,United Kingdom,-,-,,-,-,-,
2017,Q2,4,11,EC,GB,Liverpool,GB,GB,EC,Ecuador,GB,CVEDP,No,Human Consumption,60000,46080,/,/,satisfactory,satisfactory,satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-04-18,2017,Q2,4,18,Yes,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,United Kingdom,Random,Histamine,,Histamine <10 mg/kg,9,Satisfactory,2017-04-18
