Department family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number, AP Amount (£) ,VAT registration number,Purchase invoice number
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HENDRY A & PARTNERS,3321444," 60,094.90 ",,SY000006901
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PARK GROUP PRACTICE,3364286," 60,096.06 ",,LNT000003172
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SHERBURN SURGERY,3427117," 60,103.28 ",,YN000006332
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR A PIRACHA,3409591," 60,103.43 ",,DE000008587
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WYKE REGIS MEDICAL PRACTICE,3408902," 60,106.29 ",,DO000006401
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR PATEL J N & PARTNERS,3411993," 60,107.32 ",,BIR000007774
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR BOUKERSI,3331341," 60,112.67 ",,CB000006676
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,CLIFTON MEDICAL PRACTICE NOTTINGHAM,3318645," 60,130.46 ",,NN000009003
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,RED PRACTICE WALTON,3422458," 60,134.90 ",,SY000007320
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,OWLTHORPE MEDICAL CENTRE,3318426," 60,146.71 ",,SHE000004004
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Other Commissioning,MINISTRY OF JUSTICE,3406228," 60,157.66 ",,408285
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ANNANDALE SURGERY,3472181," 60,162.87 ",,HT000008037
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR MORRIS M & PARTNERS,3456285," 60,165.03 ",,LDS000007122
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SALAKO B O & PARTNER,3472299," 60,176.93 ",,EX000015844
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,WINTERTON SURGERY,3351564," 60,181.60 ",,KC000016362
Department of Health,NHS North Of England CSU,30/04/2014,Establishment,CSUs,BT GLOBAL SERVICES,3483177," 60,183.28 ",,790115740
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3458602," 60,203.68 ",,4203575_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HEAVITREE HEALTH CENTRE EXETER,3514784," 60,216.68 ",,DN000011611
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,STLUKES MEDICAL CENTRE BRIXHAM,3514869," 60,216.80 ",,DN000011700
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR C NAGPAUL,3422511," 60,217.99 ",,LNL000005089
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,NEWCOMBES SURGERY CREDITON,3514827," 60,243.99 ",,DN000011655
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BOUNDARY HOUSE SURGERY BRACKNELL,3409230," 60,247.65 ",,BE000006162
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,WAKEFIELD COUNCIL,3330994," 60,250.00 ",,168858-08-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WATFORD BOROUGH COUNCIL,3284382," 60,250.00 ",,167731-02-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WATFORD BOROUGH COUNCIL,3284385," 60,250.00 ",,167720-02-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WELLINGBOROUGH BOROUGH COUNCIL,3436975," 60,250.00 ",,170931-16-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR G S RANDHAWA & PARTNERS,3331462," 60,272.64 ",,LDS000006893
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR SINGH H J & PARTNER,3422366," 60,289.92 ",,BIR000007869
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BUTE HOUSE MEDICAL PRACTICE,3457163," 60,294.18 ",,BD000005150
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HADDENHAM MEDICAL CENTRE,3380287," 60,296.14 ",,BU000004688
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PINES SURGERY,3454081," 60,329.46 ",,NO000005215
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,VILLA STREET MEDICAL CENTRE,3332335," 60,336.13 ",,LNS000008852
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,TRAMWAYS MEDICAL CENTRE,3454876," 60,351.95 ",,SHE000004238
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3320228," 60,360.35 ",,4191355_S
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,3501184," 60,362.98 ",,130271
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR BAZLEY & PARTNERS,3440858," 60,376.56 ",,SLF000004002
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3353291," 60,398.27 ",,4197998_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,KEELE UNIVERSITY,3242373," 60,400.00 ",279783684,590200569
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR HM KINGSTON & PARTNERS,3364147," 60,407.29 ",,WL000005580
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3427456," 60,414.44 ",,4201746_S
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,LEEDS & YORK PARTNERSHIP NHS FOUNDATION TRUST,3345990," 60,432.00 ",,975404
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,OAKLAND MEDICAL CENTRE,3369390," 60,440.08 ",,LNK000001942
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GIFFARD DRIVE SURGERY,3408286," 60,447.62 ",,SO000014589
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HEATON ROAD SURGERY,3455750," 60,452.68 ",,NEW000003465
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR SS PATEL & PTNRS,3457610," 60,473.63 ",,LD000008228
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,WILLIAM STREET SURGERY,3476412," 60,478.90 ",,KC000016724
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR N C S COLE & PARTNERS,3381947," 60,491.77 ",,ST000012083
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,MEADOWS MEDICAL PRACTICE,3407797," 60,512.94 ",,SA000005035
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR SHAH S Y & PARTNERS,3422360," 60,540.18 ",,BIR000007845
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ABRAHAM K K & PARTNER,3472254," 60,558.55 ",,EX000015620
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,OGUNBIYI F B & PARTNER,3472292," 60,574.54 ",,EX000015812
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SOUTHGATE MEDICAL GROUP,3422279," 60,578.69 ",,TW000008786
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BARKHAM J D T & PARTNER,3472257," 60,579.86 ",,EX000015626
Department of Health,NHS South London CSU,30/04/2014,Establishment,CSUs,EGTON MEDICAL INFORMATION SYSTEMS LTD,3403957," 60,592.14 ",482122369,IN7909011
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR BAKKER & PTRS,3437550," 60,599.77 ",,CB000006999
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,BRISTOL COMMUNITY HEALTH CIC,3282860," 60,654.50 ",,41262788
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,BRISTOL COMMUNITY HEALTH CIC,3392235," 60,654.50 ",,41262918
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LONG FURLONG MEDICAL CENTRE,3456468," 60,658.06 ",,OX000005293
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3333934," 60,662.28 ",,4186791_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR DE KARE SILVER & PTNRS,3422518," 60,670.05 ",,LNL000005103
Department of Health,NHS England,30/04/2014,Education and training,Other (Including Central Programme),INTRAHEALTH LTD,3512401," 60,673.20 ",,3797
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR I W MYATT & PARTNER,3364145," 60,676.18 ",,WL000005576
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR M I ARCHER & PARTNERS,3318150," 60,689.14 ",,NF000007491
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Health and Justice,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,3406141," 60,699.33 ",654402453,2000011982
Department of Health,NHS England,30/04/2014,Establishment,Specialised Commissioning,BMJ PUBLISHING GROUP LTD,3303096," 60,702.00 ",,I0059935
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BRIARWOOD MEDICAL CENTRE,3472071," 60,729.39 ",,LA000009883
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,MARTIN & PARTNERS,3292902," 60,756.66 ",,STL000004825
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WIGTON GROUP MEDICAL PRACTICE,3336853," 60,767.51 ",,CU000004632
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,FRIARY SURGERY,3427055," 60,791.07 ",,YN000006261
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,GROSVENOR MEDICAL CENTRE CREWE,3292195," 60,800.00 ",,CH000006537
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BEECHWOOD GROUP PRACTICE,3336718," 60,803.10 ",,CU000004488
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,BRUNSWICK SURGERY,3395160," 60,804.40 ",,TE000007446
Department of Health,NHS England,30/04/2014,General Opthalmic services,Other Commissioning,SPECSAVERS OPTICIANS,3291749," 60,812.76 ",,4171291_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,LEACROFT PRACTICE,3411659," 60,818.56 ",,TW000008728
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,MINISTRY OF JUSTICE,3242712," 60,827.52 ",,407679
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,KEHLER AUNG & NAZ,3421781," 60,845.14 ",,WOM000002784
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR BUNNAGE & PARTNERS,3380477," 60,865.72 ",,NN000009317
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,POUND HOUSE SURGERY,3380295," 60,888.14 ",,BU000004738
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SPRINGFIELD HOUSE MEDICAL CENTRE,3440992," 60,895.39 ",,GMK000003513
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR A CALOW & PARTNERS,3472084," 60,896.78 ",,LA000009927
Department of Health,NHS England,30/04/2014,Premises,NHS England Running Costs,NHS SHARED BUSINESS SERVICES LTD,3283309," 60,938.61 ",848137212,100023067
Department of Health,NHS England,30/04/2014,Premises,NHS England Running Costs,NHS SHARED BUSINESS SERVICES LTD,3486160," 60,938.61 ",848137212,100023446
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,SELDEN MEDICAL CENTRE,3411705," 60,949.31 ",,TW000008780
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR G R TYRRELL & PARTNERS,3422429," 60,953.55 ",,SY000007252
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WEST END SURGERY,3421863," 60,963.71 ",,SO000014745
Department of Health,NHS Central Southern CSU,30/04/2014,Establishment,CSUs,DELL CORPORATION LTD,3344071," 60,975.60 ",635823528,7402111032
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR R J STEWARD & PARTNER,3437598," 60,982.02 ",,CB000007090
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ASPATRIA MEDICAL GROUP,3336716," 60,985.94 ",,CU000004486
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR G MACKINNON & PARTNERS,3314205," 60,990.87 ",,ROC000002979
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,3500076," 60,998.44 ",,162599
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,ABDI SHS,3407463," 61,012.62 ",,LIP000005961
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,PRINCIPAL MEDICAL LTD,3368980," 61,026.82 ",,BU000004734
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Health and Justice,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,3420671," 61,032.00 ",654402453,2000011876
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,JONES S R & PARTNER,3472276," 61,037.77 ",,EX000015740
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR V K MAHEEPATHI & PTNR,3381998," 61,040.29 ",,ST000012141
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR LAWRENCE R W & PTNS,3457574," 61,057.70 ",,LD000008166
Department of Health,NHS Central Midlands CSU,30/04/2014,Establishment,CSUs,DUDLEY GROUP HOSPITALS NHS FOUNDATION TRUST,3310620," 61,062.73 ",,1000018280
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,UNSWORTH MEDICAL CENTRE,3453392," 61,064.79 ",,ROC000003091
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,3501050," 61,104.00 ",,17131
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,RAYMOND & PARTNERS,3394389," 61,164.31 ",,BIK000002998
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,EASTFIELD MEDICAL CENTRE,3437644," 61,188.24 ",,YN000006251
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DUDLEY METROPOLITAN BOROUGH COUNCIL,3313652," 61,214.00 ",,167727-02-APR-2014
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR HILEY A & PARTNER,3285365," 61,221.10 ",,LD000007788
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WHITTLE SURGERY,3457978," 61,222.10 ",,LA000010263
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Health and Justice,RAPT,3407251," 61,222.12 ",,4436
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3292570," 61,226.80 ",,4168432_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR SHAH & PARTNERS,3316798," 61,231.30 ",,LNB000003824
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,SALISBURY NHS FOUNDATION TRUST,3420535," 61,238.21 ",,H028831
Department of Health,NHS England,30/04/2014,Purchase of healthcare from non-NHS bodies,Other Commissioning,1ST RETINAL SCREEN,3420891," 61,288.49 ",853944102,500
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,I BUCHALTER,3439992," 61,290.09 ",,MAN000003670
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ERINGTON AT THE PAVILION,3332265," 61,302.30 ",,LNS000008718
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR MORETON E I J & PARTNERS,3422348," 61,306.43 ",,BIR000007795
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,KINGS HEATH HEALTHCARE CENTRE,3331907," 61,318.35 ",,NO000005046
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,HEALTH CENTRE BACK HILLS,3292332," 61,320.16 ",,SU000005882
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,FUSEHILL MEDICAL PRACTICE,3336806," 61,326.03 ",,CU000004580
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,BARNT GREEN SURGERY,3332399," 61,326.16 ",,WR000005502
Department of Health,NHS England,30/04/2014,General Opthalmic services,Primary Care & Secondary Dental,SPECSAVERS OPTICIANS,3335628," 61,326.67 ",,4193575_S
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,ADUR MEDICAL GROUP,3411619," 61,344.49 ",,TW000008684
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,ARROW LODGE MEDICAL CENTRE,3395212," 61,359.55 ",,WA000004690
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Primary Care & Secondary Dental,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,3451820," 61,368.00 ",,7510032368
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,KINGSTON HEALTH CENTRE,3422485," 61,380.03 ",,LNN000004072
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR SIDDIQUI PRACTICE KIRKBY ASHFIELD,3393814," 61,380.20 ",,NN000009375
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care,DR P HORMIS,3332134," 61,394.31 ",,NN000009075
Department of Health,NHS England,30/04/2014,Services from other NHS bodies,Specialised Commissioning,MEDWAY NHS FOUNDATION TRUST,3405431," 61,399.62 ",,HCD0000274
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,DR SEAMARK & PARTNERS,3408954," 61,413.19 ",,DN000011114
Department of Health,NHS England,30/04/2014,GPMS/APMS and PCTMS,Primary Care & Secondary Dental,WOODBERRY PRACTICE,3332594," 61,421.78 ",,LNE000005052
