objectid,lau214cd,lau214nm,st_areashape,st_lengthshape
5061,UKF2502012,Raunds Saxon,14488447.905,17099.1864290846
5062,UKF2502013,Raunds Windmill,3747677.28,9143.81639540497
5063,UKF2502014,Rushden Bates,4572848.945,11904.6840030821
5064,UKF2502015,Rushden Hayden,4109293.725,10124.8553626186
5065,UKF2502016,Rushden Pemberton,1133848.44,4609.89243489156
5066,UKF2502017,Rushden Sartoris,1107337.755,5404.71326091631
5067,UKF2502018,Rushden Spencer,4018035.88,8367.57815158949
5068,UKF2502019,Stanwick,14232299.33,23631.1809715102
5069,UKF2502020,Thrapston Lakes,9523177.885,17546.2497406943
5070,UKF2502021,Thrapston Market,16710344.795,22607.0872242976
5071,UKF2502022,Woodford,19369174.93,24433.4371659597
5072,UKF2503001,All Saints,1056850.855,4846.22979295786
5073,UKF2503002,Avondale Grange,1585091.965,5266.54961897045
5074,UKF2503003,Barton,2277594.795,5905.06781721356
5075,UKF2503005,Burton Latimer,11228522.315,14544.1899421413
5076,UKF2503006,Desborough Loatland,7306792.93,16221.2003915411
5077,UKF2503007,Desborough St Giles,2815568.39,8940.37510668008
5078,UKF2503008,Ise Lodge,3607622.6,7823.00490463979
5079,UKF2503009,Northfield,547834.705,3153.9084338254
5080,UKF2503010,Pipers Hill,1544983.02,6217.02521131376
5081,UKF2503012,Rothwell,13193099.97,21696.4756778547
5082,UKF2503013,St Michael's and Wicksteed,3379954.015,7755.36296030702
5083,UKF2503014,St Peter's,3276420.39,8783.00195536407
5084,UKF2503015,Slade,52041063.15,44570.7891394887
5085,UKF2503016,Welland,76901952.5875,51293.9200307518
5086,UKF2503017,William Knibb,1082736.98,4456.84807174979
5087,UKF2403001,Astwell,40264818.23,33870.5951485866
5088,UKF2403002,Blakesley and Cote,59739887.38,55023.9452976578
5089,UKF2403003,Blisworth and Roade,19197624.21,27345.668951646
5090,UKF2403004,Brackley East,3387587.405,10510.4538622938
5091,UKF2403005,Brackley South,1144543.81,4812.25910745331
5092,UKF2403006,Brackley West,2243112.03,6500.0708624175
5093,UKF2403007,Brafield and Yardley,52710675.45,32461.4702438009
5094,UKF2403008,Cosgrove and Grafton,19443178.045,26523.9222176508
5095,UKF2403009,Danvers and Wardoun,72309075.705,57676.2538195783
5096,UKF2403010,Deanshanger,19049386.285,19778.3299919355
5097,UKF2403011,Grange Park,2097511.235,5983.88630065109
5098,UKF2403012,Hackleton,30491117.745,26679.4689245009
5099,UKF2403013,Harpole and Grange,31401372.58,36757.9608188226
5100,UKF2403014,Heyfords and Bugbrooke,17869598.12,19774.49348937
5101,UKF2403015,Kings Sutton,16443937.005,19665.7575804698
5102,UKF2403016,Kingthorn,13524194.985,15765.1977367385
5103,UKF2403017,Little Brook,32423269.84,29950.3518485838
5104,UKF2403018,Middleton Cheney,14870104.86,20218.0512472013
5105,UKF2403019,Old Stratford,4331412.405,11266.9351139103
5106,UKF2403020,Salcey,14581865.05,18075.2371753107
5107,UKF2403021,Silverstone,7426671.3,15543.1293441335
5108,UKF2403022,Steane,41578214.585,32388.7794577477
5109,UKF2403023,Tove,25224361.2325,24886.6173742442
5110,UKF2403024,Towcester Brook,5095032.485,8404.45443257911
5111,UKF2403025,Towcester Mill,16776812.965,25627.4273074164
5112,UKF2403026,Washington,48355279.785,43700.2374322318
5113,UKF2403027,Whittlewood,22683063.2225,31674.713865067
5114,UKF2504002,Castle,5681526.705,12549.4208270554
5115,UKF2504003,Croyland,3277463.09,7077.81615913144
5116,UKF2504004,Earls Barton,9420502.325,13330.3950140321
5117,UKF2504005,Finedon,14981768.045,18015.4856089842
5118,UKF2504007,Hemmingwell,3930148.795,8333.53634694815
5119,UKF2504008,Irchester,11321026.145,14696.4122013379
5120,UKF2504009,North,29162326.305,24459.2348543609
5121,UKF2504011,Redwell East,1156961.46,4433.38277650839
5122,UKF2504012,Redwell West,2348778.7,7906.22099034155
5123,UKF2504013,South,18295481.59,17229.7204759111
5124,UKF2504015,West,24382817.06,26034.704270818
5125,UKF2504016,Wollaston,22243665.62,21972.2842291134
5126,UKE2201025,Aire Valley with Lothersdale,28861156.32,35384.2747883254
5127,UKE2201026,Barden Fell,158789943.145,95597.5976775683
5128,UKE2201027,Bentham,37229548.275,33892.1750637466
5129,UKE2201006,Cowling,19399192.9,19961.3176300704
5130,UKE2201007,Embsay-with-Eastby,18054442.335,16503.0532600695
5131,UKE2201028,Gargrave and Malhamdale,156572209.685,74165.4285128451
5132,UKE2201029,Glusburn,5881829.745,13195.3890608808
5133,UKE2201030,Grassington,48369154.455,39282.6380147253
5134,UKE2201031,Hellifield and Long Preston,34936206.845,31279.4488469454
5135,UKE2201032,Ingleton and Clapham,204177134.165,85709.4927701527
5136,UKE2201013,Penyghent,102057809.07,66864.2444583483
5137,UKE2201033,Settle and Ribblebanks,73284298.27,56483.829449279
5138,UKE2201034,Skipton East,4460275.965,11798.6139438907
5139,UKE2201035,Skipton North,4847752.87,14402.4487649415
5140,UKE2201036,Skipton South,4602861.295,11871.6804645454
5141,UKE2201037,Skipton West,2789296.03,7770.22892985103
5142,UKE2201022,Sutton-in-Craven,9212608.6,12147.3286559598
5143,UKE2201023,Upper Wharfedale,217520027.275,84370.6961508102
5144,UKE2201038,West Craven,47460011.625,37300.5495621029
5145,UKE2202002,Bedale,11518814.485,18875.3277541011
5146,UKE2202003,Brompton,15070473.64,18017.10312555
5147,UKE2202035,Broughton and Greenhow,48096698.2,33502.0180385229
5148,UKE2202036,Cowtons,74913290.96,61273.5535882083
5149,UKE2202006,Crakehall,62815108.57,53287.0711362751
5150,UKE2202008,Easingwold,28547805.38,35410.968790065
5151,UKE2202037,Great Ayton,44788557.33,35456.4024320095
5152,UKE2202010,Helperby,54997328.615,45458.6522757097
5153,UKE2202012,Huby and Sutton,43369569.14,32793.616914702
5154,UKE2202038,Leeming,34077377.735,31529.6827674451
5155,UKE2202014,Leeming Bar,27605290.585,26521.0848815607
5156,UKE2202039,Morton-on-Swale,67891795.4,52849.4264807892
5157,UKE2202040,Northallerton Broomfield,4486324.26,11977.5280918959
5158,UKE2202041,Northallerton Central,4727621.195,13864.2241108621
5159,UKE2202042,Northallerton North,9527908.345,24089.8572006663
5160,UKE2202043,Osmotherley,92001995.225,52856.0565596274
5161,UKE2202020,Romanby,4124677.915,10252.6608190291
5162,UKE2202044,Rudby,64891138.74,49569.5196844418
5163,UKE2202023,Shipton,33844847.435,35281.2419172893
5164,UKE2202045,Sowerby,11361514.665,15890.5133799465
5165,UKE2202046,Stillington,70186897.635,40035.8581053199
5166,UKE2202026,Stokesley,24275770.425,25701.7927206368
5167,UKE2202047,Swainby,112666074.005,64132.6131814913
5168,UKE2202048,Tanfield,56062529.93,49944.5524615696
5169,UKE2202049,Thirsk,18983249.215,27674.4960496398
5170,UKE2202050,Thorntons,58337790.145,47231.9749409497
5171,UKE2202032,Tollerton,33103998.565,30077.7582819115
5172,UKE2202051,Topcliffe,50287045.065,41674.4418039097
5173,UKE2202052,White Horse,74143406.28,52636.7134117093
5174,UKE2202053,Whitestonecliffe,75875666.04,40225.4910080343
5175,UKE2203033,Bilton,4375362.79,11031.4365266041
5176,UKE2203034,Bishop Monkton,51145274.735,34089.635996604
5177,UKE2203035,Boroughbridge,9823599.245,13650.3429826264
5178,UKE2203036,Claro,60806830.335,51471.1332777669
5179,UKE2203037,Granby,1613141.6925,5231.91429541554
5180,UKE2203038,Harlow Moor,4534595.845,8524.19488771229
5181,UKE2203039,High Harrogate,905755.98,4835.65853585051
5182,UKE2203040,Hookstone,4475050.6575,10987.928590043
5183,UKE2203041,Killinghall,27109598.505,28307.677761525
5184,UKE2203042,Kirkby Malzeard,126215488.27,70049.0744412131
5185,UKE2203043,Knaresborough East,3433306.63,10644.0523977571
5186,UKE2203044,Knaresborough King James,4910338.85,10798.7758124471
5187,UKE2203045,Knaresborough Scriven Park,7172459.615,14690.2062807221
5188,UKE2203046,Low Harrogate,1340660.62,4886.85543849872
5189,UKE2203047,Lower Nidderdale,64863575.355,40307.3562567388
5190,UKE2203048,Marston Moor,56448540.0375,55122.218591905
5191,UKE2203017,Mashamshire,118155206.615,57963.931346022
5192,UKE2203049,Newby,58936516.02,46556.6819109094
5193,UKE2203050,New Park,1543587.205,5239.11386624407
5194,UKE2203021,Nidd Valley,96671772.59,48016.8818768244
5195,UKE2203051,Ouseburn,59401016.595,46117.6621810388
5196,UKE2203052,Pannal,6268154.45,11528.1244730845
5197,UKE2203024,Pateley Bridge,154203232.89,62254.031708118
5198,UKE2203053,Ribston,75286905.355,68293.4145910783
5199,UKE2203054,Ripon Minster,3001794.645,9188.01628156426
5200,UKE2203055,Ripon Moorside,1635418.585,5193.08291924483
5201,UKE2203056,Ripon Spa,5401466.59,15050.9714373546
5202,UKE2203057,Rossett,2640786.005,7844.95569692313
5203,UKE2203058,Saltergate,1741488.42,6247.61338172875
5204,UKE2203059,Spofforth with Lower Wharfedale,54109283.18,43402.0452348607
5205,UKE2203060,Starbeck,1620054.53,5236.83986255583
5206,UKE2203061,Stray,1983703.275,6561.27046589465
5207,UKE2203062,Washburn,165738125.73,72857.3596650244
5208,UKE2203063,Wathvale,69538505.96,46201.7973937948
5209,UKE2203064,Woodfield,1316903.02,5081.75651632639
5210,UKE2204027,Addlebrough,102506032.905,63022.9292017408
5211,UKE2204028,Barton,21012827.16,27888.7470263327
5212,UKE2204029,Bolton Castle,80607359.635,56115.2280613038
5213,UKE2204030,Brompton-on-Swale and Scorton,36360865.6,37415.5778812028
5214,UKE2204031,Catterick,7060409.12,12258.0915162132
5215,UKE2204006,Colburn,5092218.675,11356.3946608917
5216,UKE2204032,Croft,40996623.525,41842.5981176722
5217,UKE2204033,Gilling West,52262239.955,38613.5748132557
5218,UKE2204009,Hawes and High Abbotside,136704644.12,58546.8475976389
5219,UKE2204034,Hipswell,11744462.19,22202.7297886328
5220,UKE2204035,Hornby Castle,32473717.175,36815.0425533268
5221,UKE2204036,Leyburn,14745211.05,20116.3294427331
5222,UKE2204037,Lower Wensleydale,65031091.28,44492.8669068368
5223,UKE2204038,Melsonby,33327801.515,33565.3479093591
5224,UKE2204039,Middleham,66027459.675,51997.1287316183
5225,UKE2204040,Middleton Tyas,28386176.895,34763.9229323107
5226,UKE2204041,Newsham with Eppleby,58126956.22,56946.8188758591
5227,UKE2204042,Penhill,136080053.635,56863.6868590279
5228,UKE2204043,Reeth and Arkengarthdale,146097417.525,62399.7675290625
5229,UKE2204044,Richmond Central,729242.18,5594.15429867187
5230,UKE2204045,Richmond East,918086.145,3904.88401595223
5231,UKE2204046,Richmond West,8287387.415,14589.0271517183
5232,UKE2204047,Scotton,6914714.005,13046.0741618799
5233,UKE2204048,Swaledale,226081250.89,108100.613709955
5234,UKE2205018,Amotherby,46740055.04,38330.6877039649
5235,UKE2205019,Ampleforth,53468927.135,47342.2663088996
5236,UKE2205020,Cropton,85167939.795,64053.9489051778
5237,UKE2205021,Dales,180978575.005,66805.4405481037
5238,UKE2205022,Derwent,146093624.65,82682.9488803102
5239,UKE2205023,Helmsley,215531373.305,84431.4129752706
5240,UKE2205024,Hovingham,55252811.21,43005.1126477258
5241,UKE2205025,Kirkbymoorside,27622717.1,35068.6712629208
5242,UKE2205010,Malton,16036930.7,18270.138055803
5243,UKE2205026,Norton East,3737879.315,11175.1700717018
5244,UKE2205027,Norton West,7470747.79,13196.8286555729
5245,UKE2205028,Pickering East,15579320.87,21194.920263508
5246,UKE2205029,Pickering West,23987452.36,30778.3503277302
5247,UKE2205030,Rillington,51614958.1,36581.5088422239
5248,UKE2205031,Ryedale South West,59516901.715,45993.8715456818
5249,UKE2205032,Sherburn,68852347.265,42185.7903637802
5250,UKE2205033,Sheriff Hutton,48437608.795,34841.9040463187
5251,UKE2205034,Sinnington,82489058.025,72555.7614093245
5252,UKE2205035,Thornton Dale,171361149.765,75520.2511829414
5253,UKE2205036,Wolds,145497905.225,84112.9071780622
5254,UKE2206023,Castle,1129531.63220778,5472.1468769188
5255,UKE2206003,Cayton,20163665.6113571,21349.0898965132
5256,UKE2206024,Central,424985.29,2719.88604103525
5257,UKE2206025,Danby,133238017.395,64265.7716934644
5258,UKE2206026,Derwent Valley,85192407.55,43352.5385815545
5259,UKE2206027,Eastfield,3251487.335,7183.94312871569
5260,UKE2206028,Esk Valley,168459230.715736,63641.3293423924
5261,UKE2206029,Falsgrave Park,2402295.475,6583.7457827054
5262,UKE2206030,Filey,5235050.313645,13194.256929604
5263,UKE2206011,Fylingdales,67066567.0186234,43912.2019724467
5264,UKE2206031,Hertford,73208714.004945,43708.9782292036
5265,UKE2206032,Lindhead,19108100.35157,22479.4298863364
5266,UKE2206033,Mayfield,4941509.59497591,9756.15122032129
5267,UKE2206034,Mulgrave,92693921.58248,45820.9029033261
5268,UKE2206035,Newby,2275846.485,7294.82835737491
5269,UKE2206036,North Bay,1456385.822295,7246.84054689476
5270,UKE2206037,Northstead,833321.085,3637.02432304618
5271,UKE2206038,Ramshill,566690.57118,3564.25157790863
5272,UKE2206039,"Scalby, Hackness and Staintondale",101722279.472069,71509.1482644662
5273,UKE2206019,Seamer,20519793.25,24701.5438076177
5274,UKE2206040,Stepney,918094.165,3937.77218944176
5275,UKE2206041,Streonshalh,3472591.34736426,13551.4029864436
5276,UKE2206042,Weaponness,5338917.258095,10303.4017616568
5277,UKE2206043,Whitby West Cliff,1406893.9564071,6129.80211592902
5278,UKE2206044,Woodlands,3296009.82,9083.94414678567
5279,UKE2207030,Appleton Roebuck,56898225.695,43599.2893374135
5280,UKE2207031,Barlby,6367204.14330953,16122.3620679479
5281,UKE2207032,Brayton,17176348.7929774,24551.1523428395
5282,UKE2207033,Camblesforth,41439231.4673158,38928.257494893
5283,UKE2207034,Cawood with Wistow,54359434.12,49652.0424169657
5284,UKE2207035,Eggborough,30042347.72,34008.432994104
5285,UKE2207036,Fairburn with Brotherton,28566105.3,30947.8602620683
5286,UKE2207037,Hambleton,29505622.42,26856.719093354
5287,UKE2207038,Hemingbrough,34569058.6612681,28912.8533040586
5288,UKE2207039,Monk Fryston and South Milford,31214650.23,34746.6474290059
5289,UKE2207017,North Duffield,41169601.26,34980.5827127639
5290,UKE2207040,Riccall with Escrick,46193170.345,35721.8728027079
5291,UKE2207041,Saxton and Ulleskelf,37469072.61,32976.0591666139
5292,UKE2207042,Selby North,10426532.695,15243.9440696073
5293,UKE2207043,Selby South,4272924.91820477,13133.4515557898
5294,UKE2207044,Selby West,1321083.78,7596.58825365847
5295,UKE2207045,Sherburn in Elmet,20102541.32,29903.4302663403
5296,UKE2207046,Tadcaster East,6031760.505,12202.4849841272
5297,UKE2207047,Tadcaster West,21614740.705,28462.2074916143
5298,UKE2207048,Whitley,82087524.61,65187.7374537653
5299,UKF1501016,Hucknall Central,1580194.32,5240.26820901776
5300,UKF1501002,Hucknall East,4537724.46,8841.87806467375
5301,UKF1501017,Hucknall North,1817305.395,5764.1180653061
5302,UKF1501018,Hucknall West,8013648.595,14633.5001448332
5303,UKF1501019,Jacksdale,3573394.92,9005.78199335969
5304,UKF1501020,Kirkby in Ashfield Central,11266138.735,18375.0636394669
5305,UKF1501021,Kirkby in Ashfield East,4709922.51,10342.6524297019
5306,UKF1501022,Kirkby in Ashfield West,3781897.025,10359.7084210645
5307,UKF1501023,Selston,6026839.83,10737.6712099467
5308,UKF1501024,Sutton in Ashfield Central,3056510.39,8035.19707488984
5309,UKF1501025,Sutton in Ashfield East,14174102.49,19464.3562946305
5310,UKF1501026,Sutton in Ashfield North,17228035.035,19544.290894244
5311,UKF1501027,Sutton in Ashfield West,7351852.205,11938.8196400169
5312,UKF1501028,Underwood,5795616.105,12907.8939126204
5313,UKF1501029,Woodhouse,17098854.985,18417.3896195106
5314,UKF1502028,Beckingham,28355825.05,25717.3630075504
5315,UKF1502029,Blyth,27474023.3625,32621.9837539299
5316,UKF1502003,Carlton,18531055.18,22583.2289374331
5317,UKF1502004,Clayworth,32964799.07,34136.3768486602
5318,UKF1502030,East Markham,54301829.055,38151.2998330794
5319,UKF1502031,East Retford East,9278876.64,18374.5182377797
5320,UKF1502032,East Retford North,3677820.55,7966.14166725089
5321,UKF1502033,East Retford South,3026528.855,7155.74152350835
5322,UKF1502034,East Retford West,2897367.53,8831.54737912647
5323,UKF1502010,Everton,62641611.385,43628.0942274653
5324,UKF1502035,Harworth,7085661.88,12858.4552582218
5325,UKF1502036,Langold,16582102.54,23090.5992380856
5326,UKF1502014,Misterton,19903166.49,22025.3389323119
5327,UKF1502037,Rampton,44466124.73,33364.7819917422
5328,UKF1502038,Ranskill,20812751.4375,28346.6099832431
5329,UKF1502039,Sturton,49106628.035,34488.4637484816
5330,UKF1502040,Sutton,50070208.87,39641.0510083605
5331,UKF1502041,Tuxford and Trent,60157066.235,46949.6252425549
5332,UKF1502042,Welbeck,68884252.655,48480.7573975683
5333,UKF1502043,Worksop East,14745854.72,16134.6690215125
5334,UKF1502023,Worksop North,3811557.425,9681.63906710974
5335,UKF1502024,Worksop North East,1309127.895,5531.98039114651
5336,UKF1502044,Worksop North West,8745746.16,15608.371702506
5337,UKF1502045,Worksop South,16386837.435,17010.654876687
5338,UKF1502046,Worksop South East,13745910.11,18612.0187432022
5339,UKF1601022,Attenborough,4246347.57,8727.5647114533
5340,UKF1601023,Awsworth,1593262.35,4919.95314136204
5341,UKF1601024,Beeston Central,858928.9,3814.35490525243
5342,UKF1601025,Beeston North,1067933.34,5542.53551070084
5343,UKF1601026,Beeston Rylands,2655659.315,6456.26143722239
5344,UKF1601027,Beeston West,1235092.165,4534.44838482917
5345,UKF1601028,Bramcote,4717580.38,9293.91572133492
5346,UKF1601008,Brinsley,3992158.975,9136.18042654106
5347,UKF1601029,Chilwell East,1296601.64,5689.87446787456
5348,UKF1601030,Chilwell West,2295253.06,7403.25547005312
5349,UKF1601031,Cossall and Kimberley,6778385.9,15766.3697313644
5350,UKF1601032,Eastwood North and Greasley (Beauvale),7832312.3,14495.7575165145
5351,UKF1601033,Eastwood South,2581020.18,7404.67054533982
5352,UKF1601034,Greasley (Giltbrook and Newthorpe),8420956.04,16588.2152746394
5353,UKF1601035,Nuthall East and Strelley,8876542.92,21837.499496533
5354,UKF1601036,Nuthall West and Greasley (Watnall),7464400.4,13631.5690706143
5355,UKF1601037,Stapleford North,1626603.825,5885.17022789461
5356,UKF1601038,Stapleford South East,1196130.3,4884.17524656777
5357,UKF1601039,Stapleford South West,1377572.54,4779.36079301987
5358,UKF1601040,Toton and Chilwell Meadows,3937700.735,10917.9866527594
5359,UKF1601041,Trowell,6756129.81,11054.3240903541
5360,UKF1602025,Bestwood Village,9342966.575,13067.6491003606
5361,UKF1602026,Bonington,2322141.75,7626.96587501328
5362,UKF1602027,Burton Joyce and Stoke Bardolph,11338249.48,18862.0199370836
5363,UKF1602028,Calverton,18828826.335,20342.1825930241
5364,UKF1602029,Carlton,1481812.555,6314.05957556736
5365,UKF1602030,Carlton Hill,1276401.545,5048.3865755763
5366,UKF1602031,Daybrook,979881.345,4433.93488401191
5367,UKF1602032,Gedling,5041883.26,10939.7416499306
5368,UKF1602033,Killisick,1044029.545,6522.31404664683
5369,UKF1602034,Kingswell,1192468.11,4844.09299867851
5370,UKF1602035,Lambley,9219478.16,13520.8859378817
5371,UKF1602036,Mapperley Plains,1842610.38,6716.5581304457
5372,UKF1602037,Netherfield and Colwick,3313354.515,9268.77864332365
5373,UKF1602038,Newstead,22115442.775,27603.8357516594
5374,UKF1602039,Phoenix,654129.22,3293.78475325932
5375,UKF1602040,Porchester,2059077.925,5878.48185654789
5376,UKF1602020,Ravenshead,14223294.245,16654.8616987905
5377,UKF1602041,St James,805623.015,3800.23895370604
5378,UKF1602042,St Marys,2500583.7,7199.4325989694
5379,UKF1602043,Valley,978133.035,5291.47691063084
5380,UKF1602023,Woodborough,7829898.29,13838.1462090441
5381,UKF1602044,Woodthorpe,1611362.395,5797.19220591724
