Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum of Amount,Text,Postcode,
Department for Transport,Highways Agency,27/02/2013,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,541436,46460.12,"HATMS Site Data Resources + T4, 27, 45, 66, 76, 87 & 116 (Jan) --- Rm27Feb2013",RG24 8WZ,
Department for Transport,Highways Agency,27/02/2013,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,541461,6461.68,"HATMS System Updates T45, 87 & 118 for Jan  ----  Rm27Feb2013",RG24 8WZ,
Department for Transport,Highways Agency,27/02/2013,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,PEEKMOUCHEL,541387,5300.16,"Invoice 90118761, 19/10/12, NDD, LG, 27/02/13",AL2 2DQ,
Department for Transport,Highways Agency,27/02/2013,TA Cost AUC - Programme,NETWORK DELIVERY & DEVELOPMENT,TREASURY SOLICITOR,541412,4197.9,M56 Junction 7 Eastbound Merge - Invoice 4/2/13,WC2B 4TS,
Department for Transport,Highways Agency,27/02/2013,TA Renewal of Roads - Capital,MAJOR PROJECTS,MOUCHEL LIMITED,541462,2206.68,Invoice 5000005631 dated 19.02.2013,OL1 9LH,
Department for Transport,Highways Agency,27/02/2013,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,BRITISH TELECOM PLC (NON CIS) CHARGES,539557,-4707.85,Invoice (copy) No. VP 75270570 Q01201 Dated 08/01/2013,DH98 1BT,
Department for Transport,Highways Agency,27/02/2013,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,COLAS LTD,541421,2266,Swap 0051 AMI - 0128 M6 5251K-2 28 Jan 2013,RH10 4NF,
Department for Transport,Highways Agency,27/02/2013,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,COLAS LTD,541425,2266,Swap 0049 AMI -0127 M6 6007B2 & M4S 6351A4 29 Jan 2013,RH10 4NF,
Department for Transport,Highways Agency,27/02/2013,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,COLAS LTD,541438,1650,work done Feb 13,RH10 4NF,
Department for Transport,Highways Agency,27/02/2013,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,HILL & SMITH T/A TECHSPAN SYSTEMS,541437,9170.14,work done Feb 13,HP19 8BP,
Department for Transport,Highways Agency,27/02/2013,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,537861,12010,HATMS S/c for Dec + Tasks --------  31Dec2012 --- Additional 27Feb2013(Rm) -- SFM Error,RG24 8WZ,
Department for Transport,Highways Agency,27/02/2013,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,541430,146552.28,HADEC Maintenance Feb 2013,RG24 8WZ,
Department for Transport,Highways Agency,27/02/2013,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,541439,117434.02,work done Feb 13,RG24 8WZ,
Department for Transport,Highways Agency,27/02/2013,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,541440,39200,work done Feb 13,RG24 8WZ,
Department for Transport,Highways Agency,27/02/2013,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,541431,41122.73,Maintenance Support Signs and Signals Feb 2013,NE31 2JZ,
Department for Transport,Highways Agency,27/02/2013,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,541432,6508,Swap 36 M25 AMI 7th Feb 2013,NE31 2JZ,
Department for Transport,Highways Agency,27/02/2013,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,541433,10038,Swap 37 M25 AMI 7th Feb 2013,NE31 2JZ,
Department for Transport,Highways Agency,27/02/2013,TEC - Technology Maintenance,NETWORK DELIVERY & DEVELOPMENT,VARIABLE MESSAGE SIGNS LTD,541435,6862,Swap 38 M42 AMI 5th Feb 2013,NE31 2JZ,
Department for Transport,Highways Agency,28/02/2013,CM - External Technical Consultant Costs,NETWORK DELIVERY & DEVELOPMENT,PEEK TRAFFIC LTD,541557,3340.13,STSS_001 work Done in February 2013,RG24 8WZ,
Department for Transport,Highways Agency,28/02/2013,CM - External Technical Consultant Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,541481,10318,"February work (10,318)",NE11 0RU,
Department for Transport,Highways Agency,28/02/2013,CM - External Technical Consultant Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,541589,19580,"Work for February 2013 (#19,580.00)",NE11 0RU,
Department for Transport,Highways Agency,28/02/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AIRWAVE SOLUTIONS LIMITED,541586,65964.43,,M14 0WG,
Department for Transport,Highways Agency,28/02/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,AIRWAVE SOLUTIONS LIMITED,541587,61869.57,TOS Airwave Traffic Units contribution October to December 2012,M14 0WG,
Department for Transport,Highways Agency,28/02/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,541523,83805.56,Work completed in January 2013,KT18 5BW,
Department for Transport,Highways Agency,28/02/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,541591,529.82,,KT18 5BW,
Department for Transport,Highways Agency,28/02/2013,Contractor Costs,NETWORK DELIVERY & DEVELOPMENT,COMPUTACENTER (UK) LTD,541588,43784.01,"February 2013 Charges CCN's 232, 236, 238, 241 & 246",AL10 9TW,
Department for Transport,Highways Agency,28/02/2013,Contractor Costs,TRAFFIC MANAGEMENT DIRECTORATE,FMG SUPPORT LIMITED,539517,-103423.16,NVRM charges for January 2013,HD1 6NA,
Department for Transport,Highways Agency,28/02/2013,Contractor Costs,TRAFFIC MANAGEMENT DIRECTORATE,FMG SUPPORT LIMITED,541542,155312.62,NVRM Schedule 13 charges for January 2013,HD1 6NA,
Department for Transport,Highways Agency,28/02/2013,Contractor Costs,TRAFFIC MANAGEMENT DIRECTORATE,FMG SUPPORT LIMITED,541543,600000,NVRM charges for February 2013,HD1 6NA,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS LTD,539762,7000,WRF1 - January 2013,KT18 5BW,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ATKINS SKANSKA JV,541584,2034.3,Apps and Certs Receipt - APC41664,BS11 9FB,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,BLOM AEROFILMS LIMITED,541593,17821.18,"Task SPSF 4-4001, February 2013XXXXXX",BS27 3EB,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,525012,-0.83,Apps and Certs Receipt - APC20922,M2 5JB,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,541600,127.4,Apps and Certs Receipt - APC41305,M2 5JB,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,541600,854.5,Apps and Certs Receipt - APC41305,M2 5JB,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISEMOUCHEL LIMITED,541600,433.69,Apps and Certs Receipt - APC41305,M2 5JB,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,GENESYS TELECOMMUNICATIONS LTD,541553,8000,HAWIS NRTS Costs: February 2013,GU14 7BF,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,HALCROW GROUP LTD,541580,21377.25,Winter Resilience February 2013,NE11 0RU,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,IPL INFORMATION PROCESSING LTD,541485,33368.73,Milestone I1:  Operational Service -  February 2013,BA1 5LR,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,JMP CONSULTANTS LTD,541222,4500,Spatial Planning NW Studies February Spend,EC1N 6SN,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,MASTERNAUT LTD,541604,6652.52,Work completed in February 2013,LS25 3DF,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,MOUCHEL LIMITED,541471,174088,,OL1 9LH,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,VAISALA TMI LTD,522832,-8000,Datex II data transfer to IPL,B5 7SW,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,VAISALA TMI LTD,541554,5225,Order 11: UMSUG Charge Code Report,B5 7SW,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK DELIVERY & DEVELOPMENT,VAISALA TMI LTD,541555,19426,Datex II data transfer to IPL,B5 7SW,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,541479,4466,Feb-13,KT18 5BW,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,541484,5076,,KT18 5BW,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,541486,5600,,KT18 5BW,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,541515,8182,109 526400 Variable Crewing Project - February 2013,KT18 5BW,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,541525,6159.7,,KT18 5BW,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,541526,2765.35,,KT18 5BW,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,541530,4777.2,February 2013 - POPE of LNMS,KT18 5BW,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,541539,9270,Work done in Feb 2013 (#9270),KT18 5BW,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,ATKINS LTD,541565,4000,Work done in Feb 2013 (#4000),KT18 5BW,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,BERWIN LEIGHTON PAISNER LLP,541501,5000,,EC4R 9HA,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,BERWIN LEIGHTON PAISNER LLP,541571,20460.9,"ASC Areas 4, 7, 9 and 12 February 2013 invoice",EC4R 9HA,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,BURO HAPPOLD LTD,541495,2722.14,February Invoice for Buro Happold,BA2 3DQ,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,EVERSHEDS LLP,541527,4700,,CF10 5BT,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,EVERSHEDS LLP,541568,855.09,CC2430 Legal fees February 2013,CF10 5BT,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,EVERSHEDS LLP,541585,11900.82,Dartford Freeflow BOC Pin 526555 - BPA: 4081734 - Line 1 Feb 13 Invoice,CF10 5BT,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,541480,7909.59,XXXXXXY/FEB13 Invoice/CC5612/PIN 526017,NE11 0RU,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,541487,26650,"February work (26,650)",NE11 0RU,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,541489,4384,,NE11 0RU,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,541500,3176,February 2012 Invoice XXXXX]#,NE11 0RU,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,541514,13746.64,Work done in February 2013,NE11 0RU,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,541536,1342,Work done in Feb 2013 (#1342),NE11 0RU,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,541567,1531.6,,NE11 0RU,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,541578,100061.92,,NE11 0RU,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,541581,8865,Work carried out in February 2013,NE11 0RU,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,HALCROW GROUP LTD,541583,5193.37,Halcrow - ASC Advcie 1 - PIN 526573 - Feb Invoice,NE11 0RU,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,JACOBS UK LTD,541521,57634.65,"LSS Feb 2013 invoice #57,634.65",G2 7HX,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,541468,16618.93,Feb-13,NE1 3PL,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,541478,56222,Feb-13,NE1 3PL,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,541496,1213,February 2013 Invoice XXXXXX,NE1 3PL,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,541498,2228.85,February 2013 Invoice XXXXXX,NE1 3PL,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,541502,12530.11,February 2013 Invoice XXXXXX,NE1 3PL,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,541522,28177.09,Feb-13,NE1 3PL,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,541528,6824.3,January and February - #2024.80 + #4799.50,NE1 3PL,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,541529,22000,,NE1 3PL,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,541532,45982,Feb-13,NE1 3PL,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,541533,29280,Feb-13,NE1 3PL,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,541551,27990.55,Task 30 Feb 2013 invoice,NE1 3PL,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,OVE ARUP & PARTNERS,541558,18526,February Invoice,NE1 3PL,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,541497,10217.81,Debruary 2013 Invoice XXXXXX,RG21 4HJ,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,541531,9978,Feb-13,RG21 4HJ,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,541534,18766,Feb-13,RG21 4HJ,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,541545,25012.25,Feb-13,RG21 4HJ,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,541556,3692.42,Work for February 2013 (#3692.42),RG21 4HJ,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,541570,7571,Structures Cost Savings project - work done in February 2013,RG21 4HJ,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,541573,10827.78,XXXXXXY/CC 5612/PIN 526016/Feb13 Invoice,RG21 4HJ,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,541574,9284.28,Work carried out in February 2013,RG21 4HJ,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,541606,8332.45,Work carried out in February 2013,RG21 4HJ,
Department for Transport,Highways Agency,28/02/2013,Contractors Costs,NETWORK SERVICES DIRECTORATE,WSP UK LIMITED,541607,9846.83,Work carried out in February 2013,RG21 4HJ,
Department for Transport,Highways Agency,28/02/2013,Digital Communications,NETWORK SERVICES DIRECTORATE,VERIZON UK LIMITED,541544,3626.28,Web hosting final bill,RG2 6DA,
Department for Transport,Highways Agency,28/02/2013,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,523621,-551.95,toddington 19306 #551.95,BS24 6TA,
Department for Transport,Highways Agency,28/02/2013,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,523623,-945.75,Heston 19340 #945.75,BS24 6TA,
Department for Transport,Highways Agency,28/02/2013,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,523624,-610.9,invoice 19341 Chieveley #610.90,BS24 6TA,
Department for Transport,Highways Agency,28/02/2013,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,528023,-601.34,Invoice 20283 South Mims #601.34,BS24 6TA,
Department for Transport,Highways Agency,28/02/2013,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,530265,-969.07,Heston 20742 #969.07,BS24 6TA,
Department for Transport,Highways Agency,28/02/2013,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,530305,-1396.15,Whittlesford 20747 #1396.15,BS24 6TA,
Department for Transport,Highways Agency,28/02/2013,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,530307,-585.3,South Mimms 20746 #585.30,BS24 6TA,
Department for Transport,Highways Agency,28/02/2013,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,531201,-690.4,south mimms outstation 20946 #690.40,BS24 6TA,
Department for Transport,Highways Agency,28/02/2013,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,532781,-1080,Whittlesford 21194 #1080,BS24 6TA,
Department for Transport,Highways Agency,28/02/2013,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,536893,-514.05,Heston consumables- invoice 21918-#514.05,BS24 6TA,
Department for Transport,Highways Agency,28/02/2013,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,536902,-528.65,Toddington consumables - invoice 21915-#528.65,BS24 6TA,
Department for Transport,Highways Agency,28/02/2013,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,536905,-836.2,South Mimms consumables - invoice 21912-#836.20,BS24 6TA,
Department for Transport,Highways Agency,28/02/2013,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,538653,-509.07,Toddington - invoice no. 22060 15/01/13 #509.07,BS24 6TA,
Department for Transport,Highways Agency,28/02/2013,File storage and distribution services,TRAFFIC MANAGEMENT DIRECTORATE,PRO-TECT SAFETY SIGNS,539468,-504.3,Cheivley consumables invoice - invoice 22357-#504.30,BS24 6TA,
Department for Transport,Highways Agency,28/02/2013,Hire car fuel,FINANCE & BUSINESS SERVICES,ENTERPRISE RENT-A-CAR UK LTD,600297,173.4,HIRE CAR RENTAL NOV 2012,TW5 9NB,
Department for Transport,Highways Agency,28/02/2013,Hire car fuel,FINANCE & BUSINESS SERVICES,ENTERPRISE RENT-A-CAR UK LTD,612811,227.13,HIRE CAR RENTAL DEC 2012,TW5 9NB,
Department for Transport,Highways Agency,28/02/2013,Hire car fuel,MAJOR PROJECTS,ENTERPRISE RENT-A-CAR UK LTD,600297,602.88,HIRE CAR RENTAL NOV 2012,TW5 9NB,
Department for Transport,Highways Agency,28/02/2013,Hire car fuel,MAJOR PROJECTS,ENTERPRISE RENT-A-CAR UK LTD,612811,812.74,HIRE CAR RENTAL DEC 2012,TW5 9NB,
Department for Transport,Highways Agency,28/02/2013,Hire car fuel,NETWORK DELIVERY & DEVELOPMENT,ENTERPRISE RENT-A-CAR UK LTD,600297,1717.4,HIRE CAR RENTAL NOV 2012,TW5 9NB,
