IATI-Number,Project-Number,Project name,Project Description ,Benefiting Country,Country Code,Benefitting Region,Region Code,Input Sector,Input Sector text,Delivery Channel,Delivery channel text,Aid Type,Nature of Submission,Activity Start Date,Commitment Date,Activity End Date,Activity Status,Activity Scope,Climate Change - Adaptation,Climate Change - Mitigation,Climate Change - Biodiversity,Climate Change - Desertification,Gender Equality,Aid to Environment,Good Governance,Trade Development,RMNCH,Document 1 - Type,2015 Q 4,Full Year Actuals
GB-GOV-3-PPY-CHN-1410,PPY-CHN-1410,Utilising UK expertise to support reduction of green house gas emissions in the petrochemical sector.,"This project aims to combat climate change. By 2014, China has the capacity to reduce the carbon emissions of petrochemical corporations by promoting value chain (Scope 3) green house gas emission accounting methods.",China,CN,,,41010,Environmental policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,2,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"4,794.00","4,794.00"
GB-GOV-3-PPY-CHN-1411,PPY-CHN-1411,Promoting scientific Decision Making for Low Carbon Policies in Chongqing ,This project aims to combat climate change by promoting Scientific Decision Making for Low Carbon Policies in Chongqing. ,China,CN,,,41010,Environmental policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"13,576.00","13,576.00"
GB-GOV-3-PPY-CHN-1413,PPY-CHN-1413,Providing UK expertise on development of low carbon cities.,"This project aims to combat climate change. The Low Carbon Development Plan will be launched by Beibei New Town government in 2014, as a demonstration project that will help decrease green house gas emissions from China and decrease global climate change risks faced by UK security and economy.",China,CN,,,41010,Environmental policy and administrative management,10000,Public Sector Institutions,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,-113,-113
GB-GOV-3-PPY-CHN-1414,PPY-CHN-1414,Providing UK expertise to create a policy framework to improve China’s infrastructure sector,This project aims to enhance economic reform via adoption of a policy framework to enable the wider participation of the private sector in China’s infrastructure sector by 2014 and opening up collaboration opportunities for UK companies,China,CN,,,33120,Trade facilitation,11000,Donor Government,C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"29,304.00","29,304.00"
GB-GOV-3-PPY-CHN-1415,PPY-CHN-1415,Utilising UK expertise to improve the quality and quantity of medical services in China.,"This project aims to enhance economic reform via the use of private capital in the public hospital sector, opening up collaboration opportunities for UK companies, and thereby increasing the quantity and quality of medical services delivery in China.",China,CN,,,25010,Business support services and institutions,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"1,694.00","1,694.00"
GB-GOV-3-PPY-CHN-1416,PPY-CHN-1416,Assisting the development of risk control and regulatory reform in the Chinese banking sector.,This project aims to enhance economic reform by strengthening universal standards and the risk control on cross-sector products. ,China,CN,,,24010,Financial policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"4,074.00","4,074.00"
GB-GOV-3-PPY-CHN-1418,PPY-CHN-1418,Providing UK expertise for a Chinese Low-Carbon Transition ,"This project aims to combat climate change. The project will stimulate discussion within Chinese government on how to achieve early peaking of emissions post-2020, helping to further decrease green house gas emissions from China and decrease global climate change risks faced by UK security and economy.",China,CN,,,41010,Environmental policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,314,314
GB-GOV-3-PPY-CHN-1420,PPY-CHN-1420,Providing UK expertise to increase the capacity of China's banking sector to take environmental issues into account when  lending. ,"Chinese banks and regulator will be better able to assess and manage the environmental impacts of lending using UK models, also leading to commercial collaboration opportunities for specialised UK green financial service providers. ",China,CN,,,23030,Power generation/renewable sources,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,701,701
GB-GOV-3-PPY-CHN-1421,PPY-CHN-1421,Providing UK expertise to develop a strategy for dealing with chronic diseases in China.,This project will provide UK expertise to assist the Chinese Integrated Health Services for Dealing with Chronic Diseases develop a  strategy and Pilot study.  This could lead to potential opportunities for UK companies.,China,CN,,,23010,Energy policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"29,289.00","29,289.00"
GB-GOV-3-PPY-CHN-1423,PPY-CHN-1423,Provide UK expertise for an Impact Assessment of the Guangdong Emission Trading Scheme (ETS) ,"This project aims to raise  ambition on emissions reductions, helping to decrease global climate change risks faced by UK security and economy. ",China,CN,,,24010,Financial policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"20,688.00","20,688.00"
GB-GOV-3-PPY-CHN-1428,PPY-CHN-1428,This project aims to bolster Chinese support for reinvigorating the Doha trade round.,"This project aims to support economic reform. By summer 2015, China will have made constructive proposals in the World Trade Organization (WTO) to promote the conclusion of the Doha Round and to reinvigorate the WTO negotiation function.",China,CN,,,24010,Financial policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"8,968.00","8,968.00"
GB-GOV-3-PPY-CHN-1429,PPY-CHN-1429,Improving health and development  through the adoption of  international standards in pharmaceuticals and cosmetics.,"This project aims to improve public health and economic development. The aim is to secure acceptance by regulators in the China Food and Drug Administration (CFDA) that China should develop its pharmaceuticals and cosmetics safety testing standards, and associated animal testing, in line with international best practice, using a science-led and evidence-based approach supported by Chinese scientific leaders, which will in the long term boost trade, improve health and reduce the use of animals in research, with the UK positioned as partner of choice.",China,CN,,,24010,Financial policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"69,128.00","69,128.00"
GB-GOV-3-PPY-CHN-1430,PPY-CHN-1430,Supporting a better business environment for Industrial innovation in Guangdong ,"This project aims to support economic reform in Guangdong. By May 2015, recommendations on industry risk control and management toward regulated sectors from this project should have been recognised by Guangdong Development and Reform Commission (DRC), and actions have been taken to improve services and guidance to inward investors.",China,CN,,,12110,Health policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,0,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"11,106.00","11,106.00"
GB-GOV-3-PPY-CHN-1431,PPY-CHN-1431,Decreasing  green house gas emissions in  Guangdong,"This project will carry out a feasibility study and modelling to develop technical capacity and political will for linking carbon markets internationally, helping to decrease green house gas emissions and decrease global climate change risks faced by UK security and economy.",China,CN,,,25010,Business support services and institutions,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"17,750.00","17,750.00"
GB-GOV-3-PPY-CHN-1432,PPY-CHN-1432,Combating climate change through  Carbon Emissions Trading Scheme (ETS).,"This project aims to combat climate change. By March 2015, Hubei should have an improved plan for allowance allocation programme and increased capacity of industry to develop an ETS strategy and MRV system, helping to decrease green house gas emissions from China and decrease global climate change risks faced by UK security and economy.",China,CN,,,25010,Business support services and institutions,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,2,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"14,406.00","14,406.00"
GB-GOV-3-PPY-CHN-1434,PPY-CHN-1434,Improving China’s abandoned mine methane recovery and utilisation.,"This project aims to support clean energy. By June 2015, National Energy Administration (NEA) should draft the policies on closing abandoned gassy coal mines and the incentive policies to promote the recovery and utilization of abandoned mine methane (AMM) during 13th Five-Year Plan in China, and deepen the international cooperation between China and UK.",China,CN,,,23010,Energy policy and administrative management,51000,"University, college or other teaching institution, research institute or thinkâ€‘tank",C01,3,01/04/2014,01/04/2014,31/03/2015,3,4,0,1,0,0,0,0,0,0,0,https://www.gov.uk/government/collections/official-development-assistance-oda--2#programme-strategies,"2,267.00","2,267.00"
