Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,PSPES Level 2,Narrative,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,TEWKESBURY BC,,,,5000232589,,New Homes Bonus Scheme,GL20 5TT,"102,678.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,THANET DC,,,,5000232592,,New Homes Bonus Scheme,CT8 1XZ,"120,670.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,THREE RIVERS DC,,,,5000232935,,New Homes Bonus Scheme,WD3 1RL,"60,148.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,THURROCK  BOROUGH COUNCIL,,,,5000232936,,New Homes Bonus Scheme,RM17 6LT,"88,977.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,TONBRIDGE & MALLING BC,,,,5000232595,,New Homes Bonus Scheme,ME19 6LZ,"136,363.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,TORBAY BC,,,,5000232937,,New Homes Bonus Scheme,TQ1 3DR,"135,282.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,TORRIDGE DC,,,,5000232598,,New Homes Bonus Scheme,EX39 2HT,"87,353.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,TOWER HAMLETS LB (HSG),,,,5000232599,,New Homes Bonus Scheme,E14 2BG,"1,339,344.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,TRAFFORD MBC,,,,5000232938,,New Homes Bonus Scheme,M32 0YY,"112,200.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,TUNBRIDGE WELLS BC,,,,5000232602,,New Homes Bonus Scheme,TN1 1RS,"82,310.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,UTTLESFORD DC,,,,5000232605,,New Homes Bonus Scheme,CB11 4ER,"170,216.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,VALE OF WHITE HORSE DC,,,,5000232608,,New Homes Bonus Scheme,OX14 3JH,"114,505.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WALSALL MBC,,,,5000232940,,New Homes Bonus Scheme,WS1 1TW,"215,321.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WALTHAM FOREST LB,,,,5000232941,,New Homes Bonus Scheme,E17 4JA,"208,214.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WANDSWORTH LB,,,,5000232942,,New Homes Bonus Scheme,SW18 2PU,"433,668.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WARRINGTON BC,,,,5000232943,,New Homes Bonus Scheme,WA1 1BN,"215,145.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WARWICK,,,,5000232944,,New Homes Bonus Scheme,CV32 4NW,"84,118.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WARWICKSHIRE COUNTY CNCL,,,,5000232945,,New Homes Bonus Scheme,CV34 4RH,"96,943.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WATFORD COUNCIL,,,,5000232946,,New Homes Bonus Scheme,WD17 3EX,"170,691.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WAVENEY DISTRICT COUNCIL,,Large,,5000232609,,New Homes Bonus Scheme,NR32 1HS,"64,112.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WAVERLEY BC V177,,,,5000232612,,New Homes Bonus Scheme,GU7 1HR,"83,755.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WEALDEN DC,,,,5000232615,,New Homes Bonus Scheme,BN22 9LN,"207,521.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WELLINGBOROUGH BOROUGH COUNCIL,,Large,,5000232947,,New Homes Bonus Scheme,NN8 1BN,"51,234.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WELWYN HATFIELD COUNCIL,,,,5000232617,,New Homes Bonus Scheme,AL8 6AE,"88,932.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WEST BERKSHIRE COUNCIL,,,,5000232948,,New Homes Bonus Scheme,RG14 2AF,"124,822.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WEST DEVON BC,,,,5000232619,,New Homes Bonus Scheme,PL19 0BZ,"85,490.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WEST DORSET DC,,,,5000232622,,New Homes Bonus Scheme,DT1 1UZ,"79,741.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WEST LANCASHIRE BC,,,,5000232949,,New Homes Bonus Scheme,L39 2DF,"51,015.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WEST LINDSEY DC,,,,5000232624,,New Homes Bonus Scheme,DN21 2NA,"90,245.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WEST OXFORDSHIRE DC,,,,5000232626,,New Homes Bonus Scheme,OX28 1NB,"92,275.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WEST SOMERSET DC,,,,5000232629,,New Homes Bonus Scheme,TA4 4QA,"31,999.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WEST SUSSEX CC,,,,5000232950,,New Homes Bonus Scheme,DL98 1AD,"176,267.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WESTMINSTER CITY CNCL,,,,5000232951,,New Homes Bonus Scheme,SW1E 6QP,"529,243.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WEYMOUTH & PORTLAND BC,,,,5000232952,,New Homes Bonus Scheme,DT4 8TA,"40,759.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WIGAN MBC,,,,5000232953,,New Homes Bonus Scheme,WN1 1YD,"169,799.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WILTSHIRE COUNCIL,,,,5000232963,,New Homes Bonus Scheme,BA14 4DS,"632,788.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WINCHESTER CITY CNCL,,,,5000232632,,New Homes Bonus Scheme,SO23 9LJ,"133,224.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WINDSOR & MAIDENHEAD (HSG),,,,5000232634,,New Homes Bonus Scheme,SL6 1RF,"124,493.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WIRRAL MBC,,,,5000232954,,New Homes Bonus Scheme,CH41 6BU,"126,367.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WOKING BC,,,,5000232955,,New Homes Bonus Scheme,GU21 1YL,"72,367.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WOKINGHAM DC,,,,5000232956,,New Homes Bonus Scheme,RG11 1WJ,"145,826.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WOLVERHAMPTON MBC,,,,5000232957,,New Homes Bonus Scheme,WV1 1RL,"131,896.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WORCESTER CITY CNCL,,,,5000232958,,New Homes Bonus Scheme,WR1 2EZ,"87,152.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WORCESTERSHIRE COUNTY COUNCIL,,,,5000232959,,New Homes Bonus Scheme,WR5 2NP,"108,717.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WORTHING BC,,,,5000232960,,New Homes Bonus Scheme,BN11 1HB,"55,450.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WYCHAVON DISTRICT COUNCIL,,,,5000232636,,New Homes Bonus Scheme,WR10 1PT,"105,071.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WYCOMBE DC,,Medium,,5000232639,,New Homes Bonus Scheme,HP11 1BB,"185,235.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WYRE BC,,,,5000232642,,New Homes Bonus Scheme,FY6 7PU,"63,352.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,WYRE FOREST DISTRICT COUNCIL,,,,5000232961,,New Homes Bonus Scheme,DY10 1DA,"62,789.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current (non AEF) Grants to Local Authorities,Neighbourhoods,YORK CITY CNCL,,,,5000232962,,New Homes Bonus Scheme,YO1 0EG,"202,786.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,AEROMET INTERNATIONAL PLC,,,,2100233486,,Regional Growth Fund Payment Q2 2013/14,WR3 8UA,"61,897.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,AIRBUS OPERATIONS LTD,,,,2100233476,,Regional Growth Fund Payment Q2 2013/14,CH4 0DR,"313,407.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,ALAMO MANUFACTURING SEVICES (UK) LT,,,,2100233487,,Regional Growth Fund Payment Q2 2013/14,WR11 8SW,"537,617.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,BLACKBURN WITH DARWEN BC,,Large,,2100233529,,Regional Growth Fund Qtr 2 grant payment,BB1 7DY,"91,578.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,BLS ELECTRONICS LTD,,Small,,2100233434,,Regional Growth Fund Payment Q2 2013/14,DH9 7YB,147.00,Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,BRISTOL CITY COLLEGE,,Large,,2100233478,,Regional Growth Fund Payment Q2 2013/14,BS2 2BB,"37,736.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,CREATIVE ENGLAND,,Small,,2100233517,,Regional Growth Fund Qtr 2 grant payment,BS1 5BT,"746,728.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,CROWN SPECIALITY PACKAGING UK LTD,,,,2100233518,,Regional Growth Fund Qtr 2 grant payment,OX12 9BP,"20,657.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,DAVID BROWN GEAR SYSTEMS LTD,,Medium,,2100233491,,Regional Growth Fund Qtr 2 grant payment,HD4 5DD,"28,328.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,DEAFINITIONS LTD,Yes,,,2100233492,,Regional Growth Fund Qtr 2 grant payment,BD5 8PN,"67,046.30",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,DOUBLE R CONTROLS LTD,,Small,,2100233519,,Regional Growth Fund Qtr 2 grant payment,OL10 2TU,"28,308.21",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,DRUCK LTD,,,,2100233508,,Regional Growth Fund Payment Q2 2013/14,LE6 0FH,"20,607.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,DTR VMS LIMITED,,,,2100233479,,Regional Growth Fund Payment Q2 2013/14,SN14 6NF,"640,834.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,E2V TECHNOLOGIES (UK) LTD,,Large,,2100233483,,Regional Growth Fund Payment Q2 2013/14,CM1 2QU,"444,650.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,EADS UK LTD,,,,2100233480,,Regional Growth Fund Payment Q2 2013/14,BS99 7AR,"450,780.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,FREDERICKS FOUNDATION,,Small,,2100233431,,Regional Growth Fund Payment Q2 2013/14,GU18 5SA,"300,000.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,GWE BUSINESS WEST LTD,,Medium,,2100233432,,Regional Growth Fund Payment Q2 2013/14,SN1 5BP,"1,063,820.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,HEIGHTS (UK) LIMITED,,,,2100233523,,Regional Growth Fund Qtr 2 grant payment,HX2 7TJ,"13,217.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,LUCITE INTERNATIONAL UK LTD,,,,2100233525,,Regional Growth Fund Qtr 2 grant payment,BB3 1QB,"18,613.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,MULBERRY COMPANY (DESIGN) LTD,,Large,,2100233481,,Regional Growth Fund Payment Q2 2013/14,BA3 4EH,"1,208,462.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,NAREC,,Large,,2100233437,,Regional Growth Fund Payment Q2 2013/14,NE24 3AG,"671,377.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,NEPIC LIMITED,,,,2100233438,,Regional Growth Fund Payment Q2 2013/14,SR5 3HD,"187,700.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,NORTH WEST AEROSPACE ALLIANCE,,Small,,2100233526,,Regional Growth Fund Qtr 2 grant payment,BB9 9BT,"274,423.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,NORTHERN PINETREE TRUST,,,,2100233441,,Regional Growth Fund Payment Q2 2013/14,DH3 2TD,"136,115.40",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,PORTSMOUTH CITY COUNCIL,,Public Bodies,,2100233484,,Regional Growth Fund Payment Q2 2013/14,PO1 2BG,"200,000.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,PROCTER & GAMBLE TECHNICAL CENTRES,,,,2100233442,,Regional Growth Fund Payment Q2 2013/14,NE12 9TS,"673,508.74",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,REDX PHARMA LTD,,,,2100233528,,Regional Growth Fund Qtr 2 grant payment,M2 3AW,"866,979.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,SEVERN UNIVAL LTD,,Medium,,2100233533,,Regional Growth Fund Qtr 2 grant payment,HD1 3DY,"115,167.61",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,TARMAC LTD,,Large,,2100233505,,Regional Growth Fund Payment Q2 2013/14,WV4 6JP,"28,000.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,VTL PRECISION (HUDDERSFIELD) LTD,,Medium,,2100233534,,Regional Growth Fund Qtr 2 grant payment,HD1 3LG,"53,849.00",Yes
Communities & Local Government,DCLG,15/08/2013,Current Grants to Non Profit Bodies,Neighbourhoods,ZYTEC AUTOMOTIVE LTD,,Medium,,2100233507,,Regional Growth Fund Payment Q2 2013/14,WS13 8RY,"36,783.00",Yes
Communities & Local Government,DCLG,15/08/2013,Gas,Finance & Corporate Services,CORONA ENERGY LTD,,Medium,,5106196249,Energy,Paradise Circus Gas 2013-14,WD17 1JW,569.14,
Communities & Local Government,DCLG,15/08/2013,Gas,Finance & Corporate Services,CORONA ENERGY LTD,,Medium,,5106196269,Energy,Bridge House Gas 2013-14,WD17 1JW,815.54,
Communities & Local Government,DCLG,15/08/2013,Gas,Finance & Corporate Services,CORONA ENERGY LTD,,Medium,,5106196270,Energy,St Phillips Place Gas 2013-14,WD17 1JW,723.52,
Communities & Local Government,DCLG,15/08/2013,"IT - PC, Network & Hardware",Neighbourhoods,REED SPECIALIST RECRUITMENT LTD,,Large,,5106196285,Contingent Labour,Help to Buy Temp,NN1 1UE,773.57,
Communities & Local Government,DCLG,15/08/2013,IT - Service Contracts,Localism,AIRWAVE SOLUTIONS LTD,,Large,,5106196259,Managed / Outsourced Services,Phase A England 2013/14,SL1 2EJ,"177,577.26",
Communities & Local Government,DCLG,15/08/2013,IT - Service Contracts,Neighbourhoods,AMOR BUSINESS TECHNOLOGY SOLUTIONS,,Large,,5106196196,Managed / Outsourced Services,Database ERDF(development service)VA,PA4 9LH,"7,894.80",
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BARKING & DAGENHAM LB (HSG),,,,5000233340,,Local Services Support Grant,RM10 7BY,"15,572.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BARNET LBC,,,,5000233364,,Local Services Support Grant,NW4 4BG,"23,227.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BARNSLEY MBC,,,,5000233365,,Local Services Support Grant,S70 2AQ,"129,842.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BATH & NE SOMERSET DC (HSG),,,,5000233341,,Local Services Support Grant,BA1 5AW,"67,761.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BEDFORD UNITARY AUTHORITY,,,,5000233488,,Local Services Support Grant,MK40 1SJ,"57,384.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BEXLEY LB (HSG),,,,5000233342,,Local Services Support Grant,DA8 1TL,"16,235.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BIRMINGHAM CITY CNCL,,,,5000233366,,Local Services Support Grant,B2 2AJ,"95,231.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BLACKBURN WITH DARWEN BC,,,,5000233367,,Local Services Support Grant,BB1 7DY,"56,709.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BLACKPOOL BC,,,,5000233368,,Local Services Support Grant,FY1 1NA,"32,446.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BOLTON MBC,,,,5000233369,,Local Services Support Grant,BL1 1RU,"54,557.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BOURNEMOUTH DC,,,,5000233370,,Local Services Support Grant,BH2 6EB,"49,582.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BRACKNELL FOREST DC,,,,5000233371,,Local Services Support Grant,RG12 1AQ,"21,415.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BRADFORD MBC,,,,5000233372,,Local Services Support Grant,BD1 1HX,"120,173.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BRENT LB (HSG),,,,5000233343,,Local Services Support Grant,HA9 9HD,"12,929.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BRIGHTON & HOVE CITY COUNCIL,,,,5000233373,,Local Services Support Grant,BN3 2SR,"87,793.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BRISTOL CITY CNCL (HSG),,,,5000233344,,Local Services Support Grant,BS99 7BL,"58,892.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BROMLEY LB,,,,5000233374,,Local Services Support Grant,BR1 3UH,"31,842.00",Yes
Communities & Local Government,DCLG,15/08/2013,Local Services Support Grant,Localism,BUCKINGHAMSHIRE CC,,,,5000233375,,Local Services Support Grant,HP20 1UD,"226,285.00",Yes
