Newcastle City Council Invoices over £500 paid in November 2011,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",08 November 2011,MYMIL LTD,5296905,Revenue,1MG10,Ind Nursing Care Elderly     M,-459.00,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,08 November 2011,MYMIL LTD,5296905,Revenue,1MG10,Ind Nursing Care Elderly     M,"1,672.00",
Adult and Culture,Adult Serv Capability's    ,Supplies & Services,07 November 2011,N POWER NORTHERN LTD,5294469,Revenue,1MW03,Capabilities                 M,988.80,
Adult and Culture,Adult Serv Finance         ,Premises,10 November 2011,N POWER NORTHERN LTD,5300000,Revenue,1MG63,Minories Day Centre          M,"1,396.54",
Adult and Culture,Adult Serv Welf         ,Premises,09 November 2011,N POWER NORTHERN LTD,5298863,Revenue,1MX01,Welford Centre               M,"1,114.47",
Chief Executive's,SSD Mansion House          ,Supplies & Services,09 November 2011,N POWER NORTHERN LTD,5299204,Revenue,1FN02,Mansion House                F,"1,687.82",
Children's Services,C/Services Support         ,Premises,09 November 2011,N POWER NORTHERN LTD,5299203,Revenue,1MR14,Cruddas Park Social Work OffiE,615.09,
Children's Services,C/Services Support         ,Premises,07 November 2011,N POWER NORTHERN LTD,5294455,Revenue,1MC06,Iona Place Childrens Unit    E,559.86,
Children's Services,C/Services Support         ,Premises,07 November 2011,N POWER NORTHERN LTD,5294453,Revenue,1MR11,Walker Social Work Office    E,539.72,
Children's Services,C/Services Support         ,Premises,07 November 2011,N POWER NORTHERN LTD,5294454,Revenue,1MR17,Sheriff Leas LAC Office      E,768.30,
Children's Services,Play Service            ,Premises,14 November 2011,N POWER NORTHERN LTD,5303187,Revenue,1EY10,Youth Management             E,558.74,
Environment & Regeneration,Cityworks Highways         ,Supplies & Services,07 November 2011,N POWER NORTHERN LTD,5294444,Revenue,1KELA,Traffic Sig General Oh       K,"3,407.58",
Environment & Regeneration,Cityworks Highways         ,Supplies & Services,07 November 2011,N POWER NORTHERN LTD,5294446,Revenue,1KELA,Traffic Sig General Oh       K,"4,901.95",
Environment & Regeneration,Cityworks Highways         ,Supplies & Services,07 November 2011,N POWER NORTHERN LTD,5294447,Revenue,1KELA,Traffic Sig General Oh       K,"4,343.53",
Environment & Regeneration,E&R Parking Services       ,Premises,07 November 2011,N POWER NORTHERN LTD,5294459,Revenue,1V108,Manors Multi Storey          K,"1,311.95",
Environment & Regeneration,E&R Parking Services       ,Premises,07 November 2011,N POWER NORTHERN LTD,5294460,Revenue,1V109,Eldon Square Multi Storey    K,"1,145.58",
Environment & Regeneration,E&R Parking Services       ,Premises,07 November 2011,N POWER NORTHERN LTD,5294463,Revenue,1V109,Eldon Square Multi Storey    K,"1,183.89",
Environment & Regeneration,E&R Parking Services       ,Premises,07 November 2011,N POWER NORTHERN LTD,5294464,Revenue,1V109,Eldon Square Multi Storey    K,"1,183.81",
Environment & Regeneration,E&R Parking Services       ,Premises,07 November 2011,N POWER NORTHERN LTD,5294465,Revenue,1V109,Eldon Square Multi Storey    K,"1,145.66",
Environment & Regeneration,E&R Parking Services       ,Premises,07 November 2011,N POWER NORTHERN LTD,5294466,Revenue,1V109,Eldon Square Multi Storey    K,"1,183.81",
Environment & Regeneration,E&R Parking Services       ,Premises,07 November 2011,N POWER NORTHERN LTD,5294467,Revenue,1V109,Eldon Square Multi Storey    K,"1,145.66",
Environment & Regeneration,E&R Parking Services       ,Premises,07 November 2011,N POWER NORTHERN LTD,5294462,Revenue,1V112,Fenkle Street Multi Storey   K,671.94,
Environment & Regeneration,E&R Parking Services       ,Premises,07 November 2011,N POWER NORTHERN LTD,5294458,Revenue,1V114,Eldon Gardens Multi Storey   K,"2,090.00",
Environment & Regeneration,E&R Parking Services       ,Premises,07 November 2011,N POWER NORTHERN LTD,5294461,Revenue,1V115,Dean Street Multi Storey.    K,"1,409.87",
Environment & Regeneration,E&R Parking Services       ,Premises,07 November 2011,N POWER NORTHERN LTD,5294457,Revenue,1V132,Quayside MSCP Running Costs  K,"2,182.42",
Environment & Regeneration,E&R Parking Services       ,Premises,07 November 2011,N POWER NORTHERN LTD,5294468,Revenue,1V204,Car Parking Infrastructure   K,720.39,
Environment & Regeneration,E&R Parking Services       ,Premises,08 November 2011,N POWER NORTHERN LTD,5297277,Revenue,1V204,Car Parking Infrastructure   K,996.79,
Environment & Regeneration,Environment & Regeneration    ,Premises,14 November 2011,N POWER NORTHERN LTD,5303178,Revenue,1DE46,i2- Byker NEC                K,758.39,
Environment & Regeneration,Environment & Regeneration    ,Premises,14 November 2011,N POWER NORTHERN LTD,5303181,Revenue,1DE48,i8 - Lynwood NEC             K,762.67,
Environment & Regeneration,Environment & Regeneration    ,Premises,14 November 2011,N POWER NORTHERN LTD,5303182,Revenue,1DE48,i8 - Lynwood NEC             K,635.03,
Environment & Regeneration,Environment & Regeneration    ,Premises,14 November 2011,N POWER NORTHERN LTD,5302848,Revenue,1HR01,HRA Comm Areas-Citywide      H,"4,560.74",
Environment & Regeneration,Environment & Regeneration    ,Premises,14 November 2011,N POWER NORTHERN LTD,5302849,Revenue,1HR01,HRA Comm Areas-Citywide      H,"6,913.65",
Environment & Regeneration,Environment & Regeneration    ,Premises,14 November 2011,N POWER NORTHERN LTD,5303119,Revenue,1HR01,HRA Comm Areas-Citywide      H,"1,108.19",
Environment & Regeneration,Environment & Regeneration    ,Premises,14 November 2011,N POWER NORTHERN LTD,5303117,Revenue,1KL40,Heaton Complex               K,523.67,
Environment & Regeneration,Environment & Regeneration    ,Premises,14 November 2011,N POWER NORTHERN LTD,5303120,Revenue,1V204,Car Parking Infrastructure   K,"1,012.96",
Environment & Regeneration,NS: Repairs & Maintenance  ,Supplies & Services,07 November 2011,N POWER NORTHERN LTD,5294419,Revenue,1KR1C,Response Central             K,881.64,
Environment & Regeneration,Highways                               ,Supplies & Services,02 November 2011,NAL LTD,5289919,Revenue,3KIMF,Highways Stock Account       K,"1,589.80",
Environment & Regeneration,Highways                               ,Supplies & Services,09 November 2011,NAL LTD,5298860,Revenue,3KIMF,Highways Stock Account       K,"5,655.00",
Environment & Regeneration,Highways                               ,Supplies & Services,28 November 2011,NAL LTD,5319605,Revenue,3KIMF,Highways Stock Account       K,"7,877.45",
Environment & Regeneration,Highways                               ,Supplies & Services,28 November 2011,NAL LTD,5319606,Revenue,3KIMF,Highways Stock Account       K,"1,080.00",
Environment & Regeneration,Highways                               ,Supplies & Services,25 November 2011,NAL LTD,5317384,Revenue,3KIMF,Highways Stock Account       K,"2,362.50",
Children's Services,EDUCATION                              ,Third Party Payments,30 November 2011,NATIONAL FOSTERING AGENCY,5323269,Revenue,1MC22,IND Sector Foster Carer CostsE,"3,100.00",
Children's Services,EDUCATION                              ,Third Party Payments,30 November 2011,NATIONAL FOSTERING AGENCY,5323270,Revenue,1MC22,IND Sector Foster Carer CostsE,"3,232.99",
Environment & Regeneration,NS: District Heating       ,Premises,10 November 2011,NATIONAL HEIGHT SPECIALISTS,5300889,Revenue,1KR8L,CW District Heating          K,775.00,
Children's Services,C/Services Support         ,Supplies & Services,09 November 2011,NATIONAL YOUTH ADVOCACY SERVICE,5298851,Revenue,1MB26,Children Complaints ProcedureE,598.88,
Children's Services,C/Services Support         ,Supplies & Services,07 November 2011,NATIONAL YOUTH ADVOCACY SERVICE,5293870,Revenue,1MB26,Children Complaints ProcedureE,"1,739.34",
Children's Services,C/Services Support         ,Supplies & Services,30 November 2011,NATIONAL YOUTH ADVOCACY SERVICE,5322347,Revenue,1MB26,Children Complaints ProcedureE,616.19,
Children's Services,C/Services Support         ,Supplies & Services,29 November 2011,NATIONAL YOUTH ADVOCACY SERVICE,5321377,Revenue,1MB26,Children Complaints ProcedureE,"1,562.86",
Children's Services,C/Services Support         ,Supplies & Services,29 November 2011,NATIONAL YOUTH ADVOCACY SERVICE,5321425,Revenue,1MB26,Children Complaints ProcedureE,839.25,
Children's Services,C/Services Support         ,Supplies & Services,04 November 2011,NATIONAL YOUTH ADVOCACY SERVICE,5292814,Revenue,1MB26,Children Complaints ProcedureE,522.57,
Children's Services,Social Services - Social Care Payments ,Third Party Payments,14 November 2011,NATIONAL YOUTH ADVOCACY SERVICE,5302727,Revenue,1MB04,Childrens Standards Unit     E,"4,949.10",
Adult and Culture,Library Admin              ,Employees,15 November 2011,NAVIGATOR SIGNING SOLUTIONS LTD,5281738,Revenue,1EJ03,Training                     M,540.00,
Chief Executive's,SSD Communications 1    ,Internal Recharges,28 November 2011,NCJ MEDIA LTD,5274356,Revenue,1FT04,Communications And Marketing F,-217.07,
Chief Executive's,SSD Communications 1    ,Internal Recharges,28 November 2011,NCJ MEDIA LTD,5274368,Revenue,1FT04,Communications And Marketing F,-280.90,
Chief Executive's,SSD Communications 1    ,Internal Recharges,28 November 2011,NCJ MEDIA LTD,5316129,Revenue,1FT04,Communications And Marketing F,-136.80,
Chief Executive's,SSD Communications 1    ,Internal Recharges,24 November 2011,NCJ MEDIA LTD,5316130,Revenue,1FT04,Communications And Marketing F,-160.52,
Chief Executive's,SSD Communications 1    ,Supplies & Services,28 November 2011,NCJ MEDIA LTD,5274356,Revenue,1MF11,Adoption Unit                E,912.56,
Chief Executive's,SSD Communications 1    ,Supplies & Services,28 November 2011,NCJ MEDIA LTD,5274368,Revenue,1V030,Development Management       K,444.75,
Chief Executive's,SSD Communications 1    ,Supplies & Services,28 November 2011,NCJ MEDIA LTD,5316129,Revenue,1MF11,Adoption Unit                E,911.98,
Chief Executive's,SSD Communications 1    ,Supplies & Services,28 November 2011,NCJ MEDIA LTD,5274359,Revenue,1FT70,YHN Recoverable Comm&MarketinF,"1,268.84",
Chief Executive's,SSD Communications 1    ,Supplies & Services,28 November 2011,NCJ MEDIA LTD,5296046,Revenue,1FT70,YHN Recoverable Comm&MarketinF,"1,268.84",
Chief Executive's,SSD Communications 1    ,Supplies & Services,28 November 2011,NCJ MEDIA LTD,5296047,Revenue,1FT70,YHN Recoverable Comm&MarketinF,"1,268.84",
Chief Executive's,SSD Communications 1    ,Supplies & Services,28 November 2011,NCJ MEDIA LTD,5316128,Revenue,1FT70,YHN Recoverable Comm&MarketinF,"1,268.84",
Chief Executive's,SSD Communications 1    ,Supplies & Services,28 November 2011,NCJ MEDIA LTD,5296050,Revenue,1KF16,Banqueting Suite Christmas   K,714.28,
Chief Executive's,SSD Communications 1    ,Supplies & Services,28 November 2011,NCJ MEDIA LTD,5296052,Revenue,1KF16,Banqueting Suite Christmas   K,"1,000.00",
Chief Executive's,SSD Communications 1    ,Supplies & Services,28 November 2011,NCJ MEDIA LTD,5296053,Revenue,1KF16,Banqueting Suite Christmas   K,"1,000.00",
Chief Executive's,SSD Communications 1    ,Supplies & Services,28 November 2011,NCJ MEDIA LTD,5303169,Revenue,1KF16,Banqueting Suite Christmas   K,"1,428.56",
Chief Executive's,SSD Communications 1    ,Supplies & Services,24 November 2011,NCJ MEDIA LTD,5316130,Revenue,1V030,Development Management       K,668.80,
Chief Executive's,SSD Communications 1    ,Supplies & Services,08 November 2011,NCJ MEDIA LTD,5296048,Revenue,1KF16,Banqueting Suite Christmas   K,"2,142.84",
Chief Executive's,SSD Communications 1    ,Supplies & Services,08 November 2011,NCJ MEDIA LTD,5296049,Revenue,1KF16,Banqueting Suite Christmas   K,714.28,
Chief Executive's,SSD Communications 1    ,Support Services,28 November 2011,NCJ MEDIA LTD,5274356,Revenue,1MF11,Adoption Unit                E,217.07,
Chief Executive's,SSD Communications 1    ,Support Services,28 November 2011,NCJ MEDIA LTD,5274368,Revenue,1V030,Development Management       K,280.90,
Chief Executive's,SSD Communications 1    ,Support Services,28 November 2011,NCJ MEDIA LTD,5316129,Revenue,1MF11,Adoption Unit                E,136.80,
Chief Executive's,SSD Communications 1    ,Support Services,24 November 2011,NCJ MEDIA LTD,5316130,Revenue,1V030,Development Management       K,160.52,
Children's Services,Educ Cowgate S/Start       ,Third Party Payments,24 November 2011,NCLE ACTION FOR PARENT & TODDLER GROUPS,5316289,Revenue,1EEK1,Fenham Childrens Centre      E,700.00,
Children's Services,Educ Fossway S/Start       ,Supplies & Services,11 November 2011,NCLE ACTION FOR PARENT & TODDLER GROUPS,5302128,Revenue,1EEE1,East CC Central Costs        E,"1,350.00",
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,24 November 2011,NCLE ACTION FOR PARENT & TODDLER GROUPS,5315081,Revenue,1EEJ7,Newburn Childrens Centre     E,500.00,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,24 November 2011,NCLE ACTION FOR PARENT & TODDLER GROUPS,5315081,Revenue,1EEK6,Denton Childrens Centre      E,500.00,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,24 November 2011,NCLE ACTION FOR PARENT & TODDLER GROUPS,5315081,Revenue,1EEH1,NBH CC Central Costs         E,500.00,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,24 November 2011,NCLE ACTION FOR PARENT & TODDLER GROUPS,5315081,Revenue,1EEK5,Westerhope Childrens Centre  E,500.00,
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,24 November 2011,NCLE ACTION FOR PARENT & TODDLER GROUPS,5315081,Revenue,1EEL1,Lemington Childrens Centre   E,500.00,
Children's Services,Educ Perf Mon              ,Supplies & Services,22 November 2011,NCLE ACTION FOR PARENT & TODDLER GROUPS,5302643,Revenue,1MD61,FAM SUPPORT GRANTS TO VOL ORGE,"16,003.00",
Children's Services,Int Childhood Services     ,Third Party Payments,11 November 2011,NCLE ACTION FOR PARENT & TODDLER GROUPS,5302129,Revenue,1EEE1,East CC Central Costs        E,"2,700.00",
Children's Services,Int Childhood Services     ,Third Party Payments,11 November 2011,NCLE ACTION FOR PARENT & TODDLER GROUPS,5302130,Revenue,1EEK3,Ouseburn Childrens Centre    E,"1,350.00",
Children's Services,Int Childhood Services     ,Third Party Payments,11 November 2011,NCLE ACTION FOR PARENT & TODDLER GROUPS,5302130,Revenue,1EEK2,South Heaton Childrens CentreE,"1,350.00",
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,09 November 2011,NCMA,5299505,Revenue,1EEJ7,Newburn Childrens Centre     E,"1,060.95",
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,09 November 2011,NCMA,5299505,Revenue,1EEK6,Denton Childrens Centre      E,"1,060.95",
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,09 November 2011,NCMA,5299505,Revenue,1EEH1,NBH CC Central Costs         E,"1,060.95",
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,09 November 2011,NCMA,5299505,Revenue,1EEK5,Westerhope Childrens Centre  E,"1,060.95",
Children's Services,Educ Newbiggin S/Start     ,Third Party Payments,09 November 2011,NCMA,5299505,Revenue,1EEL1,Lemington Childrens Centre   E,"1,060.95",
Chief Executive's,Chief Exec's Office Soc Policy   ,Supplies & Services,18 November 2011,NCVS,5305937,Revenue,1FC30,Links                        F,"12,416.00",
HRA,HRA IT/Ngate               ,Supplies & Services,03 November 2011,NDL-METASCYBE LTD,5287979,Revenue,1HC03,HRA IT Projects              H,"20,500.00",
Children's Services,Int Childhood Services     ,Supplies & Services,07 November 2011,NEC SERVICES FOR SCHOOL,5293838,Revenue,1EET6,Accredited Training Fund     E,"1,705.25",
Children's Services,Int Childhood Services     ,Supplies & Services,07 November 2011,NEC SERVICES FOR SCHOOL,5293854,Revenue,1EET6,Accredited Training Fund     E,"1,705.25",
Environment & Regeneration,E&R - Technical Consultancy    ,Supplies & Services,09 November 2011,NEDL,5299166,Revenue,1V0YN,Strawberry Place-Leazes Pk RdK,776.00,
HRA,HRA Invest/Del             ,Supplies & Services,24 November 2011,NEDL,5315109,Revenue,1HRA3,Misc Feasibility Study/SurveyH,"11,824.00",
HRA,HRA Invest/Del             ,Supplies & Services,24 November 2011,NEDL,5315110,Revenue,1HRA3,Misc Feasibility Study/SurveyH,"11,824.00",
