Dep,Entity,Date, Expense Type, Expense Area,Supplier  ,Transaction Number, Amount, Invoice Description
DFID,DFID,23/01/2013,Contract & Agency Staff ,Human Resources Security & Facilities Division ,Anderson Knight Ltd ,100270-104 ,£578.31,
DFID,DFID,23/01/2013,Telephone Usage & services ,Policy Division ,VODAFONE CORPORATE ,100276-101 ,£565.93,
DFID,DFID,23/01/2013,Further Education costs ,East and Central Africa ,United States International University - Kenya (USIU) ,101616-101 ,£560.57,
DFID,DFID,23/01/2013,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Summit Hotel Pvt Ltd ,101621-101 ,£553.66,
DFID,DFID,23/01/2013,Technical and Advisory Services ,Communications Division ,TRIPLE LINE CONSULTING LTD ,100229-101 ,£550.00,
DFID,DFID,23/01/2013,Other rentals ,West and Southern Africa ,Condominios JAT ,100148-101 ,£537.35,
DFID,DFID,23/01/2013,Storage & Distribution costs ,Communications Division ,EC GROUP ,201662-104 ,£529.96,
DFID,DFID,23/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Senator International  ,203716-101 ,£529.54,
DFID,DFID,23/01/2013,Office Equipment - Purchases ,West and Southern Africa ,Recipient name withheld ,101622-101 ,£515.18,
DFID,DFID,23/01/2013,Air fares ,Human Resources Security & Facilities Division ,Sebastian Meaney ,100269-128 ,"£1,504.98",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Inshan Ali Nawaz ,113331-103 ,"£3,838.11",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Mr Sajid Qaisrani ,202233-102 ,"£2,465.37",
DFID,DFID,24/01/2013,Technical and Advisory Services ,East and Central Africa ,BMB  MOTT  MACDONALD ,104978-115 ,"£1,801,667.00",
DFID,DFID,24/01/2013,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,POLICY AND LEGAL ADVOCACY CENTRE ,200274-109 ,"£645,762.40",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,202311-102 ,"£616,847.58",
DFID,DFID,24/01/2013,Technical and Advisory Services ,West and Southern Africa ,PRICEWATERHOUSECOOPERS ,113961-102 ,"£556,395.00",
DFID,DFID,24/01/2013,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,THE INSTITUTE OF DEVELOPMENT STUDIE ,200456-107 ,"£441,859.56",
DFID,DFID,24/01/2013,Aid Programme - Accountable Grant Payments ,East and Central Africa ,RedR UK ,203306-101 ,"£320,547.80",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,BMB MOTT  MACDONALD ,107480-101 ,"£263,235.23",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,ADAM SMITH INTERNATIONAL  LTD ,202328-102 ,"£168,338.92",
DFID,DFID,24/01/2013,Aid Programme - Joint programme contribution ,Western Asia and Stabilisation Division ,Supplier Name withheld ,203474-101 ,"£166,668.00",
DFID,DFID,24/01/2013,Technical and Advisory Services ,West and Southern Africa ,PRICEWATERHOUSECOOPERS ,113961-103 ,"£118,663.52",
DFID,DFID,24/01/2013,Technical and Advisory Services ,West and Southern Africa ,DAI Europe ,201958-102 ,"£97,253.35",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,BMB MOTT  MACDONALD ,107480-101 ,"£93,743.55",
DFID,DFID,24/01/2013,Technical and Advisory Services ,West and Southern Africa ,KPMG Auditores e Consultores SA ,103993-101 ,"£71,839.19",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,202368-102 ,"£64,266.63",
DFID,DFID,24/01/2013,Aid Programme - Accountable Grant Payments ,Communications Division ,WATERAID ,202197-101 ,"£55,954.00",
DFID,DFID,24/01/2013,Hardware - networking equipment ,Human Resources Security & Facilities Division ,KCOM Group Plc ,203716-101 ,"£51,841.21",
DFID,DFID,24/01/2013,Aid Programme - Trust Funds contributions ,East and Central Africa ,   THE WORLD BANK ,202534-105 ,"£50,000.00",
DFID,DFID,24/01/2013,Aid Programme - Core contributions ,Research and Evidence Division ,The World Bank (EFO) ,202856-101 ,"£50,000.00",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,COFFEY INTERNATIONAL DEVELOPMENT LTD (notactive) ,202919-101 ,"£39,427.55",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Middle East & North Africa Division (MENAD) ,LOTHIAN AND BORDERS POLICE ,202486-103 ,"£27,906.54",
DFID,DFID,24/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Senator International  ,203716-101 ,"£27,068.98",
DFID,DFID,24/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,Asia  Caribbean and Overseas Territories ,Cherryhill Interiors Limited ,100114-104 ,"£24,923.28",
DFID,DFID,24/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Senator International  ,203716-101 ,"£22,716.48",
DFID,DFID,24/01/2013,Aid Programme - Joint programme contribution ,Middle East & North Africa Division (MENAD) ,FOREIGN AND COMMONWEALTH OFFICE (FCO) ,203120-101 ,"£19,383.17",
DFID,DFID,24/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,IPA-International Procurement Agency (BV) ,203542-106 ,"£14,111.82",
DFID,DFID,24/01/2013,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,THE INSTITUTE OF DEVELOPMENT STUDIE ,200456-107 ,"£14,075.37",
DFID,DFID,24/01/2013,Technical and Advisory Services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,202725-103 ,"£13,969.84",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Supplier Name withheld ,114525-102 ,"£12,166.85",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,SIDBI Venture Capital Limited ,114293-102 ,"£10,573.44",
DFID,DFID,24/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,IPA-International Procurement Agency (BV) ,203542-106 ,"£9,450.00",
DFID,DFID,24/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Senator International  ,203716-101 ,"£8,886.84",
DFID,DFID,24/01/2013,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101636-101 ,"£8,062.96",
DFID,DFID,24/01/2013,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,Anguilla National Trust ,201049-101 ,"£7,819.63",
DFID,DFID,24/01/2013,Electricity ,Human Resources Security & Facilities Division ,Government Procurement Service ,203717-101 ,"£7,598.59",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,The London Speaker Bureau ME ,201337-101 ,"£7,597.20",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,muhamma Farooq Khan ,108742-101 ,"£7,146.14",
DFID,DFID,24/01/2013,Technical and Advisory Services ,East and Central Africa ,Centre for Financial Regulation & Inclusoiin ,202844-101 ,"£6,916.96",
DFID,DFID,24/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Senator International  ,203716-101 ,"£6,332.45",
DFID,DFID,24/01/2013,Technical and Advisory Services ,East and Central Africa ,JHughesDevelopment  Inc ,203109-101 ,"£5,269.09",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Aalya Gloekler ,202289-102 ,"£4,482.62",
DFID,DFID,24/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Senator International  ,203716-101 ,"£4,375.44",
DFID,DFID,24/01/2013,Furniture & Fittings ,Human Resources Security & Facilities Division ,Senator International  ,203716-101 ,"£3,910.66",
DFID,DFID,24/01/2013,Other non-passenger transportation ,Asia  Caribbean and Overseas Territories ,G4S FACILITY SERVICES (INDIA) PVT. L ,201689-105 ,"£3,034.16",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Christian Dennys ,203341-102 ,"£2,985.00",
DFID,DFID,24/01/2013,Computer software maintenance ,Business Solutions Division Level ,NORTHGATE HR LIMITED ,200002-105 ,"£2,780.80",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Christian Dennys ,203341-102 ,"£2,613.70",
DFID,DFID,24/01/2013,Recruitment costs ,Human Resources Security & Facilities Division ,MARGARET HODGE RECRUITMENT LTD ,100270-103 ,"£2,554.68",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Ambreen Gilani ,202261-101 ,"£2,455.77",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,Purushottam Ojha ,203035-102 ,"£2,124.69",
DFID,DFID,24/01/2013,Contract & Agency Staff ,International Finance Division ,Hays Specialist Recruitment Ltd ,100120-101 ,"£2,016.90",
DFID,DFID,24/01/2013,Training Providers/Facilitation Services ,Middle East & North Africa Division (MENAD) ,SCHOOL OF ORIENTAL & AFRICAN STUDIES ,101619-101 ,"£1,995.00",
DFID,DFID,24/01/2013,Data Network - land lines ,West and Southern Africa ,AH Networks ,101618-101 ,"£1,625.84",
DFID,DFID,24/01/2013,Technical and Advisory Services ,Middle East & North Africa Division (MENAD) ,Crown Agents Bank ,100303-101 ,"£1,576.69",
DFID,DFID,24/01/2013,Data network- remote working ,West and Southern Africa ,Skyband Corporation LTD ,101618-101 ,"£1,558.99",
DFID,DFID,24/01/2013,Secure Staff Accommodation ,East and Central Africa ,Supplier Name withheld ,202593-101 ,"£1,450.52",
DFID,DFID,24/01/2013,Air fares ,East and Central Africa ,Bon Voyage Travel Centre Ltd(USD) ,202593-101 ,"£1,387.79",
DFID,DFID,24/01/2013,Training - Course Fees ,Western Asia and Stabilisation Division ,Centre  for Economic Research in Pakistan ,101624-101 ,"£1,280.71",
DFID,DFID,24/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,"£1,165.50",
DFID,DFID,24/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,"£1,165.50",
DFID,DFID,24/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,"£1,130.16",
DFID,DFID,24/01/2013,Other Building Costs ,Human Resources Security & Facilities Division ,MITIE Technical Facilities Management Ltd ,203717-101 ,"£1,129.74",
DFID,DFID,24/01/2013,Conferences  Seminars & Meeting/Event Resource ,West and Southern Africa ,Mount Soche Hotel ,101618-101 ,"£1,073.74",
DFID,DFID,24/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,"£1,036.80",
DFID,DFID,24/01/2013,Conferences  Seminars & Meeting/Event Resource ,Research and Evidence Division ,Searcy Tansley & Co. Ltd ,202331-105 ,"£1,007.00",
DFID,DFID,24/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,£990.00,
DFID,DFID,24/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,£988.92,
DFID,DFID,24/01/2013,other information and communication technologies ,Business Solutions Division Level ,NAYATEL (PVT) LTD ,200002-121 ,£931.72,
DFID,DFID,24/01/2013,Contract & Agency Staff ,Internal Audit ,Hays Specialist Recruitment Ltd ,100121-101 ,£833.76,
DFID,DFID,24/01/2013,Telephone Usage & services ,West and Southern Africa ,Telecomunicacoes de Mocambique ,101620-101 ,£794.74,
DFID,DFID,24/01/2013,Contract & Agency Staff ,Finance and Corporate Performance Division ,Hays Specialist Recruitment Ltd ,100201-101 ,£777.00,
DFID,DFID,24/01/2013,Air fares ,Human Resources Security & Facilities Division ,Alexander Hamilton ,100269-128 ,£755.13,
DFID,DFID,24/01/2013,Air fares ,East and Central Africa ,Highlight Travel SS T/A BCD Travel ,202594-101 ,£749.05,
DFID,DFID,24/01/2013,Other Building Costs ,Human Resources Security & Facilities Division ,MITIE Technical Facilities Management Ltd ,100187-101 ,£660.92,
DFID,DFID,24/01/2013,Other Building Costs ,Human Resources Security & Facilities Division ,MITIE Technical Facilities Management Ltd ,203717-101 ,£658.90,
DFID,DFID,24/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,West and Southern Africa ,KEDIS BUILDING Lda ,101620-101 ,£643.79,
DFID,DFID,24/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,Lynn and Andrew Company Limited ,101605-101 ,£600.00,
DFID,DFID,24/01/2013,Contract Catering Services ,Asia  Caribbean and Overseas Territories ,NARINDER PAL SINGH ,201689-105 ,£599.91,
DFID,DFID,24/01/2013,Telephone Usage & services ,Western Asia and Stabilisation Division ,Telenor Pakistan  ,101624-101 ,£594.38,
DFID,DFID,24/01/2013,Technical and Advisory Services ,Research and Evidence Division ,Development Evaluation Cons. LLC ( J R Eriksson) ,201014-102 ,£584.81,
DFID,DFID,24/01/2013,Hotels - Accommodation only ,Western Asia and Stabilisation Division ,PEARL CONTINENTAL HOTEL LAHORE ,101624-101 ,£583.42,
DFID,DFID,24/01/2013,Other Building Costs ,Human Resources Security & Facilities Division ,MITIE Technical Facilities Management Ltd ,203717-101 ,£572.08,
DFID,DFID,24/01/2013,Technical and Advisory Services ,Western Asia and Stabilisation Division ,Sarah Saeed ,113484-106 ,"£2,340.28",
DFID,DFID,24/01/2013,Technical and Advisory Services ,West and Southern Africa ,V Shah ,114064-101 ,"£4,220.56",
DFID,DFID,25/01/2013,Aid Programme - Trust Funds contributions ,East and Central Africa ,IBRD (HSBC)  C/O THE WORLD BANK ,103548-107 ,"£9,500,000.00",
DFID,DFID,25/01/2013,Aid Programme - Voluntary contributions ,East and Central Africa ,UNDP (USD) ACCOUNT ,202963-105 ,"£9,000,000.00",
DFID,DFID,25/01/2013,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories , The Government of India ,108027-102 ,"£1,569,961.35",
DFID,DFID,25/01/2013,Aid Programme - Accountable Grant Payments ,Policy Division ,LIVERPOOL SCHOOL OF TROPICAL MEDICINE ,201177-101 ,"£1,199,533.75",
DFID,DFID,25/01/2013,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories , The Government of India ,108003-102 ,"£1,050,963.00",
DFID,DFID,25/01/2013,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,RURAL RECONSTRUCTION NEPAL ,200696-102 ,"£731,559.00",
DFID,DFID,25/01/2013,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,Transparency International (Bangladesh) ,200593-104 ,"£661,340.00",
DFID,DFID,25/01/2013,Aid Programme - Accountable Grant Payments ,East and Central Africa , MERLIN ,202963-115 ,"£588,586.00",
DFID,DFID,25/01/2013,Aid Programme - Accountable Grant Payments ,East and Central Africa ,Aga Khan Foundation (Tanzania) ,200716-101 ,"£373,180.00",
DFID,DFID,25/01/2013,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,CaritasCongoASBL ,105861-103 ,"£229,118.52",
DFID,DFID,25/01/2013,Aid Programme - Accountable Grant Payments ,East and Central Africa ,ACTION AGAINST HUNGER UK ,202479-106 ,"£217,342.03",
DFID,DFID,25/01/2013,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,INASP ,114192-102 ,"£188,993.21",
DFID,DFID,25/01/2013,Aid Programme - Other Financial Aid to Government ,Asia  Caribbean and Overseas Territories , The Government of India ,107949-102 ,"£111,275.12",
DFID,DFID,25/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,ERNST &  YOUNG PRIVATE LTD ,200599-101 ,"£74,907.68",
DFID,DFID,25/01/2013,Aid Programme - Accountable Grant Payments ,Communications Division ,COMIC RELIEF ,202329-102 ,"£68,784.00",
DFID,DFID,25/01/2013,Aid Programme - Accountable Grant Payments ,East and Central Africa ,MERCY CORPS ,201840-101 ,"£55,358.00",
DFID,DFID,25/01/2013,Aid Programme - Accountable Grant Payments ,East and Central Africa ,ACTION AGAINST HUNGER UK ,202479-106 ,"£39,276.97",
DFID,DFID,25/01/2013,Research & Development costs ,Research and Evidence Division ,CRANFIELD UNIVERSITY ,201642-101 ,"£26,180.00",
DFID,DFID,25/01/2013,Technical and Advisory Services ,Human Resources Security & Facilities Division ,PRICEWATERHOUSECOOPERS ,100272-101 ,"£16,063.20",
DFID,DFID,25/01/2013,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,THE SAVE THE CHILDREN FUND ,201714-101 ,"£12,614.00",
DFID,DFID,25/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,ERNST &  YOUNG PRIVATE LTD ,200599-101 ,"£11,705.17",
DFID,DFID,25/01/2013,Aid Programme - Accountable Grant Payments ,West and Southern Africa , Overseas Development Institute ,103269-104 ,"£11,624.80",
DFID,DFID,25/01/2013,Vehicle Repairs & Maintenance ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS PRIVATE LTD ,113287-102 ,"£8,380.69",
DFID,DFID,25/01/2013,Technical and Advisory Services ,Asia  Caribbean and Overseas Territories ,IMC Worldwide Ltd ,114076-101 ,"£6,300.00",
DFID,DFID,25/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,SAFECON Electro Mechanical Works PLC ,100082-101 ,"£4,868.42",
DFID,DFID,25/01/2013,Legal costs ,West and Southern Africa ,Lexterra  Lda ,103993-104 ,"£4,361.57",
DFID,DFID,25/01/2013,Technical and Advisory Services ,West and Southern Africa ,Lexterra  Lda ,103993-104 ,"£2,585.40",
DFID,DFID,25/01/2013,Air fares ,Human Resources Security & Facilities Division ,Saba Marie Nordstrom ,100269-128 ,"£1,971.99",
DFID,DFID,25/01/2013,Entertainment & Hospitality ,East and Central Africa ,British Embassy ,100082-101 ,"£1,678.53",
DFID,DFID,25/01/2013,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,SAFECON Electro Mechanical Works PLC ,101612-101 ,"£1,385.97",
DFID,DFID,25/01/2013,Electricity ,East and Central Africa ,BRITISH HIGH COMMISSION KLA ,101635-101 ,"£1,261.66",
DFID,DFID,25/01/2013,Training - Travel & Subsistence ,West and Southern Africa ,Mukwa Travel and Tours ,100254-101 ,"£1,194.52",
