Newcastle City Council Invoices over £250 paid in September 2013,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,06/09/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5992473,Revenue,1V307,Vehicle Salary Sacrifice,"4,506.26 ",,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,06/09/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5992474,Revenue,1V307,Vehicle Salary Sacrifice,"3,114.21 ",,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,06/09/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5992475,Revenue,1V307,Vehicle Salary Sacrifice,"6,128.50 ",,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,06/09/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5992476,Revenue,1V307,Vehicle Salary Sacrifice,"3,605.01 ",,,,,,,,,
Environment & Regeneration,E&R Parking Services    ,Supplies & Services,06/09/2013,NORTHUMBRIA HEALTHCARE NHS TRUST,5992496,Revenue,1V307,Vehicle Salary Sacrifice,"6,739.58 ",,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,30/09/2013,NORTHUMBRIA POLICE,6012180,Revenue,1ML09,PH - Drugs and alcohol,"9,692.20 ",,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,02/09/2013,NORTHUMBRIA POLICE,5988716,Revenue,1ML09,PH - Drugs and alcohol,"9,692.20 ",,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,30/09/2013,NORTHUMBRIA PROBATION SERVICE,6012192,Revenue,1ML09,PH - Drugs and alcohol,"13,007.40 ",,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,02/09/2013,NORTHUMBRIA PROBATION SERVICE,5988728,Revenue,1ML09,PH - Drugs and alcohol,"13,007.40 ",,,,,,,,,
Chief Executive's,CD - Legal Services              ,Supplies & Services,10/09/2013,NORTHUMBRIAN WATER,5996265,Revenue,1FJX3,Leazes Homes Finance Trnfrs,330.35 ,,,,,,,,,
Environment & Regeneration,NS: Asset Man              ,Premises,10/09/2013,NORTHUMBRIAN WATER,5995225,Revenue,1KKM2,Public Conv - Chillingham Rd,370.00 ,,,,,,,,,
Environment & Regeneration,Cityworks Rangers          ,Premises,09/09/2013,NORTHUMBRIAN WATER,5993703,Revenue,1KL6M,Ouseburn Park,"15,750.00 ",,,,,,,,,
Environment & Regeneration,Cityworks Rangers          ,Premises,06/09/2013,NORTHUMBRIAN WATER,5941196,Revenue,1KL6M,Ouseburn Park,"15,750.00 ",,,,,,,,,
Children's Services,Educ School Planning    ,Supplies & Services,06/09/2013,NORTHUMBRIAN WATER LIMITED,5992170,Revenue,1MN20,Asy Seekers Families,448.80 ,,,,,,,,,
Environment & Regeneration,NS: Energy              ,Premises,04/09/2013,NORTHUMBRIAN WATER LIMITED,5987351,Revenue,3KS01,Water Utilities Control,"158,911.44 ",,,,,,,,,
HRA,HRA - Utility Payments                 ,Premises,09/09/2013,NORTHUMBRIAN WATER LIMITED,5989554,Revenue,1H601,Charges - Citywide,"27,009.28 ",,,,,,,,,
HRA,HRA Finance                            ,Premises,10/09/2013,NORTHUMBRIAN WATER LIMITED,5994462,Revenue,1HJ01,HRA Sheltered HSG-Citywide,447.03 ,,,,,,,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,06/09/2013,NORWOOD RAVENSWOOD SERVICES LTD,5992987,Revenue,1MK60,Ind Day Care LD,"1,455.04 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",24/09/2013,NORWOOD RAVENSWOOD SERVICES LTD,6006768,Revenue,1MK20,Ind Res Care LD,-311.40 ,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/09/2013,NORWOOD RAVENSWOOD SERVICES LTD,6006768,Revenue,1MK20,Ind Res Care LD,"3,860.40 ",,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,10/09/2013,NOSTALGIA FIREPLACES LTD,5991533,Revenue,3KIMD,Other Stores Stock Account,350.00 ,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Appropriations,25/09/2013,NSI TECHNOLOGY,6007924,Revenue,1CM00,IT Management & Admin,"3,354.75 ",,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,05/09/2013,NTE LTD,5989953,Revenue,1FA53,Reg of Births Deaths & Margs,291.20 ,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,16/09/2013,NUFINS LTD,6000586,Revenue,3KIMF,Highways Stock Account,"1,268.00 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",24/09/2013,OAK LODGE,6006669,Revenue,1MK20,Ind Res Care LD,-629.00 ,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/09/2013,OAK LODGE,6006669,Revenue,1MK20,Ind Res Care LD,"2,244.40 ",,,,,,,,,
Adult and Culture,Libraries/Galaxy Payments              ,Supplies & Services,16/09/2013,OAKHILL PUBLISHING LTD,6000896,Revenue,1EJ13,Stock Services,759.00 ,,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,25/09/2013,OCE FINANCE,6007897,Revenue,1CP60,Oce MFD Recharges,"10,097.46 ",,,,,,,,,
Chief Executive's,CD - IT Mgmt & Networks          ,Supplies & Services,25/09/2013,OCE FINANCE,6007898,Revenue,1CP60,Oce MFD Recharges,534.22 ,,,,,,,,,
Adult and Culture,AS - Learning City         ,Supplies & Services,06/09/2013,OCN,5991761,Revenue,1EA15,Newcastle City Learning,"4,989.50 ",,,,,,,,,
Children's Services,Invoice,Supplies & Services,03/09/2013,OCS GROUP UK LTD,5989979,Revenue,1V119,Kingston Park,"2,712.96 ",,,,,,,,,
Adult and Culture,Adult Serv Transformation  ,Third Party Payments,03/09/2013,ONE LOVE NORTH EAST CIC,5989557,Revenue,1MR77,Wellbeing for Life,400.00 ,,,,,,,,,
Children's Services,Invoice,Premises,05/09/2013,ON-PROPERTY,5991122,Revenue,1MW03,Capabilities,"6,612.50 ",,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Supplies & Services,20/09/2013,OPEN CLASP THEATRE COMPANY,6003914,Revenue,1DF03,Arts Contribution,"4,374.37 ",,,,,,,,,
Children's Services,Educ Families Info         ,Supplies & Services,05/09/2013,OPEN OBJECTS SOFTWARE LTD,5992052,Revenue,1EEP5,2Yr Old Learning & Childcare,"6,740.00 ",,,,,,,,,
Environment & Regeneration,E&R - Technical Consultancy    ,Premises,27/09/2013,OPENREACH (A BT GP.BUSINESS),6010842,Revenue,1V209,S.278 Developers Works,"1,082.72 ",,,,,,,,,
HRA,HRA Mech & Elec            ,Capital Expenditure,26/09/2013,OPENVIEW SECURITY SOLUTIONS LTD,6009721,Capital,2HE01,Capital Citywide,"265,552.72 ",,,,,,,,,
HRA,HRA Mech & Elec            ,Capital Expenditure,30/09/2013,OPENVIEW SECURITY SOLUTIONS LTD,6012818,Capital,2HE01,Capital Citywide,"22,095.09 ",,,,,,,,,
HRA,HRA Planning QS            ,Capital Expenditure,12/09/2013,ORA PROPERTY SERVICES LTD,5990313,Capital,2HE7A,Capital Cont 7-Benwell,"13,592.00 ",,,,,,,,,
HRA,HRA Assets                 ,Capital Expenditure,04/09/2013,ORA PROPERTY SERVICES LTD,5991699,Capital,2HE3C,Capital Cont 3-Byker,"8,318.60 ",,,,,,,,,
Chief Executive's,CD-Communications and Marketing  ,Supplies & Services,12/09/2013,ORANGE BUS LTD,5991670,Revenue,1FT04,Communications And Marketing,"24,975.00 ",,,,,,,,,
Children's Services,Invoice,Supplies & Services,12/09/2013,ORANGE BUS LTD,5992163,Revenue,1FT04,Communications And Marketing,"4,500.00 ",,,,,,,,,
HRA,HRA Property Maint         ,Premises,27/09/2013,ORBIS PROPERTY PROTECTION LTD,5998402,Revenue,1HBTC,Planned Tech Maintenance,"1,952.48 ",,,,,,,,,
HRA,HRA Property Maint         ,Premises,02/09/2013,ORBIS PROPERTY PROTECTION LTD,5988974,Revenue,1HBTC,Planned Tech Maintenance,"1,952.48 ",,,,,,,,,
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,25/09/2013,ORCHARD CARE (NORTH EAST) LTD,6007943,Revenue,1MC22,IND Sector Foster Carer Costs,"6,640.00 ",,,,,,,,,
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,05/09/2013,ORCHARD CARE (NORTH EAST) LTD,5992286,Revenue,1MC22,IND Sector Foster Carer Costs,"6,640.00 ",,,,,,,,,
Children's Services,Schools Payment Agency                 ,Supplies & Services,25/09/2013,ORWAK ENVIROMENTAL SERVICES LTD,6006830,Revenue,1KF07,Banqueting Suite,418.60 ,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,10/09/2013,ORWAK ENVIROMENTAL SERVICES LTD,5995312,Revenue,1KKX1,Civic Centre Direct Costs,418.60 ,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Premises,27/09/2013,OTIS LTD,6010838,Revenue,1KKX1,Civic Centre Direct Costs,"1,246.20 ",,,,,,,,,
HRA,HRA Assets                 ,Capital Expenditure,09/09/2013,OTIS LTD,5983237,Capital,2HE01,Capital Citywide,"2,549.60 ",,,,,,,,,
HRA,HRA Assets                 ,Capital Expenditure,09/09/2013,OTIS LTD,5983238,Capital,2HE01,Capital Citywide,"59,595.48 ",,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,05/09/2013,OUSEBURN COMMUNITY CENTRE,5990248,Revenue,1KN62,South Heaton Ward,"1,500.00 ",,,,,,,,,
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,20/09/2013,OUSEBURN COMMUNITY CENTRE,6003002,Revenue,1KN60,Byker Ward,800.00 ,,,,,,,,,
Children's Services,Educ Fossway S/Start       ,Third Party Payments,12/09/2013,OUSEBURN COMMUNITY CENTRE,5991373,Revenue,1EEK2,S Heaton Ouseburn Chldrn Cent,"1,250.00 ",,,,,,,,,
Children's Services,Hotspur Primary School                 ,Premises,27/09/2013,OUSEBURN COMMUNITY CENTRE,6002742,Revenue,1E870,Hotspur Childcare Trading,"1,050.00 ",,,,,,,,,
Children's Services,Hotspur Primary School                 ,Premises,19/09/2013,OUSEBURN COMMUNITY CENTRE,6002741,Revenue,1E870,Hotspur Childcare Trading,700.00 ,,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Supplies & Services,20/09/2013,OUSEBURN TRUST,6003919,Revenue,1FC40,Cee Central Team,"4,393.48 ",,,,,,,,,
Adult and Culture,Adult Serv Apprenticeship Plus   ,Supplies & Services,06/09/2013,OUSEBURN TRUST,5992940,Revenue,1EA65,Skills For Jobs Project,277.50 ,,,,,,,,,
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,25/09/2013,OUTDOOR CARE LTD,6007954,Revenue,1MC02,Ind Sector Placements,"15,680.00 ",,,,,,,,,
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,05/09/2013,OUTDOOR CARE LTD,5992298,Revenue,1MC02,Ind Sector Placements,"15,680.00 ",,,,,,,,,
HRA,HRA Mech & Elec            ,Capital Expenditure,23/09/2013,OVE ARUP & PARTNERS LTD,5987568,Capital,2HE01,Capital Citywide,"12,212.50 ",,,,,,,,,
HRA,HRA Planning QS            ,Capital Expenditure,26/09/2013,OWEN PUGH & CO LTD,6004367,Capital,2HE5M,Capital Cont 5-Kenton,"4,126.04 ",,,,,,,,,
HRA,HRA Adaptations            ,Supplies & Services,26/09/2013,OWEN PUGH & CO LTD,6009761,Revenue,1HRA8,HRA - Investment Related Expe,"24,706.95 ",,,,,,,,,
Chief Executive's,CD - ICT Services (Sch & Child)  ,Supplies & Services,10/09/2013,P A CONSULTING (SERVICES) GROUP,5991572,Revenue,1CM00,IT Management & Admin,"32,290.00 ",,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,09/09/2013,PALATINE BEDS,5993888,Revenue,1KR1C,Response Central,990.00 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,17/09/2013,PALATINE BEDS,5983235,Capital,2HE01,Capital Citywide,"1,225.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,17/09/2013,PALATINE BEDS,5983236,Capital,2HE01,Capital Citywide,"1,512.50 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23/09/2013,PALATINE BEDS,5987563,Capital,2HE01,Capital Citywide,972.00 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23/09/2013,PALATINE BEDS,5987564,Capital,2HE01,Capital Citywide,"1,465.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23/09/2013,PALATINE BEDS,5988972,Capital,2HE01,Capital Citywide,"2,289.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23/09/2013,PALATINE BEDS,5994144,Capital,2HE01,Capital Citywide,"1,960.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23/09/2013,PALATINE BEDS,5994146,Capital,2HE01,Capital Citywide,"1,470.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23/09/2013,PALATINE BEDS,5994148,Capital,2HE01,Capital Citywide,343.00 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23/09/2013,PALATINE BEDS,5994151,Capital,2HE01,Capital Citywide,343.00 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23/09/2013,PALATINE BEDS,5994153,Capital,2HE01,Capital Citywide,392.00 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,23/09/2013,PALATINE BEDS,5994158,Capital,2HE01,Capital Citywide,343.00 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,10/09/2013,PALATINE BEDS,5976461,Capital,2HE01,Capital Citywide,750.00 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,10/09/2013,PALATINE BEDS,5978274,Capital,2HE01,Capital Citywide,"2,510.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,10/09/2013,PALATINE BEDS,5980081,Capital,2HE01,Capital Citywide,"2,405.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,10/09/2013,PALATINE BEDS,5984343,Capital,2HE01,Capital Citywide,"1,917.50 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994031,Capital,2HE01,Capital Citywide,675.00 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994145,Capital,2HE01,Capital Citywide,"2,405.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994147,Capital,2HE01,Capital Citywide,"2,583.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994149,Capital,2HE01,Capital Citywide,"2,320.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994150,Capital,2HE01,Capital Citywide,"1,405.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994152,Capital,2HE01,Capital Citywide,"1,182.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994157,Capital,2HE01,Capital Citywide,"2,405.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994159,Capital,2HE01,Capital Citywide,671.00 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994160,Capital,2HE01,Capital Citywide,"2,744.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994163,Capital,2HE01,Capital Citywide,"2,156.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994166,Capital,2HE01,Capital Citywide,441.00 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994167,Capital,2HE01,Capital Citywide,490.00 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994168,Capital,2HE01,Capital Citywide,"3,136.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994171,Capital,2HE01,Capital Citywide,"1,470.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,26/09/2013,PALATINE BEDS,5994173,Capital,2HE01,Capital Citywide,"4,459.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,20/09/2013,PALATINE BEDS,6004321,Capital,2HE01,Capital Citywide,300.00 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,06/09/2013,PALATINE BEDS,5976448,Capital,2HE01,Capital Citywide,773.50 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,06/09/2013,PALATINE BEDS,5976454,Capital,2HE01,Capital Citywide,"3,528.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,06/09/2013,PALATINE BEDS,5976611,Capital,2HE01,Capital Citywide,"1,460.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,06/09/2013,PALATINE BEDS,5978273,Capital,2HE01,Capital Citywide,675.00 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,06/09/2013,PALATINE BEDS,5980079,Capital,2HE01,Capital Citywide,"3,136.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,06/09/2013,PALATINE BEDS,5980084,Capital,2HE01,Capital Citywide,500.00 ,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,06/09/2013,PALATINE BEDS,5984360,Capital,2HE01,Capital Citywide,"3,136.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,06/09/2013,PALATINE BEDS,5985548,Capital,2HE01,Capital Citywide,"1,764.00 ",,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,06/09/2013,PALATINE BEDS,5992334,Capital,2HE01,Capital Citywide,"2,362.50 ",,,,,,,,,
Environment & Regeneration,E & R School Meals                     ,Supplies & Services,10/09/2013,PALMER AND HARVEY LTD,5986796,Revenue,1KF04,Staff Restaurant,"1,215.49 ",,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,05/09/2013,PANAH LTD,5992189,Revenue,1MX50,SP Block Gross,"5,300.40 ",,,,,,,,,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,25/09/2013,PARAMOUNT CARE,6004238,Revenue,1MK50,Ind Supported Living LD,"9,936.96 ",,,,,,,,,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,25/09/2013,PARAMOUNT CARE,6004239,Revenue,1MK50,Ind Supported Living LD,"9,936.96 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",10/09/2013,PARK HOUSE NURSING HOME,5995503,Revenue,1MG10,Ind Nursing Care Elderly,"-6,086.90 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",10/09/2013,PARK HOUSE NURSING HOME,5995503,Revenue,1MG20,Ind Res Care Elderly,"-1,031.11 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",10/09/2013,PARK HOUSE NURSING HOME,5995503,Revenue,1MH10,Ind Nursing Care PD,-383.80 ,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,10/09/2013,PARK HOUSE NURSING HOME,5995503,Revenue,1MG10,Ind Nursing Care Elderly,"13,952.00 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,10/09/2013,PARK HOUSE NURSING HOME,5995503,Revenue,1MG20,Ind Res Care Elderly,"9,405.14 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,10/09/2013,PARK HOUSE NURSING HOME,5995503,Revenue,1MH10,Ind Nursing Care PD,"1,656.00 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,10/09/2013,PARK HOUSE NURSING HOME,5995503,Revenue,3WH77,Free Nursing Care Com Care,"3,607.38 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,10/09/2013,PARK HOUSE NURSING HOME,5995503,Revenue,3WH78,Fre Nursing Care Out of Area,439.16 ,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,10/09/2013,PARK HOUSE NURSING HOME,5995503,Revenue,3WH93,Continuing Care,"8,732.64 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,10/09/2013,PARK HOUSE NURSING HOME,5995567,Revenue,3WH71,Free Nursing Care Self Funder,"2,361.04 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",24/09/2013,PARK VIEW CARE HOME,6006707,Revenue,1MG20,Ind Res Care Elderly,"-2,814.24 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/09/2013,PARK VIEW CARE HOME,6006707,Revenue,1MG20,Ind Res Care Elderly,"7,212.24 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/09/2013,PARKSIDE LODGE CARE HOME,6006748,Revenue,1MK20,Ind Res Care LD,"1,940.00 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",24/09/2013,PARKSIDE NORTHERN LTD T/A HOLMLEA,6006641,Revenue,1MG20,Ind Res Care Elderly,-486.00 ,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/09/2013,PARKSIDE NORTHERN LTD T/A HOLMLEA,6006641,Revenue,1MG20,Ind Res Care Elderly,"2,194.50 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",24/09/2013,PARKSIDE NORTHERN LTD T/A THE CHESTERS,6006755,Revenue,1MG20,Ind Res Care Elderly,"-1,096.20 ",,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,24/09/2013,PARKSIDE NORTHERN LTD T/A THE CHESTERS,6006755,Revenue,1MG20,Ind Res Care Elderly,"3,464.00 ",,,,,,,,,
Chief Executive's,CD - SPAM Trading Account        ,Capital Expenditure,10/09/2013,PARSONS BRINCKERHOFF LTD,5995190,Capital,2KF01,Facility Services,"12,828.00 ",,,,,,,,,
