 ,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction Number, Amount, Invoice Description
DFID,DFID,19/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,204053-101 ,"£1,834.82",
DFID,DFID,19/03/2014,Training Providers/Facilitation Services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,204055-101 ,"£5,434.00",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,East and Central Africa ,DAI Europe ,202580-102 ,"£48,077.00",
DFID,DFID,19/03/2014,Travel - Subsistence ,East and Central Africa ,Recipient name withheld ,200762-103 ,"£1,520.00",
DFID,DFID,19/03/2014,Aid Programme - Trust Funds contributions ,East and Central Africa ,The World Bank (EFO) ,202900-104 ,"£40,000.00",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,East and Central Africa ,KCB LEADERSHIP CENTER ,204258-101 ,"£1,232.96",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,East and Central Africa ,New Solutions Consulting Limited ,204004-102 ,"£17,246.75",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,East and Central Africa ,HEALTH PARTNERS INTERNATIONAL ,200250-115 ,"£206,189.68",
DFID,DFID,19/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Alpha Investments Ltd ,200469-117 ,"£1,261.30",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Sara Emilia Taibo ,201791-103 ,"£3,311.26",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Odete da Graca Semiao ,201791-103 ,"£3,910.95",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Odete da Graca Semiao ,201791-103 ,"£3,910.95",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Chelsea Hotel Abuja ,114073-101 ,£595.04,
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Southern Sun Ikoyi Hotel ,114073-101 ,"£1,104.26",
DFID,DFID,19/03/2014,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,104200-104 ,"£1,192.28",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,BC Gildenhuys and Associates ,201433-104 ,"£4,841.09",
DFID,DFID,19/03/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,ActionAid Nigeria ,114230-105 ,"£65,260.33",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,HEALTH PARTNERS INTERNATIONAL ,202694-101 ,"£1,122,114.01",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,OXFORD POLICY MANAGEMENT ,202123-106 ,"£6,028.18",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,South Asian Network on Economic Modeling ,202123-105 ,"£15,991.00",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,GHK CONSULTING LTD ,114058-101 ,"£18,866.37",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Web Werks India Pvt. Ltd. ,114506-101 ,£751.47,
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Small Town Brandits ,114293-105 ,"£1,145.69",
DFID,DFID,19/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Western Asia and Stabilisation Division ,Crown Agents. ,202930-103 ,"£1,791.40",
DFID,DFID,19/03/2014,Aid Programme - Poverty Reduction Budget Support ,Western Asia and Stabilisation Division ,Pakistan Khyber Pakhtunkhwa Education Sector Programme ,202328-101 ,"£20,000,000.00",
DFID,DFID,19/03/2014,Aid Programme - Accountable Grant Payments ,Policy Division ,BBC Media Action ,202629-101 ,"£500,000.00",
DFID,DFID,19/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict Humanitarian and Security Division ,Crown Agents. ,202741-103 ,"£3,521.98",
DFID,DFID,19/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict Humanitarian and Security Division ,Crown Agents. ,204351-101 ,"£10,992.00",
DFID,DFID,19/03/2014,Aid Programme - Accountable Grant Payments ,Conflict Humanitarian and Security Division ,Cordaid ,203253-102 ,"£112,054.00",
DFID,DFID,19/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict Humanitarian and Security Division ,FAO ,204351-101 ,"£2,500,000.00",
DFID,DFID,19/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict Humanitarian and Security Division ,THE BRITISH RED CROSS SOCIETY ,204351-101 ,"£2,950,000.00",
DFID,DFID,19/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict Humanitarian and Security Division ,FAO ,204351-101 ,"£3,000,000.00",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Crown Agents. ,203939-102 ,"£11,365.42",
DFID,DFID,19/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,203035-102 ,£829.60,
DFID,DFID,19/03/2014,Air fares ,Asia  Caribbean and Overseas Territories ,dnata International Private Ltd. ,203035-102 ,"£1,673.85",
DFID,DFID,19/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,204007-102 ,£721.50,
DFID,DFID,19/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,204007-102 ,£988.00,
DFID,DFID,19/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,204007-102 ,"£16,602.69",
DFID,DFID,19/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East & North Africa Division (MENAD) ,Crown Agents. ,204007-103 ,"£21,836.99",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL ,201294-109 ,"£10,450.68",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,East and Central Africa ,Crown Agents. ,203775-107 ,"£17,250.92",
DFID,DFID,19/03/2014,Aid Programme - Core contributions ,West and Southern Africa ,FOUNDATION AFRICA PROGRESS PANEL ,203477-101 ,"£113,582.00",
DFID,DFID,19/03/2014,Aid Programme - Accountable Grant Payments ,Policy Division ,Triple Line Crown Agents JV ,202035-101 ,"£151,263.75",
DFID,DFID,19/03/2014,Aid Programme - Accountable Grant Payments ,Policy Division ,BioClimate Research and Development ,203034-108 ,"£11,100.00",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,Middle East & North Africa Division (MENAD) ,ADAM SMITH INTERNATIONAL  LTD ,204061-101 ,"£81,768.00",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,Middle East & North Africa Division (MENAD) ,ADAM SMITH INTERNATIONAL  LTD ,204061-101 ,"£160,803.00",
DFID,DFID,19/03/2014,Project delivery costs - supplier services ,Middle East & North Africa Division (MENAD) ,ADAM SMITH INTERNATIONAL  LTD ,204061-101 ,"£183,941.00",
DFID,DFID,20/03/2014,Vehicle Petrol & Oil ,East and Central Africa ,British Embassy ,100082-101 ,"£1,545.48",
DFID,DFID,20/03/2014,Facilities Management payments ,East and Central Africa ,BRITISH HIGH COMMISSION KLA ,100234-101 ,"£1,215.46",
DFID,DFID,20/03/2014,Medical/Health Services ,West and Southern Africa ,FLIMAS ,100256-101 ,£743.56,
DFID,DFID,20/03/2014,Legal costs ,Finance and Corporate Performance Division ,MICHELMORES SOLICITORS ,100008-101 ,"£3,250.00",
DFID,DFID,20/03/2014,Data Network - land lines ,Business Solutions Division Level ,Foreign & Commonwealth Office ,200002-121 ,£525.93,
DFID,DFID,20/03/2014,Secure Staff Accommodation ,International Relations Division ,Foreign & Commonwealth Office ,100236-101 ,"£2,841.05",
DFID,DFID,20/03/2014,Secure Staff Accommodation ,International Relations Division ,Foreign & Commonwealth Office ,100262-101 ,"£1,914.95",
DFID,DFID,20/03/2014,Training Providers/Facilitation Services ,Human Resources ,Capita  Business Services ,100269-158 ,"£3,536.58",
DFID,DFID,20/03/2014,Training Providers/Facilitation Services ,Finance and Corporate Performance Division ,Management Dev Ctr Ltd ,100201-101 ,"£6,643.20",
DFID,DFID,20/03/2014,Recruitment costs ,Research and Evidence Division ,Recipient name withheld ,202348-104 ,£720.97,
DFID,DFID,20/03/2014,FCO shared service charges ,Group Operations ,FCO SERVICES ,203717-101 ,"£2,771.68",
DFID,DFID,20/03/2014,Training - Travel & Subsistence ,West and Southern Africa ,Exploits University ,101618-101 ,£534.91,
DFID,DFID,20/03/2014,Air fares ,West and Southern Africa ,DANA Agency ,101620-101 ,"£1,193.60",
DFID,DFID,20/03/2014,Medical/Health Services ,West and Southern Africa ,FLIMAS ,101638-101 ,"£2,010.35",
DFID,DFID,20/03/2014,Secure Staff Accommodation ,East and Central Africa ,Supplier Name withheld ,101612-101 ,"£8,849.46",
DFID,DFID,20/03/2014,Storage & Distribution costs ,East and Central Africa ,Supplier Name withheld ,101612-101 ,"£11,398.11",
DFID,DFID,20/03/2014,Secure Staff Accommodation ,East and Central Africa ,Supplier Name withheld ,101612-101 ,"£47,787.09",Secure Staff Accommodation - DFID Ethiopia
DFID,DFID,20/03/2014,Relocation costs ,East and Central Africa ,PICKFORDS LTD ,101628-101 ,"£1,599.51",
DFID,DFID,20/03/2014,Telephone Usage & services ,East and Central Africa ,MTN Uganda Ltd ,101635-101 ,£819.40,
DFID,DFID,20/03/2014,Facilities Management payments ,East and Central Africa ,BRITISH HIGH COMMISSION KLA ,101635-101 ,"£2,467.75",
DFID,DFID,20/03/2014,Secure Staff Accommodation ,East and Central Africa ,Supplier Name withheld ,101635-101 ,"£12,358.21",
DFID,DFID,20/03/2014,Secure Staff Accommodation ,East and Central Africa ,Supplier Name withheld ,101635-101 ,"£24,383.27",
DFID,DFID,20/03/2014,Air fares ,Western Asia and Stabilisation Division ,Recipient name withheld ,101601-110 ,"£1,035.87",
DFID,DFID,20/03/2014,Repairs  Maint  Alter - Property & Constrct. Services ,Asia  Caribbean and Overseas Territories ,British High Commission (Dhaka) ,101603-101 ,£501.04,
DFID,DFID,20/03/2014,Storage & Distribution costs ,Asia  Caribbean and Overseas Territories ,PICKFORDS LTD ,201689-106 ,"£4,529.40",
DFID,DFID,20/03/2014,Printer Consumables ,Asia  Caribbean and Overseas Territories ,ARPAN TRADING PVT LTD ,101621-103 ,£790.29,
DFID,DFID,20/03/2014,Storage & Distribution costs ,International Relations Division ,PICKFORDS LTD ,201711-104 ,"£4,529.41",
DFID,DFID,20/03/2014,Training - Course Fees ,Policy Division ,EML Learning Ltd. ,200659-115 ,£650.00,
DFID,DFID,20/03/2014,Hotels - Accommodation only ,Policy Division ,Recipient name withheld ,202402-104 ,£822.58,
DFID,DFID,20/03/2014,Hotels - Accommodation only ,Policy Division ,Recipient name withheld ,202402-104 ,£822.58,
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,FCO SERVICES ,100114-104 ,"£30,151.05",
DFID,DFID,20/03/2014,Furniture & Fittings ,Western Asia and Stabilisation Division ,Foreign & Commonwealth Office ,100305-101 ,£792.69,
DFID,DFID,20/03/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,AGRA IN AFRICA (NO2) ,201575-101 ,"£81,667.50",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,East and Central Africa ,OPTIONS CONSULTANCY SERVICES LIMITED ,203024-103 ,"£128,906.00",
DFID,DFID,20/03/2014,Aid Programme - Trust Funds contributions ,East and Central Africa ,INFRASTRUCTURE CONSORTIUM FOR AFRICA ,202579-104 ,"£200,000.00",
DFID,DFID,20/03/2014,Secure Staff Accommodation ,East and Central Africa ,Supplier Name withheld ,202891-107 ,"£2,597.08",
DFID,DFID,20/03/2014,Air fares ,East and Central Africa ,Recipient name withheld ,203631-101 ,£720.00,
DFID,DFID,20/03/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,AGRA IN AFRICA (NO2) ,201575-102 ,"£81,667.50",
DFID,DFID,20/03/2014,Aid Programme - Core contributions ,East and Central Africa ,SDC Dar Es Salaam TMF ,114172-101 ,"£243,160.00",
DFID,DFID,20/03/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,Ifakara Health Institute ,204000-101 ,"£500,000.00",
DFID,DFID,20/03/2014,Legal costs ,West and Southern Africa ,Lexterra  Lda ,103993-104 ,"£4,332.13",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Lexterra  Lda ,103993-104 ,"£5,108.30",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Lexterra  Lda ,103993-104 ,"£5,108.30",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,KPMG Auditores e Consultores SA ,103993-101 ,"£166,817.99",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,RE-ACTION ,200546-101 ,"£34,081.00",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,RE-ACTION ,200546-101 ,"£41,744.00",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,RE-ACTION ,200546-101 ,"£66,938.00",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,DAI Europe ,203000-102 ,"£38,836.78",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Abt Associates ,202342-102 ,"£289,813.75",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Abt Associates ,202342-102 ,"£289,813.75",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,THE SAVE THE CHILDREN FUND ,202637-104 ,"£222,777.00",
DFID,DFID,20/03/2014,Aid Programme - Poverty Reduction Budget Support ,West and Southern Africa ,Ministry of Gender  Children and Social Protection  Ghana ,201629-108 ,"£800,000.00",
DFID,DFID,20/03/2014,Vehicle Purchase Costs ,West and Southern Africa ,Crown Agents. ,104190-112 ,"£91,674.35",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,Crown Agents. ,114206-102 ,"£112,053.00",
DFID,DFID,20/03/2014,DFID Purchased Relief Supplies ,West and Southern Africa ,Crown Agents. ,114206-102 ,"£120,254.09",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,CAMBRIDGE EDUCATION CONSUL ,202678-102 ,"£120,819.46",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,COFFEY INTERNATIONAL DEVELOPMENT LTD ,203585-102 ,"£46,192.94",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,ADAM SMITH INTERNATIONAL  LTD ,203719-101 ,"£71,500.82",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,West and Southern Africa ,MSI ,202721-103 ,"£194,097.00",
DFID,DFID,20/03/2014,Aid Programme - Accountable Grant Payments ,Western Asia and Stabilisation Division ,Supplier Name withheld ,200898-117 ,"£120,210.00",
DFID,DFID,20/03/2014,Aid Programme - Accountable Grant Payments ,Asia  Caribbean and Overseas Territories ,Centre for Development Finance  IFMR ,114320-114 ,"£26,255.94",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,N K Sharma & Co  ,108538-105 ,£882.87,
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,N K Sharma & Co  ,108538-105 ,"£3,771.53",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,Assoicates in Development (pvt) Ltd ,202491-104 ,"£1,504.61",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,POPULATION  SERVICES INTERNATIONAL ,202413-105 ,"£18,450.89",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,DAI EUROPE LIMITED ,202233-102 ,"£19,494.15",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,DAI EUROPE LIMITED ,202261-101 ,"£19,494.15",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,DAI EUROPE LIMITED ,202233-103 ,"£35,208.95",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,DAI EUROPE LIMITED ,202261-102 ,"£75,399.00",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Western Asia and Stabilisation Division ,POPULATION  SERVICES INTERNATIONAL ,202413-105 ,"£714,480.55",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,202393-102 ,"£75,348.97",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Asia  Caribbean and Overseas Territories ,Crown Agents. ,202393-102 ,"£145,077.69",
DFID,DFID,20/03/2014,Aid Programme - Core contributions ,Research and Evidence Division ,Medicines for Malaria Venture ,204066-101 ,"£5,272,577.00",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,MINES ADVISORY GROUP ,201745-101 ,"£105,759.00",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,MINES ADVISORY GROUP ,201745-107 ,"£152,381.00",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,MINES ADVISORY GROUP ,201745-104 ,"£158,090.00",
DFID,DFID,20/03/2014,Project delivery costs - supplier services ,Conflict Humanitarian and Security Division ,Crown Agents. ,203249-103 ,"£1,433.23",
DFID,DFID,20/03/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Conflict Humanitarian and Security Division ,Crown Agents. ,204351-101 ,"£14,643.60",
