Title,Place,Date,Edition,Author,Publisher
"Select Committee on Procedure (Finance):First Report,Vol III",,,,Her Majesty's Stationery Office
"Select Committee on Procedure(Finance) : First Report,Vol II",,,,Her Majesty's Stationery Office
Select Committee on Public Administration: Freedom of Information Draft Bill Minutes of Evidence Tuesday 22 June 1999(Morning),,,,Her Majesty's Stationery Office
"Select Committee on Science and Technology, Defence Research Agency, Report",,,,
Select Committee on Science and Technology Management of Nuclear Waste,,,,Her Majesty's Stationery Office
"The Select Committee on Science and Technology, (Sub-Committee II Defence Research Agency), British Aerospace, Rolls-Royce PLC: minutes of evidence",,,,
"The Select Committee on Science and Technology, (Sub-Committee II Defence Research Agency), Confederation of British Industry, The Royal Academy of Engineering: minutes of evidence",,,,
"The Select Committee on Science and Technology, (Sub-Committee II Defence Research Agency), Department of Trade and Industry: minutes of evidence",,,,
"The Select Committee on Science and Technology, (Sub-Committee II Defence Research Agency), Ministry of Defence: minutes of evidence",,,,
"The Select Committee on Science and Technology, (Sub-Committee II Defence Research Agency): minutes of evidence",,,,
"The Select Committee on Science and Technology, (Sub-Committee II Defence Research Agency), Smith System Engineering Limited: minutes of evidence",,,,
Select Committee on Science & Technology Civil Research & Development Vol 1 - Report Session 1986-87.,,,,
"Select Committee on the Parliamentary Commissioner for Administration: the powers, work and jurisdiction of the Ombudsman: minutes of evidence: Wednesday 14 July 1993",,,,
"Select Committee on the Parliamentary Commissioner for Administration: the powers, work and jurisdiction of the Ombudsman: minutes of evidence: Wednesday 21 July 1993",,,,
"Select Committee on the Parliamentary Commissioner for Administration: the powers, works and jurisdiction of the Ombudsman: minutes of evidence: Wednesday 5 Nay 1993",,,,
"Select letters of Christopher Columbus, with other original documents, relating to his four voyages to the new world",,,,
Selections from the State Papers of the Governors-General of India - Vol 2 - Warren Hastings - Documents.,,,,
Self-destruction: the disintegration and decay of the United States Army during the Vietnam era,,,,Cincinnatus
Semper Paratus: The history of the Royal Hamilton Light Infantry (Wentworth Regiment) 1862-1977,,,,"GREENHOUS, BRERETON"
The senator gravel edition,,,,
Send her victorious,,,,"APPS, MICHAEL"
Serials: the journal of the United Kingdom Serials Group,,,,
Service footwear,,,,
"Service lists for the Army, Navy and Air Force",,,,
The seven seas,,,,"KIPLING, RUDYARD"
Sewastopol: Der Angriff auf die starkste Festung der Welt 1942,,,,"BUCHNER, ALEX"
"Sex Discrimination Act,1986,chapter59",,,,
The shame and the glory: Dieppe,,,,"ROBERTSON, TERENCE"
The shamrock and the swastika,,,,"Carter, C.J"
Sharpshooters at War,,,,"GRAHAM, A"
Sheet anchor,,,,
Sheffield and Huddersfield,,,,ORDNANCE SURVEY
Sherman: a history of the American medium tank,,,,
"Sherman: soldier, realist, American",,,,"Liddell Hart, B. H"
Sherston's Progress,,,,Sassoon S
The Sherwood Rangers Yeomanry in the Great War 1914-1918,,,,"Tallents, H"
Ship losses 1939-1945,,,,
Ship models 4: foreign small craft.,,,,"Bathe, B.W"
Ship safety news,,,,
The ship-busters,,,,"BARKER, RALPH"
"Shipping Casualties (Loss of the Steamship ""Titanic"") Cd 6352 1912",,,,Her Majesty's Stationery Office
"Ships and sealing wax: the memoirs of Basil, Lord Sanderson of Ayot",,,,"Sanderson of Ayot, Basil Sanderson"
Shootings at dawn: the Army death penalty at work,,,,"THURTLE, ERNEST"
A Short History of 10 Corps June 1940 - May 1945,,,,
A short history of 1st King's dragoon guards,,,,
"A short history of 49th West Riding & Midland infantry Division, Territorial Army",,,,"Hughes, F. K"
A short history of Kingston as a military and naval centre,,,,"Stanley, George F. G"
A  Short history of the 13th Hussars,,,,
A short history of the 14th/20th kings Hussards,,,,
A short history of the 1st & 2 nd Battalions the Essex Regiment,,,,
A short history of the 29 Cdn Armd Recce Regt,,,,"MacDougall, G. L"
"A Short History of the 3rd Volunteer Battalion of the Devonshire Regiment, 1859 to 1908",,,,Hastings W H
"Short History of the 4th Royal Irish Dragoon Guards 1685-1922,7th(princess Royals) Dragoon Guards 1688-1922,4th/7th Royal Dragoon Guards 1922-1939",,,,"D'Avigdor-Goldsmid, J.A"
A short history of the 50th Northumbrian division,,,,"Baker, A.H.R"
A short history of the 6th (Caernarvaon & Anglesey) Battalion: The Royal Welsh Fusiliers.,,,,
A short history of the Battle of Britain: to commemorate the 20th anniversary,,,,"Reid, John P. Milford"
A short history of the Cameronians (Scottish Rifles),,,,"Wylly, H. C"
A Short History of The Cameronians (Scottish Rifles) 1689-1939,,,,Wylly Col H C
A short history of the devonshire regiment,,,,
A short history of the Durham Light Infantry (1st and 2nd Battalions),,,,
A short history of the East Surrey regiment,,,,
A short history of the East Yorkshire regiment (The Snappers),,,,"Anderson, D.F"
A short history of the King's own Yorkshire light infantry 1755-1947,,,,
Short history of the London Rifle Brigade,,,,(5th City of London Regiment)
A short history of the regiment,,,,
A short history of the Royal Irish Rifles (The 83rd & 86th Regiments of Foot),,,,"Wilson, Henry Maitland Wilson"
"A short history of the Royal Sussex Regiment (35th foot-107thfoot), 1701-1926",,,,
A short history of the Seaforth Highlanders,,,,
A short history of the Seventh Queen's Own Hussars from 1689 to 1932,,,,
A Short history of the Sherwood Foresters (Nottinghamshire and Derbyshire Regiment),,,,
A short history of the units administered by the Kent Territorial and Auxiliary Forces Association,,,,
A short history of the volunteer forces of British Honduras (now Belize),,,,"Fairweather, D. N. A"
A short history of the Wiltshire Regiment (Duke of Edinburgh's) (62nd and 99th Foot) from 1756 and 1936,,,,"Gillson, R.M.T"
Short history & traditions of the King's own Yorkshire light infantry,,,,
"A Short Narrative of the Fifth Regiment of Foot or Northumberland Fusiliers; with a Chronological Table and Succession list of the Officers, from 1st January, 1754 to 1st May 1873",,,,
"A short record of the Durham Light Infantry, from 1758-1894",,,,"Gordon, W"
Should ASEAN include security?,,,,"Harun, Ramli,"
Shoulder-belt plates and buttons,,,,"Parkyn, H. G"
Sicily and the surrender of Italy,,,,"GARLAND, ALBERT N"
The siege of Leningrad,,,,"SALISBURY, HARRISON E"
The siege of Leningrad: epic of survival,,,,"WYKES, ALAN"
Sieges of the Great Civil War 1642-1646,,,,"YOUNG, PETER"
Signal,,,,
The Signal Service in the European War of 1914 to 1918 (France),,,,"PRIESTLEY, R E"
The Sikh Regiment,,,,"Bamford, P.G"
The Sikh Regiment in the second world war,,,,"BIRDWOOD, F J"
The Sikh regiment in the second world war,,,,"Birdwood, F.T"
Sikhim,,,,"Gawler, J C"
Silencers for Hand Firearms,,,,"Huebner, S.F"
Silver bugle: journal of the Light Infantry,,,,
"The silver wreath: being the 24th Regiment at Islandhlwana and Rorkes Drift, 1879",,,,"Holmes, Norman"
Simonstown Historical Society bulletin,,,,
"""Simple-Approximate""",,,,Taylor J G
"Simulation and gaming, Vol. 25 No. 2 June 1994",,,,
The Sinews of Peace: Post-War Speeches by Winston S. Churchill,,,,"CHURCHILL, RANDOLPH S"
Sinews of Steel,,,,Roy R H
"The Singapore Naval Base and the defence of Britain's eastern Empire, 1919-1941",,,,"NEIDPATH, JAMES"
"Singapore: too little, too late - some aspects of the Malayan disaster in 1942",,,,"Simson, Ian"
The Sinking of the `Lisbon Maru',,,,"Hamilton, G. C"
Sir Francis Drake's West indian voyage 1585-86,,,,"Keeler, Mary Frear"
Sir John Monash,,,,Smithers A J
"Sir Walter Raleigh, the British Dominion of the West",,,,"Hume, M"
Six months on the Italian Front,,,,Price J M
Six months to oblivion: the eclipse of the Luftwaffe fighter force,,,,"Gerbig, W"
"Sixth protocol to the General Agreement on Priviledges and Immunities of the Council of Europe : Strasbourg, 5 March 1996.",,,,
Sixth sense: the forces own newspaper in Germany,,,,
A sketch of the origin and progress of steam navigation from authentic documents,,,,"WOODCROFT, BENNET"
"Sketches of the character, manners and present state of the Highlanders of Scotland  Vol 11",,,,Stewart D Colonel
"Sketches of the character,manners and present state of the Highlanders of Scotland Vol1",,,,Stewart D Colonel
Skorzeny's special missions,,,,"SKORZENY, OTTO"
"Sky tiger: the story of Group Captain Sailor Malan, DSO DFC",,,,"Franks, Norman Leslie Robert"
Slave worker in the Channel Islands,,,,"DALMAU, JOHN"
A slaver's log book or 20 years' residence in Africa,,,,"Conneau, T"
Slim the standardbearer: a biography of Field-Marshal The Viscount Slim,,,,"LEWIN, RONALD"
The Slovak dilemma,,,,"Steiner, Eugene"
"Small arms, artillery and special weapons of the Third Reich",,,,"GANDER, TERRY J"
Small  Unit Actions,,,,
Small wars & insurgencies,,,,
SMT security management & industry today,,,,
Sniper Rifles of Two Wars,,,,"Tantum, W H (iv)"
"Sniping in France,with notes on the scientific training of scouts,observers,and snipers",,,,"Prichard,H H"
The soaring pilot,,,,"WELCH, ANN"
The social impact of bomb destruction,,,,"IKLE, FRED CHARLES"
The social psychology of military service,,,,"Goldman, N
SEGAL, DAVID"
Social Security Act 1975,,,,
Social Security Act 1975 Chapter 14,,,,Her Majesty's Stationery Office
Social Security Administration Act 1992 Chapter 5,,,,Her Majesty's Stationery Office
Social Security Departmental Report: the Governments expenditure plans 2000/01 - 2001/02,,,,
"Socialization,Militarization and Officer Recruiting:",,,,Worthington
Sociology and the military establishment,,,,"JANOWITZ, MORRIS"
"Sociology and the military establishment, 3rd ed.",,,,"JANOWITZ, MORRIS
LITTLE, ROGER W"
"SOE: recollections and reflections, 1940-1945",,,,"Beevor, J.G"
"Software: for managers of corporate software, Sep. 1995",,,,
"The solar system, a scientific american book",,,,
Soldier and traveller,,,,"GARDNER, A"
The soldier in modern society,,,,"Baynes, J.C.M"
Soldier: magazine of the British Army,,,,
Soldier of democracy,,,,"DAVIS, KENNETH"
Soldier of fortune: the journal of professional adventurers,,,,
Soldiers Died in the Great War 1914-19 (CD-ROM),,,,
"Soldiers died in the Great War 1914-19, Part 2: Royal Horse and Royal Field Artillery, Regulars and Territorial Force (including Honourable Artillery Company Batteries, Part 3: Royal Garrison Artillery",,,,
A soldier's experience: a voice from the ranks...,,,,"GOWING, T"
The soldier's handbook: what everyone wants to know about life in the Army,,,,"Thomas, R. C. W"
Soldiers killed on the First Day of the Somme,,,,"Bell, E.W"
"Soldiers of the Napoleonic wars: British cavalry at Waterloo, June 1815",,,,"FOSTEN, BRYAN"
Soldiers small book,,,,
The Soldiers Trade: British military developments 1660 - 1914,,,,"MYATT, FREDERICK"
A soldier's war,,,,"Cook, H"
Soldiers who died in the Great War Part 80: Labour Corps etc,,,,
Soldiers with stereo: an account of the development of aerial photographic interpretation in the British Army,,,,"Eaton, H. B"
Solicitors Journal,,,,
Solid rocket technology,,,,"Shorr, M"
Solving Lanchester-Type...,,,,Taylor J G
Some chaplains in khaki: an account of the work of chaplains of the United Navy and Army Board,,,,"Spurr, Frederic C"
Some observations on Viet Cong operations in the villages,,,,"Davison, W.P"
Some sieges,,,,"Alington, A.F"
Some statistical techniques in manpower planning,,,,
Some XII Royal Lancers,,,,"Hobson, G. W"
Something ventured,,,,"Woodhouse, C. M"
The Somme,,,,"FARRAR-HOCKLEY, ANTHONY"
The Somme 1916: a personal account,,,,"GLADDEN, NORMAN"
The Somme Battle Map,,,,"Holt, Tonie & Valmai"
Song of the Clyde,,,,"Walker, F.M"
Songs and marches of the Roundheads and Cavaliers,,,,"WINSTOCK, LEWIS"
The South Africa 1853 Medal: Being the Roll of the recipients and the story of the campaign medal issued for the frontier wars between 1834 and 1853,,,,"Everson, G R"
South Africa: Country Profile 1995-96,,,,Economist Intelligence Unit
South Africa: Country Profile- 1997-98,,,,Economist Intelligence Unit
"The South African field artillery in German East Africa and Palestine, 1915-1919",,,,"Adler, F.B"
"The South Africans with General Smuts in German East Africa, 1916",,,,"Collyer, J.J"
"South America, 1983/84",,,,"BIRNBAUM, STEPHEN"
The South Lancashire Regiment: the Prince of Wales's Volunteers,,,,"Mullaly, B. R"
South Pacific 1941-45,,,,Keogh Col E G
"South Vietnam: US-communist confrontation in South-East Asia, Vol. 5: 1970",,,,"SOBEL, LESTER A"
"South Vietnam: US-communist confrontation in South-East Asia, Vol. 7: 1972-1973",,,,"Knappman, Edward"
The South Wales Borderers,,,,"ADAMS, JACK"
Southward Ho,,,,"Deakin, Ralph"
The Soviet Art of War,,,,Scott H F
Soviet naval influence: domestic and foreign dimensions,,,,"MCCGWIRE, MICHAEL"
Soviet partisans in World War II,,,,"Armstrong, John A"
Soviet Ris-Taking and Crisis Behaviour:From Confrontation toCoexistence?,,,,"Adomeit, Hannes"
The Soviets as naval opponents 1941-1945,,,,"RUGE, FRIEDRICH"
Space policy,,,,
Spain - Batsford guide,,,,"LANGDON-DAVIES, JOHN"
"Spain under the Habsburgs, Volume 1: Empire and absolutism 1516-1598",,,,"LYNCH, JOHN"
A span of bridges,,,,"Hopkins, H. J"
The Spanish Civil War,,,,"BEEVOR, ANTONY"
Sparta,,,,"Michell, H"
The Special Air Service and Royal Marines Special Boat Squadron,,,,Shortt J G
Special report from the select committee on the Armed Forces Bill 1966 202,,,,Her Majesty's Stationery Office
Special report from the select committee on the Armed Forces Bill Session 1980-81 253,,,,Her Majesty's Stationery Office
Special Report from the Select Committee on the Armed Forces Bill Session 1985-86 170,,,,Her Majesty's Stationery Office
Special report from the select committee on the Army and Air Force Bill 1961 162,,,,Her Majesty's Stationery Office
A Special Study of Operation Vittles,,,,
Specialists & generalists: a comparative study of the professional civil servant,,,,"Ridley, F. F"
"Specification of quality management requirements, June 1968",,,,Ministry of Technology
Sphinx and dragon,,,,
The spirit level : why more equal societies almost always do better,,,,"PICKETT, KATE
Wilkinson, Richard G"
The Springing Tiger,,,,Toye H
Spy catcher,,,,"LUCAS, N"
The Spy in The Castle,,,,"Neligan, David"
Spy in the sun,,,,"CARR, B"
Squadron 303 The Story of The Polish Fighter Squadron with the RAF,,,,
Staff Officers Handbook,,,,MOD
Stafford Cripps: A Biography,,,,"Estorick, Eric"
Stafford knot: The Staffordshire Regiment (The Prince of Wales's),,,,
The Staffordshire Regiment,,,,"Cook, H"
The Staffordshire Yeomanry(Q.O.R.R.) in the First and Second World Wars 1914-1918 and 1939-1945,,,,"Kemp, P. K"
Stakeknife : Britain's secret agents in Ireland,,,,"HARKIN, GREG
INGRAM, MARTIN"
Stalingrad en Normandie,,,,"FLORENTIN, EDDY"
Stalingrad to Berlin: the German defeat in the east,,,,"ZIEMKE, EARL F"
Stand by for action:  a sailor's story,,,,"DONALD, WILLIAM"
Stand by to ram: a stirring and graphic account of dramatic episodes in the great battle of the Atlantic,,,,"Morgan, Lt. Guy RNVR"
Stand To: the journal of the Western Front Association,,,,,
"""Stand to your horses"": through the First World War 1914-1918 with the Lord Strathcona's Horse (Royal Canadians)",,,,"Williams, S. H",
Standards in defence news,,,,,
The state we're in,London,1995,,"HUTTON, WILL",Cape
Statement on Defence 1954,,,,Her Majesty's Stationery Office,
"Statement on the defence estimates 1992: report, together with the proceedings of the Committee...",,,,,
Statement on the Defence Estimates: vol1: 1983,,,,MINISTRY OF DEFENCE,
Statement on the Report of the Defence Lands Committee 1971-73 Cmnd 5714,,,,Her Majesty's Stationery Office,
State-of-the-art projection and long-range planning of applied research,,,,"Pardee, Frederick S",
Statewatch,,,,,
Statistical decision theory,,,,"Preston, Maurice",
Statistics and computer methods in basic,,,,"Lee, J. D",
Statistics in action,,,,"SPRENT, PETER",
Statistics in theory and practice,,,,"Connor, L.R",
"Statistics of the Military effort of the British Empire during the Great War, 1914-1920",,,,,
Status of Members of the Armed Forces of the Brussels Treaty Powers,,,,Her Majesty's Stationery Office,
Statutory Instrument 1992 No. 3230 Transport and Works,,,,Her Majesty's Stationery Office
