Dept family,Entity,Date Paid,Expense Type,Expense Area,Supplier,Trans no.,Amount exc VAT
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,MISC PROFESSIONAL FEES,FINANCE & CORPORATE SERVICES,WYG ENGINEERING LTD,287355,1245
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,LIGHTING & HEATING,FINANCE & CORPORATE SERVICES,BRITISH GAS BUSINESS,287587,543.97
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,RATES,FINANCE & CORPORATE SERVICES,LEEDS CITY COUNCIL,286857,-12102.41
Communities and Local Government,Homes and Communities Agency,22/04/2010,RATES,FINANCE & CORPORATE SERVICES,LEEDS CITY COUNCIL,286856,45562.53
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,SERVICE CHARGES,FINANCE & CORPORATE SERVICES,LEICESTER CITY COUNCIL,286359,5052.38
Communities and Local Government,Homes and Communities Agency,22/04/2010,MISC PROFESSIONAL FEES,FINANCE & CORPORATE SERVICES,DRIVERS JONAS DELOITTE,287002,4946.14
Communities and Local Government,Homes and Communities Agency,22/04/2010,FLORAL DECORATIONS,FINANCE & CORPORATE SERVICES,FROSTS LANDSCAPE CONSTRUICTION LIMITED,288442,517.32
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,RADIO TAXIS GROUP LTD,287517,50
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,RADIO TAXIS GROUP LTD,287517,50
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,RADIO TAXIS GROUP LTD,287517,72.01
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,ARTEMIS RECRUITMENT,288754,570.8
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,R.S.P LTD,285297,30
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,SERVICE CHARGES,FINANCE & CORPORATE SERVICES,REGUS MANAGEMENT (UK) LTD,288381,1500
Communities and Local Government,Homes and Communities Agency,22/04/2010,SERVICE CHARGES,FINANCE & CORPORATE SERVICES,REGUS MANAGEMENT (UK) LTD,288381,27323.22
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,PHOTOCOPIER LEASING,FINANCE & CORPORATE SERVICES,XEROX FINANCE,288367,1277.63
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,R.S.P LTD,285297,236.6
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,HAYS ACCOUNTANCY & FINANCE,288269,784.69
Communities and Local Government,Homes and Communities Agency,22/04/2010,AUDIT FEES,FINANCE & CORPORATE SERVICES,NATIONAL AUDIT OFFICE,288781,120000
Communities and Local Government,Homes and Communities Agency,22/04/2010,FEES,FINANCE & CORPORATE SERVICES,LEGAL & GENERAL INVESTMENT MANAGEMENT,287860,22430.67
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,HAYS ACCOUNTANCY & FINANCE,288296,1393.8
Communities and Local Government,Homes and Communities Agency,22/04/2010,GENERIC LEARNING,FINANCE & CORPORATE SERVICES,COMMON PURPOSE,288337,-4250
Communities and Local Government,Homes and Communities Agency,22/04/2010,GENERIC LEARNING,FINANCE & CORPORATE SERVICES,COMMON PURPOSE,288336,5750
Communities and Local Government,Homes and Communities Agency,22/04/2010,GENERIC LEARNING,FINANCE & CORPORATE SERVICES,ELECTRIC AIRWAVES,288334,500
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,FINANCE & CORPORATE SERVICES,EVERSHEDS LLP,288748,1045
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,FINANCE & CORPORATE SERVICES,EVERSHEDS LLP,288744,5099.6
Communities and Local Government,Homes and Communities Agency,22/04/2010,GENERIC LEARNING,FINANCE & CORPORATE SERVICES,TESTING SOLUTIONS GROUP LTD,287382,582
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,DIRECT TAXIS,287516,21
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,R.S.P LTD,287332,579.1
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,DIRECT TAXIS,287516,143
Communities and Local Government,Homes and Communities Agency,22/04/2010,SUBSISTENCE,FINANCE & CORPORATE SERVICES,EXPOTEL,288385,103.33
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,DIRECT TAXIS,287516,31.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,R.S.P LTD,285297,747.1
Communities and Local Government,Homes and Communities Agency,22/04/2010,STAFF RECRUITMENT COSTS,FINANCE & CORPORATE SERVICES,ENCOMPASS,288749,5100
Communities and Local Government,Homes and Communities Agency,22/04/2010,SUBSISTENCE,FINANCE & CORPORATE SERVICES,EXPOTEL,288385,103.33
Communities and Local Government,Homes and Communities Agency,22/04/2010,STAFF RECRUITMENT COSTS,FINANCE & CORPORATE SERVICES,NORTHERN RECRUITMENT GROUP LIMITED,288633,449.28
Communities and Local Government,Homes and Communities Agency,22/04/2010,STAFF RECRUITMENT COSTS,FINANCE & CORPORATE SERVICES,NORTHERN RECRUITMENT GROUP LIMITED,288272,461.76
Communities and Local Government,Homes and Communities Agency,22/04/2010,STAFF RECRUITMENT COSTS,FINANCE & CORPORATE SERVICES,NORTHERN RECRUITMENT GROUP LIMITED,286182,549.12
Communities and Local Government,Homes and Communities Agency,22/04/2010,STAFF RECRUITMENT COSTS,FINANCE & CORPORATE SERVICES,NORTHERN RECRUITMENT GROUP LIMITED,286734,549.12
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,R.S.P LTD,287332,25.1
Communities and Local Government,Homes and Communities Agency,22/04/2010,APPLICATIONS SUPPORT,FINANCE & CORPORATE SERVICES,COA SOLUTIONS LTD,288291,5371.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,APPLICATIONS SUPPORT,FINANCE & CORPORATE SERVICES,COA SOLUTIONS LTD,288292,7297.63
Communities and Local Government,Homes and Communities Agency,22/04/2010,APPLICATIONS SUPPORT,FINANCE & CORPORATE SERVICES,COA SOLUTIONS LTD,288290,16570.15
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,COMPUTER FUTURES SOLUTIONS,288732,468
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,COMPUTER FUTURES SOLUTIONS,288731,517.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,COMPUTER FUTURES SOLUTIONS,288728,540
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,COMPUTER FUTURES SOLUTIONS,288729,540
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,COMPUTER FUTURES SOLUTIONS,288733,549
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,COMPUTER FUTURES SOLUTIONS,288730,690
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,COMPUTER FUTURES SOLUTIONS,288727,750
Communities and Local Government,Homes and Communities Agency,22/04/2010,PURCHASE CORE INFRASTRUCTURE,FINANCE & CORPORATE SERVICES,FUJITSU TECHNOLOGY SOLUTIONS DIVISION UK,288293,3724
Communities and Local Government,Homes and Communities Agency,22/04/2010,PURCHASE CORE INFRASTRUCTURE,FINANCE & CORPORATE SERVICES,FUJITSU TECHNOLOGY SOLUTIONS DIVISION UK,288293,13695
Communities and Local Government,Homes and Communities Agency,22/04/2010,PURCHASE DESKTOP INFRASTRUCTRE,FINANCE & CORPORATE SERVICES,SAPPHIRE TECHNOLOGIES,288288,11099
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,SOLUTIONS RECRUITMENT,288294,521.1
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,158.26
Communities and Local Government,Homes and Communities Agency,22/04/2010,MOBILE PHONES,FINANCE & CORPORATE SERVICES,VODAFONE LTD (CORPORATE),278487,207.19
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,FINANCE & CORPORATE SERVICES,DIRECT TAXIS,287516,31.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,SUBSISTENCE,FINANCE & CORPORATE SERVICES,EXPOTEL,288385,170.4
Communities and Local Government,Homes and Communities Agency,22/04/2010,IRON MOUNTAIN-ARCHIVE SERVICE,FINANCE & CORPORATE SERVICES,IRON MOUNTAIN (UK) LTD,286357,31043.54
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,FINANCE & CORPORATE SERVICES,E-FAB RECRUITMENT LTD,288243,528.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,MISC PROFESSIONAL FEES,GROWTH & AFFORDABILITY,LONDON DEVELOPMENT EVENTS,288770,499
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,GROWTH & AFFORDABILITY,B RECRUITMENT,288306,769.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,GROWTH & AFFORDABILITY,DIRECT TAXIS,287516,10.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,GROWTH & AFFORDABILITY,R.S.P LTD,285297,1165.9
Communities and Local Government,Homes and Communities Agency,22/04/2010,MISC PROFESSIONAL FEES,GROWTH & AFFORDABILITY,SOPRA GROUP,288289,6900
Communities and Local Government,Homes and Communities Agency,22/04/2010,PANEL FEES PROPERTY SERVICES,GROWTH & AFFORDABILITY,DRIVERS JONAS DELOITTE,287836,2000
Communities and Local Government,Homes and Communities Agency,22/04/2010,PANEL FEES PROPERTY SERVICES,GROWTH & AFFORDABILITY,DTZ DEBENHAM TIE LEUNG,288497,8500
Communities and Local Government,Homes and Communities Agency,22/04/2010,PANEL FEES PROPERTY SERVICES,GROWTH & AFFORDABILITY,DTZ DEBENHAM TIE LEUNG,288498,8500
Communities and Local Government,Homes and Communities Agency,22/04/2010,PANEL FEES PROPERTY SERVICES,GROWTH & AFFORDABILITY,DTZ DEBENHAM TIE LEUNG,288499,8500
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,GROWTH & AFFORDABILITY,R.S.P LTD,285297,1048.9
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,GROWTH & AFFORDABILITY,TROWERS AND HAMLINS,288495,7500
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,GROWTH & AFFORDABILITY,BADENOCH & CLARK,286124,839.38
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,GROWTH & AFFORDABILITY,B RECRUITMENT,288575,549.91
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,GROWTH & AFFORDABILITY,B RECRUITMENT,288302,660.9
Communities and Local Government,Homes and Communities Agency,22/04/2010,OTHER TRAVEL - EXCL AIR TRAVEL,GROWTH & AFFORDABILITY,DIRECT TAXIS,287516,10.5
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,GROWTH & AFFORDABILITY,E-FAB RECRUITMENT LTD,273931,433.35
Communities and Local Government,Homes and Communities Agency,22/04/2010,SUBSISTENCE,GROWTH & AFFORDABILITY,EXPOTEL,287519,175.72
Communities and Local Government,Homes and Communities Agency,22/04/2010,PANEL FEES PROPERTY SERVICES,LONDON,CB RICHARD ELLIS,287830,5000
Communities and Local Government,Homes and Communities Agency,22/04/2010,LEGAL FEES,LONDON,EVERSHEDS LLP,283239,3761.3
Communities and Local Government,Homes and Communities Agency,22/04/2010,GROUNDS MAINTENANCE GENERAL,LONDON,WSP ENVIRONMENTAL LTD,288411,8463
Communities and Local Government,Homes and Communities Agency,22/04/2010,BUILDINGS-ELECTRICITY,LONDON,SOUTHERN ELECTRIC,288254,1170.64
Communities and Local Government,Homes and Communities Agency,22/04/2010,MISC PROFESSIONAL FEES,LONDON,BBP REGENERATION LTD,285263,6286.25
Communities and Local Government,Homes and Communities Agency,22/04/2010,MISC PROFESSIONAL FEES,LONDON,BBP REGENERATION LTD,288720,18840.75
Communities and Local Government,Homes and Communities Agency,22/04/2010,AGENCY STAFF,LONDON,ADECCO UK LTD,287540,565.6
Communities and Local Government,Homes and Communities Agency,22/04/2010,OPEN MARKET VALUATION FEE,LONDON,DTZ DEBENHAM TIE LEUNG,286078,20500
Communities and Local Government,Homes and Communities Agency,22/04/2010,MISC PROFESSIONAL FEES,LONDON,SQW LTD,288718,-18840.75
Communities and Local Government,Homes and Communities Agency,22/04/2010,ENGINEERING CONSULTANTS,LONDON,CLARKE BOND,288665,650
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,BARRATT DEVELOPMENTS PLC,41104,20461
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,BARRATT DEVELOPMENTS PLC,41105,22250
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,BARRATT DEVELOPMENTS PLC,41103,31386
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,BRENT HOUSING PARTNERSHIP,41107,17483
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,INDUSTRIAL DWELLINGS SOCIETY (1885) LIMITED,41076,119899
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,METROPOLITAN HOUSING TRUST LIMITED,41079,1500
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,METROPOLITAN HOUSING TRUST LIMITED,41080,1500
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,METROPOLITAN HOUSING TRUST LIMITED,41081,1500
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,NOTTING HILL HOUSING TRUST,41074,296800
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,NOTTING HILL HOUSING TRUST,41072,417560
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,NOTTING HILL HOUSING TRUST,41073,2315600
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,ONE HOUSING GROUP,41092,45000
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,ONE HOUSING GROUP,41090,90000
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,ONE HOUSING GROUP,41091,182000
Communities and Local Government,Homes and Communities Agency,22/04/2010,CAPITAL GRANTS TO RSLS,LONDON,ONE HOUSING GROUP,41093,800000
Communities and Local Government,Homes and Communities Agency,22/04/2010,SECURITY,LONDON,PCL WHITEHALL SECURITY GROUP,288496,404.16
Communities and Local Government,Homes and Communities Agency,22/04/2010,SECURITY,LONDON,PCL WHITEHALL SECURITY GROUP,288496,18333.52
Communities and Local Government,Homes and Communities Agency,22/04/2010,SIGNS & NOTICEBOARDS,LONDON,RPS GROUP PLC,287890,704.07
Communities and Local Government,Homes and Communities Agency,22/04/2010,HOMEBUY AGENTS FEES,LONDON,METROPOLITAN HOUSING TRUST,287703,1500
Communities and Local Government,Homes and Communities Agency,22/04/2010,HOMEBUY AGENTS FEES,LONDON,METROPOLITAN HOUSING TRUST,287705,1500
Communities and Local Government,Homes and Communities Agency,22/04/2010,HOMEBUY AGENTS FEES,LONDON,METROPOLITAN HOUSING TRUST,287706,1500
