Merchant Category,Supplier Name,Service,Summary of Purpose of Expenditure,Date,Net Amount
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,159.00
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,150.00
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,221.20
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,156.94
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,91.07
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,538.00
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,13/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,185.64
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Childrens & Educational Services,Care Payments,17/03/2017,70.56
