Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY OF,ERS-580577-144968,"34,073.00",Cochrane Review Groups (CRG),M13 9PL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY OF,ERS-580582-144976,"34,073.00",Cochrane Review Groups (CRG),NG7 2RD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-580243-144090,"34,075.00",Experimental Cancer Medical Centres,SO52 9AB,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-580248-144191,"34,075.00",Experimental Cancer Medical Centres,LE5 4QF,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,ERS-580260-144062,"34,075.00",Experimental Cancer Medical Centres,CH63 4JY,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580569-144980,"34,113.00",Cochrane Review Groups (CRG),OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,HERTFORDSHIRE UNIVERSITY OF,ERS-580186-144289,"34,150.00",Other PRP Research,AL10 9AB,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-580053-144102,"34,226.00",Research for patients benefit programme,SW17 0QT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,DUNDEE UNIVERSITY OF,ERS-580498-144911,"34,228.00",Other PRP Research,DD1 4HN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580450-144704,"34,241.43",HTA Pragmatic Trials,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580738-144627,"34,487.73",EME NETSCC,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-579928-144243,"34,554.72",HTA Clinical Evaluation Trial,BS8 1TH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NEWCASTLE UNIVERSITY,ERS-580206-144389,"34,626.75",HTA commissioned workstream,NE1 7RU,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-580488-144826,"34,677.00",Research for patients benefit programme,NW3 1QG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580135-144236,"34,731.21",Commissioned EME,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580725-144626,"34,744.50",Service Delivery & Org,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SALFORD UNIVERSITY OF,ERS-580209-144429,"34,807.50",NIHR Public Health Research NETSCC,M5 4WT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-580034-144434,"34,894.56",HTA Pragmatic Trials,S10 2UH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-580373-144056,"34,947.74",HTA Clinical Evaluation Trial,L12 2AP,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LIVERPOOL WOMENS HOSPITAL NHS FOUNDATION TRUST,ERS-580088-144064,"35,000.00",Research for patients benefit programme,L8 7SS,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-579989-144053,"35,123.04",HTA commissioned workstream,L12 2AP,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-580110-144248,"35,135.00",Other PRP Research,BS8 1TH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580018-144410,"35,376.24",HTA Pragmatic Trials,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS South Norfolk Clinical Commissioning Group 06Y,ERS-579903-144495,"35,392.29",Health Service Recharge,NR7 0WG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTHAMPTON UNIVERSITY OF,ERS-580767-144998,"35,403.40",Health Service Recharge,SO17 1BJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-580757-144767,"35,409.00",Research for patients benefit programme,M21 9UN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NEWCASTLE UNIVERSITY,ERS-580322-144391,"35,508.00",Cochrane Review Groups (CRG),NE1 7RU,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,STAFFORDSHIRE UNIVERSITY,ERS-580329-144448,"35,778.21",HTA commissioned workstream,ST4 2DF,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EAST LONDON NHS FOUNDATION TRUST,ERS-579983-144192,"35,816.00",Research for patients benefit programme,E1 1RD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH NAPIER UNIVERSITY,ERS-580208-144486,"35,842.02",NIHR Public Health Research NETSCC,EH11 4BN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,YORK UNIVERSITY OF,ERS-580320-144476,"35,843.01",HTA commissioned workstream,YO10 5DD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-580526-144872,"35,932.00",Invention for Innovation,OX4 2PG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580105-144234,"35,977.00",Other PRP Research,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NHS BRISTOL CCG 11H,ERS-580632-144782,"36,033.29",Service Delivery & Org,BS1 3NX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580479-144705,"36,124.20",EME NETSCC,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY OF,ERS-580779-144970,"36,199.00",Other PRP Research,M13 9PL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580382-144616,"36,203.07",Health Tech Assessment,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-580224-144438,"36,338.07",HTA Clinical Evaluation Trial,S10 2UH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-579934-144480,"36,384.51",HTA commissioned workstream,M21 9UN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-579894-144317,"36,389.00",Invention for Innovation,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,ERS-579918-144067,"36,520.00",Research for patients benefit programme,WF3 1WE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-580049-144054,"36,583.38",HTA Topic Areas & Genetics Technology,L12 2AP,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-580821-144853,"36,714.00",Research for patients benefit programme,NR4 7UY,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580358-144327,"36,736.00",Other PRP Research,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-580652-144856,"36,945.09",Health Service Recharge,M6 8HD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580094-144233,"37,010.28",NIHR Public Health Research NETSCC,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE LONDON,ERS-580484-144931,"37,162.92",Commissioned EME,SW7 2AZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-580592-144873,"37,219.00",Cochrane Review Groups (CRG),OX4 2PG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ERS-580518-144880,"37,276.77",Health Tech Assessment,BA1 3QE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LIVERPOOL UNIVERSITY OF,ERS-580566-144957,"37,452.00",Cochrane Review Groups (CRG),L69 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY OF,ERS-580579-144969,"37,481.00",Cochrane Review Groups (CRG),M13 9PL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-580587-144926,"37,481.00",Cochrane Review Groups (CRG),WC1E 7HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-580085-144162,"37,690.00",Research for patients benefit programme,OX4 2PG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ERS-579999-144059,"37,884.00",Research for patients benefit programme,YO30 4RY,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-580343-144441,"38,282.01",NIHR Public Health Research NETSCC,S10 2UH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,QUEEN MARY UNIVERSITY OF LONDON,ERS-580843-144995,"38,294.00",HTA commissioned workstream,E1 2AX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,YORK UNIVERSITY OF,ERS-580159-144472,"38,339.22",Health Service Recharge,YO10 5DD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-580046-144098,"38,843.22",Health Tech Assessment,SE1 9RT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-579897-144081,"39,059.00",Cochrane Review Groups (CRG),NG3 6AA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,WARWICK UNIVERSITY OF,ERS-579926-144457,"39,164.10",Health Service Recharge,CV4 7AL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-580654-144841,"39,274.02",Health Service Recharge,SE1 9RT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-580429-144526,"39,363.00",HTA Pragmatic Trials,L12 2AP,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CARDIFF UNIVERSITY,ERS-580731-144638,"39,571.23",HTA Pragmatic Trials,CF24 0DE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EAST ANGLIA UNIVERSITY OF,ERS-579959-144270,"39,762.66",HTA commissioned workstream,NR4 7TJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-580356-144080,"40,000.00",Research for patients benefit programme,EX2 5DW,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580461-144939,"40,018.50",HTA Topic Areas & Genetics Technology,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-579904-144227,"40,511.34",Commissioned EME,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-580741-144900,"40,519.12",NIHR Public Health Research NETSCC,BT7 1NN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-580760-144825,"40,645.73",Health Service Recharge,WF3 1WE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-579982-144244,"40,681.20",HTA Clinical Evaluation Trial,BS8 1TH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EXETER UNIVERSITY OF,ERS-580424-144651,"40,911.39",NIHR Public Health Research NETSCC,EX4 4QJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAM UNIVERSITY OF,ERS-580165-144397,"41,084.91",Health Service Recharge,NG7 2RD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-580438-144606,"41,270.35",HTA Pragmatic Trials,AB24 3FX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580747-144740,"41,475.97",EME NETSCC,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-580386-144538,"41,498.00",Applied Research Programme,SE1 9RT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580685-144711,"41,630.50",Service Delivery & Org,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY OF,ERS-580219-144378,"42,098.61",NIHR Public Health Research NETSCC,M13 9PL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-580246-144207,"42,297.00",Experimental Cancer Medical Centres,W12 0HS,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580026-144322,"42,642.78",NIHR Public Health Research NETSCC,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-580837-144902,"42,672.72",NIHR Public Health Research NETSCC,BT7 1NN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-580606-144835,"42,695.55",Service Delivery & Org,NG3 6AA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEICESTER UNIVERSITY OF,ERS-580264-144340,"42,718.00",Other PRP Research,LE1 7RH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-580799-144884,"42,758.00",Research for patients benefit programme,M13 0JR,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SWANSEA UNIVERSITY,ERS-580029-144456,"42,785.76",Service Delivery & Org,SA2 8PP,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580724-144625,"42,868.46",EME NETSCC,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LIVERPOOL WOMENS HOSPITAL NHS FOUNDATION TRUST,ERS-580061-144063,"42,878.61",EME NETSCC,L8 7SS,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-580396-144747,"43,126.73",Large Scale Clinical Trials,S10 2UH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,EDINBURGH UNIVERSITY OF,ERS-580192-144273,"43,273.00",vCJD research,EH1 1HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-580399-144688,"43,301.94",EME NETSCC,LS2 9JT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-580150-144295,"43,419.63",NIHR Public Health Research NETSCC,WC1E 7HT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-580249-144101,"43,458.00",Experimental Cancer Medical Centres,SE1 9RT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580456-144733,"43,524.97",Health Tech Assessment,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,PUBLIC HEALTH ENGLAND PHE033,ERS-580623-144775,"43,633.00",Other PRP Research,SP4 0JG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,UNIVERSITY COLLEGE LONDON UCL,ERS-580211-144362,"43,646.31",HTA commissioned workstream,WC1E 6BT,PUBLIC,,,
,,25-Sep-17,Outsourcing Contract,COMMUNITY CARE,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,53467354,"51,448.25",,NW1 7QY,PUBLIC,,,
,,25-Sep-17,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584246160,"1,189,585.85",August 2017 IMS3 Open Service charges,WS11 0JA,LARGE,,,
,,25-Sep-17,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584246160,497.56,August 2017 VOIP and Telephony support,WS11 0JA,LARGE,,,
,,25-Sep-17,Outsourcing Contract,FINANCE AND GROUP OPERATIONS,ATOS IT SOLUTIONS AND SERVICES LTD,5584246161,"38,869.96",August 2017 VOIP and Telephony support,WS11 0JA,LARGE,,,
,,25-Sep-17,Other taxation & social security payable - Inland Revenue taxes and duties (ST),Holding CT Core,HM REVENUE AND CUSTOMS HMRC,CHAPS 22/09/17,"1,174,344.34",,SS99 1AA,PUBLIC,,,
,,25-Sep-17,Other taxation & social security payable - National Insurance Fund (ST),Holding CT Core,HM REVENUE AND CUSTOMS HMRC,CHAPS 22/09/17,"1,095,375.54",,SS99 1AA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-580797-144858,"43,667.01",Health Service Recharge,WC1N 3JH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,FIFE HEALTH BOARD,ERS-580280-144208,"43,772.88",HTA commissioned workstream,KY12 0SU,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,YORK UNIVERSITY OF,ERS-580786-144762,"43,842.00",Health Service Recharge,YO10 5DD,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ST GEORGES HOSPITAL MEDICAL SCHOOL,ERS-580690-144755,"43,878.04",NIHR Public Health Research NETSCC,SW17 0RE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-580066-144257,"43,906.00",Invention for Innovation,CB2 1TN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BELFAST QUEENS UNIVERSITY OF,ERS-580701-144613,"43,947.52",NIHR Public Health Research NETSCC,BT7 1NN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580115-144235,"44,084.00",Other PRP Research,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,KINGS COLLEGE LONDON,ERS-580486-144942,"44,090.13",Commissioned EME,SE1 8WA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580401-144617,"44,173.97",EME NETSCC,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BANGOR UNIVERSITY,ERS-580091-144455,"44,176.80",HTA Clinical Evaluation Trial,LL57 2DG,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-580824-144997,"44,295.45",NIHR Public Health Research NETSCC,S10 2UH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580752-144987,"44,532.59",Health Service Recharge,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,GLASGOW CALEDONIAN UNIVERSITY,ERS-580835-145010,"44,615.79",Health Service Recharge,G4 0BA,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY OF,ERS-579937-144254,"44,666.84",HTA Clinical Evaluation Trial,CB2 1TN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-579930-144228,"44,679.30",NIHR Public Health Research NETSCC,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRISTOL UNIVERSITY OF,ERS-580210-144250,"44,700.36",NIHR Public Health Research NETSCC,BS8 1TH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LEEDS UNIVERSITY OF,ERS-580567-144692,"44,818.10",HTA Pragmatic Trials,LS2 9JT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-580336-144048,"45,000.00",Applied Research Programme,WF3 1WE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,BIRMINGHAM UNIVERSITY OF,ERS-580081-144231,"45,010.26",Health Service Recharge,B15 2TT,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,TEES ESK AND WEAR VALLEYS NHS FOUNDATION TRUST,ERS-580124-144199,"45,062.88",NIHR Public Health Research NETSCC,TS6 0SZ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-580295-144074,"45,219.00",Other PRP Research,CB2 2QQ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-580565-144610,"45,238.00",HTA Clinical Evaluation Trial,AB24 3FX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,OXFORD UNIVERSITY OF,ERS-580346-144419,"45,445.29",HTA commissioned workstream,OX1 2XN,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ST GEORGES HOSPITAL MEDICAL SCHOOL,ERS-580580-145000,"45,545.00",Cochrane Review Groups (CRG),SW17 0RE,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,MANCHESTER UNIVERSITY OF,ERS-580575-144967,"45,605.00",Cochrane Review Groups (CRG),M13 9PL,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ABERDEEN UNIVERSITY OF,ERS-580560-144609,"45,612.48",Health Tech Assessment,AB24 3FX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTHAMPTON UNIVERSITY OF,ERS-580471-144751,"45,956.37",HTA Clinical Evaluation Trial,SO17 1BJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SHEFFIELD UNIVERSITY OF,ERS-580012-144431,"46,555.71",HTA Pragmatic Trials,S10 2UH,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,SOUTHAMPTON UNIVERSITY OF,ERS-580031-144446,"46,563.57",HTA Pragmatic Trials,SO17 1BJ,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,LIVERPOOL UNIVERSITY OF,ERS-580568-144958,"46,647.00",Cochrane Review Groups (CRG),L69 3BX,PUBLIC,,,
,,25-Sep-17,Research & development,CHIEF SCIENTIFIC ADVISOR,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-580234-144140,"46,785.48",HTA commissioned workstream,L7 8XP,PUBLIC,,,
