Y (Latitude),X (Longitude),Stone type,Name,Commissioned by,Location,Inscription/Notes,Interpretation/Description,Link to Image
50.41459,-4.12888,Military Stones,PPP-WD PFN 61 †War Department Boundary Stone,War Department,Crownhill FortOn inside corner of fenced off area to the north east of Crownhill Fort.,W 'Broad arrow' D / No 61 †Incised.Description, A Plymouth Forts North marker.†,https://lh5.googleusercontent.com/proxy/tndZk-oZIj5UOrhyr884s3FYHEr__2sOV9IvQG0XHy4lrq2VdlzoccdU9XbvIFE2wxoNF6E-ibO1bqZdcAwDkhmfXs-Ea65UD-5IHn25uE15y5bjhQLnhNRgPqqWY7F_CZzz97yrDXX7PITRGVUrLGRYmvUEjlAXZMdSzfhM9r1HDDRnXw https://lh6.googleusercontent.com/proxy/6fnRtGhgFBZ1yz_s7kVHxU6jjj-QhAHkrCk1TgAfFP2xP2h6KAK1TyscxFyHV-MyGvNfpVdWvKFLNUq6SQT1IEeCm4HpKQ3iBE-WanJWJ2I4wB3NI6t76f3LJhgsQnPiQYkflEA103oHPBCyRA3SlJAiwdg-GAaleHb0sfsw2-DVOsxYCg
50.41636,-4.13357,Military Stones,PPP-WD PFN 65 †War Department Boundary Stone,War Department,"Crownhill FortNorth west of Crownhill Fort. In wooded area in corner of original fence line, next to two metal posts.",† W 'Broad arrow' D / No 65 †Incised.Description,A Plymouth Forts North marker.†,https://lh4.googleusercontent.com/proxy/0E6dgW1ZKFL1GOWgDILrQY21hvBhTbDEOj0XWeDmcfQH4Jc84tBKR82YFCbkOx-pD5gXPrXvx5j0lefSRYxJMgLT3nAEtzvOi7LrGIxwCHwh7iofvCz5-3k034XD9pYm-VW6Ls598xyd06fBOHa-tB2CIRLUUehWc7hNt7_mFdGHclXbDA https://lh6.googleusercontent.com/proxy/wrciyxM0v28Ck_5KMHDb6xdG3AgBRL7EiJKnwJE0xfh3iPNbQcTnYL-2uPf91FSCj6Mo5BOF1ZMtyLRLvAUXDeiV3OXlELw_tH4pvFr9WhgOB1N798s9KvbK0IDwdOxlwYO26KPOqOwOgP7KKpUdvisFD-lB3OShZtoY2FPvOqqJZU4FBg
50.41482,-4.15059,Military Stones,PPP-WD PFN 83 War Department Boundary Stone,War Department,WhitleighEast of footbridge on south side of stream at Whitleigh. Recumbent in water.W 'Broad arrow' D / No 83 † † Incised.Description,Inscription damaged by stone and debris flowing down the stream.Description, †A Plymouth Forts North marker.,https://lh4.googleusercontent.com/proxy/G8GId9aIcE8zKFiXHujcw0pdtgnIGtgKhL32F4IUv4kluBJk732RKT1JqocetmPc88b8_-UA5-Q2I7ESteFwmX1alGrKXoimgrBRvvLR9vIp7iu933dsg22fO9QM3fe5fOBjVRjUhDynwKUAp6McUyAD42GnGKmcAL5roXR8tCAIzzC-CA https://lh6.googleusercontent.com/proxy/9nymZoFA-QQfhbX9myVIUCccjvby0woqR-ltrk2r8X5ZhY90yCA8Qlf52hVhbqrjog09uTGevULEIDp5OLe1pAxIPQT8ukBZ_cMpCCpLfDhzSNApqeBwbl-XV661yt9g43ulk7qgaCoNuTOoqiYhQX27maWo4EjcW9vpMG9dPuul0ygpKA
50.41526,-4.15162,Military Stones,PPP-WD PFN 84 †War Department Boundary Stone,War Department,WhitleighEast of footbridge at Whitleigh on south side of stream.†W 'Broad arrow' D / No 84 † Incised.Description,Some damage to inscription.†Description, †A Plymouth Forts North marker.†,https://lh3.googleusercontent.com/proxy/Hg6DTBGgVHhqAPb_bthzwhUrnlptjtCtK4w_dmjNaaLSd0uJ2TXL3RsswcQmj5c1k5M3x_N3umg5zh--cHBAiDgv6SqQaUORB_SMUig4yuTDv0zP3iG--v3ADIV1ux2bGBPln05QgbwIuzkyVYul-GYeBp7xUUJ8BVigmBdOY2Lwasyg0w https://lh5.googleusercontent.com/proxy/B6cvWeWAG2VD3pbAfv5-_XsHV6LbFSmNFvaq-ZTuKodMzfR3mY54w2CpU9O-BXAgLxDxFstWB8rGvFpbCPJ19hB0DWlDXdN6rnji_C3v4WbWkogXyFq1tB_Fay0ScTjHcMYMNUwX0IxD7S4HcnKD4WlWHq4H0vUbnWhUU2GKEJ89CjFo7g
50.41559,-4.15262,Military Stones,PPP-WD PFN 85 †War Department Boundary Stone,War Department,WhitleighA few metres west of Whitleigh 'pipe bridge'. On south bank of stream.W 'Broad arrow' D / No 85 † Incised.Description," Inscription not clear, possible erosion.Description",†A Plymouth Forts North marker.†,https://lh6.googleusercontent.com/proxy/yz9o0FPr6BFWbmX7Xp3zTanczcZCx4ThkMx_HQuWz6ShZoTwpAFWFZtp56ZcFOQPyzN_rL5mRHtPId2fRdQiypaR_r0ZxZJZVhCzZskfp3j2SORm8yQiQmu_ngZd1wU4q8GrgVqWKQ-0WU449LUYa2YyYy4OsEbpbKnJjfd05JXd875Nrg https://lh4.googleusercontent.com/proxy/uCgLdoHqKyZHwTZP1znBT_oZz44vA5PUZY-WYmrU6Rqkc66g5-4IGf6mwCTL18p5P4rljdK5TDAFSrsIUbEQzYzLKG700mQyUrnTWkgioxEY_psY8eCquSYkhi16ivDgl_BVlv3dUoqE1g73GinVT9Q2-G9uINukUxsyc_-F6FS-21wiOA
50.41593,-4.15581,Military Stones,PPP-WD PFN 86 †War Department Boundary Stone,War Department,"WhitleighEast of Canterbury Drive, Whitleigh. Recumbent and buried on north bank of stream close to a large tree stump.W 'Broad arrow' D / No 86 Incised.Description",A Plymouth Forts North marker.†,,https://lh6.googleusercontent.com/proxy/tojYLGHgg_bxh9a37qiAR93iE9G8ByaBXlP4bcuIMiDXQZj2s74z941cFUQWKaopMOU7HCSQ8NvDdn4chG6O-g1i303haKIsw39nq8NnG143UR7KvJG1-KTVXYaPLbdcFp3aIP4gy3TRgGU7ysGXx63IviaBPBDdGw6-c7mp4CAGeU9uDA https://lh4.googleusercontent.com/proxy/q1JGOsP25XrtCVfVt-CUGpAC7YS4lZ7PM-JHimQJBYyoq3nhTe_H-r3pGzVsKn9AWQwG9VYtB5BRTNJEBbaNOZq1inv8fdqod2oVZSIlRM5f9EYZTtitDq_AJRBIeKMYE2rbCanW_BzjdXHgUweHvqRXcgFza21Oq3VXiGxzhdQu7J-FFQ
50.41671,-4.15834,Military Stones,PPP-WD PFN 87 †War Department Boundary Stone,War Department,"WhitleighNear Canterbury Drive, Whitleigh. On south side of stream in bushes.",W 'Broad arrow' D / No 87 † Incised.Description, †A Plymouth Forts North marker.,https://lh3.googleusercontent.com/proxy/uzrFjK62Y79oOp1ptJSozYG2tl0ORs39jLqe6WyA3EWmfDCatCmT605MvCO3kUW2-SGm35EswziQaxuKPZ54PVjJS65Bv2jQ2GDNnRlfImPDQ6im1QuR4Wyr3K5lBGSA8G0CQIhUrE4jAeHoF-a4jWy6fV49GfTdehNhhly13upnA0VnjA https://lh5.googleusercontent.com/proxy/DIhckrA8HR3o9dcAtZ5ezMKFieJ33iEKvYxXkUkNMF1fDH83h1lLSBAWtB-AxrYwqFvKCCZ2JoVJTsuYJn8oIwyG91x-hHEaM0OwFsCw7SXioZlElqLChqhJhATk-D9DQzuN_gHFfAkfSg-O5DK45lPK5qJxICNvrUNNZxPqka-WFSaSLg
50.41753,-4.1602,Military Stones,PPP-WD PFN 88 †War Department Boundary Stone,War Department,"WhitleighOn west side of and in brook in Budshead Road, Whitleigh, south west of Canterbury Drive.",W 'Broad arrow' D / No 88 † †Incised.Description, Lower part of inscription is submerged in brook.†Description,https://lh6.googleusercontent.com/proxy/ukn-pklwTUM8VYu4dAE3iVEjNgl_cxyCeJyc7qTnUgcVV74q2YrM7EY7hJwmJ7a69myIKAXtCbRlEFq3Mq_R-vvSlrIaw__dgag3hNKeODTetu2tQlKfCy1As_rRRKwE-mU8OkFzAZzlO9V-0u7jkvyEK5b1MWidvIjidAxSG5UOaNwPPg https://lh3.googleusercontent.com/proxy/HFrVv12MPdcmki-o_pAAqlO7zeB_r7Q-SPn2cjHyYQRZCsx_l42qE62ZewC__IDG1bkSqssMtCB_3ItUC59qD--T_egeEv04fxl_IDhPt0tG_aPXZD9EUONhc-2nNB1OpbyRBHbJmuvJjD5oAjuV5kPTxRVfayA0gQjxk0dEe9vdrTqOxQ
50.41789,-4.16092,Military Stones,PPP-WD PFN 89 †War Department Boundary Stone,War Department,"WhitleighOn west side of and in brook in Budshead Road, Whitleigh. South west of Canterbury Drive††W 'Broad arrow' D / No 89 †Incised.Description",  A Plymouth Forts North marker.,,https://lh4.googleusercontent.com/proxy/MbBd1qSk7vmGe0xlvvuYodCgOG1x7tB70_Bv3jnXA4o0afp-QKRTxLq0CnjhavxHarc2D-LluIfC_BtALSmGa_dW4VnVjBBlF3_4QJOpH4_-RNe2un9wLSSrRuD15rAwwiMN4iQAm6dU41GC2Y-KhvcPxChF4D4yYXIf7XfioT1VdmFrBQ https://lh3.googleusercontent.com/proxy/Ls1vXItFwQVj7U-g2VcXAdBMPyi7D3hpTT4NhhXsATa5RBg5U9bwz0THoxqzxVkV9owEsE7iKv0utuFlALTJLJDjfwFyGVfVyMTWVRGG4lBdUgwUo2PMAcp7zOt_EkBzD3Baw-tEFqbIslt4B9eNgAreL9uecQldK3F-sX_G2pk-YkloBQ
50.41876,-4.1668,Military Stones,PPP-WD PFN 95 †War Department Boundary Stone,War Department,Budshead WoodRecumbent and found face down.in centre of southern half of Budshead Wood.†W 'Broad arrow' D / No 95 † †Incised.Description,Recumbent and found face down.Description,A Plymouth Forts North marker.†,https://lh3.googleusercontent.com/proxy/2GhGVRCBL81-vEE5Dy0FAYcOdKSIX26kvviduk11s_mOkBo1VgAz0ggVB0LFdst9nHERUXS8oi_KQc7UV-EmEgVtYuKtFg0QAXnpa2GAmqJ1ve9QozE87DPBywFbGjKz3vwW3yqm0sxQ-hPJTiAb_9Py4Yp-Q0y9P_kd2SUk6Hcsg30kCQ https://lh6.googleusercontent.com/proxy/yQuCQy8A1wWDMtO5IGG0vu-VwreTQ-rDNloOlhc3uLXTYuWoF29oA4uy-8skqPYwIRxn5aVSrKTSO-W5-Mmf5CL1mPiZ-qyGcZDPk5iTc7iMdjGaq_sLvKlzNK5b3KWsM909g5e6t5yIDAexVlxTFKJd_E-VH6iqb0ZK9YcCuAL0kJSb2g
50.4181,-4.1683,Military Stones,PPP-WD PFN 96 †War Department Boundary Stone,War Department,"Budshead WoodTo rear of houses on west side of Russet Wood. Beside footpath, uphill north west of boundary stone PPP-WD PFN 95.†W 'Broad arrow' D / No 96 †Incised.†Description",†A Plymouth Forts North marker.†,,https://lh6.googleusercontent.com/proxy/5ZelZu2d4CLYwlcQJrOaShRCaCSnuvxNJa9U4mGNqGVwGlQtN5NRsAg-xnzZydJA__dwu6TIHY2YtxMcUe3At3gvGWQrUe-cPEDigBTU2O7QUg-Jd5VHKgS-bLXuW3SBJ3qQxB1o02dDmezgzMm2mAvEtQTalJYqVvxoBF3dy5DtMjwE5w https://lh5.googleusercontent.com/proxy/R57sCr0ols4Dl5QyU6D2MAgDJug8YZurwjnd1hGIouM23OuG7E5SDBHJPvCVubP78Un_ftXMDYdS81k75YlzEp-fP3ES51z2sCE7enx4C0Eyg1gLsO8pErPpmu5vSKmpobEwLwZkfzNwhX_ai-gZfmkFQfyGSQPzmoUGP7MJy2I11U2QTQ
50.41732,-4.16892,Military Stones,PPP-WD PFN 97 †War Department Boundary Stone,War Department,"Budshead WoodTo rear of houses in Coltishall Close. Beside footpath, south of boundary stone PPP-WD PFN 96.W 'Broad arrow' D / No 97 † Incised.Description", A Plymouth Forts North marker.†,,https://lh3.googleusercontent.com/proxy/lp712TkVmNkmcpSK8wg0SAc1H7saH0cfYQSXMK9DwtBxV0jJGvvZOuDJs5aM_FTskTO0B7kR2fTJSJYIFE4YlDKKh7KBKZU7fGmmvPcQf9abKevWQA4Lzl_2YT-VNcCmL4i0X9I_zC8dCkzmRnbjGuQ_JLIseMZcXzv2nfHJ593_qhMJrw https://lh5.googleusercontent.com/proxy/mEaX9eGKezbIQAfeux0qJlt7Ar3mAYvLXuDr8dn731G-j_VBnFkGpGPstf_BBW1nGrPy0d0bAyD0_8gNbQ6SueuAG1Bs2nj6RKopaABAdQsU__kkXhW-PN0np5kLCJ3YjsDDL8h8b5k98i-Cp5xUQxG1JugybkhjWcyfshYNwyjXEBkj-Q
50.41659,-4.16925,Military Stones,PPP-WD PFN 98 †War Department Boundary Stone,War Department,"Budshead WoodBelow Budshead Road, west of junction with Ringmore Way. On top of bank, west of footbridge over brook.†W 'Broad arrow' D / No 98 †Incised.Description"," The 'o' of '""No"" is a full stop.Description",A Plymouth Forts North marker.†,https://lh3.googleusercontent.com/proxy/P7OewXbphq0WrlNgqPsJbGo4Jh8wK15fTFVZuqW8sgtWPbsLLFlptqNdzMx94Qmdc4MwKPLpptpJun94Piz9Cg0Oa_UuGBtVDj9Tip6Ueq49FNIEu37hvodvpvU3pVoVKcjP6xiEF2PPjf58rUtY-4z9J33uw6T5zUeA0UQyhFa8OTnV1Q https://lh6.googleusercontent.com/proxy/dNz8XFnwV8Dh-FyTW8Wod3YCEINg4ImR7BaoeEtm8h-0431L1Npors4CoXAgRizBExYa0woRE6J-8aEDrdBZQoXz84J9Gb_I2Mab4d_EhSrXGeYZIdBRF0-h-HtDg55x4M9-C0i9MgI7yNoRH64wtvA6kjbwfZCtdcag-_iAUHerCLSKiw
50.41302,-4.17545,Military Stones,PPP-WD PFN 129 †War Department Boundary Stone,War Departmen,St Budeaux churchAt entrance to St Budeaux Green. Set in wall above tarmac approximately 100 metres east of church.,†? Interpretation," Should read ""W 'Broad arrow' D / No 137"". † † Incised.May have been defaced in World War 2 as a precautionary measure (Removal of Direction Signs Order 1940).Description",https://lh3.googleusercontent.com/proxy/0ehPrhlBmyZLGqBGdKgp62Qq6fnPnBCUwFGX8fDBWPBI9-Va4AFy_5BxOuVb6dRkg80ietfi3FCSO8YvuRSi6S1pWy0WcNgNS8QDG9y3zjiK9_D13N-zj34fHbtiedsOLmj7mIg3Bp0PNjTbxjfmMVQuVvGuro2Qb7Btw-tbNvl8stjlTA
50.41282,-4.17643,Military Stones,PPP-WD PFN 131 †War Department Boundary Stone,War Department,St Budeaux churchOn western edge of St Bueaux Green at top of a set of steps above Number 544 Crownhill Road.,†? Interpretation," Should read ""W 'Broad arrow' D / No 131"". May have been defaced in World War 2 as a precautionary measure (Removal of Direction Signs Order 1940).Description",https://lh4.googleusercontent.com/proxy/gBgnJBjr6JKbwe8hkkS85n6C5Sg-VmW1J5wITmEwRf81i_X7isIP6J539aG6IxpIHcg9HZoUO8hyTl-gUOHf3F2QuNigjncRjN6VDiKMbOGJFW2ZTSiLl4NPdJec1zwDd5WH6LsMbWUuaHCKju4VZkZbm_zb4H0498Ibo0z7ggb21FAv
50.41232,-4.17922,Military Stones,PPP-WD PFN 132A †War Department Boundary Stone,War Department,St Budeaux churchAt base of small set of steps to the south west of St Budeaux church in outer graveyard.,†? Interpretation," Should read ""W 'Broad arrow' D / No 132A"" †Incised. May have been defaced in World War 2 as a precautionary measure (Removal of Direction Signs Order 1940).Description",https://lh4.googleusercontent.com/proxy/qJUcWxkehqlQesk-AV4QqU0UlRisa89ysHCsG71z0GZ3qF7ZRNiH_-HvV8mhnMmMub53VJCyENrjUExH3d4SP-9CaRqsa4bY6mrbMyhZzklSAIDINZG8Noy61-bTFdo54wfu_rn71bfzP2xjoJkQVBKwYOb3hZwU79UqweoZ5NNPYZdpWQ0
50.41279,-4.17811,Military Stones,PPP-WD PFN 134 †War Department Boundary Stone,War Department,St Budeaux churchSet inside outer graveyard of St Budeaux church. Approximately 100 metres west of church at corner of wall.,† ? Interpretation," Should read ""W 'Broad arrow' D / No 134"".Incised. May have been defaced in World War 2 as a precautionary measure (Removal of Direction Signs Order 1940).Description",https://lh4.googleusercontent.com/proxy/KMgtWRlRgwXCMRniQ3dci5VyJNMI-ANwZAIGN2HMYL9XTm6hIV9iuEkNvb6qLHtiED5y7JgH59gm4-V2RQ1dgWKPShaayYEjWGEuRn-O-8AhI0bzb7EmAlxJCMaVghWT1gEvkmBTGjdH_v27Q7zPqxKoH0koyGPA8F4Lc6oe4AwzJXneeg
50.41317,-4.17714,Military Stones,PPP-WD PFN 137 †War Department Boundary Stone,War Department,St Budeaux churchIn corner of field approximately 20 metres to the south of and below St Budeax parish church. Under vegetation.†? Interpretation," Should read ""W 'Broad arrow' D / No 137""†Incised..May have been defaced in World War 2 as a precautionary measure (Removal of Direction Signs Order 1940).Description", A Plymouth Forts North marker.†,https://lh5.googleusercontent.com/proxy/F4XpI6BmmWD7ajEDYRKSVvlhXsdGgYy9OypBe2feWcm2995TAezNLylBtsNOuFawIN1Ie714U6jEnBd7sdEji2XXamwBJHOgJGVhbkfb727CVYpSDuRCMWua5MjDXKFbM0oYISL-JJDaiZ0Hd1JLYD80wtBdn3PnxC5a859AM5aSsJsJKg
50.41287,-4.17854,Military Stones,PPP-WD PFN 138 †War Department Boundary Stone,War Department,St Budeaux churchOutside churchyard approximately 200 metres west of St Budeaux church. At bottom of bank behind fence.†,†? Interpretation," Should read ""W 'Broad arrow' D / No 138"".Incised. May have been defaced in World War 2 as a precautionary measure (Removal of Direction Signs Order 1940).Description",https://lh3.googleusercontent.com/proxy/W69L8qoSiYS2r-agWk4OWAai-PTYb50TDtW6l5_F1X61CNlmd2x0sx5mbM-QJCcbBQ3JlUQAnIKk7xfQE-qfiJjj38kvd8qp4-tSKlNns0pYsNJFhTXbn1s3f_fJQ1-tBu0dk_tgt4Onzp_YSQFpI1FLmhOqCzLdayHin4iGwgfi3MQ_7g
50.41231,-4.17964,Military Stones,PPP-WD PFN 139 †War Department Boundary Stone,War Department,"St Budeaux churchAt base of muddy bank. Approximately 50 metres west of St Budeaux outer graveyard, above new nursing home complex.",†? Interpretation," Should read ""W 'Broad arrow' D / No 139"".Incised. May have been defaced in World War 2 as a precautionary measure (Removal of Direction Signs Order 1940).Description",https://lh3.googleusercontent.com/proxy/5AqvQAm_Ot7eSnR4AZf_F8YQ1UrImuQ0LiLiNiCaaX6GYs_zKcGZ4DAY7UH83SF_d-UxfXfHKdUyc8JHuc8ubYpKRK2EcDhsHgK90tyBSH8Ym25z3ba1YeNtC7A0lSrHmJ1kJDA0JSFWBlIB6tbt2r-_ZyDvgqwXACTetGiyY6GW7JnyIA
50.41166,-4.18074,Military Stones,PPP-WD PFN 140 †War Department Boundary Stone,War Department,St Budeaux churchOn south side of road at start of Ernesettle Crescent against wall of number 1 (Glenholme).,†W 'Broad arrow' D / No 140 †Incised.Description," The 'o' of ""No"" is a full stop.Description",https://lh5.googleusercontent.com/proxy/vX1GP_13n4kBot7tXwPPtLbpnr6VcVLryWpi7WR23Ou5rfA81ldG8kETCZIXQj82FD71fJ-o9J1Vrt_fDSFDA8H24eL5RjjiF5PO80U3Jd-MvM2pyEPXAk2W96cpXX0GTvyHA66-0j3VO_yB7amx24jTWhKwTZlCH01j6XGZDZkVfp-jUA
50.41273,-4.18163,Military Stones,PPP-WD PFN 141 †War Department Boundary Stone,War Department,St Budeaux churchOn west side of Ernesettle Lane outside number 21. On path/verge against wall.,W 'Broad arrow' D / No 141 † Incised. Description," The 'o' of ""No"" is a full stop.Description",https://lh4.googleusercontent.com/proxy/hwznYLJd-t0C0UbqYX8bUbRlB3pK6vi1rVcLbxVVlJYneAr7r15u3SxQXHBKknPgOW1DnM8qD8-FpgucjLSpMXpPc65b4JKg__SBoddhZfDgvloCVRH8EvDxJZl4h2Y-ISSd4jS3PsVP2Xv1I3xfzPyYDsMADnG7xBIQukmyZOk-R7h9Rg
50.41265,-4.17628,Military Stones,PPP-WD PFN 161 War Department Boundary Stone,,,,,
50.4134,-4.17503,Military Stones,PPP-WD PFN 165 †War Department Boundary Stone,War Department,"St BudeauxPrivate property. In rear garden of house number 4, Kinsale Road, Higher St Budeaux.No public access.W 'Broad arrow' D / No 165 Incised.Description",  A Plymouth Forts North marker.,,https://lh5.googleusercontent.com/proxy/IvWZtsJvaWYInAAmSiZbmNQ88WxEoAeFXIaVWYK5ZRTe_ombVjAaotdwxGcSX0d-kh5bK8Mo6cH5GmG93WKb8OfRr-dl44z1h6VQ4qaArhEbJJUL7NNRTOk_7YI6Ldt-MBFLEcDV68FuuYhfIvrH6LuAB8tB0u59xriYkzWuhuWHtdapww https://lh6.googleusercontent.com/proxy/Z19PAV7kyuBFgJv935-nGTErUGBQXL7JEiHqy02V68-0oc9-B7o784-SZgPkJwL4MQpvTiu0d4W4Mo2jWaDAOE98L2XmmtZKiiSDuZ3itmYAaNBHiNmhMBXMMdmuhDM02V_UtEMaeGFO3FRog7OVmP7UdqJMKVFZ7Rry_5lDZyxIZMRmKQ
50.39829,-4.1052,Military Stones,PPP-WD PFN 209 †War Department Boundary Stone,War Department,"Military Road, EggbucklandOn north side of Military Road. At top of bank, approximately 250 metres from junction with Shallowford Road.",†W 'Broad arrow' D / No 209 † Incised.Description, Inscription obscured by fence post footings.Description,https://lh5.googleusercontent.com/proxy/4p7PiWGvumDSs6pFv3fT1n03L8ZUJ5W4VZkcDOimjfQjwU2A9W6wBVSChZtrCasl6g1gzpFcEgU37cF22a5YA9H96_gGdTKMABgUB7aE3_3NrqhItv1Ba4e1A87GjtBJyQ1qRPXQK9NBuj82NL7UuCYJOLk4Z6IxeUQk07QJmywusgYQ7A https://lh5.googleusercontent.com/proxy/0ZbhyznDLo4UgvzV5v2-6wKaNVXlHqXPWESREleKJT2p2DLaQmbvkHWXabsvtvzlm9VR6CuoUz0FaTm6kltMcB-RHsqpZs0WO95HMynTUD2H1i8GIeU_iII5C5_idaaHDFi5ydtUXOK9tRjw_jancj9vaIoQnr3E3qURbrYQl1xiHfyJ5w
50.39246,-4.09997,Military Stones,PPP-WD PFN 218 †War Department Boundary Stone,War Department,"Military Road, Deer ParkOn south west side of Military Road, Deer Park. On top of bank near concrete fence post.",W 'Broad arrow' D / No 218 † Incised.Description," The 'o' of ""No"" is a full stop.Description",https://lh4.googleusercontent.com/proxy/u9DnbQ-ODOVvoAe1556w7krS7MQolozErE3pUGGAF1Ts9oHe0KU3jPHXt17qurKJgUEXYh4DAlcszg17zzZR_M_n6wrF5n0HYzKtBSfbgnG118pMaEun-SO3JQmqF7KA2-WRBKimG-KgSBbLAOda8SuZRXM5EFj0MJRiZuFdT72R4DFn5g https://lh4.googleusercontent.com/proxy/wS4zYIJWfBdCl96n35lxR4WpCE7m0rmlfLoq7mJdVvBRZagFJxhpjSMVjP2mB9vPDrXwpcir1ji5XYyTna55EZT3rcVy83CcoI7j1f47p6jmzQOq_5TwH0VycsoGWW-u1pmRNQhE_gGsjxXxcLG6H4MWwCtae9SMpYD_6pkJeOfU0otIKQ
50.39078,-4.10026,Military Stones,PPP-WD PFN 221 †War Department Boundary Stone,War Department,"Military Road, Deer ParkOn top of embankment on east side of Efford Pathway, approximately 30 metres south west of junction with Military Road. This stone originally stood close to PPP-WD PFN 220, a few metres south of same junction.",W 'Broad arrow' D / No 221 † Incised.Description, A Plymouth Forts North marker.†,https://lh3.googleusercontent.com/proxy/xEdwxhr2WBi6-y1ctx1L9pkKIXZbqQ2--hh9Y1IEqbtT9ZL6w5jUqhW0wCICaYcejtwVeUsLkdenwonMr1Yr2nuVns6U23PgJKHLwi9oNNtyitrUrJNKfGJATMhiNRfTXIl3yuMTltvrDLEAyIpKIEDqnFQ7oRy22KFFIgWJdaNJ9yxqwQ https://lh4.googleusercontent.com/proxy/iCdnAKRffMv37BuqFouGa_oNtbOOxEzey8D14XwZijIPKgW8Yj9Na4WbOTWbhyABo1Pa0QexU_x2vSLti2s-PlJXH4eeu3cGFHVzKg3shj_g9x5BhwDC1EOaq523D9H4brTVZVE9A162cicnMgqlTiZqeNmAZyKrEtJLbd1dUrAQ6YY9XQ
50.39035,-4.0953,Military Stones,PPP-WD PFN 223 †War Department Boundary Stone,War Department,"Military Road, EffordOn south side of Military Road, near access road to fort. Over and at foot of embankment. At corner of rear garden of house in Blandford Road.",W 'Broad arrow' D / No 223 †Incised.Description, A Plymouth Forts North marker.†,https://lh4.googleusercontent.com/proxy/00UqNZYLWtVBcJOb5SYVGO6Eyf7qkCVd_6BgVwPytQLv9f2sYaGL5W5YC6oqxUAn0We9dSA6Uql8RfAwOqH121TDo4Wpx2u4EO2vYzFl8B9vE_rG2d3qNa1SzvIpbB9z7RQMe9mG3aKhIDoL_rQygskXo5x37las2v41q-zftMdo-_4MZA https://lh3.googleusercontent.com/proxy/Po580KQ11TXa_qMBFGKtJ--yv_jjkGlrZL8Aq1yFV5Qe1MH4ASCjXWTPJoIe1n5auuEd1ZKX8dosp0VNxAiV_Idt0ZStyA-0zudXMyLLxq9Nuw7ScDAnkpTDVS1Xxhp1LkCNv2qtqXVNa-779o-fS11U31yT8NiVj1CxnZaMrxQYNwXz0Q
50.38745,-4.09552,Military Stones,PPP-WD PFN 226 †War Department Boundary Stone,War Department,"Darwin Crescent, EffordIn front of electricity sub station in Darwin Crescent on access path connecting to Manifold Gardens.†W 'Broad arrow' D / No 226 † Incised.Description"," The 'o' of ""No"" is a full stop. Inscription partly obscured by concrete footing.Description",A Plymouth Forts North marker.†,https://lh4.googleusercontent.com/proxy/WDmkDJjV0bpLPUfauczuIW6iboYd48MfO4-0DDmM5pQ4ks1iFe56zOIS9ZMEuJJdAuNk1f8gWAcDAEdWRWHtRYjG3WyDwcyMXZqeCorOzvcK04c11ZIWGHdONncSRwn_9BNjDksBPy9w2hItq7hAYfjidl5wdRy-tV3Rkb5q58lEjJ9l2Q https://lh4.googleusercontent.com/proxy/tvJngbu-0PWnqCmKZv1ybD62waAG3w00MEbUmOCH6XgsAcF5rSuR0EgBt8xryPv7Q5AH02_cBnxoMbo87V8AyW_pf7sX7JA_NhPwHqhElYuxkmRRc2ZfQaIEIQxKJ4Zqhp_6mjFennY1rbY2vQUn1frDBzwAGCvgsna0S1K0FewTiL_mEA
50.3639,-4.1415,Military Stones,PPP-WD RC 1 †War Department Boundary Stone,War Department,Hoe ForeshoreFacing south above footpath leading from Madeira Road to Tinside. Alongside Plymouth boundary stone BSPC 105..East side, 'Broad arrow'/W.D./1867 IncisedEast gable top, 1 Description,https://lh5.googleusercontent.com/proxy/aa2oXBLSsLibQ5jE44AEpu4FlmazOotnbn3twPktrIqph1EqMClHOR_yik1C51NvYs76EEZluz12a45gSQMufsdboeXxfxEPAJ7URddb2XCnDrUzQVsrrYVXdZUZIFzwS_eBVoN_xbKzekOjbak-NLmYMAsGbgq7o89rDBbrjmADkFzgAZn0 https://lh6.googleusercontent.com/proxy/pjWeAV32F7M7J3rdEYNBEvGcaQaikGbSYVy2bOUyHGH5Ot5ZPW07EpnHPtUkSYiz8VmWvIB1tyhM4CUAoSnNxifMvLy8TA21uEPr6I1PpBCuREnbXPSfklEMaW2a1HSG4-IwO2aWGblnLk_Z03OLztptccIO8P3q4z7-lxFWICmrhh-AkobBXrvf https://lh3.googleusercontent.com/proxy/2whjXvi3PQZe5cseF7QJY9UQf5kHT8RX9z3rIeRBgoCDyL5xIapHjtHgKfUqlHROlS3D2RGsv5Z5-rocCmlsYXT6JJnrsx520e6SXwuomxs3HAH9bIGfaJRypqhFl_zJPGOHQ9kzw5HY548_p4WaajzKJaaeqmdgGWgkqoZTJI7ddTjr2dcY
