Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department For Transport,Driving Standards Agency,19.07.2012,Rent - L&B (non-PFI),CARMARTHEN DTC,NETWORK RAIL,1900001966,1621.32,"Rent Aug 12 - Aug 13, Carmarthen",M60 3BP
Department For Transport,Driving Standards Agency,09.07.2012,Business Rates,NEWPORT - MPTC,NEWPORT CITY COUNCIL,DIRECT DEBIT,1232,720000 05070406 NCC COLLECTION ACC 1127725X           991395,
Department For Transport,Driving Standards Agency,03.07.2012,Periodicals & Subscriptions,CORP COMMS,NEWSPAPER LICENSING AGENCY LTD,5100001790,13572.56,,TN1 1NL
Department For Transport,Driving Standards Agency,06.07.2012,Business Rates,IRVINE DTC,NORTH AYRSHIRE COUNCIL,DIRECT DEBIT,922.5,826522 80443671 NORTH AYRSHIRE 27237419021335 NDR 916174 GBS RE DRIVING STA,
Department For Transport,Driving Standards Agency,13.07.2012,Business Rates,BARNSTAPLE,NORTH DEVON COUNCIL,DIRECT DEBIT,641,600203 03953785 NORTH DEVON DISTRI 01      93476104   957113,
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,SCUNTHORPE - MPTC,NORTH LINCS COUNCIL,DIRECT DEBIT,1122,544126 35644044 NORTHLINCSCOUNCIL  13990335640        971524,
Department For Transport,Driving Standards Agency,02.07.2012,Motorcycle Maintenance,OXFORD COWLEY DTC,NORTH OXFORD GARAGE LTD,5100001766,630.04,,OX2 8JP
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,WESTON SUPER MARE DTC,NORTH SOMERSET COUNCIL,DIRECT DEBIT,641,089002 61106011 NORTH SOMERSET COU 0600351266         920123,
Department For Transport,Driving Standards Agency,31.07.2012,Water,DARLINGTON MPTC,NORTHUMBRIAN WATER LIMITED,DIRECT DEBIT,617.27,601508 00105384 NORTHUMBRIAN WATER 309160920010       751523,
Department For Transport,Driving Standards Agency,13.07.2012,Water,NORTH AREA OFFICE,NORTHUMBRIAN WATER LIMITED,DIRECT DEBIT,1111.53,601508 00105384 NORTHUMBRIAN WATER 302426360014       751523,
Department For Transport,Driving Standards Agency,20.07.2012,Business Rates,HQ SITE COSTS,NOTTINGHAM CITY COUNCIL,DIRECT DEBIT,8794,089074 61037672 NOTTM CITY COUNC   6604860            850583,
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,COVENTRY,NUNEATON & BEDWORTH BOROUGH COUNCIL,DIRECT DEBIT,518,542113 56580762 N  B B C GEN A/C  01      1600308341 920175,
Department For Transport,Driving Standards Agency,13.07.2012,Business Rates,LEICESTER MPTC,OADBY WIGSTON B C,DIRECT DEBIT,619,542150 13754432 OADBY  WIGSTON B. 90354649           922775,
Department For Transport,Driving Standards Agency,13.07.2012,Business Rates,LEICESTER MPTC,OADBY WIGSTON B C,DIRECT DEBIT,915,542150 13754432 OADBY  WIGSTON B. 90302334           922775,
Department For Transport,Driving Standards Agency,23.07.2012,Rent - L&B (non-PFI),FALKIRK,OBAN BAY PROPERTIES LTD,5100002103,1200,RC - FALKIRK DTC RENT,PA34 5PF
Department For Transport,Driving Standards Agency,07.07.2012,Stationery (Non-stock),CENTRAL FUNCTIONS,OFFICE DEPOT UK LIMITED,1900001166,702.17,"Various items, Newcastle Area Office, May 12",SP10 4BA
Department For Transport,Driving Standards Agency,07.07.2012,Stationery (Non-stock),HQ SITE COSTS,OFFICE DEPOT UK LIMITED,1900001165,929.78,"Various items, Nottingham, May 12",SP10 4BA
Department For Transport,Driving Standards Agency,12.07.2012,Stationery (Non-stock),HQ SITE COSTS,OFFICE DEPOT UK LIMITED,1900001782,765.86,STATIONERY - NOTTINGHAM,SP10 4BA
Department For Transport,Driving Standards Agency,01.07.2012,Stationery (Non-stock),NORTH AREA OFFICE,OFFICE DEPOT UK LIMITED,1900001119,1586.11,Office Depot - Various Locations Feb 2012,SP10 4BA
Department For Transport,Driving Standards Agency,08.07.2012,Stationery (Non-stock),NORTH AREA OFFICE,OFFICE DEPOT UK LIMITED,1900001242,4340.65,Various locations  May 2012,SP10 4BA
Department For Transport,Driving Standards Agency,18.07.2012,Stationery (Non-stock),NORTH AREA OFFICE,OFFICE DEPOT UK LIMITED,1900001846,3754.6,Newcastle Area - Consolodated Invoice June 2012,SP10 4BA
Department For Transport,Driving Standards Agency,04.07.2012,Rent - L&B (non-PFI),KIRKWALL ORKNEY LGV,ORKNEY AUCTION MART LTD,5100001749,500,RC - KIRKWALL LGV RENT,KW15 1FL
Department For Transport,Driving Standards Agency,11.07.2012,Investigation Services,INTEGRITY TEAM,OUTFORCE CORPORATE INVESTIGATIONS LTD,5100001949,168000,,CM21 9AE
Department For Transport,Driving Standards Agency,11.07.2012,Investigation Services,INTEGRITY TEAM,OUTFORCE CORPORATE INVESTIGATIONS LTD,5100001952,36000,,CM21 9AE
Department For Transport,Driving Standards Agency,13.07.2012,Business Rates,OXFORD COWLEY DTC,OXFORD CITY COUNCIL,DIRECT DEBIT,870,089038 61173400 OXF CITY CNCL RATE 711129916          971699,
Department For Transport,Driving Standards Agency,03.07.2012,Ttest Fixed & Var Charge,THEORY TEST,PEARSON DRIVING ASSESSMENTS LTD.,5100001773,733.7,,M50 3BF
Department For Transport,Driving Standards Agency,03.07.2012,Ttest Fixed & Var Charge,THEORY TEST,PEARSON DRIVING ASSESSMENTS LTD.,5100001775,1296,,M50 3BF
Department For Transport,Driving Standards Agency,03.07.2012,Ttest Fixed & Var Charge,THEORY TEST,PEARSON DRIVING ASSESSMENTS LTD.,5100001776,4462.5,,M50 3BF
Department For Transport,Driving Standards Agency,13.07.2012,Business Rates,PETERBOROUGH MPTC,PETERBOROUGH C C,DIRECT DEBIT,2725,206737 10572918 PETERBOROUGH C C   102087303          982599,
Department For Transport,Driving Standards Agency,04.07.2012,Motorcycle Maintenance,WORKSOP,PIDCOCK MOTORCYCLES LIMITED,5100001741,524.1,,NG10 1LR
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,PLYMOUTH - MPTC,PLYMOUTH C.C.,DIRECT DEBIT,2954,089021 61003172 PLYMOUTH C.C.      7910254X           958775,
Department For Transport,Driving Standards Agency,12.07.2012,Room Hire,NELSON DTC,PORTAKABIN  LTD,5100001987,660,,YO32 9PT
Department For Transport,Driving Standards Agency,13.07.2012,Business Rates,PORTSMOUTH FORT SOUTHWICK,PORTSMOUTH CITY COUNCIL,DIRECT DEBIT,810,089081 61105517 PORTSMOUTH CITY CO 9119705001014      980965,
Department For Transport,Driving Standards Agency,03.07.2012,Business Rates,PRESTON DTC,PRESTON CITY COUNCIL,DIRECT DEBIT,973,162833 13162739 PRESTON CC         70219050           913926,
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,PRESTON DTC,PRESTON CITY COUNCIL,DIRECT DEBIT,973,162833 13162739 PRESTON CC         70219050           913926,
Department For Transport,Driving Standards Agency,10.07.2012,Radio Licence,OPERATIONAL SUPPORT,PRS LTD,5100001944,46635.19,,WIT 3AB
Department For Transport,Driving Standards Agency,10.07.2012,Radio Licence,OPERATIONAL SUPPORT,PRS LTD,5100001944,9327.04,,WIT 3AB
Department For Transport,Driving Standards Agency,27.07.2012,Motorcycle Fleet Sundries,KETTERING MPTC,RADIOCOMS SYSTEMS LIMITED,5100002207,587.5,BMW SYSTEM 6 X-LARGE SILVER,NW10 6QD
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,READING DTC,READING BOROUGH,DIRECT DEBIT,550,089016 61018798 READING BOROUGH    51287919N          250210,
Department For Transport,Driving Standards Agency,18.06.2012,Motorcycle Maintenance,CBT,RIDERS OF CARDIFF,GPC,500,Repairs for official motorcycle,
Department For Transport,Driving Standards Agency,18.06.2012,Motorcycle Maintenance,CBT,RIDERS OF CARDIFF,GPC,500,Repairs for official motorcycle,
Department For Transport,Driving Standards Agency,18.07.2012,Business Rates,ROCHDALE DTC,ROCHDALE METROPOLITAN BOROUGH COUNCIL,DIRECT DEBIT,1168,089052 61053957 ROCHDALE MBC       41138326           957210,
Department For Transport,Driving Standards Agency,19.07.2012,Business Rates,ROTHERHAM MPTC,ROTHERHAM BOROUGH COUNCIL,DIRECT DEBIT,1214,089087 61180710 ROTHERHAM BOROUGH  7411516            971554,
Department For Transport,Driving Standards Agency,13.07.2012,Business Rates,TOLWORTH DTC,ROYAL BOROUGH OF KINGSTON UPON THAMES,DIRECT DEBIT,1001,606002 44720939 KINGSTON CTAX/NNDR 1255444            624590,
Department For Transport,Driving Standards Agency,26.07.2012,Postage,HQ SITE COSTS,ROYAL MAIL GROUP LTD,1900002113,1899.73,Postage -12 - 18.07.2012 - Axis,PE4 5BR
Department For Transport,Driving Standards Agency,04.07.2012,Postage,HQ SITE COSTS,ROYAL MAIL GROUP LTD,1900001472,604.78,19 May 2012 - 16 June 2012 Large Response Axis,S49 1HQ
Department For Transport,Driving Standards Agency,04.07.2012,Postage,HQ SITE COSTS,ROYAL MAIL GROUP LTD,1900001597,1892.12,Mail Charges - Axis Building - 21.06-27.06.2012,S49 1HQ
Department For Transport,Driving Standards Agency,12.07.2012,Postage,HQ SITE COSTS,ROYAL MAIL GROUP LTD,1900001786,1597.84,POSTAGE CHARGES AC 0299890045 JUN/JUL 12,S49 1HQ
Department For Transport,Driving Standards Agency,13.07.2012,Postage,HQ SITE COSTS,ROYAL MAIL GROUP LTD,1900001787,2160,A/C 0299890007 POSTAL CHARGES,S49 1HQ
Department For Transport,Driving Standards Agency,20.07.2012,Postage,HQ SITE COSTS,ROYAL MAIL GROUP LTD,1900001951,2111.73,"5 - 11 July, Postage for 1000171782",S49 1HQ
Department For Transport,Driving Standards Agency,11.07.2012,Business Rates,RUGBY DTC,RUGBY BOROUGH COUNCIL,DIRECT DEBIT,776,089010 61054383 RUGBY B C          01      1500212714 858893,
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,CHERTSEY DTC,RUNNYMEDE.BOROUGH COUNCIL,DIRECT DEBIT,1477,089034 61106163 RUNNYMEDE.B.C      73014474           990865,
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,FARNBOROUGH MPTC,RUSHMOOR BOROUGH COUNCIL,DIRECT DEBIT,2252,403545 01276557 RUSHMOOR BC        92030995           941307,
Department For Transport,Driving Standards Agency,13.07.2012,Business Rates,WEDNESBURY DTC,SANDWELL COUNCIL,DIRECT DEBIT,1092,089001 61190069 SANDWELL MBC-NNDR  54262583           971551,
Department For Transport,Driving Standards Agency,19.07.2012,Building Service Charges,OBAN,SCOTTISH EXECUTIVE,1900002002,482.12,MOTO CHARGES APR 12 TO JUNE 12,EH6 6QQ
Department For Transport,Driving Standards Agency,19.07.2012,Service Charge,OBAN,SCOTTISH EXECUTIVE,1900002002,80.02,MOTO CHARGES APR 12 TO JUNE 12,EH6 6QQ
Department For Transport,Driving Standards Agency,19.07.2012,Gas,OBAN,SCOTTISH EXECUTIVE,1900002002,15.39,MOTO CHARGES APR 12 TO JUNE 12,EH6 6QQ
Department For Transport,Driving Standards Agency,19.07.2012,Rates,OBAN,SCOTTISH EXECUTIVE,1900002002,203.88,MOTO CHARGES APR 12 TO JUNE 12,EH6 6QQ
Department For Transport,Driving Standards Agency,19.07.2012,Rent - L&B (non-PFI),OBAN,SCOTTISH EXECUTIVE,1900002002,279.07,MOTO CHARGES APR 12 TO JUNE 12,EH6 6QQ
Department For Transport,Driving Standards Agency,19.07.2012,Water,OBAN,SCOTTISH EXECUTIVE,1900002002,30.78,MOTO CHARGES APR 12 TO JUNE 12,EH6 6QQ
Department For Transport,Driving Standards Agency,19.07.2012,Rent - L&B (non-PFI),DUMBARTON TRIAL,SCOTTISH HISTORIC BUILDINGS TRUST,1900001999,4953.89,,EH1 2PG
Department For Transport,Driving Standards Agency,03.07.2012,Motorcycle Maintenance,CBT,SEAN DAVIES MOTORCYCLE   COLCHESTER,GPC,500,Service and repair for official motorcycle,
Department For Transport,Driving Standards Agency,03.07.2012,Furniture & Fittings,BARNET,SENATOR INTERNATIONAL LTD,5100001759,936.36,1-10 Liberty Chair No Arms,BB5 5YE
Department For Transport,Driving Standards Agency,03.07.2012,Furniture & Fittings,EXETER LGV,SENATOR INTERNATIONAL LTD,5100001753,312.12,1-10 Liberty Chair No Arms,BB5 5YE
Department For Transport,Driving Standards Agency,03.07.2012,Furniture & Fittings,EXETER LGV,SENATOR INTERNATIONAL LTD,5100001753,379.44,1-10 Liberty Chair With Arms,BB5 5YE
Department For Transport,Driving Standards Agency,04.07.2012,Furniture & Fittings,GLASGOW ANNIESLAND,SENATOR INTERNATIONAL LTD,5100001755,823.54,Beam 3Seater Oxygen Cleanse Fabric Maple,BB5 5YE
Department For Transport,Driving Standards Agency,27.07.2012,Furniture & Fittings,HORSFORTH LEEDS,SENATOR INTERNATIONAL LTD,5100002199,624.24,1-10 Liberty Chair No Arms,BB5 5YE
Department For Transport,Driving Standards Agency,03.07.2012,Furniture & Fittings,MORDEN,SENATOR INTERNATIONAL LTD,5100001762,72,,BB5 5YE
Department For Transport,Driving Standards Agency,03.07.2012,Furniture & Fittings,MORDEN,SENATOR INTERNATIONAL LTD,5100001762,1872.72,,BB5 5YE
Department For Transport,Driving Standards Agency,04.07.2012,Furniture & Fittings,SOUTHAMPTON FOREST H,SENATOR INTERNATIONAL LTD,5100001757,624.24,1-10 Liberty Chair No Arms,BB5 5YE
Department For Transport,Driving Standards Agency,04.07.2012,Furniture & Fittings,SOUTHAMPTON MAYBUSH DTC,SENATOR INTERNATIONAL LTD,5100001758,936.36,1-10 Liberty Chair No Arms,BB5 5YE
Department For Transport,Driving Standards Agency,20.07.2012,Business Rates,SEVENOAKS DTC,SEVENOAKS DISTRICT COUNCIL,DIRECT DEBIT,905,207655 60692026 SEVENOAKS DISTRICT 030548749          990853,
Department For Transport,Driving Standards Agency,16.07.2012,Land & Buildings (excl Dwellings) Capital Cost,CARDIFF FAIRWATER,SHAYLOR SPECIAL PROJECTS LIMITED,5100002007,25260.92,,WS9 8BX
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,SHEFFIELD ACRES HILL DTC,SHEFFIELD CC,DIRECT DEBIT,1248,089075 61110340 SHEFFIELD CC       1719188            973014,
Department For Transport,Driving Standards Agency,18.07.2012,Building Insurance,CRAWLEY DTC,SHELLWIN PLC,1900001777,1178,INSURANCE 24/06/12 TO 23/06/13,SL8 5YS
Department For Transport,Driving Standards Agency,19.07.2012,Rent - L&B (non-PFI),CHICHESTER DTC,SHOPWHYKE INDUSTRIAL CENTRE,1900002000,14375,CHICHESTER DTC RENT 25.06.11 TO 28.09.12,PO20 2GD
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,SHREWSBURY MPTC,SHROPSHIRE COUNCIL,DIRECT DEBIT,4941,555005 55652409 SHROPSHIRE COUNCIL 2300118280009      694051,
Department For Transport,Driving Standards Agency,06.07.2012,Business Rates,AYR MPTC,SOUTH AYRSHIRE COUNCIL,DIRECT DEBIT,1337.5,801239 00255283 S.AYRSHIRE COUNCIL 27248852011336 NDR 916176,
Department For Transport,Driving Standards Agency,13.07.2012,Business Rates,CAMBRIDGE MPTC,SOUTH CAMBS COUNCIL,DIRECT DEBIT,1351,401657 61180002 STH CAMBS COUNCIL  01      3030112864 982922,
Department For Transport,Driving Standards Agency,06.07.2012,Business Rates,BRISTOL MPTC,SOUTH GLOUCESTERSHIRE COUNCIL,DIRECT DEBIT,2885,556138 80105629 SGC                66930563           995741,
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,CULHAM LGV,SOUTH OXFORDSHIRE DISTRICT COUNCIL,DIRECT DEBIT,518,200109 90079472 SOUTH OXFORDSHIRE       5140095       930650,
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,SOUTHAMPTON MAYBUSH DTC,SOUTHAMPTON CITY COUNCIL,DIRECT DEBIT,870,089026 61561067 SOUTHAMPTON C.C    000521655496       762639,
Department For Transport,Driving Standards Agency,13.07.2012,Room Hire,SOUTHEND (TTTC),SOUTHEND ON SEA BOROUGH COUNCIL,5100001992,9025,,SS2 6ER
Department For Transport,Driving Standards Agency,28.06.2012,Motorcycle Maintenance,CBT,SOUTHPORT SUPERBIKES,GPC,500,Service and repair for official motorcycle,
Department For Transport,Driving Standards Agency,20.07.2012,Training,CARDINGTON - NON VOC,SR SUPPLY CHAIN CONSULTANTS LTD,5100002087,1097,,BB6 8AG
Department For Transport,Driving Standards Agency,04.07.2012,Business Rates,ST HELENS MPTC,ST. HELENS COUNCIL,DIRECT DEBIT,1454,607008 94231397 ST.HELENS M.B.C.   302200760          990784,
Department For Transport,Driving Standards Agency,02.07.2012,Business Rates,STAFFORD DTC,STAFFORD BOROUGH COUNCIL,DIRECT DEBIT,540,208100 10841706 STAFFORDBOROUGHCOU 01      30106346   430107,
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,BREDBURY MPTC,STOCKPORT METROPOLITAN BOROUGH,DIRECT DEBIT,3298,089024 61110751 STOCKPORT METROPOL 01      9300179780 990783,
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,NEWCASTLE UNDER LYME DTC,STOKE-ON-TRENT CITY COUNCIL,DIRECT DEBIT,574,089009 61519077 STOKE-ON-TRENT CIT 52601641           250353,
Department For Transport,Driving Standards Agency,20.07.2012,Business Rates,SUNDERLAND DTC,SUNDERLAND CITY COUNCIL,DIRECT DEBIT,709,556111 46623590 SUNDERLAND NNDR    052562             654060,
Department For Transport,Driving Standards Agency,06.07.2012,Stationery (Non-stock),NORTH AREA OFFICE,SUPPLIES TEAM,1900001699,996.39,Goods 01.06.2012 to 31.06.2012,S9 1XU
Department For Transport,Driving Standards Agency,10.07.2012,Stationery (Non-stock),SOUTH AREA OFFICE,SUPPLIES TEAM,1900001697,2411.48,Goods Southern - 01.06.2012 to 31.06.2012,S9 1XU
Department For Transport,Driving Standards Agency,18.06.2012,Other Professional Fees,RESEARCH TEAM,SURVEYMONKEYCOM/HELP,GPC,779,Annual commercial subscription,
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,SWINDON MPTC,SWINDON BOROUGH COUNCIL,DIRECT DEBIT,1156.5,089012 61242014 SWINDON BC CENTRAL           30364370 971614,
Department For Transport,Driving Standards Agency,19.07.2012,Business Rates,TAUNTON MPTC,TAUNTON DEANE BOROUGH COUNCIL,DIRECT DEBIT,4145,608006 70853673 TDBC   GENERAL ACC 01      8000226363 951127,
Department For Transport,Driving Standards Agency,10.07.2012,Other Professional Fees,PROCUREMENT,TEAM (ENERGY AUDITING AGENCY LTD.),5100001847,2232,,MK14 6LY
Department For Transport,Driving Standards Agency,04.07.2012,Rent - L&B (non-PFI),BOREHAMWOOD,TELEREAL TRILLIUM,5100001747,11520,RC - BOREHAMWOOD DTC RENT,LS11 9DX
Department For Transport,Driving Standards Agency,13.07.2012,Printing,CORPORATE REPORTING,THE STATIONERY OFFICE LTD,5100001991,975.13,,NR3 1PD
Department For Transport,Driving Standards Agency,03.07.2012,Building Service Charges,FARNBOROUGH MPTC,THOMAS WILLIAMS GROUP,5100001772,759.94,,UB8 2RZ
Department For Transport,Driving Standards Agency,09.07.2012,Business Rates,TILBURY DTC,THURROCK COUNCIL,DIRECT DEBIT,1019,089036 61159961 THURROCK COUNCIL   1404040192         724288,
Department For Transport,Driving Standards Agency,04.07.2012,CRB Checks,ADI REGISTER,TMG.TV LTD,5100001809,15641.65,,NG11 7EP
Department For Transport,Driving Standards Agency,05.07.2012,CRB Checks,ADI REGISTER,TMG.TV LTD,5100001810,28224.5,,NG11 7EP
Department For Transport,Driving Standards Agency,05.07.2012,CRB Checks,ADI REGISTER,TMG.TV LTD,5100001812,16405.9,,NG11 7EP
Department For Transport,Driving Standards Agency,05.07.2012,CRB Checks,ADI REGISTER,TMG.TV LTD,5100001813,11253,,NG11 7EP
Department For Transport,Driving Standards Agency,18.07.2012,Building Service Charges,KNOWLG/INFO ASSRNC,TNT UK LIMITED,5100002043,478.01,,BL0 9AR
Department For Transport,Driving Standards Agency,04.07.2012,Periodicals & Subscriptions,EMPLOYEERELATIONS&MI,TOWERS WATSON UK LIMITED,5100001332,1510,,WC1V 6TP
Department For Transport,Driving Standards Agency,13.07.2012,Vehicles & Transportation Capital Cost,CARDINGTON/VOC TRNG,TOYOTA (GB) PLC,5100001971,19973.25,Toyota Prius 1.8 T4,KT18 5XS
Department For Transport,Driving Standards Agency,31.07.2012,Business Rates,SALE DTC,TRAFFORD METROPOLITAN BOROUGH COUNCIL,DIRECT DEBIT,1523,089000 61097890 TRAFFORD MBC       01      274252     973693,
