Department ,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name, Component Code, Amount, Invoice Description
DFID,DFID,14/10/2014,Air fares ,West and Southern Africa ,Premier Travel ,101638-105 ,"£1,590.60",
DFID,DFID,07/10/2014,Air fares ,West and Southern Africa ,Premier Travel ,101638-105 ,£931.35,
DFID,DFID,09/10/2014,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,£657.79,
DFID,DFID,17/10/2014,Vehicle Petrol & Oil ,West and Southern Africa ,British  High Commission Abuja ,101622-105 ,"£1,027.37",
DFID,DFID,21/10/2014,Electricity ,West and Southern Africa ,Abuja Electricity Distribution Company ,101622-105 ,£776.06,
DFID,DFID,23/10/2014,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£3,601.08",
DFID,DFID,21/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£1,194.95",
DFID,DFID,21/10/2014,Electricity ,West and Southern Africa ,Abuja Electricity Distribution Company ,101622-105 ,£604.52,
DFID,DFID,17/10/2014,Training - Travel & Subsistence ,West and Southern Africa ,British Airways PLC ,101622-106 ,"£2,051.27",
DFID,DFID,28/10/2014,Further Education costs ,West and Southern Africa ,Recipient name withheld ,100152-114 ,£956.43,
DFID,DFID,02/10/2014,Aid Programme - Voluntary contributions ,Middle East  Humanitarian & Security Division ,UN OCHA ,203847-105 ,"£250,000.00",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS ,203964-101 ,"£63,795.77",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,PRICEWATERHOUSECOOPERS ,203964-101 ,"£33,362.56",
DFID,DFID,22/10/2014,FCO shared service charges ,Human Resources ,CABINET OFFICE ,100269-151 ,"£17,735.88",
DFID,DFID,24/10/2014,Aid Programme - Accountable Grant Payments ,Middle East  Humanitarian & Security Division ,RedR UK ,203978-101 ,"£27,516.00",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,KPMG Advisory Services Pvt Ltd ( India) ,202867-103 ,"£2,203.16",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,KPMG Advisory Services Pvt Ltd ( India) ,202867-103 ,"£2,203.17",
DFID,DFID,08/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,KPMG Advisory Services Pvt Ltd ( India) ,202867-103 ,"£4,406.30",
DFID,DFID,20/10/2014,Storage & Distribution costs ,Finance and Corporate Performance Division ,PICKFORDS LTD ,202437-101 ,£610.23,
DFID,DFID,28/10/2014,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,ASSOCIATION OF COMMONWEALTH UNIVER ,202004-101 ,"£158,880.00",
DFID,DFID,09/10/2014,Aid Programme - Accountable Grant Payments ,Research and Evidence Division ,ASSOCIATION OF COMMONWEALTH UNIVER ,202004-101 ,"£299,233.00",
DFID,DFID,02/10/2014,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-102 ,"£1,777.23",
DFID,DFID,24/10/2014,Aid Programme - Core contributions ,Asia  Caribbean and Overseas Territories ,INTERNATIONAL DEVELOPMENT RESEARCH CENTRE ,204168-102 ,"£1,847,172.00",
DFID,DFID,14/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202698-106 ,"£91,886.91",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202698-106 ,"£217,236.82",
DFID,DFID,13/10/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Security Division ,COMMISSION EUROPEENNE ,204610-101 ,"£212,743.69",
DFID,DFID,17/10/2014,Oil - Other Utilities ,East and Central Africa ,TAAM Petroleum Ltd(US$) ,202594-101 ,"£29,514.75",Cost of supply of fuel for generatorsfor DFID HQ office & all secure staff accomodation in South Sudan for October
DFID,DFID,24/10/2014,Hostile Environment Training ,East and Central Africa ,Pilgrims Group ,202594-101 ,£638.47,
DFID,DFID,22/10/2014,other information and communication technologies ,East and Central Africa ,RCS - Radio & Satellite Communication ,202594-101 ,"£1,207.22",
DFID,DFID,02/10/2014,other information and communication technologies ,East and Central Africa ,RCS - Radio & Satellite Communication ,202594-101 ,"£1,199.11",
DFID,DFID,16/10/2014,Repairs  Maintenance and Alterations â€“ Other Building Costs ,East and Central Africa ,Zhonghao Overseas Construction Eng. Co. Ltd ,202594-101 ,"£3,715.14",
DFID,DFID,10/10/2014,Vehicle Petrol & Oil ,East and Central Africa ,TAAM Petroleum(SSP) ,202594-101 ,"£1,223.61",
DFID,DFID,23/10/2014,Air fares ,East and Central Africa ,Amit Bhandari ( Juba ) ,202594-101 ,"£1,323.55",
DFID,DFID,02/10/2014,Oil - Other Utilities ,East and Central Africa ,TAAM Petroleum Ltd(US$) ,202594-101 ,"£25,819.67",Cost of supply of fuel for generators in DFID HQ  office & all secure staff accommodation residences in South Sudan for October 2014
DFID,DFID,16/10/2014,Repairs  Maintenance and Alterations â€“ Other Building Costs ,East and Central Africa ,Zhonghao Overseas Construction Eng. Co. Ltd ,202594-101 ,"£3,715.13",
DFID,DFID,24/10/2014,Legal costs ,East and Central Africa ,Lomoro and Co ,202594-101 ,£812.00,
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,INTERNATIONAL TRADE CENTRE ,202762-105 ,"£305,636.00",
DFID,DFID,01/10/2014,Data Network - land lines ,Business Solutions Division Level ,Virgin Media Business ,200002-217 ,"£33,403.66",Data line rental charges for HQ Links for the period  March 2014 to   Feb 2015 
DFID,DFID,22/10/2014,Aid Programme - Voluntary contributions ,Western Asia Division ,THE INTERNATIONAL COMMITTEE OF THE RED CROSS (ICRC) ,204792-105 ,"£150,000.00",
DFID,DFID,07/10/2014,Aid Programme - Poverty Reduction Budget Support ,West and Southern Africa ,Ministry of Gender  Children and Social Protection  Ghana ,201629-108 ,"£1,067,193.68",
DFID,DFID,30/10/2014,Hardware -Laptop PCs ,Business Solutions Division Level ,Apsis ,200004-125 ,"£1,020.82",
DFID,DFID,27/10/2014,Project delivery costs â€“ supplier services ,Regional Directorate ,Jobsearch ,204890-109 ,"£4,762.76",
DFID,DFID,27/10/2014,Project delivery costs â€“ supplier services ,Regional Directorate ,Job Search Dollar ,204890-109 ,"£6,249.04",
DFID,DFID,20/10/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,THE INTERNATIONAL COMMITTEE OF THE RED CROSS (ICRC) ,204883-101 ,"£1,000,000.00",
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,AccessKenya Group Ltd ,203439-102 ,"£2,136.96",
DFID,DFID,31/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Henry Nyabuto Misiani ,203439-102 ,"£3,558.77",
DFID,DFID,16/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,AccessKenya Group Ltd ,203439-102 ,"£2,136.96",
DFID,DFID,13/10/2014,Aid Programme - Trust Funds contributions ,Research and Evidence Division ,IBRD (HSBC)  C/O THE WORLD BANK ,203872-101 ,"£5,682,000.00",
DFID,DFID,27/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,VILLGRO INNOVATIONS FOUNDATIONS ,202927-107 ,"£5,060.22",
DFID,DFID,31/10/2014,Project delivery costs â€“ supplier services ,Regional Directorate ,Dawnus International Ltd ,204890-101 ,"£202,585.92",
DFID,DFID,31/10/2014,Project delivery costs â€“ supplier services ,Regional Directorate ,Dawnus International Ltd ,204890-101 ,"£202,585.92",
DFID,DFID,27/10/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,Basel Institute On Governance ,200120-105 ,"£38,068.08",
DFID,DFID,24/10/2014,Aid Programme - Trust Funds contributions ,East and Central Africa ,International Monetary Fund (GBP) ,203597-103 ,"£337,493.00",
DFID,DFID,28/10/2014,Aid Programme - Challenge Fund payments ,Asia  Caribbean and Overseas Territories ,Harewelle International Limited. ,107402-106 ,"£23,903.00",
DFID,DFID,07/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,"£7,421.15",
DFID,DFID,09/10/2014,Research & Development costs ,Research and Evidence Division ,VALID INTERNATIONAL LTD ,203706-101 ,"£99,151.00",
DFID,DFID,12/10/2014,Storage & Distribution costs ,East and Central Africa ,PICKFORDS LTD ,101633-101 ,"£4,354.36",
DFID,DFID,03/10/2014,Aid Programme - Accountable Grant Payments ,East and Central Africa ,CONCERN WORLDWIDE ,202619-114 ,"£97,713.00",
DFID,DFID,29/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,OPTIONS CONSULTANCY SERVICES LIMITED ,202462-102 ,"£15,806.90",
DFID,DFID,07/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,"£7,421.15",
DFID,DFID,07/10/2014,Conferences  Seminars & Meeting/Event Resource ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,£796.52,
DFID,DFID,08/10/2014,CPD Conferences ,Asia  Caribbean and Overseas Territories ,BRAC-CDM Rajendrapur ,100025-105 ,"£3,578.77",
DFID,DFID,01/10/2014,Generators & spares ,Research and Evidence Division ,Depatech Limited ,203874-101 ,"£1,003.75",
DFID,DFID,07/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,"£9,956.71",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,RTI INTERNATIONAL ,203001-103 ,"£46,294.35",
DFID,DFID,07/10/2014,Project delivery costs â€“ supplier services ,Western Asia Division ,PRICEWATERHOUSECOOPERS ,204792-101 ,"£35,848.22",
DFID,DFID,23/10/2014,Aid Programme - Core contributions ,Policy Division , OECD ,203564-101 ,"£300,000.00",
DFID,DFID,23/10/2014,Hotels - Accommodation only ,East and Central Africa ,SORAS,101628-101 ,"£1,149.28",
DFID,DFID,15/10/2014,Secure Staff Accommodation ,Research and Evidence Division ,Supplier Name withheld ,203874-101 ,"£3,124.28",
DFID,DFID,15/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,"£6,307.98",
DFID,DFID,13/10/2014,Cleaning Costs ,East and Central Africa ,COPED,101628-101 ,£849.44,
DFID,DFID,23/10/2014,Cleaning Costs ,East and Central Africa ,IKONDERA COMPANY LTD,101628-101 ,"£1,052.52",
DFID,DFID,02/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Deloitte Touche Tohmatsu India Private Limited ,203224-101 ,"£41,218.14",
DFID,DFID,02/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Deloitte Touche Tohmatsu India Private Limited ,203224-101 ,"£38,218.13",
DFID,DFID,10/10/2014,Relocation costs ,East and Central Africa ,PICKFORDS LTD ,101628-101 ,"£6,343.60",
DFID,DFID,07/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,"£8,163.27",
DFID,DFID,15/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,Chukwuma Agu ,204438-101 ,"£8,689.09",
DFID,DFID,09/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,"£8,163.27",
DFID,DFID,14/10/2014,Hostile Environment Training ,Middle East  Humanitarian & Security Division ,Pilgrims Group ,201701-101 ,£669.97,
DFID,DFID,07/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,"£8,534.32",
DFID,DFID,23/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,ECORYS UK Ltd. ,104200-104 ,"£41,304.68",
DFID,DFID,07/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,"£12,987.01",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Byenkya Julius Atwooki ,200787-108 ,"£3,133.08",
DFID,DFID,17/10/2014,Secure Staff Accommodation ,East and Central Africa ,Supplier Name withheld ,101628-101 ,"£6,307.98",
DFID,DFID,02/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Deloitte Touche Tohmatsu India Private Limited ,203224-101 ,"£42,759.72",
DFID,DFID,24/10/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,BasicNeeds-GHANA ,203536-105 ,"£168,132.21",
DFID,DFID,22/10/2014,Electricity ,East and Central Africa ,ENERGY UTILITY CORPORATION (eucl) LIMITED ,101628-101 ,£576.79,
DFID,DFID,07/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,"£9,276.44",
DFID,DFID,02/10/2014,Electricity ,Research and Evidence Division ,Tanzania Electric supply company Ltd ,203874-101 ,£565.49,
DFID,DFID,01/10/2014,Aid Programme - Humanitarian Material Relief Assistance and Services ,Middle East  Humanitarian & Security Division ,Save the Children Fund UK ,204854-101 ,"£65,584.00",
DFID,DFID,09/10/2014,Aid Programme - Challenge Fund payments ,Asia  Caribbean and Overseas Territories ,Harewelle International Limited. ,107402-106 ,"£61,747.00",
DFID,DFID,07/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,"£7,421.15",
DFID,DFID,16/10/2014,Aid Programme - Trust Funds contributions ,Research and Evidence Division ,   THE WORLD BANK ,203933-101 ,"£7,790,000.00",
DFID,DFID,16/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,"£1,175.02",
DFID,DFID,23/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,"£1,049.34",
DFID,DFID,01/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Deloitte Touche Tohmatsu India Private Limited ,203224-101 ,"£54,177.74",
DFID,DFID,27/10/2014,Storage & Distribution costs ,East and Central Africa ,PICKFORDS LTD ,101628-101 ,"£1,002.52",
DFID,DFID,27/10/2014,Storage & Distribution costs ,East and Central Africa ,PICKFORDS LTD ,101628-101 ,£730.21,
DFID,DFID,17/10/2014,Training - Travel & Subsistence ,East and Central Africa ,SATGURU TRAVEL,101628-101 ,£748.30,
DFID,DFID,10/10/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,TROPICAL HEALTH AND EDUCATION TRUST ,201927-108 ,"£4,338.00",
DFID,DFID,23/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,Acak Paul Herimos ,200250-106 ,"£1,787.02",
DFID,DFID,13/10/2014,Secure Staff Accommodation ,Research and Evidence Division ,Foreign & Commonwealth Office ,203874-101 ,"£7,421.15",
DFID,DFID,13/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,"£14,842.30",
DFID,DFID,07/10/2014,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101628-101 ,"£7,421.15",
DFID,DFID,30/10/2014,Project delivery costs â€“ supplier services ,Regional Directorate ,Office Solutions ,204876-101 ,"£1,993.02",
DFID,DFID,31/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,MALARIA CONSORTIUM ,104223-101 ,"£309,862.00",
DFID,DFID,02/10/2014,Storage & Distribution costs ,East and Central Africa ,PICKFORDS LTD ,101612-101 ,"£6,755.05",
DFID,DFID,02/10/2014,Contract & Agency Staff ,Human Resources ,Anderson Knight Ltd ,100270-104 ,£597.18,
DFID,DFID,27/10/2014,Project delivery costs â€“ supplier services ,Western Asia Division ,Supplier Name withheld ,202311-102 ,"£478,476.89",
DFID,DFID,03/10/2014,Project delivery costs â€“ supplier services ,East and Central Africa ,ADAM SMITH INTERNATIONAL  LTD ,202698-108 ,"£54,180.56",
DFID,DFID,24/10/2014,Vehicle Petrol & Oil ,Western Asia Division ,Pakistan State Oil Company Ltd ,101624-101 ,"£1,790.96",
DFID,DFID,10/10/2014,Storage & Distribution costs ,East and Central Africa ,PICKFORDS LTD ,101612-101 ,"£1,521.16",
DFID,DFID,30/10/2014,Contract & Agency Staff ,Human Resources ,Anderson Knight Ltd ,100270-104 ,£597.18,
DFID,DFID,31/10/2014,Air fares ,Western Asia Division ,Gerry's Travel Agency Private Limited ,101624-101 ,"£4,268.28",
DFID,DFID,21/10/2014,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,BMR Advisers ,114040-101 ,"£7,732.50",
DFID,DFID,10/10/2014,Project delivery costs â€“ supplier services ,West and Southern Africa ,MALARIA CONSORTIUM ,104223-101 ,"£365,042.00",
DFID,DFID,02/10/2014,Storage & Distribution costs ,East and Central Africa ,PICKFORDS LTD ,101612-101 ,"£2,747.00",
DFID,DFID,13/10/2014,Project delivery costs â€“ supplier services ,Middle East  Humanitarian & Security Division ,PARTY INGREDIENTS LTD ,203939-103 ,£835.92,
DFID,DFID,01/10/2014,Contract & Agency Staff ,Human Resources ,Anderson Knight Ltd ,100270-104 ,£597.18,
DFID,DFID,22/10/2014,Legal costs ,West and Southern Africa ,Victoria Dean Advocates ,100254-101 ,"£1,885.88",
DFID,DFID,17/10/2014,Hostile Environment Training ,Middle East  Humanitarian & Security Division ,Pilgrims Group ,101619-101 ,£675.13,
DFID,DFID,08/10/2014,Training - Course Fees ,East and Central Africa ,Capita  Business Services ,101612-101 ,£705.00,
DFID,DFID,23/10/2014,Air fares ,Western Asia Division ,Gerry's Travel Agency Private Limited ,101624-101 ,£687.77,
DFID,DFID,02/10/2014,Storage & Distribution costs ,East and Central Africa ,PICKFORDS LTD ,101612-101 ,"£2,752.59",
DFID,DFID,20/10/2014,Aid Programme - Accountable Grant Payments ,Communications Division ,SIGHT SAVERS INTERNATIONAL ,202197-101 ,"£110,371.50",
DFID,DFID,13/10/2014,Aid Programme - Accountable Grant Payments ,West and Southern Africa ,FINMARK ,203317-105 ,"£100,000.00",
DFID,DFID,06/10/2014,Air fares ,East and Central Africa ,WFP Somalia ,204157-103 ,£952.38,
