Newcastle City Council Invoices over £250 paid in February 2014,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6152327,Revenue,1MH50,Ind Home Spot Pur PD,"1,292.54 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6152366,Revenue,1MH50,Ind Home Spot Pur PD,300.53 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6152367,Revenue,1MH50,Ind Home Spot Pur PD,362.40 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6152371,Revenue,1MH50,Ind Home Spot Pur PD,"1,177.60 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6152373,Revenue,1MH50,Ind Home Spot Pur PD,252.49 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6152375,Revenue,1MH50,Ind Home Spot Pur PD,406.60 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6152377,Revenue,1MH50,Ind Home Spot Pur PD,738.05 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6152378,Revenue,1MH50,Ind Home Spot Pur PD,499.40 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6152389,Revenue,1MH50,Ind Home Spot Pur PD,"2,172.30 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6152390,Revenue,1MH50,Ind Home Spot Pur PD,"1,060.65 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6152393,Revenue,1MH50,Ind Home Spot Pur PD,461.85 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6152395,Revenue,1MH50,Ind Home Spot Pur PD,406.60 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6152396,Revenue,1MH50,Ind Home Spot Pur PD,"1,651.57 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6153520,Revenue,1MH50,Ind Home Spot Pur PD,255.23 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6153546,Revenue,1MH50,Ind Home Spot Pur PD,499.40 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,20/02/2014,POSITIVE LIFE,6153547,Revenue,1MH50,Ind Home Spot Pur PD,"1,193.25 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,21/02/2014,POSITIVE LIFE,6141206,Revenue,1MH50,Ind Home Spot Pur PD,749.10 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,21/02/2014,POSITIVE LIFE,6141207,Revenue,1MH50,Ind Home Spot Pur PD,"1,193.25 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,21/02/2014,POSITIVE LIFE,6141211,Revenue,1MH50,Ind Home Spot Pur PD,"1,292.54 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,21/02/2014,POSITIVE LIFE,6141214,Revenue,1MH50,Ind Home Spot Pur PD,285.05 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,21/02/2014,POSITIVE LIFE,6146598,Revenue,1MK55,Dom Care Family/Carer LD,264.00 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,21/02/2014,POSITIVE LIFE,6148327,Revenue,1MK54,Dom Care Own Tenancy LD,"1,428.00 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,21/02/2014,POSITIVE LIFE,6157146,Revenue,1MH50,Ind Home Spot Pur PD,318.20 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,10/02/2014,POSITIVE LIFE,6141208,Revenue,1MH50,Ind Home Spot Pur PD,"1,196.80 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,10/02/2014,POSITIVE LIFE,6141359,Revenue,1MH50,Ind Home Spot Pur PD,"1,641.90 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,10/02/2014,POSITIVE LIFE,6141360,Revenue,1MH50,Ind Home Spot Pur PD,499.40 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,24/02/2014,POSITIVE LIFE,6158961,Revenue,1MH50,Ind Home Spot Pur PD,250.80 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14/02/2014,POSITIVE LIFE,6141225,Revenue,1MH50,Ind Home Spot Pur PD,300.53 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14/02/2014,POSITIVE LIFE,6141229,Revenue,1MH50,Ind Home Spot Pur PD,351.35 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14/02/2014,POSITIVE LIFE,6141232,Revenue,1MH50,Ind Home Spot Pur PD,318.20 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14/02/2014,POSITIVE LIFE,6141235,Revenue,1MH50,Ind Home Spot Pur PD,543.60 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14/02/2014,POSITIVE LIFE,6141246,Revenue,1MH50,Ind Home Spot Pur PD,"1,184.00 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,19/02/2014,POSITIVE LIFE,6152188,Revenue,1MH50,Ind Home Spot Pur PD,255.23 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,19/02/2014,POSITIVE LIFE,6152189,Revenue,1MH50,Ind Home Spot Pur PD,"1,378.16 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,19/02/2014,POSITIVE LIFE,6152191,Revenue,1MH50,Ind Home Spot Pur PD,"1,641.90 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,19/02/2014,POSITIVE LIFE,6152192,Revenue,1MH50,Ind Home Spot Pur PD,"1,030.40 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,19/02/2014,POSITIVE LIFE,6152358,Revenue,1MH50,Ind Home Spot Pur PD,"1,030.40 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,19/02/2014,POSITIVE LIFE,6152399,Revenue,1MH50,Ind Home Spot Pur PD,300.53 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,17/02/2014,POSITIVE LIFE,6148339,Revenue,1MH50,Ind Home Spot Pur PD,290.58 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,26/02/2014,POSITIVE LIFE,6164282,Revenue,1MK55,Dom Care Family/Carer LD,252.00 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14/02/2014,POSITIVE LIFE,6141210,Revenue,1MH50,Ind Home Spot Pur PD,255.23 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14/02/2014,POSITIVE LIFE,6141247,Revenue,1MH50,Ind Home Spot Pur PD,543.60 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14/02/2014,POSITIVE LIFE,6145460,Revenue,1MH50,Ind Home Spot Pur PD,318.20 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,14/02/2014,POSITIVE LIFE,6146649,Revenue,1MH50,Ind Home Spot Pur PD,301.63 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,28/02/2014,POSITIVE LIFE,6146595,Revenue,1MH50,Ind Home Spot Pur PD,255.23 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,28/02/2014,POSITIVE LIFE,6146596,Revenue,1MH50,Ind Home Spot Pur PD,"1,292.54 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,28/02/2014,POSITIVE LIFE,6146597,Revenue,1MH50,Ind Home Spot Pur PD,"1,193.25 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,28/02/2014,POSITIVE LIFE,6165318,Revenue,1MH50,Ind Home Spot Pur PD,"1,641.90 ",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/02/2014,POSITIVE LIFE,6153844,Revenue,1MH50,Ind Home Spot Pur PD,289.17 ,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/02/2014,POSITIVE LIFE,6153844,Revenue,1MK54,Dom Care Own Tenancy LD,"4,445.70 ",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/02/2014,POSITIVE LIFE,6153844,Revenue,1MK55,Dom Care Family/Carer LD,"4,056.90 ",
Children's Services,Educ School Planning    ,Employees,13/02/2014,POSITIVE PRACTICE PARTNERSHIP,6145233,Revenue,1E81A,Employability Skills Progress,350.00 ,
Environment & Regeneration,NS: City Transport         ,Transport,07/02/2014,POST OFFICE COUNTERS,6140480,Revenue,1KESW,Fleet SLA Costs & Income,385.00 ,
Environment & Regeneration,NS: City Transport         ,Transport,03/02/2014,POST OFFICE COUNTERS,6135094,Revenue,1KESW,Fleet SLA Costs & Income,"14,315.00 ",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,20/02/2014,POTENSIAL LTD,6153833,Revenue,1MK50,Ind Supported Living LD,336.00 ,
Environment & Regeneration,CW Civic Services Catering       ,Supplies & Services,26/02/2014,POTTS PRINTERS LTD,6163516,Revenue,1FN02,Mansion House,771.00 ,
Environment & Regeneration,NS: Energy              ,Supplies & Services,11/02/2014,POTTS PRINTERS LTD,6133564,Revenue,1E325,Governor Services,350.00 ,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,03/02/2014,POWRMATIC,6069649,Revenue,1KVEM,Mechanical Stand Alone Works,"1,268.30 ",
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,07/02/2014,PPG ARCHITECTURAL COATINGS UK LTD,6131479,Revenue,3KIMD,Other Stores Stock Account,381.20 ,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25/02/2014,PPG ARCHITECTURAL COATINGS UK LTD,6160239,Revenue,3KIMD,Other Stores Stock Account,576.90 ,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25/02/2014,PPG ARCHITECTURAL COATINGS UK LTD,6160251,Revenue,3KIMD,Other Stores Stock Account,478.90 ,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,21/02/2014,PPG ARCHITECTURAL COATINGS UK LTD,6156082,Revenue,3KIMD,Other Stores Stock Account,"1,018.08 ",
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,25/02/2014,PPG ARCHITECTURAL COATINGS UK LTD,6160251,Revenue,3KIMD,Other Stores Stock Account,"1,018.08 ",
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,24/02/2014,PPG ARCHITECTURAL COATINGS UK LTD,6156077,Revenue,3KIMD,Other Stores Stock Account,674.60 ,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,04/02/2014,PPG ARCHITECTURAL COATINGS UK LTD,6131502,Revenue,3KIMD,Other Stores Stock Account,576.90 ,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,04/02/2014,PPG ARCHITECTURAL COATINGS UK LTD,6131502,Revenue,3KIMD,Other Stores Stock Account,576.90 ,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,21/02/2014,PRAXIS SERVICE,6156199,Revenue,1MX50,SP Block Gross,"18,469.96 ",
Adult and Culture,Adult Serv Admin Support   ,Supplies & Services,21/02/2014,PREMIER HEALTHCARE & HYGIENE,6154742,Revenue,1MX06,Community Reablement,476.90 ,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,17/02/2014,PREMIER MORTARS,6118753,Revenue,3KIMD,Other Stores Stock Account,267.50 ,
Children's Services,Childrens Services Support       ,Transfer Payments,10/02/2014,PREMIER TRANSPORT,6137017,Revenue,1E+212,Transport Special,"1,520.00 ",
Children's Services,Childrens Services Support       ,Transfer Payments,10/02/2014,PREMIER TRANSPORT,6137889,Revenue,1E+212,Transport Special,"1,700.00 ",
Children's Services,Childrens Services Support       ,Transfer Payments,10/02/2014,PREMIER TRANSPORT,6137896,Revenue,1E+212,Transport Special,"1,540.00 ",
Children's Services,Childrens Services Support       ,Transfer Payments,10/02/2014,PREMIER TRANSPORT,6138033,Revenue,1E+212,Transport Special,782.00 ,
Children's Services,Childrens Services Support       ,Transfer Payments,10/02/2014,PREMIER TRANSPORT,6138042,Revenue,1E+212,Transport Special,400.00 ,
Children's Services,Childrens Services Support       ,Transfer Payments,10/02/2014,PREMIER TRANSPORT,6138134,Revenue,1E+212,Transport Special,"1,000.00 ",
Children's Services,Childrens Services Support       ,Transfer Payments,10/02/2014,PRESTIGE MINIBUS TRAVEL,6136778,Revenue,1E+212,Transport Special,"1,799.60 ",
Children's Services,Childrens Services Support       ,Transfer Payments,24/02/2014,PRESTIGE MINIBUS TRAVEL,6149962,Revenue,1E+212,Transport Special,"3,544.21 ",
Children's Services,Childrens Services Support       ,Transfer Payments,10/02/2014,PRESTIGE MINIBUS TRAVEL,6136778,Revenue,1E+212,Transport Special,"6,018.60 ",
Children's Services,Childrens Services Support       ,Transfer Payments,24/02/2014,PRESTIGE MINIBUS TRAVEL,6149962,Revenue,1E+212,Transport Special,"3,702.04 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,24/02/2014,PRESTIGE NURSING,6159592,Revenue,1MH50,Ind Home Spot Pur PD,"1,277.95 ",
Adult and Culture,Adult Serv Finance         ,Third Party Payments,05/02/2014,PRESTIGE NURSING,6124892,Revenue,1MH50,Ind Home Spot Pur PD,423.40 ,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,19/02/2014,PRESTIGE NURSING,6141590,Revenue,1MH50,Ind Home Spot Pur PD,263.18 ,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,24/02/2014,PRIMARY CARE RECRUITMENT LTD,6152439,Revenue,1MG50,Ind Home Spot Pur Elderly,"1,171.08 ",
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,18/02/2014,PRIMARY CARE RECRUITMENT LTD,6138540,Revenue,1MG50,Ind Home Spot Pur Elderly,986.04 ,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,18/02/2014,PRIMARY CARE RECRUITMENT LTD,6139376,Revenue,1MG50,Ind Home Spot Pur Elderly,"1,508.48 ",
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,18/02/2014,PRIMARY CARE RECRUITMENT LTD,6141824,Revenue,1MG50,Ind Home Spot Pur Elderly,578.82 ,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,05/02/2014,PRIMARY CARE RECRUITMENT LTD,6135343,Revenue,1MG50,Ind Home Spot Pur Elderly,"2,450.69 ",
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,24/02/2014,PRIMARY CARE RECRUITMENT LTD,6152441,Revenue,1MG50,Ind Home Spot Pur Elderly,771.76 ,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,24/02/2014,PRIMARY CARE RECRUITMENT LTD,6152443,Revenue,1MG50,Ind Home Spot Pur Elderly,"1,152.69 ",
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,24/02/2014,PRIMARY CARE RECRUITMENT LTD,6153468,Revenue,1MG50,Ind Home Spot Pur Elderly,"1,720.84 ",
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,24/02/2014,PRIMARY CARE RECRUITMENT LTD,6153469,Revenue,1MG50,Ind Home Spot Pur Elderly,563.20 ,
Adult and Culture,Social Services - Social Care Payments ,Third Party Payments,24/02/2014,PRIMARY CARE RECRUITMENT LTD,6153470,Revenue,1MG50,Ind Home Spot Pur Elderly,"1,720.84 ",
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,25/02/2014,PRINCES COURT,6161327,Revenue,1MH10,Ind Nursing Care PD,"2,276.16 ",
Children's Services,Comm Hub                   ,Supplies & Services,05/02/2014,PRINCES TRUST,6136865,Revenue,1E864,Commissioning & Learning Fund,"5,020.00 ",
Children's Services,Comm Hub                   ,Supplies & Services,06/02/2014,PRINCES TRUST,6138525,Revenue,1E864,Commissioning & Learning Fund,"3,600.00 ",
Children's Services,Bridges School                         ,Supplies & Services,11/02/2014,PRINCIPAL,6141778,Revenue,1E+97,Bridgewater Centre,"1,052.45 ",
Children's Services,Bridges School                         ,Supplies & Services,11/02/2014,PRINCIPAL,6141779,Revenue,1E+97,Bridgewater Centre,336.35 ,
Chief Executive's,CD - Revenues & Benefits         ,Supplies & Services,24/02/2014,PRINTSEARCH CHESTER LTD,6159809,Revenue,1CR01,Revenues & Benefits Managemnt,254.41 ,
HRA,HRA Income                 ,Third Party Payments,14/02/2014,PRINTSEARCH CHESTER LTD,6147019,Revenue,1HCTG,HRA Income - General Team,613.88 ,
Children's Services,Educ School Planning    ,Third Party Payments,11/02/2014,PRIORY GROUP,6143127,Revenue,1MC02,Ind Sector Placements,"59,453.33 ",
HRA,HRA Furniture              ,Supplies & Services,03/02/2014,PRISYM ID LIMITED,6114451,Revenue,1HT01,HRA Newcastle Furniture SVS-C,821.50 ,
Children's Services,Carefirst - Independant Foster payments,Third Party Payments,10/02/2014,PROGRESS CHILDRENS SERVICES,6141440,Revenue,1MC22,IND Sector Foster Carer Costs,"10,080.00 ",
Environment & Regeneration,NS: Admin & Finance        ,Capital Expenditure,07/02/2014,PROLUDIC LTD,6140765,Capital,2KL01,Leisure Services,895.00 ,
Environment & Regeneration,NS Localised Services      ,Supplies & Services,18/02/2014,PROTEUS EQUIPMENT LTD,6142808,Revenue,1KW10,Fenham,33.00 ,
Environment & Regeneration,NS Localised Services      ,Transport,18/02/2014,PROTEUS EQUIPMENT LTD,6142808,Revenue,1KW10,Fenham,970.00 ,
Environment & Regeneration,NS Localised Services      ,Transport,18/02/2014,PROTEUS EQUIPMENT LTD,6142808,Revenue,1KW10,Fenham,"1,250.00 ",
Chief Executive's,CD - Support Services            ,Supplies & Services,13/02/2014,PROVENTURE CONSULTING,6131619,Revenue,1FG51,Chief Executive,980.25 ,
Chief Executive's,CD - Human Resources             ,Supplies & Services,19/02/2014,PROVENTURE CONSULTING,6151988,Revenue,1RB16,Transformation Costs,"1,960.00 ",
Chief Executive's,CD - Human Resources             ,Supplies & Services,19/02/2014,PROVENTURE CONSULTING,6151989,Revenue,1RB16,Transformation Costs,"2,194.10 ",
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,27/02/2014,PRUDENTIAL ASSURANCE CO LTD,6165715,Revenue,3RNF2,Kenton Acad Payroll Deds,284.92 ,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,27/02/2014,PRUDENTIAL ASSURANCE CO LTD,6165715,Revenue,3RNG2,St Marys Acad Payroll Deds,49.84 ,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,27/02/2014,PRUDENTIAL ASSURANCE CO LTD,6165715,Revenue,3RNH2,Welbeck Acad Payroll Deds,381.90 ,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,27/02/2014,PRUDENTIAL ASSURANCE CO LTD,6165715,Revenue,3RNE2,StCuthberts Acad Payroll Deds,500.03 ,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,27/02/2014,PRUDENTIAL ASSURANCE CO LTD,6165715,Revenue,3RND2,SacredHeart Acad Payroll Deds,162.32 ,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,11/02/2014,PUDSEY DIAMOND ENGINEERING,6133758,Revenue,1KEMV,Blacksmiths,"2,548.00 ",
Environment & Regeneration,E&R - Technical Consultancy    ,Capital Expenditure,14/02/2014,PYEROY LTD,6147100,Capital,2DP02,Devt Capital CC,"249,598.26 ",
Children's Services,Raising Stnds              ,Supplies & Services,14/02/2014,QUADSYS LTD,6125842,Revenue,1E+217,Learning Development Imp Team,"1,506.00 ",
Environment & Regeneration,NS: D&CS Support Services  ,Supplies & Services,04/02/2014,R J  UTILITY SERVICES LTD,6136754,Revenue,1KR1W,Response West,"1,254.00 ",
Environment & Regeneration,NS: Repairs & Maintenance  ,Supplies & Services,19/02/2014,R J  UTILITY SERVICES LTD,6151699,Revenue,1KR1C,Response Central,735.00 ,
Environment & Regeneration,NS: Repairs & Maintenance  ,Supplies & Services,04/02/2014,R J  UTILITY SERVICES LTD,6136753,Revenue,1KR1C,Response Central,462.00 ,
Environment & Regeneration,Highways                               ,Supplies & Services,14/02/2014,R S CLARE & CO LTD,6143117,Revenue,1KEMC,Highways,"3,498.00 ",
