Creditor Name ,Invoice Line Amount,Payment Date,LA Department,Expenditure Category/Description
REDACTED PERSONAL INFORMATION,3022.4, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,586.64, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,547.7, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,778.88, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1594.42, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,2069.56, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1393.15, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,625.83, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,866.56, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,532.44, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1637.03, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1201.28, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,519.7, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,504.44, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,614.64, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,182, 11/11/2015,Adult and Older People,Provisions
REDACTED PERSONAL INFORMATION,364, 11/11/2015,Adult and Older People,Provisions
REDACTED PERSONAL INFORMATION,78.96, 11/11/2015,Adult and Older People,Provisions
REDACTED PERSONAL INFORMATION,20.7, 11/11/2015,Adult and Older People,Provisions
REDACTED PERSONAL INFORMATION,547.7, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,504.44, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,2564.8, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
MASHER BROTHERS LTD,25579.88, 11/11/2015,Housing Services,Services Private Contractor
D CATCHESIDES LTD,33483.38, 11/11/2015,Housing Services,Services Private Contractor
M G AXTON,114839.16, 11/11/2015,Housing Services,Services Private Contractor
REDACTED PERSONAL INFORMATION,1064.52, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,919.88, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,862.25, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1655.72, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,614.64, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,2348.36, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,547.7, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1494.44, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1021.41, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1258.24, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,667.51, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1632.72, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,750.88, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,750.88, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,750.88, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,843.89, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,586.64, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1201.28, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,933.52, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,754.8, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,507.4, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,614.64, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,750.88, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1733.72, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,504.44, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1036.88, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,501.96, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,2512.6, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1064.88, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
FACTA LTD,15440.04, 11/11/2015,Chief Executives,Other Services
HYDE HOUSING ASSOCIATION,2076.22, 11/11/2015,Adult and Older People,Service Charges
HYDE HOUSING ASSOCIATION,2540.94, 11/11/2015,Adult and Older People,Service Charges
HYDE HOUSING ASSOCIATION,3527.54, 11/11/2015,Adult and Older People,Service Charges
HYDE HOUSING ASSOCIATION,6326.46, 11/11/2015,Adult and Older People,Service Charges
WOLSELEY UK LTD (VARIOUS SUPPLIES),1575, 11/11/2015,Housing Services,Materials
WOLSELEY UK LTD (VARIOUS SUPPLIES),1427.05, 11/11/2015,Housing Services,Materials
REDACTED PERSONAL INFORMATION,532.44, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,532.44, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1064.88, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,504.44, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1036.88, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1250.88, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,614.64, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
ROYAL MAIL GROUP LTD,821.23, 11/11/2015,Chief Executives,Printing External Contract
REDACTED PERSONAL INFORMATION,959.3, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,840, 11/11/2015,Systems Control Accounts,Deduction From Payroll
REDACTED PERSONAL INFORMATION,1368.64, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,848, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,513.32, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,916.31, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1166.64, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,525.08, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1365.52, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,504.44, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1278.64, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
GRAHAM HOLMES ASTRASEAL LIMITED,660, 11/11/2015,Housing Services HRA,Direct Orders
REDACTED PERSONAL INFORMATION,750.88, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
LAWSON LETS LTD,33067.2, 11/11/2015,Housing Services,Rents Other
REDACTED PERSONAL INFORMATION,681.32, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,750.88, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
REDACTED PERSONAL INFORMATION,1094.4, 11/11/2015,Childrens Services,Special Guardianship Orders - Section 14
GRAHAM HOLMES ASTRASEAL LIMITED,924, 11/11/2015,Housing Services HRA,Direct Orders
GRAHAM HOLMES ASTRASEAL LIMITED,663.6, 11/11/2015,Housing Services HRA,Direct Orders
GRAHAM HOLMES ASTRASEAL LIMITED,972, 11/11/2015,Housing Services HRA,Direct Orders
GRAHAM HOLMES ASTRASEAL LIMITED,852, 11/11/2015,Housing Services HRA,Direct Orders
GRAHAM HOLMES ASTRASEAL LIMITED,792, 11/11/2015,Housing Services HRA,Direct Orders
GRAHAM HOLMES ASTRASEAL LIMITED,852, 11/11/2015,Housing Services HRA,Direct Orders
REDACTED PERSONAL INFORMATION,1229.28, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
TCS COMPUTER SERVICES LTD,26136, 11/11/2015,Chief Executives,Desktop Support Northgate
REDACTED PERSONAL INFORMATION,1108.8, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
HOW SCAFFOLDING,62275.72, 11/11/2015,Housing Services,Services Private Contractor
SCCI ALPHATRACK LTD,1930.14, 11/11/2015,Housing Services HRA,Special Collection Service
REDACTED PERSONAL INFORMATION,595.46, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
WOLSELEY UK LTD (VARIOUS SUPPLIES),624, 11/11/2015,Housing Services,Materials
WOLSELEY UK LTD (VARIOUS SUPPLIES),624, 11/11/2015,Housing Services,Materials
WOLSELEY UK LTD (VARIOUS SUPPLIES),1561.31, 11/11/2015,Housing Services,Materials
REDACTED PERSONAL INFORMATION,855.64, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,1279.09, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,1290.96, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,804.88, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,1613.82, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
WOLSELEY UK LTD (VARIOUS SUPPLIES),527.33, 11/11/2015,Housing Services,Materials
REDACTED PERSONAL INFORMATION,990.84, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,795.54, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
WOLSELEY UK LTD (VARIOUS SUPPLIES),1060.72, 11/11/2015,Housing Services,Materials
REDACTED PERSONAL INFORMATION,1873.64, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,891.08, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
WOLSELEY UK LTD (VARIOUS SUPPLIES),1171.55, 11/11/2015,Housing Services,Materials
REDACTED PERSONAL INFORMATION,855.64, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,750.88, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,1100, 11/11/2015,Childrens Services,Prof Serv Consult Advice Curri
REDACTED PERSONAL INFORMATION,1540, 11/11/2015,Childrens Services,Prof Serv Consult Advice Curri
REDACTED PERSONAL INFORMATION,2128.53, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
WOLSELEY UK LTD (VARIOUS SUPPLIES),756.6, 11/11/2015,Housing Services,Materials
REDACTED PERSONAL INFORMATION,774.1, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
ONE HOUSING GROUP LTD,98507.25, 11/11/2015,Adult and Older People,Other Agency Services
ONE HOUSING GROUP LTD,1492.75, 11/11/2015,Adult and Older People,Other Agency Services
WOLSELEY UK LTD (VARIOUS SUPPLIES),609.31, 11/11/2015,Housing Services,Materials
REDACTED PERSONAL INFORMATION,1471.16, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
WOLSELEY UK LTD (VARIOUS SUPPLIES),646.44, 11/11/2015,Housing Services,Materials
REDACTED PERSONAL INFORMATION,1393.52, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
WOLSELEY UK LTD (VARIOUS SUPPLIES),2051.71, 11/11/2015,Housing Services,Materials
REDACTED PERSONAL INFORMATION,2800, 11/11/2015,Eltham Crematorium Revenue,Organist
REDACTED PERSONAL INFORMATION,755.24, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,840, 11/11/2015,Eltham Crematorium Revenue,Organist
DAVID PHILLIPS FURNITURE LTD,598.76, 11/11/2015,Chief Executives,ESS Care Grant Electrical
REDACTED PERSONAL INFORMATION,929.6, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,2240, 11/11/2015,Eltham Crematorium Revenue,Organist
REDACTED PERSONAL INFORMATION,1764, 11/11/2015,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,525, 11/11/2015,Chief Executives,Eltham Lights Up
REDACTED PERSONAL INFORMATION,854.47, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,828.92, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,6169.98, 11/11/2015,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,911.69, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,962.84, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,5029.98, 11/11/2015,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,1969.91, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,834.25, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,1710, 11/11/2015,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,625.48, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,504.44, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,552.64, 11/11/2015,Childrens Services,Residence Orders - Section 8 Payments
REDACTED PERSONAL INFORMATION,1710, 11/11/2015,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,13740, 11/11/2015,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,2989.98, 11/11/2015,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,11410.02, 11/11/2015,Childrens Services,Other Services
EXPRESS SOLICITORS LTD,720, 11/11/2015,Systems Control Accounts,Refund Of Bacs Over Pymt
EXPRESS SOLICITORS LTD,1056, 11/11/2015,Systems Control Accounts,Refund Of Bacs Over Pymt
REDACTED PERSONAL INFORMATION,667, 11/11/2015,Childrens Services,Relevant Children
OASIS CARE & TRAINING AGENCY,2197.44, 11/11/2015,Adult and Older People,ISF Personal Care
OASIS CARE & TRAINING AGENCY,703.92, 11/11/2015,Adult and Older People,Private Home Help Domest Misc
OASIS CARE & TRAINING AGENCY,889.44, 11/11/2015,Adult and Older People,ISF Personal Care
OASIS CARE & TRAINING AGENCY,994.08, 11/11/2015,Adult and Older People,ISF Personal Care
OASIS CARE & TRAINING AGENCY,797.88, 11/11/2015,Adult and Older People,ISF Personal Care
OASIS CARE & TRAINING AGENCY,2380.56, 11/11/2015,Adult and Older People,ISF Personal Care
OASIS CARE & TRAINING AGENCY,1048.04, 11/11/2015,Adult and Older People,Private Home Help Domest Misc
OASIS CARE & TRAINING AGENCY,2111, 11/11/2015,Adult and Older People,Private Home Help Domest Misc
OASIS CARE & TRAINING AGENCY,669.56, 11/11/2015,Adult and Older People,Private Home Help Domest Misc
OASIS CARE & TRAINING AGENCY,1452.72, 11/11/2015,Adult and Older People,Private Home Help Domest Misc
OASIS CARE & TRAINING AGENCY,656.24, 11/11/2015,Adult and Older People,Private Home Help Domest Misc
OASIS CARE & TRAINING AGENCY,640.92, 11/11/2015,Adult and Older People,ISF Personal Care
OASIS CARE & TRAINING AGENCY,1059.48, 11/11/2015,Adult and Older People,ISF Personal Care
OASIS CARE & TRAINING AGENCY,732.48, 11/11/2015,Adult and Older People,ISF Personal Care
OASIS CARE & TRAINING AGENCY,526.47, 11/11/2015,Adult and Older People,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,516.6, 11/11/2015,Adult and Older People,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,732.48, 11/11/2015,Adult and Older People,ISF Personal Care
OASIS CARE & TRAINING AGENCY,2629.08, 11/11/2015,Adult and Older People,ISF Personal Care
OASIS CARE & TRAINING AGENCY,2197.44, 11/11/2015,Adult and Older People,ISF Personal Care
OASIS CARE & TRAINING AGENCY,1727.7, 11/11/2015,Adult and Older People,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,510.12, 11/11/2015,Adult and Older People,ISF Personal Care
OASIS CARE & TRAINING AGENCY,902.52, 11/11/2015,Adult and Older People,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,743.13, 11/11/2015,Adult and Older People,Private Home Help Domest Misc
OASIS CARE & TRAINING AGENCY,2328.24, 11/11/2015,Adult and Older People,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,1808.31, 11/11/2015,Adult and Older People,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,637.97, 11/11/2015,Adult and Older People,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,926.62, 11/11/2015,Adult and Older People,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,1605.64, 11/11/2015,Adult and Older People,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,876.36, 11/11/2015,Adult and Older People,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,732.48, 11/11/2015,Adult and Older People,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,516.32, 11/11/2015,Adult and Older People,Private Home Help Domest Misc
ANGELS HUMAN RESOURCES LTD,1648.08, 11/11/2015,Adult and Older People,ISF Personal Care
ANGELS HUMAN RESOURCES LTD,536.28, 11/11/2015,Adult and Older People,ISF Personal Care
