Department Family,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction Number,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/10/2011,LEGAL COSTS,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,HALF SHARE OF ARBITRATORS,0000184887,5928.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,LEGAL FEES - SALES,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,NABARRO LLP,0000184778,777.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,OTHER CONTRACTOR COSTS,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,JMC ENGINEERING (UK) LTD,0000184713,4799.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/10/2011,OTHER CONTRACTOR COSTS,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,JMC ENGINEERING (UK) LTD,0000185192,4602.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/10/2011,PROFESSIONAL SERVICES (WRA),PROPERTY MANAGEMENT & SALES,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000184722,848.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2011,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,PROF SER-ENVIRONMENTAL SRVICES,MARSHALL FARMING LIMITED,0000184681,2106.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,FACILITIES - SECURITY,WERNICK HIRE LIMITED,0000184682,77.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,WASTE MANAGEMENT-WSTE MNGT SER,WERNICK HIRE LIMITED,0000184683,85.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/10/2011,RENTS PAYABLE,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,LORD CREWE'S CHARITY,0000184949,36.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/10/2011,RENTS PAYABLE,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,RENT DUE UNDER LICENCE FO,0000185073,400.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/09/2011,RSTRTN CLSED COLLRY SITE-UTLSD,PROPERTY MANAGEMENT & SALES,WASTE MANAGEMENT-WSTE MNGT SER,M T S CLEANSING SERVICES,0000184684,372.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,RSTRTN CLSED COLLRY SITE-UTLSD,PROPERTY MANAGEMENT & SALES,FACILITIES - SECURITY,CRIMEFIGHTER ALARMS LTD,0000184830,1471.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/10/2011,RSTRTN CLSED COLLRY SITE-UTLSD,PROPERTY MANAGEMENT & SALES,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000184950,28.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,24 HOUR SUBSISTENCE ALLOWANCE,RECORDS STORAGE,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184569,19.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/10/2011,COMMISSION CHARGES-E-COMMERCE,RECORDS STORAGE,PROF SER FNCL-BANKING&INVSTMNT,STREAMLINE,0000184784,86.23
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,HOTEL ACCOMMODATION,RECORDS STORAGE,TRAVEL&EVENTS-HOTELS,STAFF EXPENSES CONTROL,0000184569,130.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,RECORDS STORAGE,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185182,110.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,INCIDENTALS,RECORDS STORAGE,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000184561,22.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,IT SERVICES - OPERATIONS,RECORDS STORAGE,ICT-MANAGED O/SRCE SERVICES,CAPGEMINI UK PLC,0000184833,3566.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,MILEAGE PAYMENTS,RECORDS STORAGE,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000184561,98.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,MILEAGE PAYMENTS,RECORDS STORAGE,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000184569,150.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,10 HRS + SUBSISTENCE,SHE/CDM,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184585,6.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,24 HOUR SUBSISTENCE ALLOWANCE,SHE/CDM,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184585,7.49
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,FUEL (VEHICLE),SHE/CDM,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000184585,4.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,HOTEL ACCOMMODATION,SHE/CDM,TRAVEL&EVENTS-HOTELS,COMPANY BARCLAYCARD,0000185182,95.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,INCIDENTALS,SHE/CDM,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000184585,1.88
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,INCIDENTALS,SHE/CDM,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000185152,13.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/09/2011,MILEAGE PAYMENTS,SHE/CDM,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000184585,51.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/09/2011,SAFETY CLOTHING,SHE/CDM,OPRTNL GOODS&SERV-CLOTHING,ARCO LIMITED,0000184542,95.96
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/09/2011,SAFETY CLOTHING,SHE/CDM,OPRTNL GOODS&SERV-CLOTHING,ARCO LIMITED,0000184693,20.41
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SAFETY CLOTHING,SHE/CDM,OPRTNL GOODS&SERV-CLOTHING,ARCO LIMITED,0000184772,7.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/09/2011,SAFETY CLOTHING,SHE/CDM,OPRTNL GOODS&SERV-CLOTHING,ARCO LIMITED,0000184775,112.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/10/2011,SAFETY CLOTHING,SHE/CDM,OPRTNL GOODS&SERV-CLOTHING,COMPANY BARCLAYCARD,0000185144,92.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/09/2011,BRIDGEWATER-UTILISED,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,THE BRIDGEWATER CANAL CO,0000184595,781.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2011,LEGAL COSTS,SUBSIDENCE,PROF SER-LEGAL SERVICES,DLA PIPER UK LLP,0000185097,11860.18
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/10/2011,LEGAL COSTS,SUBSIDENCE,PROF SER-LEGAL SERVICES,ANDERSON STRATHERN,0000185267,451.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,CONSTRUCTION-CNSTRN SER PROVDR,TICKHILL INTERNAL DRAINAG,0000184305,2000.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",WENT INTERNAL DRAINAGE BO,0000184309,14.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ICT-TELECOMS,WENT INTERNAL DRAINAGE BO,0000184309,199.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,WENT INTERNAL DRAINAGE BO,0000184309,211.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,PROF SER FNCL-INSURANCE SRVCE,WENT INTERNAL DRAINAGE BO,0000184309,154.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",WENT INTERNAL DRAINAGE BO,0000184310,159.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ICT-TELECOMS,WENT INTERNAL DRAINAGE BO,0000184310,198.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,PROF SER FNCL-INSURANCE SRVCE,WENT INTERNAL DRAINAGE BO,0000184310,154.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",WENT INTERNAL DRAINAGE BO,0000184311,207.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",WENT INTERNAL DRAINAGE BO,0000184311,14.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ICT-TELECOMS,WENT INTERNAL DRAINAGE BO,0000184311,198.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,WENT INTERNAL DRAINAGE BO,0000184311,1516.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,PROF SER FNCL-INSURANCE SRVCE,WENT INTERNAL DRAINAGE BO,0000184311,154.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",WENT INTERNAL DRAINAGE BO,0000184312,14.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ICT-TELECOMS,WENT INTERNAL DRAINAGE BO,0000184312,198.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,WENT INTERNAL DRAINAGE BO,0000184312,341.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,PROF SER FNCL-INSURANCE SRVCE,WENT INTERNAL DRAINAGE BO,0000184312,154.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",WENT INTERNAL DRAINAGE BO,0000184313,395.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ICT-TELECOMS,WENT INTERNAL DRAINAGE BO,0000184313,199.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,PROF SER FNCL-INSURANCE SRVCE,WENT INTERNAL DRAINAGE BO,0000184313,154.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",WENT INTERNAL DRAINAGE BO,0000184314,14.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ICT-TELECOMS,WENT INTERNAL DRAINAGE BO,0000184314,200.08
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,WENT INTERNAL DRAINAGE BO,0000184314,176.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,PROF SER FNCL-INSURANCE SRVCE,WENT INTERNAL DRAINAGE BO,0000184314,154.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",WENT INTERNAL DRAINAGE BO,0000184315,1025.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",WENT INTERNAL DRAINAGE BO,0000184315,3037.08
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ICT-TELECOMS,WENT INTERNAL DRAINAGE BO,0000184315,198.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,WENT INTERNAL DRAINAGE BO,0000184315,580.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,PROF SER FNCL-INSURANCE SRVCE,WENT INTERNAL DRAINAGE BO,0000184315,154.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",WENT INTERNAL DRAINAGE BO,0000184316,14.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ICT-TELECOMS,WENT INTERNAL DRAINAGE BO,0000184316,203.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,WENT INTERNAL DRAINAGE BO,0000184316,295.89
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-WATER,WENT INTERNAL DRAINAGE BO,0000184316,1081.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,PROF SER FNCL-INSURANCE SRVCE,WENT INTERNAL DRAINAGE BO,0000184316,154.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,"CONSTRUCTION-BLD,REPR&MAINTNCE",WENT INTERNAL DRAINAGE BO,0000184317,14.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ICT-TELECOMS,WENT INTERNAL DRAINAGE BO,0000184317,198.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,WENT INTERNAL DRAINAGE BO,0000184317,425.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,PROF SER FNCL-INSURANCE SRVCE,WENT INTERNAL DRAINAGE BO,0000184317,154.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184410,52.97
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184412,546.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184413,292.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184415,139.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184416,40.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184417,958.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184418,422.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184422,23.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184423,209.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184424,256.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184425,16.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184426,37.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184429,313.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184433,49.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/08/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184440,289.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184445,51.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184447,522.93
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184448,303.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184449,133.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184450,43.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184451,930.73
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184456,12.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184457,203.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184458,248.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184459,15.94
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184461,42.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-WATER,BRITISH GAS BUSINESS,0000184463,306.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/09/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184467,63.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/05/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184475,20.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/05/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184476,30.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/05/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184477,10.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/05/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184481,12.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/05/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000184482,18.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/05/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,BRITISH TELECOMMUNICATION,0000184483,10.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000184843,405.87
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000184843,424.11
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/10/2011,SUB PUMP STATN MAINT-UTILISED,SUBSIDENCE,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000184843,204.35
