Newcastle City Council Invoices over £250 paid in July 2013,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41481,PALATINE BEDS,5933476,Capital,2HE01,Capital Citywide             H,"1,255.00 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41481,PALATINE BEDS,5935127,Capital,2HE01,Capital Citywide             H,525.00 ,,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41481,PALATINE BEDS,5935128,Capital,2HE01,Capital Citywide             H,"2,120.00 ",,,,,,,,,,,
HRA,HRA Furniture              ,Capital Expenditure,41481,PALATINE BEDS,5935856,Capital,2HE01,Capital Citywide             H,"1,050.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Care Support           ,Third Party Payments,11/07/2013,PANAH LTD,5936357,Revenue,1MX50,SP Block Gross               M,"5,300.40 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/07/2013,PARK HOUSE NURSING HOME,5939877,Revenue,1MG10,Ind Nursing Care Elderly     M,"-2,651.96 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",16/07/2013,PARK HOUSE NURSING HOME,5939877,Revenue,1MH10,Ind Nursing Care PD          M,-383.80 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/07/2013,PARK HOUSE NURSING HOME,5939877,Revenue,1MG10,Ind Nursing Care Elderly     M,"14,605.12 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/07/2013,PARK HOUSE NURSING HOME,5939877,Revenue,1MH10,Ind Nursing Care PD          M,"1,656.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/07/2013,PARK HOUSE NURSING HOME,5939877,Revenue,3WH77,Free Nursing Care Com Care   M,"4,203.54 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/07/2013,PARK HOUSE NURSING HOME,5939877,Revenue,3WH78,Fre Nursing Care Out Of Area M,439.16 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/07/2013,PARK HOUSE NURSING HOME,5939877,Revenue,3WH93,Continuing Care              M,"22,833.69 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,16/07/2013,PARK HOUSE NURSING HOME,5939944,Revenue,3WH71,Free Nursing Care Self FunderM,"2,361.04 ",,,,,,,,,,,
Chief Executives,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,41456,PARK ROAD COMMUNITY ASSOCIATION,5925842,Revenue,1KN21,Elswick Ward                 F,"3,730.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,PARK VIEW CARE HOME,5926817,Revenue,1MG20,Ind Res Care Elderly         M,"-2,711.48 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,PARK VIEW CARE HOME,5956076,Revenue,1MG20,Ind Res Care Elderly         M,"-3,148.21 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02/07/2013,PARK VIEW CARE HOME,5926817,Revenue,1MG20,Ind Res Care Elderly         M,"7,212.24 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,PARK VIEW CARE HOME,5956076,Revenue,1MG20,Ind Res Care Elderly         M,"7,212.24 ",,,,,,,,,,,
Environment & Regeneration,E&R Parking Refunds,"Sales, Fees & Charges",41478,PARKING REFUNDS CHQ PAYMENT,5947965,Revenue,1V118,Grainger Town MSCP           K,520.00 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,PARKLANDS NURSING HOME,5926727,Revenue,1MH10,Ind Nursing Care PD          M,-476.56 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,PARKLANDS NURSING HOME,5955990,Revenue,1MH10,Ind Nursing Care PD          M,-476.56 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,PARKLANDS NURSING HOME,5926727,Revenue,1MG10,Ind Nursing Care Elderly     M,"2,160.72 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02/07/2013,PARKLANDS NURSING HOME,5926727,Revenue,1MH10,Ind Nursing Care PD          M,"4,246.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41485,PARKLANDS NURSING HOME,5955990,Revenue,1MG10,Ind Nursing Care Elderly     M,"2,160.72 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,PARKLANDS NURSING HOME,5955990,Revenue,1MH10,Ind Nursing Care PD          M,"4,246.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02/07/2013,PARKSIDE LODGE CARE HOME,5926857,Revenue,1MK20,Ind Res Care LD              M,"1,940.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,PARKSIDE LODGE CARE HOME,5956125,Revenue,1MK20,Ind Res Care LD              M,"1,940.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,PARKSIDE NORTHERN LTD T/A HOLMLEA,5926750,Revenue,1MG20,Ind Res Care Elderly         M,-486.00 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,PARKSIDE NORTHERN LTD T/A HOLMLEA,5956010,Revenue,1MG20,Ind Res Care Elderly         M,-486.00 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,PARKSIDE NORTHERN LTD T/A HOLMLEA,5926750,Revenue,1MG20,Ind Res Care Elderly         M,"1,851.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,PARKSIDE NORTHERN LTD T/A HOLMLEA,5956010,Revenue,1MG20,Ind Res Care Elderly         M,"1,851.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",41457,PARKSIDE NORTHERN LTD T/A THE CHESTERS,5926859,Revenue,1MG20,Ind Res Care Elderly         M,"-1,582.20 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",41485,PARKSIDE NORTHERN LTD T/A THE CHESTERS,5956131,Revenue,1MG20,Ind Res Care Elderly         M,-905.27 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,PARKSIDE NORTHERN LTD T/A THE CHESTERS,5926859,Revenue,1MG20,Ind Res Care Elderly         M,"5,184.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41485,PARKSIDE NORTHERN LTD T/A THE CHESTERS,5956131,Revenue,1MG20,Ind Res Care Elderly         M,"2,788.29 ",,,,,,,,,,,
Adult & Culture,Adult Serv Apprenticeship Plus   ,Supplies & Services,41467,PARKWAY MEDICAL GROUP,5937678,Revenue,1EA65,Skills For Jobs Project      M,500.16 ,,,,,,,,,,,
Environment & Regeneration,NS: Energy                 ,Supplies & Services,41480,PARSONS BRINCKERHOFF LTD,5951214,Revenue,1KEYV,Carbon Management Programme  K,"39,256.00 ",,,,,,,,,,,
Childrens Services,Social Services-Care Support           ,Supplies & Services,41457,PATCHWORK PROJECT,5927104,Revenue,1EM10,Youth Offending Team         E,"6,249.88 ",,,,,,,,,,,
Childrens Services,Social Services-Care Support           ,Supplies & Services,02/07/2013,PATCHWORK PROJECT,5927139,Revenue,1EY10,Youth Management             E,"4,344.34 ",,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,18/07/2013,PATTERSON RYAN WIREWORKERS LTD,5942285,Revenue,3KIMD,Other Stores Stock Account   K,"7,000.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,PAVILION COURT CARE HOME,5926789,Revenue,1MG10,Ind Nursing Care Elderly     M,"-8,540.27 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,PAVILION COURT CARE HOME,5926789,Revenue,1MG20,Ind Res Care Elderly         M,"-10,738.64 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,PAVILION COURT CARE HOME,5926789,Revenue,1MH20,Ind Res Care PD              M,-315.20 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,PAVILION COURT CARE HOME,5956047,Revenue,1MG10,Ind Nursing Care Elderly     M,"-5,695.63 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,PAVILION COURT CARE HOME,5956047,Revenue,1MG20,Ind Res Care Elderly         M,"-12,759.43 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,PAVILION COURT CARE HOME,5956047,Revenue,1MH20,Ind Res Care PD              M,-651.40 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,PAVILION COURT CARE HOME,5956048,Revenue,1MG20,Ind Res Care Elderly         M,"1,013.93 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,PAVILION COURT CARE HOME,5926789,Revenue,1MG10,Ind Nursing Care Elderly     M,"27,721.14 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,PAVILION COURT CARE HOME,5926789,Revenue,1MG20,Ind Res Care Elderly         M,"38,116.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,PAVILION COURT CARE HOME,5926789,Revenue,1MH20,Ind Res Care PD              M,"1,768.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,PAVILION COURT CARE HOME,5926789,Revenue,3WH77,Free Nursing Care Com Care   M,"6,405.69 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,PAVILION COURT CARE HOME,5926789,Revenue,3WH93,Continuing Care              M,"19,236.47 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,PAVILION COURT CARE HOME,5926887,Revenue,3WH78,Fre Nursing Care Out Of Area M,439.16 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,PAVILION COURT CARE HOME,5956047,Revenue,1MG10,Ind Nursing Care Elderly     M,"16,905.29 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41485,PAVILION COURT CARE HOME,5956047,Revenue,1MG20,Ind Res Care Elderly         M,"42,786.86 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,PAVILION COURT CARE HOME,5956047,Revenue,1MH20,Ind Res Care PD              M,"3,162.29 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,PAVILION COURT CARE HOME,5956047,Revenue,3WH77,Free Nursing Care Com Care   M,"4,815.08 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,PAVILION COURT CARE HOME,5956047,Revenue,3WH93,Continuing Care              M,"18,469.28 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,PAVILION COURT CARE HOME,5956161,Revenue,3WH78,Fre Nursing Care Out Of Area M,439.16 ,,,,,,,,,,,
Environment & Regeneration,Invoice,Supplies & Services,41485,PAYBYPHONE,5954994,Revenue,1V213,Car Parking Mobile Phone PmntK,"5,700.39 ",,,,,,,,,,,
Childrens Services,Benfield Secon/High School             ,Supplies & Services,05/07/2013,PC CASH CONTROL SYSTEMS,5928820,Revenue,1E339,Benfield Sports  Centre      E,445.00 ,,,,,,,,,,,
Adult & Culture,Adult Serv Welf         ,Supplies & Services,30/07/2013,PEACOCKS MEDICAL GROUP LTD,5955410,Revenue,1MX01,Welford Centre               M,758.00 ,,,,,,,,,,,
Adult & Culture,AS - Learning City         ,Supplies & Services,19/07/2013,PEARSON EDUCATION,5945393,Revenue,1EA15,Newcastle City Learning      M,"1,318.60 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Long Term Assets,41457,PEMBROKE REST HOME,5926724,Revenue,4WX13,Ind Sector Client Loan Fund  M,"-1,896.36 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Long Term Assets,30/07/2013,PEMBROKE REST HOME,5955987,Revenue,4WX13,Ind Sector Client Loan Fund  M,"1,946.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,PEMBROKE REST HOME,5926724,Revenue,1MH10,Ind Nursing Care PD          M,-383.80 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,PEMBROKE REST HOME,5926724,Revenue,1MH20,Ind Res Care PD              M,-323.75 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,PEMBROKE REST HOME,5926724,Revenue,1MM20,Ind Res Care MH              M,649.65 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",41485,PEMBROKE REST HOME,5955987,Revenue,1MH10,Ind Nursing Care PD          M,-383.80 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,PEMBROKE REST HOME,5955987,Revenue,1MH20,Ind Res Care PD              M,-315.20 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,PEMBROKE REST HOME,5926724,Revenue,1MG20,Ind Res Care Elderly         M,"1,400.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,PEMBROKE REST HOME,5926724,Revenue,1MH10,Ind Nursing Care PD          M,"1,309.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,PEMBROKE REST HOME,5926724,Revenue,1MH20,Ind Res Care PD              M,"2,800.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02/07/2013,PEMBROKE REST HOME,5926724,Revenue,1MM20,Ind Res Care MH              M,"3,832.86 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02/07/2013,PEMBROKE REST HOME,5926724,Revenue,3WH93,Continuing Care              M,"13,476.42 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41485,PEMBROKE REST HOME,5955987,Revenue,1MG20,Ind Res Care Elderly         M,"1,400.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41485,PEMBROKE REST HOME,5955987,Revenue,1MH10,Ind Nursing Care PD          M,"1,309.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41485,PEMBROKE REST HOME,5955987,Revenue,1MH20,Ind Res Care PD              M,"2,800.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,PEMBROKE REST HOME,5955987,Revenue,1MM20,Ind Res Care MH              M,"5,620.00 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,PEMBROKE REST HOME,5955987,Revenue,3WH93,Continuing Care              M,"7,846.92 ",,,,,,,,,,,
Childrens Services,West Riverside S/Start           ,Third Party Payments,41484,PENDOWER GOOD NEIGHBOURHOOD PROJECT,5953784,Revenue,1EEG1,W River CC Central Costs     E,"1,950.00 ",,,,,,,,,,,
HRA,HRA Mech & Elec            ,Premises,41485,PENNINGTON CHOICES LTD,5931450,Revenue,1HBSP,Planned Service&Plant Maint  H,995.00 ,,,,,,,,,,,
Adult & Culture,Social Services - Social Care Payments ,Third Party Payments,25/07/2013,PERCY HEDLEY CENTRE,5935700,Revenue,1MH60,Ind Day Care PD              M,"6,533.10 ",,,,,,,,,,,
Adult & Culture,Social Services - Social Care Payments ,Transport,25/07/2013,PERCY HEDLEY CENTRE,5935700,Revenue,1MG60,IND Day Care Elderly         M,"1,488.76 ",,,,,,,,,,,
Adult & Culture,Social Services - Social Care Payments ,Transport,25/07/2013,PERCY HEDLEY CENTRE,5935700,Revenue,1MK60,Ind Day Care LD              M,"7,966.68 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,PERCY HEDLEY CENTRE,5926804,Revenue,1MG20,Ind Res Care Elderly         M,-486.00 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,PERCY HEDLEY CENTRE,5926804,Revenue,1MK20,Ind Res Care LD              M,"-1,108.80 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",41485,PERCY HEDLEY CENTRE,5956063,Revenue,1MG20,Ind Res Care Elderly         M,-486.00 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,PERCY HEDLEY CENTRE,5956063,Revenue,1MK20,Ind Res Care LD              M,"-1,124.95 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,PERCY HEDLEY CENTRE,5926804,Revenue,1MG20,Ind Res Care Elderly         M,"2,691.36 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41457,PERCY HEDLEY CENTRE,5926804,Revenue,1MK20,Ind Res Care LD              M,"13,647.44 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41485,PERCY HEDLEY CENTRE,5956063,Revenue,1MG20,Ind Res Care Elderly         M,"2,691.36 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,41485,PERCY HEDLEY CENTRE,5956063,Revenue,1MK20,Ind Res Care LD              M,"13,647.44 ",,,,,,,,,,,
Childrens Services,Childrens Services Support       ,Third Party Payments,19/07/2013,PERCY HEDLEY CENTRE,5944756,Revenue,1MD66,CWD Care Packages            E,456.00 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",02/07/2013,PERCY HOUSE,5926754,Revenue,1MM20,Ind Res Care MH              M,-309.08 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",30/07/2013,PERCY HOUSE,5956014,Revenue,1MM20,Ind Res Care MH              M,-309.08 ,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,02/07/2013,PERCY HOUSE,5926754,Revenue,1MM20,Ind Res Care MH              M,"5,104.68 ",,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,30/07/2013,PERCY HOUSE,5956014,Revenue,1MM20,Ind Res Care MH              M,"5,104.68 ",,,,,,,,,,,
Environment & Regeneration,Cityworks City Hall        ,Supplies & Services,41477,PERFORMING RIGHT SOCIETY LTD,5933287,Revenue,1KL3A,City Hall                    K,"1,584.94 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Central Off      ,Supplies & Services,41477,PERFORMING RIGHT SOCIETY LTD,5946269,Revenue,1KL1E,Elswick Pool                 K,"4,514.88 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Central Off      ,Supplies & Services,41477,PERFORMING RIGHT SOCIETY LTD,5946638,Revenue,1KL1D,East End Pool                K,"4,068.34 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Central Off      ,Supplies & Services,41477,PERFORMING RIGHT SOCIETY LTD,5947067,Revenue,1KL1G,GOSFORTH POOL                K,"3,211.35 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Central Off      ,Supplies & Services,41477,PERFORMING RIGHT SOCIETY LTD,5947110,Revenue,1KL2B,Eldon Leisure                K,"7,165.26 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Central Off      ,Supplies & Services,41477,PERFORMING RIGHT SOCIETY LTD,5947115,Revenue,1KL2D,WAD                          K,"3,708.71 ",,,,,,,,,,,
Environment & Regeneration,Cityworks Central Off      ,Supplies & Services,41477,PERFORMING RIGHT SOCIETY LTD,5947169,Revenue,1KL32,Kenton Park SC - Grant       K,950.50 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,41472,PERMADOR,5941023,Revenue,1KR1C,Response Central             K,449.56 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,02/07/2013,PERMATT FORK LIFT TRUCKS LTD,5911153,Revenue,1KB40,CITYBUILD STORES O/H         K,405.00 ,,,,,,,,,,,
