Newcastle City Council Invoices over £250 paid in May 2013,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Directorate Name,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886891,Revenue,1MK40,Direct Payments LD           M,552.76 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886901,Revenue,1MH40,Direct Payments PD           M,858.80 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886902,Revenue,1MK40,Direct Payments LD           M,900.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886907,Revenue,1MG40,Direct Payments Elderly      M,"1,460.64 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886922,Revenue,1MG40,Direct Payments Elderly      M,856.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886923,Revenue,1MK40,Direct Payments LD           M,806.52 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886929,Revenue,1MG40,Direct Payments Elderly      M,503.36 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886932,Revenue,1MK40,Direct Payments LD           M,818.80 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886937,Revenue,1MG40,Direct Payments Elderly      M,652.32 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886942,Revenue,1MK40,Direct Payments LD           M,621.32 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886951,Revenue,1MH40,Direct Payments PD           M,684.80 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886952,Revenue,1MG40,Direct Payments Elderly      M,"1,756.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886954,Revenue,1MK40,Direct Payments LD           M,748.52 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5887090,Revenue,1MK40,Direct Payments LD           M,"1,341.56 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5887182,Revenue,1MK34,Shared Lives - Adult LD      M,"1,540.00 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886590,Revenue,1MK40,Direct Payments LD           M,"1,163.12 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886639,Revenue,1MG40,Direct Payments Elderly      M,619.52 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886783,Revenue,1MK40,Direct Payments LD           M,952.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886879,Revenue,1MK40,Direct Payments LD           M,472.60 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886931,Revenue,1MK40,Direct Payments LD           M,485.04 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886935,Revenue,1MK40,Direct Payments LD           M,725.44 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886960,Revenue,1MG40,Direct Payments Elderly      M,"1,722.84 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886961,Revenue,1MK40,Direct Payments LD           M,365.84 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886962,Revenue,1MH40,Direct Payments PD           M,488.24 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886963,Revenue,1MH40,Direct Payments PD           M,374.76 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886594,Revenue,1MK40,Direct Payments LD           M,275.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886622,Revenue,1MH40,Direct Payments PD           M,385.20 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886624,Revenue,1MH40,Direct Payments PD           M,273.36 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886629,Revenue,1MH40,Direct Payments PD           M,556.40 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886631,Revenue,1MH40,Direct Payments PD           M,321.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886646,Revenue,1MG40,Direct Payments Elderly      M,642.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886653,Revenue,1MK40,Direct Payments LD           M,500.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886665,Revenue,1MH40,Direct Payments PD           M,321.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886678,Revenue,1MK40,Direct Payments LD           M,428.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886679,Revenue,1MH40,Direct Payments PD           M,406.80 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886687,Revenue,1MK40,Direct Payments LD           M,587.60 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886689,Revenue,1MM40,Direct Payments MH           M,406.80 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886695,Revenue,1MK40,Direct Payments LD           M,"1,862.02 ",,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886700,Revenue,1MK40,Direct Payments LD           M,428.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886708,Revenue,1MH40,Direct Payments PD           M,294.56 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886711,Revenue,1MH40,Direct Payments PD           M,452.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886713,Revenue,1MH40,Direct Payments PD           M,42.80 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886713,Revenue,1MM40,Direct Payments MH           M,385.20 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886714,Revenue,1MK40,Direct Payments LD           M,513.60 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886719,Revenue,1MK40,Direct Payments LD           M,288.72 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886723,Revenue,1MH40,Direct Payments PD           M,409.80 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886724,Revenue,1MK40,Direct Payments LD           M,574.44 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886729,Revenue,1MH40,Direct Payments PD           M,513.60 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886736,Revenue,1MK40,Direct Payments LD           M,499.16 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886738,Revenue,1MK40,Direct Payments LD           M,428.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886743,Revenue,1MK40,Direct Payments LD           M,459.32 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886749,Revenue,1MK40,Direct Payments LD           M,547.24 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886753,Revenue,1MG40,Direct Payments Elderly      M,528.56 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886762,Revenue,1MH40,Direct Payments PD           M,462.72 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886763,Revenue,1MH40,Direct Payments PD           M,256.80 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886764,Revenue,1MK40,Direct Payments LD           M,297.68 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886769,Revenue,1MG40,Direct Payments Elderly      M,747.12 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886776,Revenue,1MK40,Direct Payments LD           M,316.40 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886784,Revenue,1MG40,Direct Payments Elderly      M,257.28 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886786,Revenue,1MH40,Direct Payments PD           M,428.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886794,Revenue,1MK40,Direct Payments LD           M,268.64 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886796,Revenue,1MK40,Direct Payments LD           M,282.40 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886798,Revenue,1MK40,Direct Payments LD           M,462.40 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886805,Revenue,1MG40,Direct Payments Elderly      M,386.12 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886811,Revenue,1MG40,Direct Payments Elderly      M,577.80 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886814,Revenue,1MG40,Direct Payments Elderly      M,328.16 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886820,Revenue,1MK40,Direct Payments LD           M,260.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886821,Revenue,1MK40,Direct Payments LD           M,366.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886822,Revenue,1MK40,Direct Payments LD           M,380.72 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886823,Revenue,1MK40,Direct Payments LD           M,334.32 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886826,Revenue,1MK40,Direct Payments LD           M,437.08 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886829,Revenue,1MK40,Direct Payments LD           M,379.72 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886830,Revenue,1MK40,Direct Payments LD           M,327.52 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886838,Revenue,1MK40,Direct Payments LD           M,599.20 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886840,Revenue,1MH40,Direct Payments PD           M,289.08 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886842,Revenue,1MM40,Direct Payments MH           M,265.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886849,Revenue,1MK40,Direct Payments LD           M,457.68 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886851,Revenue,1MG40,Direct Payments Elderly      M,431.72 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886861,Revenue,1MG40,Direct Payments Elderly      M,328.16 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886877,Revenue,1MK40,Direct Payments LD           M,526.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886889,Revenue,1MK40,Direct Payments LD           M,260.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886909,Revenue,1MK40,Direct Payments LD           M,303.36 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886914,Revenue,1MK40,Direct Payments LD           M,308.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886915,Revenue,1MH40,Direct Payments PD           M,654.32 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886917,Revenue,1MK40,Direct Payments LD           M,304.40 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886921,Revenue,1MK40,Direct Payments LD           M,360.00 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886927,Revenue,1MK40,Direct Payments LD           M,485.04 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886930,Revenue,1MG40,Direct Payments Elderly      M,491.28 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886933,Revenue,1MK40,Direct Payments LD           M,522.80 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886934,Revenue,1MK40,Direct Payments LD           M,379.36 ,,,,,,,,,,,,
Adult & Culture,Social Services-Carefirst              ,Third Party Payments,21/05/2013,Redacted Personal Data,5886941,Revenue,1MK40,Direct Payments LD           M,443.72 ,,,,,,,,,,,,
