Newcastle City Council Invoices over £250 paid in August 2013,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",13/08/2013,MANOR HOUSE,5968806,Revenue,1MG20,Ind Res Care Elderly,"-1,357.52 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,MANOR HOUSE,5968806,Revenue,1MG20,Ind Res Care Elderly,"3,392.00 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,MANOR HOUSE,5968831,Revenue,3WH71,Free Nursing Care Self Funder,439.16 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,27/08/2013,MANOR PARK CARE HOME,5983924,Revenue,1MM20,Ind Res Care MH,"1,568.28 ",,,,,,,,,,,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,30/08/2013,MARIE CURIE CANCER CARE,5987222,Revenue,3RNF2,Kenton Acad Payroll Deds,0.43 ,,,,,,,,,,,
Chief Executive's,Exchequer Accounts Payable             ,Supplies & Services,07/08/2013,MARIE CURIE CANCER CARE,5962722,Revenue,3RNF2,Kenton Acad Payroll Deds,0.43 ,,,,,,,,,,,
HRA,HRA Finance                            ,"Sales, Fees & Charges",15/08/2013,MARSH UK LTD,5973415,Revenue,1HRA1,HRA-General,"-8,674.68 ",,,,,,,,,,,
HRA,HRA Finance                            ,Supplies & Services,15/08/2013,MARSH UK LTD,5973415,Revenue,1HRA1,HRA-General,"56,623.90 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Premises,21/08/2013,MARSHALLS GROUP PLC,5973794,Revenue,1KEMC,Highways,460.86 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Premises,21/08/2013,MARSHALLS GROUP PLC,5973796,Revenue,1KEMC,Highways,"2,493.24 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,19/08/2013,MARSHALLS GROUP PLC,5966163,Revenue,3KIMF,Highways Stock Account,"1,508.48 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,19/08/2013,MARSHALLS GROUP PLC,5973790,Revenue,3KIMF,Highways Stock Account,"1,633.44 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,19/08/2013,MARSHALLS GROUP PLC,5973792,Revenue,3KIMF,Highways Stock Account,"1,368.00 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,09/08/2013,MARSHALLS GROUP PLC,5965074,Revenue,3KIMF,Highways Stock Account,"1,392.04 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,23/08/2013,MARSHALLS GROUP PLC,5973788,Revenue,3KIMF,Highways Stock Account,"2,030.32 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,23/08/2013,MARSHALLS GROUP PLC,5973789,Revenue,3KIMF,Highways Stock Account,"1,273.60 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,23/08/2013,MARSHALLS GROUP PLC,5982509,Revenue,3KIMF,Highways Stock Account,"2,118.72 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,29/08/2013,MARSHALLS GROUP PLC,5980468,Revenue,3KIMF,Highways Stock Account,"1,209.60 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,15/08/2013,MARSHALLS GROUP PLC,5973658,Revenue,3KIMF,Highways Stock Account,"1,765.16 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,01/08/2013,MARSHALLS GROUP PLC,5957579,Revenue,3KIMF,Highways Stock Account,"1,498.72 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,30/08/2013,MARSHALLS GROUP PLC,5987403,Revenue,3KIMF,Highways Stock Account,"1,612.40 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,21/08/2013,MARSHALLS GROUP PLC,5966169,Revenue,3KIMF,Highways Stock Account,"1,436.00 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,21/08/2013,MARSHALLS GROUP PLC,5973791,Revenue,3KIMF,Highways Stock Account,"1,470.08 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Premises,21/08/2013,MARSHALLS MONO LTD,5973798,Revenue,1KEMC,Highways,"4,409.94 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,19/08/2013,MARSHALLS MONO LTD,5975758,Revenue,3KIMF,Highways Stock Account,"5,250.00 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,21/08/2013,MARSHALLS MONO LTD,5973798,Revenue,1KEMC,Highways,25.00 ,,,,,,,,,,,
Environment & Regeneration,Regen Busi Dev          ,Rents,27/08/2013,MAWSON KERR ARCHITECTS LTD,5984015,Revenue,1DE50,i6- Charlotte Square NEC,898.00 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,19/08/2013,MAXFIXINGS,5971973,Revenue,1KS07,Sponsorships,281.06 ,,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,19/08/2013,MAXFIXINGS,5971973,Revenue,1KEEA,Brunswick Overheads,95.00 ,,,,,,,,,,,
Environment & Regeneration,CW Civic Serv Build Mngmt        ,Supplies & Services,29/08/2013,MAXI FILTRATION,5978402,Revenue,1KKX1,Civic Centre Direct Costs,326.84 ,,,,,,,,,,,
Children's Services,Childrens Services Support       ,Transfer Payments,09/08/2013,MAYNARDS TRAVEL,5962596,Revenue,1E+212,Transport Special,"4,030.00 ",,,,,,,,,,,
Children's Services,Raising Stnds              ,Supplies & Services,15/08/2013,MC DROP DEAD FRED,5963974,Revenue,1E558,SB Music Service,"1,620.00 ",,,,,,,,,,,
Environment & Regeneration,Highways                               ,Supplies & Services,22/08/2013,MCARTHUR GROUP LTD,5980155,Revenue,1KEMC,Highways,528.25 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",13/08/2013,MCGOWAN COURT,5968689,Revenue,1MG10,Ind Nursing Care Elderly,-972.00 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",13/08/2013,MCGOWAN COURT,5968689,Revenue,1MM10,Ind Nursing Care MH,"-1,192.20 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,MCGOWAN COURT,5968689,Revenue,1MG10,Ind Nursing Care Elderly,"6,384.00 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,MCGOWAN COURT,5968689,Revenue,1MM10,Ind Nursing Care MH,"9,576.00 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,MCGOWAN COURT,5968689,Revenue,3WH77,Free Nursing Care Com Care,"3,513.28 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,MCGOWAN COURT,5968689,Revenue,3WH79,Free Nursing Care Pres Rights,"1,482.72 ",,,,,,,,,,,
Adult and Culture,Adult Serv Finance         ,Third Party Payments,07/08/2013,ME BARRETT,5962645,Revenue,1MK60,Ind Day Care LD,480.20 ,,,,,,,,,,,
Adult and Culture,Social Services                        ,Third Party Payments,28/08/2013,ME BARRETT,5984011,Revenue,1MK60,Ind Day Care LD,480.20 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",27/08/2013,MEADOW PARK,5983862,Revenue,1MG20,Ind Res Care Elderly,-486.00 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,27/08/2013,MEADOW PARK,5983862,Revenue,1MG20,Ind Res Care Elderly,"1,844.36 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",13/08/2013,MEADOWBROOK MANOR RESIDENTIAL HOME,5968792,Revenue,1MG20,Ind Res Care Elderly,"-1,006.56 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,13/08/2013,MEADOWBROOK MANOR RESIDENTIAL HOME,5968792,Revenue,1MG20,Ind Res Care Elderly,"1,701.44 ",,,,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,12/08/2013,MEARS HI LTD,5966021,Revenue,1MX50,SP Block Gross,"17,400.04 ",,,,,,,,,,,
HRA,HRA Planning QS            ,Premises,30/08/2013,MEARS LTD,5987556,Revenue,1HBTC,Planned Tech Maintenance,"21,105.89 ",,,,,,,,,,,
HRA,HRA Property Maint         ,Third Party Payments,30/08/2013,MEARS LTD,5971462,Revenue,1HFTM,HRA T&M General,619.17 ,,,,,,,,,,,
HRA,HRA Property Maint         ,Third Party Payments,23/08/2013,MEARS LTD,5961943,Revenue,1HFTM,HRA T&M General,264.17 ,,,,,,,,,,,
HRA,HRA Property Maint         ,Third Party Payments,07/08/2013,MEARS LTD,5951108,Revenue,1HFTM,HRA T&M General,363.33 ,,,,,,,,,,,
HRA,HRA Property Maint         ,Third Party Payments,28/08/2013,MEARS LTD,5961996,Revenue,1HFTM,HRA T&M General,592.75 ,,,,,,,,,,,
Children's Services,Invoice,Supplies & Services,21/08/2013,MEERKAT FILM PRODUCTIONS LTD,5979296,Revenue,1E786,SB Anti Bullying,500.00 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,MENCAP,5961729,Revenue,1MK54,Dom Care Own Tenancy LD,"1,328.40 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,MENCAP,5961729,Revenue,3WH96,Continuing Care-Dom Payments,"1,771.20 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,"Sales, Fees & Charges",27/08/2013,MENDIP HOUSE CARE HOME,5983902,Revenue,1MG20,Ind Res Care Elderly,-499.28 ,,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,27/08/2013,MENDIP HOUSE CARE HOME,5983902,Revenue,1MG20,Ind Res Care Elderly,"1,729.52 ",,,,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,12/08/2013,MENTAL HEALTH CONCERN,5966022,Revenue,1MX51,SP Block Subsidy,"8,754.40 ",,,,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,12/08/2013,MENTAL HEALTH CONCERN,5966022,Revenue,1MX50,SP Block Gross,"3,523.52 ",,,,,,,,,,,
Adult and Culture,Social Services                        ,Third Party Payments,02/08/2013,MENTAL HEALTH MATTERS,5959999,Revenue,1MM61,MH Step S28A,"23,750.00 ",,,,,,,,,,,
Adult and Culture,Social Services                        ,Third Party Payments,05/08/2013,MENTAL HEALTH MATTERS,5959961,Revenue,1MM10,Ind Nursing Care MH,"17,536.00 ",,,,,,,,,,,
Adult and Culture,Social Services                        ,Third Party Payments,16/08/2013,MENTAL HEALTH MATTERS,5973837,Revenue,1MM61,MH Step S28A,"23,750.00 ",,,,,,,,,,,
Adult and Culture,Social Services-Care Support           ,Third Party Payments,12/08/2013,MENTAL HEALTH MATTERS,5966003,Revenue,1MX51,SP Block Subsidy,"8,964.64 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,MERIT HOME CARE SERVICES,5961677,Revenue,1MG50,Ind Home Spot Pur Elderly,"5,060.51 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,MERIT HOME CARE SERVICES,5961677,Revenue,1MG51,Ind Home Per Care Elderly,"1,894.75 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,MERIT HOME CARE SERVICES,5961677,Revenue,1MH50,Ind Home Spot Pur PD,"1,856.25 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,MERIT HOME CARE SERVICES,5961677,Revenue,1MH51,Ind Home Per Care PD,"1,611.50 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,MERIT HOME CARE SERVICES,5961677,Revenue,1MK51,Ind Home-Per Care LD,"1,083.50 ",,,,,,,,,,,
Adult and Culture,Social Services-Carefirst              ,Third Party Payments,06/08/2013,MERIT HOME CARE SERVICES,5961733,Revenue,1MK55,Dom Care Family/Carer LD,896.00 ,,,,,,,,,,,
Chief Executive's,CD - Markets                     ,Supplies & Services,14/08/2013,MERLINS MAGICAL PRODUCTIONS,5971677,Revenue,1DR10,Grainger Mkt Events Space,425.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,29/08/2013,METALPOINT LTD,5986491,Revenue,3KIMD,Other Stores Stock Account,380.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,29/08/2013,METALPOINT LTD,5986492,Revenue,3KIMD,Other Stores Stock Account,450.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,22/08/2013,METALPOINT LTD,5980324,Revenue,3KIMD,Other Stores Stock Account,709.20 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,METALPOINT LTD,5967549,Revenue,3KIMD,Other Stores Stock Account,709.20 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,METALPOINT LTD,5967550,Revenue,3KIMD,Other Stores Stock Account,600.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,METALPOINT LTD,5967994,Revenue,3KIMD,Other Stores Stock Account,"1,000.00 ",,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,29/08/2013,METALPOINT LTD,5986493,Revenue,3KIMD,Other Stores Stock Account,453.80 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,29/08/2013,METALPOINT LTD,5986494,Revenue,3KIMD,Other Stores Stock Account,537.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,22/08/2013,METALPOINT LTD,5980430,Revenue,3KIMD,Other Stores Stock Account,390.30 ,,,,,,,,,,,
Environment & Regeneration,Allendale Rd                           ,Supplies & Services,13/08/2013,METALPOINT LTD,5967989,Revenue,1KVWC,Minor Works Contracts,"1,351.50 ",,,,,,,,,,,
Environment & Regeneration,Blacksmiths                            ,Supplies & Services,22/08/2013,METALPOINT LTD,5953508,Revenue,1KENB,Fleet Workshops OH,266.00 ,,,,,,,,,,,
Children's Services,Invoice,Supplies & Services,29/08/2013,METALPOINT LTD,5986496,Revenue,3KIMD,Other Stores Stock Account,323.90 ,,,,,,,,,,,
Environment & Regeneration,NS: Capital Works          ,Supplies & Services,21/08/2013,METER MANAGER LTD,5971839,Revenue,1KEYW,Solar Panels Public Buildings,979.20 ,,,,,,,,,,,
Environment & Regeneration,E&R Parking Services       ,Supplies & Services,22/08/2013,METRIC GROUP LTD,5979735,Revenue,1V204,Car Parking Infrastructure,487.50 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,19/08/2013,MH SOUTHERN & CO LTD,5975878,Revenue,3KIMD,Other Stores Stock Account,290.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,19/08/2013,MH SOUTHERN & CO LTD,5975880,Revenue,3KIMD,Other Stores Stock Account,479.16 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,19/08/2013,MH SOUTHERN & CO LTD,5975883,Revenue,3KIMD,Other Stores Stock Account,"1,087.91 ",,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,19/08/2013,MH SOUTHERN & CO LTD,5975884,Revenue,1KR3E,Planned East,464.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,15/08/2013,MH SOUTHERN & CO LTD,5972038,Revenue,3KIMD,Other Stores Stock Account,654.17 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,22/08/2013,MH SOUTHERN & CO LTD,5980362,Revenue,3KIMD,Other Stores Stock Account,345.46 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,22/08/2013,MH SOUTHERN & CO LTD,5980363,Revenue,3KIMD,Other Stores Stock Account,268.74 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,MH SOUTHERN & CO LTD,5967782,Revenue,3KIMD,Other Stores Stock Account,330.48 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,MH SOUTHERN & CO LTD,5967887,Revenue,3KIMD,Other Stores Stock Account,938.40 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,MH SOUTHERN & CO LTD,5967935,Revenue,3KIMD,Other Stores Stock Account,374.58 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,MH SOUTHERN & CO LTD,5967936,Revenue,3KIMD,Other Stores Stock Account,"1,367.18 ",,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,MH SOUTHERN & CO LTD,5967938,Revenue,3KIMD,Other Stores Stock Account,"2,655.24 ",,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,MH SOUTHERN & CO LTD,5967996,Revenue,3KIMD,Other Stores Stock Account,786.24 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,MH SOUTHERN & CO LTD,5967997,Revenue,3KIMD,Other Stores Stock Account,"1,087.47 ",,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,MH SOUTHERN & CO LTD,5968020,Revenue,3KIMD,Other Stores Stock Account,"2,902.32 ",,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,MH SOUTHERN & CO LTD,5968021,Revenue,3KIMD,Other Stores Stock Account,353.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,MH SOUTHERN & CO LTD,5968022,Revenue,3KIMD,Other Stores Stock Account,274.18 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,MH SOUTHERN & CO LTD,5968023,Revenue,3KIMD,Other Stores Stock Account,805.04 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,13/08/2013,MH SOUTHERN & CO LTD,5968024,Revenue,3KIMD,Other Stores Stock Account,267.96 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,29/08/2013,MH SOUTHERN & CO LTD,5986514,Revenue,3KIMD,Other Stores Stock Account,727.06 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,05/08/2013,MH SOUTHERN & CO LTD,5946131,Revenue,3KIMD,Other Stores Stock Account,816.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,23/08/2013,MH SOUTHERN & CO LTD,5982543,Revenue,3KIMD,Other Stores Stock Account,313.92 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,23/08/2013,MH SOUTHERN & CO LTD,5982544,Revenue,3KIMD,Other Stores Stock Account,364.19 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,23/08/2013,MH SOUTHERN & CO LTD,5982545,Revenue,3KIMD,Other Stores Stock Account,587.63 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,23/08/2013,MH SOUTHERN & CO LTD,5982546,Revenue,3KIMD,Other Stores Stock Account,574.00 ,,,,,,,,,,,
Environment & Regeneration,Allendale Building                     ,Supplies & Services,14/08/2013,MH SOUTHERN & CO LTD,5971756,Revenue,3KIMD,Other Stores Stock Account,"1,599.63 ",,,,,,,,,,,
