Organisation Name,Effective date,Service,Supplier Name,Payment Date,Transaction Number,Net Amount (£),gl Code Desc
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859085,832.04,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859086,861.7,GRANTS AND SUBSCRIPTIONS - GENERAL
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859087,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859089,681.22,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859091,1586.34,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859093,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859093,925.88,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859094,1133.78,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859095,608.62,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859096,608.62,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859097,1061.18,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859098,988.74,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859100,1622.72,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859101,759.44,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859104,1100.36,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859105,580.35,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859109,1133.78,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859110,572.4,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859111,1477.52,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859114,723.24,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859115,687.04,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859116,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859117,1224,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859118,1133.78,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859119,1133.78,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859121,572.4,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859123,1392.86,GRANTS AND SUBSCRIPTIONS - GENERAL
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859124,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859129,1061.18,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859130,572.4,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859132,759.44,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859133,681.22,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859134,832.04,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859135,687.04,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859136,832.04,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859137,572.4,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859139,759.44,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859141,1893.86,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859144,759.44,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859145,516.94,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859146,532.14,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859147,761.4,SUBSIDISED ADOPTERS PMTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859148,608.62,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859150,608.62,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859150,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859151,761.02,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859165,904.64,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859166,-298.35,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859166,1086.82,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859167,911.86,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859172,761.02,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859174,532.14,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859179,1410.28,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859180,1374.08,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859186,532.14,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859193,723.24,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859195,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859198,1513.74,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859199,723.24,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859204,759.44,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859208,1124.14,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859209,687.04,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859210,608.62,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859210,827.64,PROFESSIONAL FEES
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859211,832.04,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859214,1066.76,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859215,528,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859220,528,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859221,868,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859226,760,FOSTER PARENTS BASIC ALLOWANCE
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859234,500,YOUNG PEOPLES RENTS
ROCHDALE,19/12/2014,CHILDREN’S SOCIAL CARE,REDACTED - PERSONAL DATA,19/12/2014,V000859237,794.71,YOUNGE POEPLES ALLOWANCES
ROCHDALE,24/12/2014,CUSTOMERS & CORPORATE SERVICES,GROUNDWORK LANDSCAPES LIMITED,24/12/2014,V000859247,1253,PROJECT & ACTIVITIES
ROCHDALE,22/12/2014,ECONOMY AND ENVIRONMENT,LUDUS LEISURE LTD,22/12/2014,V000859248,5000,IMPROVEMENTS-MODERNISATION
ROCHDALE,19/12/2014,PUBLIC HEALTH,PROFESSOR CHRIS BENTLEY CONSULTING LTD.,19/12/2014,V000859249,771,CONSULTANT FEES
ROCHDALE,18/12/2014,CHILDREN’S SOCIAL CARE,CHRISTINE FOSTER LIMITED,18/12/2014,V000859254,763,AGENCY STAFF
ROCHDALE,18/12/2014,EARLY HELP AND SCHOOLS,KEYS CHILDCARE,18/12/2014,V000859255,2400,OTHER EST - SEN PROVISION
ROCHDALE,18/12/2014,EARLY HELP AND SCHOOLS,KEYS CHILDCARE,18/12/2014,V000859256,1950,OTHER LA`S - SEN PROVISION
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LPS TRAINING & CONSULTANCY LTD,19/12/2014,V000859257,525,TRAINING
ROCHDALE,18/12/2014,CHILDREN’S SOCIAL CARE,NHS HEYWOOD MIDDLETON AND ROCHDALE CCG,18/12/2014,V000859258,3572.29,AGENCY STAFF
ROCHDALE,18/12/2014,EARLY HELP AND SCHOOLS,ROC NORTHWEST LTD,18/12/2014,V000859260,14473.8,OTHER LA`S - SEN PROVISION
ROCHDALE,18/12/2014,ECONOMY AND ENVIRONMENT,STYLES AND WOOD,18/12/2014,V000859268,207000,NEW CONSTRUCTION
ROCHDALE,19/12/2014,PUBLIC HEALTH,VIRGIN CARE BLACKPOOL LLP,19/12/2014,V000859271,588.8,PH OTHER CONTRACTS
ROCHDALE,24/12/2014,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,24/12/2014,V000859272,5417,IMPROVEMENTS-EXTENSIONS & ALTERATIONS
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,19/12/2014,V000859273,2312,IMPROVEMENTS-EXTENSIONS & ALTERATIONS
ROCHDALE,18/12/2014,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,18/12/2014,V000859274,2219,IMPROVEMENTS-EXTENSIONS & ALTERATIONS
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,19/12/2014,V000859275,2315,IMPROVEMENTS-EXTENSIONS & ALTERATIONS
ROCHDALE,18/12/2014,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,18/12/2014,V000859276,1853,TRANSACTIONS-EXPENDITURE
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,19/12/2014,V000859277,2343,TRANSACTIONS-EXPENDITURE
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,STANNAH LIFT SERVICES LTD,19/12/2014,V000859278,1948,TRANSACTIONS-EXPENDITURE
ROCHDALE,18/12/2014,PHYSICAL DIS & OLDER PEOPLE,NEWLINE ADAPTATIONS LTD,18/12/2014,V000859279,15535,TRANSACTIONS-EXPENDITURE
ROCHDALE,18/12/2014,PHYSICAL DIS & OLDER PEOPLE,D W TAYLOR,18/12/2014,V000859281,2670,IMPROVEMENTS-EXTENSIONS & ALTERATIONS
ROCHDALE,18/12/2014,PHYSICAL DIS & OLDER PEOPLE,D W TAYLOR,18/12/2014,V000859282,3610,IMPROVEMENTS-EXTENSIONS & ALTERATIONS
ROCHDALE,18/12/2014,PHYSICAL DIS & OLDER PEOPLE,BROADWAY BUILDING CONTRACTORS OLDHAM LTD,18/12/2014,V000859283,7400,IMPROVEMENTS-EXTENSIONS & ALTERATIONS
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BROADWAY BUILDING CONTRACTORS OLDHAM LTD,19/12/2014,V000859284,3760,TRANSACTIONS-EXPENDITURE
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,ADAPT BUILDING SERVICES LTD,19/12/2014,V000859285,4170,TRANSACTIONS-EXPENDITURE
ROCHDALE,18/12/2014,ECONOMY AND ENVIRONMENT,BRAHM FUNDCO 2 LTD,18/12/2014,V000859287,22470.73,PFI SCHEMES RPI
ROCHDALE,24/12/2014,ECONOMY AND ENVIRONMENT,HILLSIDE PRINTING SERVICES LIMITED,24/12/2014,V000859288,1975,PRINTING
ROCHDALE,19/12/2014,ECONOMY AND ENVIRONMENT,ABLE LORRY LOADERS LTD,19/12/2014,V000859302,582.67,TRANSACTIONS-EXPENDITURE
ROCHDALE,18/12/2014,ECONOMY AND ENVIRONMENT,SCOTT HUGHES,18/12/2014,V000859304,2250,ENGINEERS FEES
ROCHDALE,19/12/2014,ECONOMY AND ENVIRONMENT,ACIES CIVIL AND STRUCTURAL,19/12/2014,V000859305,3000,SURVEYORS FEES
ROCHDALE,24/12/2014,ECONOMY AND ENVIRONMENT,MR D ROUND,24/12/2014,V000859318,3995,REMOVAL/STRIP OUT COSTS
ROCHDALE,19/12/2014,CUSTOMERS & CORPORATE SERVICES,BERTRAM TRADING LIMITED,19/12/2014,V000859331,910.8,BOOKS/NEWSPAPERS/PERIODICALS
ROCHDALE,24/12/2014,EARLY HELP AND SCHOOLS,BEVAN BRITTAN LLP,24/12/2014,V000859332,5227.4,CONSULTANTS FEES
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,CHOICE LIMITED,19/12/2014,V000859335,7082.72,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,THE FOUNTAINS NURSING HOME,19/12/2014,V000859336,1077.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,DELPHSIDE LTD,19/12/2014,V000859337,2300.84,NURSING LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,CHOICE LIMITED,19/12/2014,V000859338,7082.72,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,PERPETUAL CARE,19/12/2014,V000859339,2590,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HIGHFIELD HALL,19/12/2014,V000859340,1266.92,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HIGHFIELD HALL,19/12/2014,V000859341,976.28,SELF - FUNDING DEFERRED PAYMENTS
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,THE FOUNTAINS NURSING HOME,19/12/2014,V000859342,1077.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,DELPHSIDE LTD,19/12/2014,V000859343,2300.84,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HIGHFIELD HALL,19/12/2014,V000859344,1734.72,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,THE JOSEPH COX CHARITY,19/12/2014,V000859345,1444.56,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,CHERRY GARDEN PROPERTIES LTD,19/12/2014,V000859346,1077.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FERN BANK REST HOME,19/12/2014,V000859347,1005.92,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,19/12/2014,V000859348,1640.2,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,STRATHMORE HOUSE,19/12/2014,V000859349,1254.08,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,CHOICE LIMITED,19/12/2014,V000859350,7082.72,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FERN BANK REST HOME,19/12/2014,V000859351,1347.32,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,UNITY HOMES LTD,19/12/2014,V000859352,1077.68,NURSING LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,FERN BANK REST HOME,19/12/2014,V000859353,953,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,19/12/2014,V000859354,1348.84,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,CANTERBURY CARE HOMES LTD,19/12/2014,V000859355,1176.92,NURSING LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,PERPETUAL CARE,19/12/2014,V000859356,2590,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,MARSHMEAD LIMITED,19/12/2014,V000859357,1416.56,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HIGHFIELD HALL,19/12/2014,V000859358,1266.92,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HIGHFIELD HALL,19/12/2014,V000859359,976.28,SELF - FUNDING DEFERRED PAYMENTS
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,ASQUITH HALL,19/12/2014,V000859360,1700,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,THE FOUNTAINS NURSING HOME,19/12/2014,V000859361,1077.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,THE JOSEPH COX CHARITY,19/12/2014,V000859362,1879.6,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,OAKDENE CARE HOME,19/12/2014,V000859363,1138.2,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FERN BANK REST HOME,19/12/2014,V000859364,1586.6,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,QUALITY RESPITE CARE,19/12/2014,V000859365,3485,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,CAREPORT ADVISORY,19/12/2014,V000859367,880.92,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EMBRACE ALL LTD,19/12/2014,V000859368,1116.64,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,DELPHSIDE LTD,19/12/2014,V000859369,2300.84,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,THE JOSEPH COX CHARITY,19/12/2014,V000859370,2009,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,FOUR SEASONS HIGHFIELD HALL,19/12/2014,V000859371,1734.72,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,MILLREED LODGE NURSING HOME,19/12/2014,V000859372,1155.28,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LITTLEBOROUGH CARE HOME LIMITED,19/12/2014,V000859373,1047.48,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,CALTON SYSTEMS LIMITED,19/12/2014,V000859374,1591.2,NURSING LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,BELGRAVIA CARE,19/12/2014,V000859375,2278.6,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000859376,1014.64,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,CARE UK LEARNING DISABILITIES SERVICES LTD,19/12/2014,V000859377,4150,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,THE ELMS,19/12/2014,V000859378,1254.08,NURSING LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,19/12/2014,V000859379,636.93,PERSONAL BUDGETS - MANAGED
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,UNITED RESPONSE,19/12/2014,V000859380,5080,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,BUPA CARE HOMES LIMITED,19/12/2014,V000859381,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,LEARNING DIS & MENTAL HEALTH,ROCHDALE GATEWAY LEISURE LIMITED,19/12/2014,V000859382,1004.28,PERSONAL BUDGETS - MANAGED
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEIGHTON HOUSE RETIREMENT HOME LIMITED,19/12/2014,V000859383,931.44,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,EAST AND WEST HEALTHCARE LIMITED,19/12/2014,V000859384,1075.32,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,D & A C FITTON,19/12/2014,V000859385,1093.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,PARKLANDS HOUSE NURSING HOME,19/12/2014,V000859386,-1320.15,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEONARD CHESHIRE FOUNDATION WALES & WEST,19/12/2014,V000859387,1834.96,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,19/12/2014,V000859388,1077.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEONARD CHESHIRE FOUNDATION WALES & WEST,19/12/2014,V000859389,2227.72,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEYTON HEALTHCARE NO 2 LTD,19/12/2014,V000859390,1466.6,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEONARD CHESHIRE FOUNDATION WALES & WEST,19/12/2014,V000859391,1951.4,NURSING LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,LEONARD CHESHIRE FOUNDATION WALES & WEST,19/12/2014,V000859392,953.68,RESIDENTIAL LONG TERM
ROCHDALE,19/12/2014,PHYSICAL DIS & OLDER PEOPLE,SILVERDALE CARE HOMES LIMITED,19/12/2014,V000859393,1077.68,NURSING LONG TERM
