Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,Sum Of Amount
Department for Transport,Department for Transport,24/02/2011,Subsidies to Private Sector,Regional & Local Transport Policy,WAKEFIELD MDC PASSENGER TRANSPORT,2000026488,"57,300.10"
Department for Transport,Department for Transport,24/02/2011,Subsidies to Private Sector,Regional & Local Transport Policy,WANDSWORTH COMMUNITY TRANSPORT,2000026459,"7,447.11"
Department for Transport,Department for Transport,24/02/2011,Subsidies to Private Sector,Regional & Local Transport Policy,WARRINGTON BC,2000026460,"11,486.09"
Department for Transport,Department for Transport,24/02/2011,Subsidies to Private Sector,Regional & Local Transport Policy,WARWICKSHIRE COMMUNITY ,2000026514,735.89
Department for Transport,Department for Transport,24/02/2011,Subsidies to Private Sector,Regional & Local Transport Policy,WEST PENWITH COMMUNITY BUS ASSOC,2000026461,"1,030.94"
Department for Transport,Department for Transport,24/02/2011,Subsidies to Private Sector,Regional & Local Transport Policy,WEST SUSSEX C C,2000026462,"92,754.10"
Department for Transport,Department for Transport,24/02/2011,Subsidies to Private Sector,Regional & Local Transport Policy,WESTWAY COMMUNITY TRANSPORT,2000026463,"3,094.89"
Department for Transport,Department for Transport,24/02/2011,Subsidies to Private Sector,Regional & Local Transport Policy,WHITTAKERS,2000026509,"3,917.66"
Department for Transport,Department for Transport,24/02/2011,Subsidies to Private Sector,Regional & Local Transport Policy,WIGAN COUNCIL,2000026480,"24,317.23"
Department for Transport,Department for Transport,24/02/2011,Subsidies to Private Sector,Regional & Local Transport Policy,WINCHESTER AREA COMMUNITY ACTION,2000026465,"2,280.52"
Department for Transport,Department for Transport,24/02/2011,Subsidies to Private Sector,Regional & Local Transport Policy,WORCESTERSHIRE COUNTY COUNCIL,2000026302,"25,604.45"
Department for Transport,Department for Transport,24/02/2011,Subsidies to Private Sector,Regional & Local Transport Policy,WYRE FOREST DIAL A RIDE LTD,2000026467,"3,902.81"
Department for Transport,Department for Transport,24/02/2011,Machinery Rental,Standalone Units,XEROX (UK) LTD,2000026535,577.25
Department for Transport,Department for Transport,24/02/2011,Subsidies to Private Sector,Regional & Local Transport Policy,YATE SODBURY & DISTRICT C T LTD,2000026468,"6,932.53"
Department for Transport,Department for Transport,24/02/2011,Subsidies to Private Sector,Regional & Local Transport Policy,YORK CITY COUNCIL,2000026469,"7,176.57"
Department for Transport,Department for Transport,25/02/2011,Car Hire and Leasing,Accident Investigating Branches,AVIS RENT A CAR,2000026601,671.77
Department for Transport,Department for Transport,25/02/2011,Stationery (Non-stock),Human Resources,BANNER BUSINESS SERVICES LTD,2000026597,550.44
Department for Transport,Department for Transport,25/02/2011,Stationery (Non-stock),Maritime and Dangerous Goods,BANNER BUSINESS SERVICES LTD,2000026597,675.5
Department for Transport,Department for Transport,25/02/2011,Stationery (Non-stock),Transform Licensing Logistics and Sponsorship,BANNER BUSINESS SERVICES LTD,2000026597,600.28
Department for Transport,Department for Transport,25/02/2011,Subsidies to Private Sector,Maritime and Dangerous Goods,BROOKES BELL JARRETT KIRMAN LLP,2000026629,"1,609.00"
Department for Transport,Department for Transport,25/02/2011,Travel Expenses UK,CRN Group,CARLSON WAGONLIT TRAVEL,2000026626,"3,794.33"
Department for Transport,Department for Transport,25/02/2011,Transport Consultancy,Aviation,CHILTERN HOUSE ASSOCIATES LTD,2000026613,871.55
Department for Transport,Department for Transport,25/02/2011,Service Charge Computer Expenses,Communication Directorate ,COMPUTACENTER (UK) LTD,2000026604,"20,467.74"
Department for Transport,Department for Transport,25/02/2011,Transfer Costs,Human Resources,CONNELLS RELOCATION SERVICES LIMTED,2000026598,585
Department for Transport,Department for Transport,25/02/2011,Gas,Accident Investigating Branches,CORONA ENERGY RETAIL 4 LTD,2000026605,635.54
Department for Transport,Department for Transport,25/02/2011,Infrastructure Maintenance,Information Management Directorate,DELL CORPORATION LTD,2000026607,602.95
Department for Transport,Department for Transport,25/02/2011,Other Professional Fees,Finance & Planning,DEPARTMENT FOR TRANSPORT,2000003944,"1,050.00"
Department for Transport,Department for Transport,25/02/2011,Rent - L&B (non-PFI),Finance & Estates ,DEPARTMENT FOR WORK & PENSIONS,2000026634,"58,490.64"
Department for Transport,Department for Transport,25/02/2011,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,DIRECT RAIL SERVICES LTD,2000026623,"77,489.40"
Department for Transport,Department for Transport,25/02/2011,Subsidies to Private Sector,Transform Licensing Logistics and Sponsorship,DIRECT RAIL SERVICES LTD,2000026623,"70,684.20"
Department for Transport,Department for Transport,25/02/2011,Support Services,Aviation,DURHAM TEES VALLEY AIRPORT LIMITED,2000026608,"27,916.24"
Department for Transport,Department for Transport,25/02/2011,DVO Payments,Shared Services,DVLA,2000026637,"1,457,827.15"
Department for Transport,Department for Transport,25/02/2011,Computer Consumables,Legal Services Directorate ,EQUANET,2000026609,-514.67
Department for Transport,Department for Transport,25/02/2011,Computer Consumables,London and Road Demand Management,EQUANET,2000026609,-490.21
Department for Transport,Department for Transport,25/02/2011,Computer equipment,Transport Security,EQUANET,2000026609,"2,009.25"
Department for Transport,Department for Transport,25/02/2011,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,GREATER MANCHESTER PTA,2000003940,"98,861.86"
Department for Transport,Department for Transport,25/02/2011,PTOC - PTE Grant Payments,Rail Service Delivery,GREATER MANCHESTER PTA,2000003940,"6,006,142.54"
Department for Transport,Department for Transport,25/02/2011,Childcare Voucher Costs,Human Resources,HALFORDS LTD,2000026628,468.08
Department for Transport,Department for Transport,25/02/2011,Training,Accident Investigating Branches,HELIFLIGHT (UK) LTD,2000026610,"2,000.00"
Department for Transport,Department for Transport,25/02/2011,PTOC - PTE Grant Payments,Rail Service Delivery,MERSEYTRAVEL,2000003937,"1,301,824.00"
Department for Transport,Department for Transport,25/02/2011,Security,Information Management Directorate,MINISTRY OF DEFENCE,2000026624,902.59
Department for Transport,Department for Transport,25/02/2011,Transport Consultancy,Major Projects,MOTT MACDONALD,2000026612,"84,200.69"
Department for Transport,Department for Transport,25/02/2011,Transport Consultancy,Major Projects,MOTT MACDONALD,2000026612,"2,831.71"
Department for Transport,Department for Transport,25/02/2011,Car Hire and Leasing,Accident Investigating Branches,Mr Michael J Evans,2000026582,124.42
Department for Transport,Department for Transport,25/02/2011,Research,Transport Analysis and Economics,NETFUNDI LTD,2000026615,651
Department for Transport,Department for Transport,25/02/2011,Contract Cleaning,Accident Investigating Branches,NETWORK CLEANING SERVICES LTD,2000026616,"1,790.00"
Department for Transport,Department for Transport,25/02/2011,Agency Staff Costs,Information Management Directorate,NETWORKERS RECRUITMENT,2000026625,"2,408.75"
Department for Transport,Department for Transport,25/02/2011,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,NEXUS (TYNE & WEAR),2000003938,"16,859.48"
Department for Transport,Department for Transport,25/02/2011,PTOC - PTE Grant Payments,Rail Service Delivery,NEXUS (TYNE & WEAR),2000003938,"355,042.91"
Department for Transport,Department for Transport,25/02/2011,Data Supply - Transport Direct,Information Management Directorate,OAG WORLDWIDE LTD,2000026617,"2,106.00"
Department for Transport,Department for Transport,25/02/2011,Postage,Accident Investigating Branches,PITNEY BOWES LTD,2000026618,"1,013.00"
Department for Transport,Department for Transport,25/02/2011,Capital Grant to Priv Sector - Companies,Regional & Local Transport Policy,READING TRANSPORT LTD,2000026632,"1,260,325.00"
Department for Transport,Department for Transport,25/02/2011,Programme and Project Management Consultancy,Rail Technical & Professional,RED PERSONNEL LTD,2000003943,693.12
Department for Transport,Department for Transport,25/02/2011,Subsidies to Private Sector,Maritime and Dangerous Goods,RICHARD N M ANDERSON,2000026630,"27,404.00"
Department for Transport,Department for Transport,25/02/2011,Other Current Grants to NDPBs (in budgets),Aviation,ROYAL HOUSEHOLD,2000026596,"800,000.00"
Department for Transport,Department for Transport,25/02/2011,Postage,Accident Investigating Branches,ROYAL MAIL,2000026619,600
Department for Transport,Department for Transport,25/02/2011,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,SOUTH YORKSHIRE PTE,2000003939,"81,296.22"
Department for Transport,Department for Transport,25/02/2011,PTOC - PTE Grant Payments,Rail Service Delivery,SOUTH YORKSHIRE PTE,2000003939,"2,278,192.00"
Department for Transport,Department for Transport,25/02/2011,Research,Road & Vehicle Safety & Standards,TRANSPORT RESEARCH LABORATORY,2000026620,"7,655.11"
Department for Transport,Department for Transport,25/02/2011,Services provided by OGDs,Transform Licensing Logistics and Sponsorship,VEHICLE & OPERATOR SERVICES AGENCY,2000026636,"3,616,155.56"
Department for Transport,Department for Transport,25/02/2011,Management Consultancy,Projects,VIRGIN RAIL PROJECTS LTD,2000003942,"8,858.06"
Department for Transport,Department for Transport,25/02/2011,Mobile Phone charges,Corporate Support Function,VODAFONE LTD,2000026622,"4,512.64"
Department for Transport,Department for Transport,25/02/2011,Mobile Phone charges,Finance & Planning,VODAFONE LTD,2000003936,"4,480.84"
Department for Transport,Department for Transport,25/02/2011,Mobile Phone charges,INE Group ,VODAFONE LTD,2000026622,"4,636.63"
Department for Transport,Department for Transport,25/02/2011,Mobile Phone charges,Transport Security,VODAFONE LTD,2000026622,"8,038.88"
Department for Transport,Department for Transport,25/02/2011,PTOC - PTE Cost Of Servs Charges,Rail Service Delivery,WEST YORKSHIRE PTA,2000003941,"59,228.84"
Department for Transport,Department for Transport,25/02/2011,PTOC - PTE Grant Payments,Rail Service Delivery,WEST YORKSHIRE PTA,2000003941,"5,473,578.17"
Department for Transport,Department for Transport,28/02/2011,Research,Road & Vehicle Safety & Standards,AECOM LIMITED,2000026713,"10,720.00"
Department for Transport,Department for Transport,28/02/2011,Transport Consultancy,Strategic Roads and National Networks,AECOM LIMITED,2000003954,"2,400.00"
Department for Transport,Department for Transport,28/02/2011,Telephone charges,Accident Investigating Branches,ALTERNATIVE NETWORKS PLC,2000026723,995.7
Department for Transport,Department for Transport,28/02/2011,Hospitality,Finance & Planning,AMEY BUSINESS SERVICES LTD,2000003953,"1,334.52"
Department for Transport,Department for Transport,28/02/2011,IT Consultancy,Accident Investigating Branches,AVENCA LTD,2000026703,600
Department for Transport,Department for Transport,28/02/2011,Stationery (Non-stock),INE Group ,BANNER BUSINESS SERVICES LTD,2000026701,"1,487.61"
Department for Transport,Department for Transport,28/02/2011,Stationery (Non-stock),Information Management Directorate,BANNER BUSINESS SERVICES LTD,2000026701,"1,190.88"
Department for Transport,Department for Transport,28/02/2011,Management Consultancy,Finance & Planning,BOVIS LEND LEASE CONSULTING LTD,2000003956,"7,560.00"
Department for Transport,Department for Transport,28/02/2011,Agency Staff Costs,Accident Investigating Branches,BROOK STREET BUREAU,2000026720,585.96
Department for Transport,Department for Transport,28/02/2011,Agency Staff Costs,Accident Investigating Branches,BROOK STREET BUREAU,2000026720,562.82
Department for Transport,Department for Transport,28/02/2011,Telephone charges,Information Management Directorate,BT PAYMENT SERVICES LTD,2000026719,"2,692.47"
Department for Transport,Department for Transport,28/02/2011,Travel Expenses UK,Finance & Planning,CARLSON WAGONLIT TRAVEL,2000003957,"2,707.21"
Department for Transport,Department for Transport,28/02/2011,Computer equipment,Information Management Directorate,COMPUTACENTER (UK) LTD,2000026707,656.4
Department for Transport,Department for Transport,28/02/2011,Computer equipment,Information Management Directorate,COMPUTACENTER (UK) LTD,2000026707,"1,188.43"
Department for Transport,Department for Transport,28/02/2011,Agency Staff Costs,Information Management Directorate,ELAN COMPUTING LTD,2000026711,"1,630.14"
Department for Transport,Department for Transport,28/02/2011,Training,Accident Investigating Branches,FAST HELICOPTERS LIMITED,2000026714,482.39
Department for Transport,Department for Transport,28/02/2011,Car Hire and Leasing,Standalone Units,GOVERNMENT CAR & DESPATCH AGENCY,2000026698,"1,530.00"
Department for Transport,Department for Transport,28/02/2011,IT Services  Running Costs,Information Management Directorate,MENTZ DATENVERARBEITUNG GMBH,2000026700,"3,103.66"
Department for Transport,Department for Transport,28/02/2011,Service Charge Computer Expenses,Information Management Directorate,MENTZ DATENVERARBEITUNG GMBH,2000026700,"5,751.11"
Department for Transport,Department for Transport,28/02/2011,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000026721,"2,784.00"
Department for Transport,Department for Transport,28/02/2011,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000026721,"4,176.00"
Department for Transport,Department for Transport,28/02/2011,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000026721,"4,176.00"
Department for Transport,Department for Transport,28/02/2011,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000026721,"4,176.00"
Department for Transport,Department for Transport,28/02/2011,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000026721,"2,472.96"
Department for Transport,Department for Transport,28/02/2011,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000026721,"4,176.00"
Department for Transport,Department for Transport,28/02/2011,Agency Staff Costs,Finance & Estates ,MICHAEL PAGE INTERNATIONAL,2000026721,"2,400.00"
