Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction No,SumOfAmount,Text,Postcode
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Non Stock Machine Consumables,Information Services,SUPPLIES TEAM,2000232460,530.22
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Printing Stock ,Operations,MBA GROUP LTD,2000232448,278.92
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Printing Stock ,Operations,MBA GROUP LTD,2000232448,278.92
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Printing Stock ,Operations,MBA GROUP LTD,2000232448,185.95
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Printing Stock ,Operations,MBA GROUP LTD,2000232448,185.96
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Printing Stock ,Operations,MBA GROUP LTD,2000232448,185.96
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Printing Stock ,Operations,MBA GROUP LTD,2000232448,185.96
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Printing Stock ,Operations,MBA GROUP LTD,2000232448,"12,043.29"
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Royal Mail Selectapost Charges,Operations,ROYAL MAIL,2000232449,"1,154.76"
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Secured Stock,Operations,MBA GROUP LTD,2000232448,"2,188.66"
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Secured Stock,Operations,MBA GROUP LTD,2000232448,"2,188.66"
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Secured Stock,Operations,MBA GROUP LTD,2000232448,"1,459.11"
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Secured Stock,Operations,MBA GROUP LTD,2000232448,"1,459.10"
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Secured Stock,Operations,MBA GROUP LTD,2000232448,"1,459.10"
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Secured Stock,Operations,MBA GROUP LTD,2000232448,"1,459.10"
Department for Transport,Driver and Vehicle Licensing Agency,23/09/2011,Secured Stock,Operations,MBA GROUP LTD,2000232448,"-13,131.93"
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Computer equipment,Information Services,KODAK LTD,2000203356,"26,111.99"
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Live Running ,Operations,FUTRONICS LTD,2000200067,784
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Live Running ,Operations,FUTRONICS LTD,2000200067,945
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Machinery Maintenance,Information Services,ULTRA ELECT MAN & CARD,2000203355,"32,390.00"
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Non-stock Printing Purchases,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000200066,"64,151.28"
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Non-stock Printing Purchases,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000200066,"3,202.56"
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Non-stock Printing Purchases,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000200066,"5,421.36"
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Printing Stock ,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000200066,731.06
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Printing Stock ,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000200066,284.29
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Printing Stock ,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000201601,403.24
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Secured Stock,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000200066,"3,575.23"
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Secured Stock,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000200066,"1,100.88"
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Secured Stock,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000200066,"34,359.44"
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Secured Stock,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000200066,"13,362.01"
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Secured Stock,Operations,3M SECURITY & PRINTING SYSTEMS LTD,2000201601,"18,952.23"
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Telecom Equipment,Information Services,SYNOVATE,2000205906,"2,196.00"
Department for Transport,Driver and Vehicle Licensing Agency,24/09/2011,Telephone charges,Information Services,BT PLC INTERNATIONAL,2000200079,"1,392.00"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Computer Equipment Service Charge,Information Services,IBM UNITED KINGDOM LTD,2000201600,"50,672.06"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Computer Equipment Service Charge,Operations,IBM UNITED KINGDOM LTD,2000201600,"2,765.43"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Courier Charges ,Operations,DX SECURE LIMITED,2000203365,"1,362.74"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000201600,"5,226.12"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000201600,"28,964.00"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000201600,"51,868.57"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000201600,"35,581.99"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000201600,"30,756.91"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000201600,"1,644.06"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000201600,"13,294.65"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,IBM Stage Payments,Operations,IBM UNITED KINGDOM LTD,2000201600,"19,620.77"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Infrastructure Maintenance,Information Services,IBM UNITED KINGDOM LTD,2000201600,"733,552.63"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Machinery Maintenance,Finance & Strategy,RR Donnelley,2000213499,"7,916.66"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Marketing,Operations,PREMIER DISPLAY LTD,2000201599,"1,994.00"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Non Secured stock ,Operations,MBA GROUP LTD,2000203357,"1,141.56"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Non Secured stock ,Information Services,FT PRINT SOLUTIONS,2000221811,"6,392.00"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Non Stock Machine Consumables,Operations,HEIDELBERG,2000203362,866.83
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Printing Stock ,Operations,FT PRINT SOLUTIONS,2000201594,35.9
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Printing Stock ,Information Services,MBA GROUP LTD,2000203357,25.2
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Printing Stock ,Operations,MBA GROUP LTD,2000203357,97.48
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Printing Stock ,Operations,MBA GROUP LTD,2000203357,97.48
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Printing Stock ,Operations,MBA GROUP LTD,2000203357,50.4
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Printing Stock ,Information Services,MBA GROUP LTD,2000203357,48.38
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Printing Stock ,Operations,MBA GROUP LTD,2000203357,24.9
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Printing Stock ,Operations,RR Donnelley,2000207908,-0.01
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Project Developments,Information Services,IBM UNITED KINGDOM LTD,2000201600,"60,356.40"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Project Developments,Information Services,IBM UNITED KINGDOM LTD,2000201600,"-45,654.20"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Project Developments,Information Services,IBM UNITED KINGDOM LTD,2000201600,"-13,928.40"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Project Developments,Information Services,IBM UNITED KINGDOM LTD,2000201600,"-12,380.80"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Secured Stock,Operations,FT PRINT SOLUTIONS,2000201594,"1,687.30"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Secured Stock,Information Services,MBA GROUP LTD,2000203357,554.4
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Secured Stock,Operations,MBA GROUP LTD,2000203357,"2,188.66"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Secured Stock,Operations,MBA GROUP LTD,2000203357,"2,188.66"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Secured Stock,Information Services,MBA GROUP LTD,2000203357,"1,071.17"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Secured Stock,Operations,MBA GROUP LTD,2000203357,547.56
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Secured Stock,Operations,RR Donnelley,2000207908,"4,995.08"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Secured Stock,Operations,STRALFORS PLC,2000211175,"8,628.25"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Service Charge Computer Expenses,Information Services,IBM UNITED KINGDOM LTD,2000201600,"1,672.58"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Service Charge Computer Expenses,Operations,IBM UNITED KINGDOM LTD,2000201600,"11,443.42"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Small Software,Finance & Strategy,IBM UNITED KINGDOM LTD,2000201600,"37,094.70"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Small Software,Finance & Strategy,IBM UNITED KINGDOM LTD,2000201600,"3,105.80"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Small Software,Finance & Strategy,IBM UNITED KINGDOM LTD,2000201600,"12,872.64"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Small Software,Finance & Strategy,IBM UNITED KINGDOM LTD,2000201600,"10,225.63"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Telecom Equipment,Information Services,DAISY COMMUNICATIONS LTD,2000201614,"-3,067.80"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Telecom Equipment,Information Services,DAISY COMMUNICATIONS LTD,2000201614,"3,067.80"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Telecom Equipment,Information Services,DAISY COMMUNICATIONS LTD,2000201614,"2,083.30"
Department for Transport,Driver and Vehicle Licensing Agency,25/09/2011,Training,Operations,DRIVER TRAINING (WALES),2000201612,"1,180.00"
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Debt Collection,Finance & Strategy,INTER CREDIT INTERNATIONAL LTD,2000234099,"1,790.40"
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Debt Collection,Finance & Strategy,INTER CREDIT INTERNATIONAL LTD,2000234099,"17,651.26"
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Debt Collection,Finance & Strategy,INTER CREDIT INTERNATIONAL LTD,2000234099,"20,248.33"
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Live Running ,Information Services,EDUSERV,2000205896,"7,301.00"
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Live Running ,Operations,WYNDHAM LEIGH LTD,2000205904,"4,000.00"
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Non Secured stock ,Information Services,FT PRINT SOLUTIONS,2000207909,"9,875.00"
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Printing Stock ,Operations,MBA GROUP LTD,2000205900,-0.06
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000205918,809.5
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000209487,"4,894.00"
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Recruitment Advertising ,Human Resource & Estates,WORK GROUP PLC,2000209487,"7,458.08"
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Secured Stock,Operations,MBA GROUP LTD,2000205900,"4,365.96"
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Secured Stock,Operations,PARAGON GROUP UK LTD,2000205901,"1,784.16"
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Translation Services,Operations,THEBIGWORD INTERPRETING,2000205917,"3,934.73"
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Travel Expenses UK,Finance & Strategy,NATWEST CARD CENTRE,2000234091,"1,190.03"
Department for Transport,Driver and Vehicle Licensing Agency,26/09/2011,Veh Hire/Lse st <1yr,Finance & Strategy,Leasedrive VELO Rental Ltd,2000205914,"12,838.30"
Department for Transport,Driver and Vehicle Licensing Agency,27/09/2011,Live Running ,Information Services,DEPARTMENT FOR WORK & PENSIONS,2000207913,"17,511.50"
Department for Transport,Driver and Vehicle Licensing Agency,27/09/2011,Live Running ,Finance & Strategy,ORACLE CORPORATION UK LTD,2000235576,"19,650.44"
Department for Transport,Driver and Vehicle Licensing Agency,27/09/2011,Machinery Maintenance,Operations,XEROX,2000235582,"1,923.58"
Department for Transport,Driver and Vehicle Licensing Agency,27/09/2011,Machinery Rental,Operations,Ricoh UK Ltd,2000235581,"3,503.69"
Department for Transport,Driver and Vehicle Licensing Agency,27/09/2011,Non Stock Machine Consumables,Human Resource & Estates,SUPPLIES TEAM,2000235580,915.31
Department for Transport,Driver and Vehicle Licensing Agency,27/09/2011,Stationery (Non-stock),Operations,LYRECO,2000205916,973.63
Department for Transport,Driver and Vehicle Licensing Agency,27/09/2011,Subsistence UK,Finance & Strategy,EXPOTEL HOTEL RESERVATIONS LTD,2000209464,"7,296.64"
Department for Transport,Driver and Vehicle Licensing Agency,27/09/2011,Translation Services,Corporate Affairs,K INTERNATIONAL PLC,2000209484,"1,372.40"
Department for Transport,Driver and Vehicle Licensing Agency,27/09/2011,Translation Services,Operations,K INTERNATIONAL PLC,2000215140,827.2
Department for Transport,Driver and Vehicle Licensing Agency,28/09/2011,Car Parking,Finance & Strategy,BESTWAY CASH AND CARRY,2000211134,932.4
Department for Transport,Driver and Vehicle Licensing Agency,28/09/2011,Drivers Eye Sight Tests,Operations,DRIVING STANDARDS AGENCY,2000237318,"10,863.00"
Department for Transport,Driver and Vehicle Licensing Agency,28/09/2011,Legal Consultancy,Finance & Strategy,FIELD FISHER WATERHOUSE LLP,2000237250,591
Department for Transport,Driver and Vehicle Licensing Agency,28/09/2011,Non Stock Machine Consumables,Corporate Affairs,SUPPLIES TEAM,2000237245,"1,174.18"
Department for Transport,Driver and Vehicle Licensing Agency,28/09/2011,Professional Services,Operations,JONATHAN PENNINGTON LEGH,2000237230,666
Department for Transport,Driver and Vehicle Licensing Agency,28/09/2011,Professional Services,Corporate Affairs,TREASURY SOLICITOR,2000237319,"5,895.33"
Department for Transport,Driver and Vehicle Licensing Agency,28/09/2011,Professional Services,Human Resource & Estates,TREASURY SOLICITOR,2000237319,"27,001.40"
Department for Transport,Driver and Vehicle Licensing Agency,29/09/2011,Car Parking,Finance & Strategy,BESTWAY CASH AND CARRY,2000209524,"1,355.40"
Department for Transport,Driver and Vehicle Licensing Agency,29/09/2011,IT Services  Running Costs,Operations,IBM UK LTD (EURO PAYMENTS),2000239408,"735,655.63"
Department for Transport,Driver and Vehicle Licensing Agency,29/09/2011,Live Running ,Operations,FUTRONICS LTD,2000239382,"182,129.65"
