Merchant Category,Supplier Name,Service  ,Summary of Purpose of Expenditure ,Date,Net Amount
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,538.46
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,384.35
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,45.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,94.80
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,200.00
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,169.10
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,94.80
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,331.30
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,299.67
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,299.67
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,249.27
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,154.14
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,141.12
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,90.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,90.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,90.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,90.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,90.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,90.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,25.89
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,26.98
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,27.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,43.51
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,27.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,505.00
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,79.50
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,92.82
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,538.46
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,64.40
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,101.53
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,70.56
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,350.00
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,110.60
Client/Customer (Non-Trade),Redact - Personal Information,Services to People,Care Payments,05/12/2016,197.28
