OrganisationLabel,OrganisationURI,Account Name 1,Account Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Address 6,Property Postcode,BA Reference,Account Address 1,Account Address 2,Account Address 3,Account Address 4,Account Postcode,Liability Start,Empty Prop,Empty From,Account Exemption,Property Exemption,2010 RV,2005 RV,VOA Description,Rv Chargeable,Charge 2015/16,MIN Date From   Sbrr,MAX Date To   Sbrr,Sbrr Relief,Lower Multiplier,Trans Relief,Charity Relief From,Mandatory,Mand Relief,Discretionary,Disc Relief,Retail Relief,ReOccupation Relief
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ZEST SERVICES LTD,,,,FIRST FLOOR,15-17 WALLASEY ROAD,WALLASEY,MERSEYSIDE,CH45 4NL,000525500015B2,31 ENNERDALE ROAD,WALLASEY,,,CH45 0LX,01/09/2014,,,,,7800,5800,OFFICES AND PREMISES,3744,"£1,123.31",01/09/2014,01/04/2016,"-£1,493.61",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BLACKSTONE ESTATE AGENTS LTD,,,,51 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NN,52550005105,51 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NN,24/09/2007,,,,,7500,6800,SHOP AND PREMISES,3600,£900.00,01/04/2008,01/04/2016,"-£2,649.38",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ROYAL BANK OF SCOTLAND,,,,31 WALLASEY ROAD,WALLASEY,WIRRAL,,CH45 4NS,52550003104,C/O GVA BILFINGER,PO BOX 6079,WOLVERHAMPTON,,WV1 9RA,01/04/2000,,,,,27750,25250,BANK AND PREMISES,13680,"£13,680.75",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,FREDERICK HOWARD OPTICIANS,(WALLASEY) LTD,,,40 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NW,000525500040C7,40 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NW,01/07/2004,,,,,11250,10500,SHOP AND PREMISES,5400,"£3,224.41",01/04/2007,01/04/2016,-£662.92,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,OXFAM,C/O OXFAM FINANCE OFFICE,,,46 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NW,52550004605,LEVEL 3 CALE CROSS HOUSE,156 PILGRIM STREET,NEWCASTLE -UPON-TYNE,,NE1 6SU,01/04/2000,,,,,13250,12250,SHOP AND PREMISES,6532,£0.00,,,£0.00,,£0.00,01/04/2000,80%,"-£5,109.20",20%,"-£1,277.30",,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,STANLEY INTERNATIONAL BETTING ,LTD,,,44 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NW,52550004408,EXCHANGE STATION,TITHEBARN STREET,LIVERPOOL,,L2 2QB,22/09/2014,,,,,13250,12250,"SHOP, OFFICE AND PREMISES",6360,"£6,360.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LA LUZ LTD,T/A SOFT ROCK CAFE,,,54-56 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NW,0005255000540B,,,,,,02/04/2012,,,,,23750,22000,SHOP AND PREMISES,11708,"£10,208.75",,,£0.00,,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE PUBLIC SAFETY CHARITABLE,TRUST,,,"WIFI SITE AT 42,",WALLASEY ROAD,WALLASEY,MERSEYSIDE,CH45 4NW,000525500042A5,C/O WILKIN CHAPMAN LLP,THE HALL,LAIRGATE,BEVERLEY,HU17 8HL,01/10/2011,Y,08/07/2013,Liquidator,,100,,WIFI SITE,49,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE PUBLIC SAFETY CHARITABLE,TRUST,,,"WIFI SITE AT, 44",WALLASEY ROAD,WALLASEY,MERSEYSIDE,CH45 4NW,000525500044A2,C/O WILKIN CHAPMAN LLP,THE HALL,LAIRGATE,BEVERLEY,HU17 8HL,01/10/2011,Y,08/07/2013,Liquidator,,100,,WIFI SITE,49,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE PUBLIC SAFETY CHARITABLE,TRUST,,,"WIFI SITE AT, 50",WALLASEY ROAD,WALLASEY,MERSEYSIDE,CH45 4NW,000525500050AB,C/O WILKIN CHAPMAN LLP,THE HALL,LAIRGATE,BEVERLEY,HU17 8HL,01/10/2011,Y,08/07/2013,Liquidator,,100,,WIFI SITE,49,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE PUBLIC SAFETY CHARITABLE ,TRUST,,,"WIFI SITEAT, 54/56",WALLASEY ROAD,WALLASEY,MERSEYSIDE,CH45 4NW,000525500054A5,C/O WILKIN CHAPMAN LLP,THE HALL,LAIRGATE,BEVERLEY,HU17 8HL,01/10/2011,Y,23/02/2012,,,100,,WIFI SITE,49,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DISTRICT & URBAN NORTHWEST LTD,,,,50 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NW,52550005006,C/O MASON OWEN GLADSTONE HOUSE,11 UNION COURT,LIVERPOOL MERSEYSIDE,,L2 4UQ,05/01/2016,Y,05/01/2016,,,13000,12000,SHOP AND PREMISES,1523,£0.00,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DISTRICT & URBAN NORTHWEST LTD,,,,42 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NW,0005255000420B,C/O MASON OWEN GLADSTONE HOUSE,11 UNION COURT,LIVERPOOL MERSEYSIDE,,L2 4UQ,14/01/2016,Y,14/01/2016,,,13000,12000,SHOP AND PREMISES,1365,£0.00,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GED LUNT CARPETS & FLOORING LTD,,,,58-60 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NW,52550005805,5 CHURCH ROAD SOUTH,WOOLTON,LIVERPOOL,,L25 7RJ,29/05/2014,Y,01/04/2014,,,24000,19750,SHOP AND PREMISES,11832,"£10,332.00",,,£0.00,,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,J D WETHERSPOON PLC,,,,THE CLAIREVILLE,"48, WALLASEY ROAD",WALLASEY,MERSEYSIDE,CH45 4NW,52550004802,C/O BNP PARIBAS REAL ESTATE,9 COLMORE ROW,BIRMINGHAM,,B3 2BJ,25/09/2003,,,,,111000,80000,PUBLIC HOUSE AND PREMISES,54723,"£54,723.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TAKE OUT BRANDS 3 LTD,,,,52 WALLASEY ROAD,WALLASEY,MERSEYSIDE,,CH45 4NW,000525500052A8,FOX PARK BARN,NEWTON LE WILLOWS,BEDALE,N YORKS,DL8 1RZ,22/01/2014,,,,,13500,12500,SHOP AND PREMISES,6480,"£4,980.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ASDA STORES LTD,,,,ASDA STORES LTD,SEAVIEW ROAD,WALLASEY,MERSEYSIDE,CH45 4NZ,43810024101,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 3WX,01/04/2000,,,,,1710000,1170000,SUPERSTORE AND PREMISES,843030,"£843,030.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ASDA STORES LTD,,,,ATM SITE AT ASDA STORES LTD,SEAVIEW ROAD,WALLASEY,MERSEYSIDE,CH45 4NZ,000438100241C3,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 3WX,01/04/2012,,,,,16500,,SITE OF ATM,7920,"£7,920.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PROFESSIONAL CARERS (WIRRAL) LTD,,,,223A-225A SEAVIEW ROAD,WALLASEY,MERSEYSIDE,,CH45 4PD,000438100223C7,223A-225A SEAVIEW ROAQD,WALLASEY,,,CH45 4PD,01/04/2010,,,,,6200,,OFFICES AND PREMISES,2976,£99.20,01/04/2010,01/04/2016,"-£2,822.86",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,HAIR BY JOHN NUTTALL LTD,,,,156 BELVIDERE ROAD,WALLASEY,MERSEYSIDE,,CH45 4PT,0005021001560B,,,,,,01/03/2013,,,,,1825,1825,SHOP AND PREMISES,876,£0.00,01/03/2013,01/04/2016,-£859.58,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BURD WARD SOLICITORS LIMITED,,,,23-27 SEAVIEW ROAD,WALLASEY,MERSEYSIDE,,CH45 4QN,0004381000230A,23-27,SEAVIEW ROAD,WALLASEY,MERSEYSIDE,CH45 4QN,01/04/2004,,,,,16250,8800,OFFICES AND PREMISES,7800,"£7,800.00",01/04/2006,01/04/2016,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CRYSTAL FOOD LTD,,,,43 SEAVIEW ROAD,WALLASEY,MERSEYSIDE,,CH45 4QN,43810004305,43 SEAVIEW ROAD,WALLASEY,MERSEYSIDE,,CH45 4QN,11/09/2010,,,,,4850,3750,RESTAURANT AND PREMISES,2328,£0.00,11/09/2010,01/04/2016,"-£2,284.35",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL WIDE DEVELOPMENT TRUST,,,,GROUND FLOOR AT 29 SEAVIEW ROAD,WALLASEY,MERSEYSIDE,,CH45 4QN,43810002901,222 LISCARD ROAD,WALLASEY,MERSEYSIDE,,CH44 5TN,01/04/2000,,,,,4050,3250,SHOP AND PREMISES,1996,£0.00,,,£0.00,,£0.00,01/04/2000,80%,"-£1,561.68",20%,-£390.42,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PERFECT CONSERVATORIES & DOORS,LTD,,,71 SEAVIEW ROAD,WALLASEY,MERSEYSIDE,,CH45 4QW,43810007101,45 ALMOND GREEN,WEST DERBY,LIVERPOOL,,L12 5HP,01/06/2015,,,,,3350,,SHOP AND PREMISES,1340,£0.00,01/06/2015,01/04/2016,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ARROWEBROOK CAFES LTD,,,,49-51 SEAVIEW ROAD,WALLASEY,MERSEYSIDE,,CH45 4QW,43810004907,49-51 SEAVIEW ROAD,WALLASEY,MERSEYSIDE,,CH45 4QW,01/04/2000,,,,,4100,3350,RESTAURANT & PREMISES,1968,£0.00,01/04/2005,01/04/2016,"-£1,931.10",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PLAS TEG ESTATES LTD,,,,77-81 SEAVIEW ROAD,WALLASEY,MERSEYSIDE,,CH45 4QW,000438100077B2,LEIGHTON HOUSE,LEIGHTON EST,CHESTER ROAD,,CH60 3RZ,01/04/2015,Y,01/04/2015,,,25250,,Car Showroom and Premises,12448,"£12,448.25",,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SHOEMARKET LTD,,,,53-55 SEAVIEW ROAD,WALLASEY,MERSEYSIDE,,CH45 4QW,43810005308,UNIT 4 CHISWICK GROVE,BLACKPOOL,LANCASHIRE,,PR1 8UQ,01/04/2000,,,,,13500,10750,SHOP AND PREMISES,6480,"£4,980.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ST JOHNS AMBULANCE,,ST JOHNS AMBULANCE R/O ,,28 FAIRVIEW AVENUE,WALLASEY,MERSEYSIDE,,CH45 4RF,000415400028F7,PO BOX 90,2 EDGAR STREET,LIVERPOOL,,L69 3RB,01/04/2000,,,,,1425,1425,MEETING ROOM AND PREMISES,702,£0.00,,,£0.00,,£0.00,01/04/2000,80%,-£549.48,20%,-£137.37,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE THOMAS HIGGINS PARTNERSHIP,,,,28 FAIRVIEW AVENUE,WALLASEY,MERSEYSIDE,,CH45 4RF,000415400028B9,19 -21 SEAVIEW ROAD ,WALLASEY ,MERSEYSIDE ,,CH45 4TH,04/06/2001,,,,,8600,7400,WAREHOUSE AND PREMISES,4128,"£4,128.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BELVIDERE AUTO SERVICES,,GARAGE ADJ ,,4 BRITANNIA ROAD,WALLASEY,MERSEYSIDE,,CH45 4RN,40540002109,BELVIDERE ROAD,WALLASEY,MERSEYSIDE,,CH45 4RY,01/04/2000,,,,,1050,890,GARAGE AND PREMISES,504,£0.00,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE OLDERSHAW ACADEMY,,,,THE OLDERSHAW SCHOOL,VALKYRIE ROAD,WALLASEY,MERSEYSIDE,CH45 4RQ,000555500001A7,,,,,,28/06/2011,,,,,200000,201000,SCHOOL (PART EXEMPT) AND PREMISES,98600,"£19,720.00",,,£0.00,,£0.00,28/06/2011,80%,"-£77,120.00",0%,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BANK MACHINE LTD & CARDPOINT,SERVICES LTD T/A CASHZONE,,,"ATM SITE AT 91-93, BELVIDERE ROAD",WALLASEY,MERSEYSIDE,,CH45 4RX,000502100093A2,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN,01/06/2012,,,,,3750,,SITE OF ATM,1800,"£1,800.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BELVIDERE GARAGES LTD,,BELVIDERE GARAGES LTD,,BELVIDERE ROAD,WALLASEY,MERSEYSIDE,,CH45 4RY,000502100002BA,BELVIDERE ROAD,WALLASEY,MERSEYSIDE,,CH45 4RY,01/04/2000,,,,,13250,11750,SHOWROOM WORKSHOP AND PREMISES,6360,"£4,860.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CHIEF EXECUTIVE,NW RFCA,,,CADET CENTRE (ACF/ATC),BELVIDERE ROAD,WALLASEY,MERSEYSIDE,CH45 4RZ,50210006902,ALEXANDRA COURT,28 ALEXANDRA DRIVE,LIVERPOOL,MERSEYSIDE,L17 8YE,01/04/2000,,,,,4550,4550,AUXILIARY DEFENCE ESTABLISHMENT AND PREMISES,2243,£448.63,,,£0.00,,£0.00,01/04/2000,80%,"-£1,754.48",0%,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MAGICAL HOMES LTD,,,,18 LISCARD VILLAGE,WALLASEY,MERSEYSIDE,,CH45 4ST,42470001808,18,LISCARD VILLAGE,WALLASEY,MERSEYSIDE,CH45 4ST,25/03/2014,,,,,14000,12750,SHOP AND PREMISES,6720,"£5,220.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LAW HR & ASSET MANAGEMENT,,,,LISCARD MUNICIPAL OFFICES,52 SEAVIEW ROAD,WALLASEY,MERSEYSIDE,CH45 4SY,55440005206,ACCOUNTANCY DIVISION,MUNICIPAL BUILDING CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2004,,,,,68500,56500,OFFICES AND PREMISES,33770,"£33,770.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TECHNICAL SERVICES DIRECTORATE,,,,CAR PARK,SEAVIEW ROAD,WALLASEY,MERSEYSIDE,CH45 4SY,55130000102,ACCOUNTANCY DIVISION,MUNICIPAL BUILDING CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2004,,,,,24500,16500,CAR PARK AND PREMISES,12078,"£12,078.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,STILLMELL LTD,,,,FIRST FLOOR CAPITOL BUILDINGS,10 SEAVIEW ROAD,WALLASEY,MERSEYSIDE,CH45 4TH,000438100010H2,C/O WELBECK PROPERTIES,41A LEICESTER ROAD,SALFORD,,M7 4AS,02/11/2015,Y,02/11/2015,,,46750,40250,OFFICES AND PREMISES,5793,£0.00,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,C FOLWELL-A/CS PAYABLE MANAGER,,,,7 ROWSON STREET,WALLASEY,MERSEYSIDE,,CH45 5AR,43520000707,STANLEY RACING LTD,GREENSIDE HOUSE 50 STATION ROAD,WOOD GREEN,LONDON,N22 7TP,01/04/2004,,,,,2650,2650,SHOP AND PREMISES,1272,"£1,272.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,J C DECAUX (UK) LTD,,,,AD RIGHT ON PHONE BOX 01516393914,"O/S 11, ROWSON STREET",WALLASEY,MERSEYSIDE,CH45 5AR,000435200011C1,"RATES ADMINISTRATOR, ESTATES DEPT",27 SALE PLACE,LONDON,,W2 1YR,23/06/2014,,,,,500,,Advertising Right and Premises,240,£240.00,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,KENNA & TURNER LTD,,,,31 ROWSON STREET,WALLASEY,MERSEYSIDE,,CH45 5AR,000435200031A8,31 ROWSON STREET,WALLASEY,MERSEYSIDE,,CH45 5AR,01/04/2000,,,,,9600,7100,GARAGE AND PREMISES,4608,"£1,264.25",01/04/2005,01/04/2016,"-£1,809.18",SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WALLASEY CARPETS LTD,,,,21 ROWSON STREET,WALLASEY,MERSEYSIDE,,CH45 5AR,0004352000210B,,,,,,01/07/2015,,,,,1775,1775,SHOP AND PREMISES,640,£0.00,01/07/2015,01/04/2016,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHESH & MERSEY,,,,ST GEORGES MEDICAL CENTRE,FIELD ROAD,WALLASEY,MERSEYSIDE,CH45 5BG,50790003209,X24 PAYABLES K005,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,WF3 1WE,01/04/2000,,,,,66500,55500,HEALTH CENTRE AND PREMISES,32784,"£32,784.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHESH & MERSEY,,,,HEALTH CENTRE,FIELD ROAD,WALLASEY,MERSEYSIDE,CH45 5BG,50790002704,X24 PAYABLES K005,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,WF3 1WE,26/06/2001,,,,,16250,17500,HEALTH CENTRE AND PREMISES,7800,"£7,800.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TECHNICAL SERVICES DIRECTORATE,,,,CAR PARK,FIELD ROAD,WALLASEY,MERSEYSIDE,CH45 5BG,54940000105,ACCOUNTANCY DIVISION,MUNICIPAL BUILDING CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2004,,,,,880,550,CAR PARK AND PREMISES,422,£422.40,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL COMMUNITY TRUST,,,,COMMUNITY HEALTH CENTRE,FIELD ROAD,WALLASEY,MERSEYSIDE,CH45 5BG,000507900025B6,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE,01/04/2014,,,,,12500,11000,HEALTH CENTRE AND PREMISES,6000,"£6,000.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,,,VODAFONE MCN 3781 RADIO MAST,MORTUARY ROAD,WALLASEY,MERSEYSIDE,CH45 5DE,000434103781A3,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,01/04/2000,,,,,6100,5300,COMMUNICATION STATION AND PREMISES,2928,"£2,928.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,REGENERATION DIRECTORATE,,,,WALLASEY CEMETERY,RAKE LANE,WALLASEY,MERSEYSIDE,CH45 5DE,55320000201,C/O THE ACCOUNTANCY DIVISION,MUNICIPAL BLDG CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2000,,,,,8900,4900,CEMETERY AND PREMISES,4272,"£4,272.00",,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CLEMENT OUTDOOR LIVING LTD,,,,221 RAKE LANE,WALLASEY,MERSEYSIDE,,CH45 5DJ,0004341002210B,,,,,,01/03/2013,,,,,1150,1650,SHOP AND PREMISES,552,£0.00,01/03/2013,01/04/2016,-£541.65,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,M & D PROPERTIES,,,,233 RAKE LANE,WALLASEY,MERSEYSIDE,,CH45 5DJ,0004341002330B,117 NEW CHESTER ROAD,BIRKENHEAD MERSEYSIDE,,,CH41 9BW,22/03/2014,Y,22/03/2014,,,1450,1450,SHOP AND PREMISES,714,£0.00,,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,J C DECAUX (UK) LTD,,,,AD RIGHT ON PHONE BOX 01516395664,"CNR ZIGZAG RD, RAKE LANE",WALLASEY,MERSEYSIDE,CH45 5DQ,000434100128A9,"RATES ADMINISTRATOR, ESTATES DEPT",27 SALE PLACE,LONDON,,W2 1YR,23/06/2014,,,,,500,,OFFICES AND PREMISES,240,£240.00,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHESH & MERSEY,,,,1 EARLSTON ROAD,WALLASEY,MERSEYSIDE,,CH45 5DX,41290000106,X24 PAYABLES K005,PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,WF3 1WE,01/04/2000,,,,,21750,12500,SURGERY AND PREMISES,10722,"£10,722.75",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,REGENERATION DIRECTORATE,,,,CENTRAL LIBRARY,EARLSTON ROAD,WALLASEY,MERSEYSIDE,CH45 5DX,0005487000010B,C/O THE ACCOUNTANCY DIVISION,MUNICIPAL BLDG CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2000,,,,,54500,60000,LIBRARY AND PREMISES,26868,"£26,868.50",,,£0.00,,£0.00,,,£0.00,,£0.00,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ELERBANKS LTD,,,,53-57 MOUNT PLEASANT ROAD,WALLASEY,MERSEYSIDE,,CH45 5EN,51540005303,,,,,,01/04/2009,,,,,4600,4600,OFFICE AND PREMISES,2208,£708.00,,,£0.00,SBRR Multiplier Used in Calculation,£0.00,,,£0.00,,£0.00,RTL,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ELERBANKS LTD,,,,R/O 53-57 MOUNT PLEASANT ROAD,WALLASEY,MERSEYSIDE,,CH45 5EN,000515400053A8,53-57 MOUNT PLEASANT ROAD,WALLASEY,MERSEYSIDE,,CH45 5EN,01/04/2009,Y,01/04/2009,,,6000,4800,WAREHOUSE AND PREMISES,2958,"£2,958.00",,,£0.00,,£0.00,,,£0.00,,£0.00,,
