_id,OA Code,Multiple Deprivation Measure Rank,Income Domain Score,Income Domain Rank,Employment Domain Score (18-59/64 years),Employment Domain Rank (18-59/64 years),Crime and Disorder Domain Rank,Proximity to Services Domain Rank,Travel time to a GP premises (minutes),Travel time to an Accident and Emergency hospital (minutes),Travel time to a dentist (minutes),Travel time to a pharmacist (minutes),Travel time to an optician (minutes),Travel time to Job Centre or Jobs & Benefits Off (mins),Travel time to a Post Office (minutes),Travel time to a supermarket / food store (minutes),Travel time to a large service centre (minutes),Travel time to a Council Leisure Centre or sports fac (mins),Travel time to financial services (minutes),Travel time to other general services (minutes),Population Estimate (NIMDM 2010)
4702,95XX160007,2811,0.26,2035,0.12,2511,4009,1913,1.36,18,3.18,2.74,3.38,4.78,0.41,0.41,5.17,5.17,0.41,1.64,270
4703,95XX160008,3578,0.16,3091,0.13,2243,4418,2064,1.15,17.74,2.9,2.46,3.11,4.47,0.48,0.48,4.84,4.84,0.48,1.57,245
4704,95XX160009,4003,0.08,4221,0.1,3028,4318,2046,0.91,17.04,2.47,1.93,2.81,3.99,0.99,0.99,4.3,4.3,0.99,1.65,315
4705,95XX170001,2120,0.29,1791,0.09,3451,643,3809,1.12,14.84,0.88,1.03,0.88,1.61,1.12,0.27,1.12,1.12,0.88,0.71,250
4706,95XX170002,1052,0.33,1520,0.22,775,382,4306,0.87,15.17,0.41,0.87,0.41,1.12,0.87,0.27,0.87,0.87,0.41,0.44,260
4707,95XX170003,1303,0.28,1845,0.18,1274,238,4167,0.93,15.01,0.61,0.93,0.61,1.35,0.93,0.11,0.93,0.93,0.61,0.56,230
4708,95XX170004,4425,0.05,4615,0.03,4929,1590,3436,1.72,17,0.77,0.99,0.99,0.99,0.99,0.77,1.72,1.72,0.77,0.53,315
4709,95XX170005,4022,0.14,3390,0.05,4654,1974,4063,1.54,16.28,0.45,0.65,0.65,0.65,0.65,0.45,1.54,1.54,0.45,0.42,295
4710,95XX170006,3628,0.2,2615,0.09,3525,1480,4485,1.05,16.54,0.22,0.4,0.4,0.4,0.4,0.22,1.05,1.05,0.22,0.33,305
4713,95XX170009,3194,0.21,2522,0.1,3123,1394,4537,0.62,15.85,0.5,0.36,0.36,0.36,0.36,0.36,0.62,0.62,0.36,0.38,290
4714,95XX170010,1846,0.29,1811,0.14,1980,815,4050,1.08,15.19,0.54,1.08,0.54,1.17,1.08,0.44,1.08,1.08,0.54,0.42,235
4715,95XX170011,1944,0.21,2491,0.1,3118,51,4577,0.6,15.42,0.24,0.6,0.24,0.74,0.6,0.24,0.6,0.6,0.24,0.38,270
4716,95XX180001,3903,0.15,3309,0.08,3814,2816,3062,1.96,6.59,1.2,1.2,1.2,5.56,1.4,0.78,6.68,1.4,1.2,1.04,295
4717,95XX180002,2418,0.27,1942,0.13,2204,805,4330,0.56,6.54,0.5,0.5,0.5,6.38,0.5,0.5,7.49,0.5,0.14,0.65,305
4718,95XX180003,4110,0.14,3360,0.06,4470,2979,4427,0.8,6.44,0.31,0.31,0.31,6.2,0.5,0.5,7.31,0.5,0.12,0.54,255
4719,95XX180004,4787,0.03,4884,0.02,4977,1249,4352,1.02,6.41,0.28,0.28,0.28,6.04,0.56,0.56,7.15,0.56,0.28,0.53,210
4720,95XX180005,658,0.5,657,0.35,101,748,4565,0.56,6.75,0.23,0.23,0.23,6.32,0.23,0.23,7.43,0.23,0.23,0.5,220
4721,95XX180006,3753,0.16,3108,0.1,3201,3927,4034,0.69,6.33,0.62,0.62,0.62,6.29,0.79,0.79,7.4,0.79,0.34,0.78,270
4722,95XX180007,4085,0.16,3044,0.06,4395,1021,4459,0.89,6.41,0.19,0.19,0.19,6.13,0.53,0.53,7.24,0.53,0.16,0.49,265
4723,95XX180008,4848,0.02,4962,0.01,5004,1970,3530,1.13,6.03,0.77,0.77,0.77,6.07,1.17,1.17,7.17,1.17,0.67,0.97,425
4724,95XX180009,4747,0.03,4860,0.03,4944,2709,2588,1.77,5.54,1.54,1.36,1.54,5.95,1.36,1.36,7.03,1.98,1.47,1.57,330
4725,95XX180010,2510,0.21,2553,0.15,1813,2248,3392,2.14,5.57,1.35,0.44,1.35,5.48,0.44,0.44,6.57,1.9,1.22,1.29,245
4726,95XX190001,4992,0.02,4961,0.01,4994,4113,2456,1.01,8.59,1.53,1.53,1.53,7.64,1.59,1.41,8.85,1.59,1.01,1.41,305
4727,95XX190002,4456,0.12,3605,0.07,4098,1627,3935,0.24,6.65,0.95,0.95,0.95,6.7,0.95,0.56,7.81,0.95,0.24,0.68,315
4728,95XX190003,4953,0.03,4895,0.03,4902,2619,2960,0.66,6.67,1.61,1.61,1.61,7.02,1.61,0.78,8.12,1.61,0.66,1.09,385
4729,95XX190004,1850,0.39,1220,0.16,1620,539,4379,0.21,6.88,0.56,0.56,0.56,6.65,0.56,0.21,7.76,0.56,0.21,0.44,175
4730,95XX190005,4310,0.13,3512,0.07,4173,2967,2384,1.12,9.11,1.79,1.79,1.79,8.12,1.79,0.84,9.34,1.79,0.84,1.39,325
4731,95XX190006,4870,0.02,4922,0.05,4646,3853,2056,1.34,8.45,1.87,1.87,1.87,7.81,1.94,1.47,9.02,1.94,1.34,1.68,355
4732,95XX190007,4599,0.08,4224,0.06,4396,1447,3044,0.77,6.18,1.3,1.3,1.3,6.51,1.41,1.27,7.61,1.41,0.77,1.22,385
4733,95XX190008,4659,0.04,4795,0.02,4986,4068,1647,2.26,7.15,2.52,2.39,2.52,7.45,2.39,1.98,8.6,2.73,1.3,2.42,440
4734,95XX200001,1575,0.3,1761,0.12,2614,277,3364,2.46,5.89,1.45,0.61,1.45,5.16,0.61,0.35,6.27,1.94,1.1,1.11,220
4735,95XX200002,1097,0.37,1293,0.21,848,767,3600,2.28,5.76,1.27,0.25,1.27,5.32,0.25,0.25,6.42,1.82,1.16,1.19,215
4736,95XX200003,1450,0.28,1857,0.16,1549,1079,3643,2.05,5.84,1.05,0.42,1.05,5.47,0.42,0.42,6.57,1.6,1.05,1.12,210
4737,95XX200004,1227,0.44,890,0.16,1598,1054,3616,2.42,5.6,1.47,0.12,1.47,5.26,0.12,0.12,6.36,2.02,1.11,1.24,210
4738,95XX200005,1764,0.25,2182,0.14,1999,2678,3341,2.66,5.66,1.65,0.4,1.65,5.07,0.4,0.4,6.18,2.18,1.02,1.24,360
4739,95XX200006,4226,0,5022,0,5015,5019,2508,3.68,5.43,2.67,1.4,2.67,4.43,1.4,0.69,5.54,3.17,0.69,1.42,1535
4740,95XX200007,1615,0.25,2112,0.15,1824,1578,2304,3.63,4.7,2.86,1.44,2.86,4.76,1.44,0.78,5.83,3.42,0.94,1.66,320
4741,95XX200008,3625,0.05,4682,0.07,4214,2237,3417,1.75,7.18,1.4,0.92,1.4,5.14,0.92,0.55,6.66,1.58,0.55,1.07,350
4742,95XX200009,2314,0.18,2899,0.12,2617,3187,2435,3.81,4.95,2.87,1.41,2.87,4.47,1.41,0.64,5.56,3.42,0.64,1.53,145
4743,95XX200010,2269,0.18,2883,0.12,2636,1073,3063,3.08,5.2,2.18,0.71,2.18,4.91,0.71,0.3,6,2.74,0.78,1.35,210
4744,95XX200011,3235,0.14,3425,0.09,3534,572,3276,2.34,6.11,1.36,0.93,1.36,5.23,0.93,0.31,6.35,1.8,1.18,1.05,170
4745,95XX200012,981,0.44,877,0.23,652,983,3562,2.05,6.01,1.04,0.64,1.04,5.41,0.64,0.46,6.52,1.55,1.04,1.03,200
4746,95XX210001,4231,0.12,3703,0.08,3859,1826,2197,2.97,14.15,1.52,1.77,2.57,3,1.77,1.04,2.97,2.97,1.04,1.48,290
4747,95XX210002,3901,0.17,3013,0.09,3380,2799,2625,3.29,13.64,1.34,1.02,2.94,3.43,1.02,0.73,3.29,3.29,0.51,1.07,320
4748,95XX210003,3704,0.13,3543,0.1,3001,434,3442,1.42,15.11,0.87,1.42,0.87,1.42,1.42,0.69,1.42,1.42,0.87,0.58,330
4749,95XX210004,5005,0.03,4842,0.03,4947,4314,3102,1.86,14.8,0.76,1.61,1.36,1.96,1.86,0.57,1.86,1.86,0.76,0.87,400
4750,95XX210005,4645,0.06,4490,0.07,4067,3030,3061,2.24,14.43,0.5,1.51,1.86,2.51,2.11,0.29,2.3,2.3,0.52,0.87,480
4751,95XX210006,3317,0.26,2081,0.1,3046,4570,2063,3.82,13.68,1.85,1.22,3.43,3.87,1.22,0.7,3.82,3.82,1.01,1.73,170
4752,95XX210007,4964,0.02,4911,0.03,4909,3906,2426,2.19,15.05,1.3,2.03,1.62,2.03,2.03,0.99,2.19,2.19,1.36,1.2,365
4753,95XX210008,3074,0.12,3685,0.18,1275,2447,2118,2.84,14.72,1.21,2.07,2.29,2.75,2.23,0.98,2.84,2.84,1.32,1.48,415
4754,95XX220001,3986,0.08,4208,0.09,3302,4335,3435,0.79,12.43,1.12,1.39,2.09,3.43,1.22,0.32,2.79,2.79,0.32,0.75,275
4755,95XX220002,4866,0.01,4971,0.06,4349,3859,3382,0.41,12.7,1.14,1.38,1.78,3.26,0.84,0.66,2.58,2.58,0.66,0.93,325
4756,95XX220003,3722,0.1,3904,0.09,3468,1752,3821,0.65,12.59,0.86,1.14,1.9,3.18,1.03,0.16,2.56,2.56,0.16,0.64,275
4757,95XX220004,2955,0.22,2395,0.11,2967,1774,3974,1.28,14.33,0.58,0.25,1.48,2.38,1.08,0.25,1.74,1.74,0.25,0.84,215
4758,95XX220005,2059,0.3,1762,0.14,2011,720,4163,1.08,14.21,0.34,0.12,1.47,2.58,0.9,0.12,1.89,1.89,0.12,0.72,200
4759,95XX220006,2969,0.3,1765,0.07,4028,1127,4015,0.85,14,0.14,0.34,1.63,2.91,0.74,0.34,2.19,2.19,0.34,0.76,275
4760,95XX220007,3620,0.16,3060,0.09,3440,1876,3692,0.55,13.64,0.61,0.95,2.02,3.51,0.69,0.37,2.75,2.75,0.37,0.73,290
4761,95XX220008,4096,0.13,3465,0.08,3730,2827,3904,0.18,12.91,0.85,1.08,1.49,2.94,0.46,0.46,2.26,2.26,0.46,0.81,265
4762,95XX220009,4208,0.1,3886,0.09,3281,3324,3955,0.32,12.82,0.7,0.96,1.59,2.94,0.64,0.39,2.29,2.29,0.39,0.69,265
4763,95XX230001,2188,0.28,1852,0.09,3492,1462,3706,1.18,13.87,0.54,0.62,2.09,3.06,1.16,0.17,2.45,2.45,0.17,0.89,265
4764,95XX230002,4017,0.06,4508,0.06,4308,4186,3344,1.58,13.65,0.69,0.82,1.99,2.79,1.67,0.42,2.3,2.3,0.42,0.96,295
4765,95XX230003,2425,0.22,2439,0.15,1895,3964,2706,2.03,13.28,1.19,1.06,2.5,3.24,1.68,0.89,2.8,2.8,0.89,0.94,355
4766,95XX230004,3175,0.18,2843,0.07,4053,1585,2878,2.13,13.55,0.83,1.1,2.35,2.95,2.03,0.68,2.55,2.55,0.68,0.83,475
4767,95XX230005,1123,0.41,1090,0.18,1182,225,3739,0.88,13.76,0.38,0.67,2.01,3.24,0.91,0.56,2.55,2.55,0.15,0.76,235
4768,95XX230006,3400,0.1,3952,0.11,2678,3547,2717,1.78,13.2,1.13,1.32,2.44,3.32,1.55,0.95,2.83,2.83,0.82,1.04,280
4769,95XX230007,2624,0.22,2437,0.08,3637,1986,3656,1.28,13.7,0.49,0.69,1.8,2.73,1.37,0.44,2.2,2.2,0.2,0.88,280
4770,95XX230008,3902,0.15,3295,0.06,4371,3601,3083,1.51,13.41,0.86,1.05,2.16,3.07,1.71,0.72,2.56,2.56,0.55,0.94,280
4771,95XX230009,3714,0.07,4340,0.05,4572,811,3098,1.26,13.28,0.93,1.17,2.17,3.24,1.55,0.63,2.68,2.68,0.63,0.92,300
4772,95XX230010,2430,0.23,2341,0.1,3049,1032,3628,1.31,13.94,0.58,0.63,2.1,2.95,1.26,0.18,2.37,2.37,0.18,0.99,250
4773,95XX240001,3889,0.12,3653,0.07,4049,3834,2930,3.56,13.3,0.88,0.54,3.24,3.76,0.54,0.54,3.56,3.56,0.18,0.96,210
4774,95XX240002,4365,0.09,4105,0.05,4532,3282,2869,3.96,12.97,0.74,0.19,3.66,4.18,0.19,0.19,3.96,3.96,0.54,1.09,260
4775,95XX240003,4039,0.12,3588,0.09,3329,4190,3002,3.48,13.21,0.64,0.54,3.19,3.72,0.61,0.54,3.48,3.48,0.31,0.77,260
4776,95XX240004,4897,0.03,4852,0.05,4591,4696,1941,4.46,13.61,1.04,0.72,4.5,5.06,0.72,0.72,4.81,4.81,1.22,1.55,315
4777,95XX240005,4170,0.07,4333,0.08,3615,3492,2322,4.07,12.52,0.6,0.71,3.98,4.53,0.71,0.71,4.24,4.24,1.08,1.29,350
4778,95XX240006,3339,0.16,3139,0.11,2964,2557,2901,3.51,12.8,0.19,0.48,3.52,4.08,0.74,0.48,3.76,3.76,0.48,0.85,265
4779,95XX240007,4262,0.06,4582,0.09,3544,4012,1794,4.15,13.26,0.96,1.12,4.58,5.18,1.12,1.12,4.84,4.84,1.4,1.53,355
4780,95XX240008,3552,0.12,3648,0.11,2778,3801,2637,3.51,12.62,0.29,0.68,3.67,4.24,0.95,0.68,3.9,3.9,0.68,1,295
4781,95XX240009,4858,0.03,4881,0.05,4524,4358,2441,4.25,13.96,0.87,0.31,4.13,4.68,0.31,0.31,4.46,4.46,0.79,1.27,385
4782,95XX250001,1345,0.31,1647,0.17,1332,1365,3544,0.62,13.37,0.62,0.96,0.96,2.94,1.02,0.62,2.22,2.22,0.89,1.13,260
4783,95XX250002,3589,0.13,3452,0.09,3494,4036,3925,0.86,14.42,0.79,0.79,0.79,2.63,0.49,0.49,1.76,1.76,0.49,0.84,290
4784,95XX250003,3740,0.12,3668,0.07,4021,2377,3937,0.83,14.34,0.74,0.72,0.94,2.61,0.5,0.5,1.77,1.77,0.5,0.82,270
4785,95XX250004,2948,0.15,3208,0.12,2419,3401,4047,0.77,14.14,0.33,0.42,1.33,2.78,0.56,0.42,2,2,0.42,0.72,340
4786,95XX250005,1316,0.34,1477,0.19,1138,1147,4203,0.46,13.19,0.74,0.9,1.12,2.6,0.21,0.21,1.91,1.91,0.21,0.84,265
4787,95XX250006,788,0.49,673,0.23,607,1409,3941,0.75,13.34,0.85,1,1,2.6,0.42,0.42,1.89,1.89,0.42,0.98,220
4788,95XX250007,692,0.47,768,0.22,708,1210,3689,0.55,13.47,0.55,1.02,1.02,2.67,0.83,0.55,1.96,1.96,0.83,1.14,220
4789,95XX250008,879,0.51,616,0.19,1136,1151,3765,0.6,13.18,0.96,1.24,1.24,2.83,0.47,0.47,2.12,2.12,0.47,1.05,305
4790,95XX250009,1393,0.36,1349,0.18,1278,994,3372,0.71,13.08,1.01,1.38,1.38,3.05,0.73,0.73,2.34,2.34,0.73,1.15,245
4791,95YY010001,1719,0.23,2347,0.2,979,2898,890,3.8,42.34,2.78,3.63,3.63,3.8,3.48,2.58,3.63,3.8,3.48,3.44,375
4792,95YY010002,3152,0.18,2859,0.06,4311,4625,664,5.05,43.88,3.91,4.41,4.41,5.05,4.41,3.51,4.41,5.05,3.83,4.07,455
4793,95YY010003,1943,0.22,2441,0.14,2130,4202,115,10.02,47.53,8.63,9.31,5.52,10.02,5.52,5.52,9.69,10.02,5.52,5.52,390
4794,95YY010004,2177,0.19,2668,0.15,1859,2966,178,10.27,44.31,9.07,9.65,5.33,10.27,2.68,4.77,9.65,10.27,5.33,4.91,395
4795,95YY010005,2406,0.23,2295,0.1,3037,3032,490,11.68,47.83,12.5,7.34,0.93,13.9,0.93,0.93,13.48,13.9,0.93,0.93,360
4796,95YY010006,1437,0.41,1081,0.17,1491,2468,549,12.09,47.49,11.92,8.08,0.46,13.33,0.46,0.46,12.9,13.33,0.46,0.46,350
4797,95YY020001,2012,0.3,1745,0.17,1478,3294,2361,1.3,43.02,0.41,0.41,0.68,1.3,0.41,0.41,2.21,1.3,0.41,1.03,295
4798,95YY020002,2900,0.18,2777,0.12,2471,2078,2781,0.91,41.84,0.3,0.3,0.42,0.91,0.3,0.3,1.27,0.91,0.3,0.65,330
4799,95YY020003,3155,0.16,3072,0.12,2570,3083,2592,1.09,41.54,0.38,0.38,0.5,1.09,0.38,0.38,1.96,1.09,0.38,0.84,405
4800,95YY020004,957,0.34,1482,0.26,376,1388,1850,1.57,41.74,0.7,1.57,1.38,1.57,1.33,0.77,1.58,1.57,0.52,1.33,355
4801,95YY020005,3773,0.2,2561,0.06,4415,3452,2613,1.02,41.8,0.42,0.42,0.47,1.02,0.42,0.42,1.29,1.02,0.42,0.72,500
4802,95YY020006,760,0.53,538,0.23,611,1811,2082,1.37,41.5,0.46,1.34,1.21,1.37,1.1,0.57,1.34,1.37,0.5,1.1,260
4803,95YY020007,719,0.58,396,0.19,1035,2781,2301,1.59,43.21,0.37,0.37,0.64,1.59,0.37,0.37,2.47,1.59,0.37,1.07,310
4804,95YY030001,2245,0.21,2545,0.15,1845,3112,756,5.92,34.96,5.42,5.06,5.06,5.92,2.5,2.5,5.42,5.92,4.04,3.04,390
4805,95YY030002,2639,0.16,3155,0.14,2072,4156,356,8.2,34.6,8.11,7.72,7.72,8.73,2.78,2.78,8.11,7.33,6.65,4.24,595
4806,95YY030003,3561,0.14,3312,0.09,3399,4964,731,4.34,30.43,9.97,3.48,3.48,12.17,3.48,2.8,11.63,2.8,3.48,3.23,545
4807,95YY030004,2327,0.17,3009,0.15,1828,3700,206,7.81,40.68,6.95,6.84,6.84,7.81,5.76,6.11,6.95,7.81,6.11,5.12,550
4808,95YY030005,2610,0.16,3069,0.12,2536,2864,309,4.7,37.87,5.09,5.09,9.63,10.76,5.09,5.09,9.87,10.76,5.09,4.91,470
4809,95YY030006,3073,0.1,3967,0.11,2925,4642,369,5.03,31.31,5.37,5.37,6.71,14.52,5.37,5.2,13.74,6.19,5.2,5.27,375
4810,95YY040001,2267,0.2,2606,0.19,1114,2843,1622,2.98,39.35,2.04,1.47,1.47,2.98,2.23,0.55,2.23,2.98,0.55,0.84,375
4811,95YY040002,611,0.46,814,0.27,363,568,1810,2.82,39.4,1.86,1.11,1.11,2.82,1.86,0.33,1.86,2.82,0.33,0.6,335
4812,95YY040003,1967,0.28,1867,0.17,1494,2920,2160,2.24,39.85,0.91,0.61,0.61,2.24,0.91,0.56,0.91,2.24,0.56,0.73,295
4813,95YY040004,1443,0.35,1407,0.21,851,3272,1463,3.52,39.01,2.51,1.86,1.86,3.52,2.51,0.66,2.6,3.52,0.66,0.92,330
4814,95YY040005,1895,0.31,1710,0.17,1351,3016,1790,2.74,39.73,1.35,1.29,1.29,2.74,1.35,0.84,1.35,2.74,0.2,0.98,305
4815,95YY040006,2971,0.17,2916,0.13,2255,3548,1702,2.89,39.53,1.53,1.22,1.22,2.89,1.53,1.07,1.53,2.89,0.45,0.97,790
4816,95YY040007,1841,0.36,1378,0.14,1919,2239,1445,3.61,38.95,2.48,1.81,1.81,3.61,2.48,0.75,2.49,3.61,0.75,0.92,860
4817,95YY050001,2291,0.28,1865,0.12,2461,2913,2581,1.91,40.16,0.52,0.52,0.52,1.91,0.52,0.21,0.52,1.91,0.21,0.63,240
4818,95YY050002,578,0.5,660,0.29,257,1171,2526,1.81,40.02,0.76,0.18,0.18,1.81,0.76,0.76,0.76,1.81,0.18,0.46,225
4819,95YY050003,4093,0.06,4521,0.1,3137,3466,1891,2.27,40.26,1.06,1.06,1.06,2.27,1.06,0.71,1.06,2.27,0.71,1.02,355
4820,95YY050004,2383,0.16,3065,0.16,1654,465,2775,1.39,40.38,0.36,0.36,0.36,1.39,0.36,0.36,0.36,1.39,0.36,0.42,295
4821,95YY050005,3542,0.17,3008,0.11,2851,4675,2045,1.7,42.33,1,1,1,1.7,1,0.74,1,1.7,0.39,0.79,380
4822,95YY050006,2535,0.25,2195,0.13,2311,2928,1799,1.92,42.21,1.23,1.23,1.23,1.92,1.23,0.97,1.23,1.92,0.61,0.92,305
4823,95YY050007,1153,0.46,797,0.17,1423,451,2404,1.73,40.05,0.91,0.28,0.28,1.73,0.91,0.91,0.91,1.73,0.28,0.47,195
4824,95YY060001,1740,0.32,1581,0.15,1738,4954,227,4.37,21.65,17.59,5.64,5.64,19.48,2.83,4.89,19.02,6.19,5.64,5.62,465
4825,95YY060002,3515,0.12,3609,0.09,3427,4561,795,2.47,26.22,12.98,2.66,2.66,14.86,2.66,2.66,14.38,3.53,2.66,2.83,405
4826,95YY060003,1755,0.34,1500,0.16,1649,3087,1175,3.53,27.53,10.86,1.22,1.22,13.47,1.22,1.03,12.95,1.03,1.22,1.15,450
4827,95YY060004,920,0.46,809,0.19,1016,2567,1267,2.06,26.89,11.72,0.77,0.77,14.09,0.77,0.77,13.58,1.49,0.77,0.91,345
4828,95YY060005,1569,0.38,1229,0.18,1198,2359,1408,2.66,26.78,11.31,0.3,0.3,14.07,0.3,0.3,13.56,1.22,0.3,0.48,280
4829,95YY060006,1906,0.26,2059,0.18,1231,3729,984,3.58,25.92,11.05,1.73,1.73,14.62,1.73,1.73,14.09,2.63,2.15,1.91,385
4830,95YY070001,2669,0.18,2798,0.1,3108,3121,252,8.09,48.4,7.36,7.45,7.33,8.09,4,4,8.34,8.09,4,5.84,455
4831,95YY070002,1284,0.33,1571,0.2,985,3064,361,6.43,46.32,5.58,5.72,5.57,6.43,5.72,5.54,6.59,6.43,4.56,4.63,400
4832,95YY070003,1319,0.37,1339,0.18,1254,4897,120,5.87,53.44,12.8,5.32,12.78,13.62,4.28,2.63,13.83,13.62,4.28,5.35,480
4833,95YY070004,2448,0.2,2597,0.15,1827,3838,921,4.31,45.19,3.17,3.17,3.08,4.31,3.17,3.17,4.69,4.31,1.99,2.71,405
4834,95YY070005,1680,0.28,1851,0.15,1780,5009,110,6.55,53.36,12.45,6.52,8.58,13.63,4.58,3.99,13.69,13.63,4.58,5.03,485
4835,95YY070006,1617,0.34,1462,0.16,1548,4597,164,8.28,53.86,11.41,7.74,11.31,12.15,2.63,2.63,12.47,12.15,2.63,5.42,485
4836,95YY080001,1207,0.24,2255,0.18,1299,3210,10,7.75,37.43,21.31,8.25,17.11,23.02,7.86,7.75,22.91,8.25,8.25,10.85,425
4837,95YY080002,613,0.51,607,0.22,679,1646,586,1.05,39.2,14.95,1.05,15.17,15.53,1.05,1.05,15.6,1.05,1.05,5.85,365
4838,95YY080003,1848,0.3,1770,0.13,2356,3751,392,1.56,37.43,14.57,3.05,13.84,15.18,3.05,1.56,15.14,3.05,3.05,6.87,395
4839,95YY080004,2226,0.21,2511,0.12,2598,4072,343,1.94,39.72,14.72,1.94,14.72,16.58,3.4,3.4,16.69,1.94,1.94,6.72,430
4840,95YY080005,2081,0.19,2761,0.13,2373,4483,142,4.63,28.64,16.87,5.79,5.79,18.26,5.79,5.77,17.81,5.77,5.79,5.78,470
4841,95YY090001,1753,0.24,2266,0.16,1517,759,2941,0.92,40.81,0.2,0.73,0.73,0.92,0.2,0.2,0.73,0.92,0.2,0.2,280
4842,95YY090002,2136,0.24,2246,0.17,1341,4540,2108,1.35,41.35,0.37,1.27,1.27,1.35,1.05,0.45,1.27,1.35,0.71,1.05,260
4843,95YY090003,4227,0.07,4353,0.08,3828,1387,1967,2.2,41.09,0.38,0.84,0.71,2.2,0.84,0.69,1.86,2.2,0.7,1.18,320
4844,95YY090004,3148,0.16,3054,0.11,2779,3202,1756,2.81,40.89,0.69,1.15,1,2.81,1.15,0.3,2.18,2.81,0.77,1.53,335
4845,95YY090005,2159,0.28,1904,0.15,1798,2459,1426,2.24,41.44,1.2,2.05,2.05,2.24,1.9,1,2.05,2.24,1.71,1.9,440
4846,95YY090006,2882,0.16,3095,0.14,1959,2559,2015,1.48,41.09,0.41,1.27,1.27,1.48,1.11,0.26,1.27,1.48,1.11,1.11,270
4847,95YY090007,3079,0.16,3119,0.11,2866,2092,1919,1.58,41.32,0.55,1.43,1.43,1.58,1.25,0.46,1.43,1.58,0.77,1.25,285
4848,95YY090008,4700,0.02,4946,0.04,4777,2691,1541,2.09,43.42,1,1.67,1.67,2.09,1.64,0.65,1.67,2.09,1.49,1.61,370
4849,95YY100001,3257,0.1,3890,0.08,3856,4530,248,7.19,44.99,6.89,7.19,7.4,7.19,3.74,5.3,7.62,7.19,5.3,5.73,440
4850,95YY100002,3066,0.13,3471,0.11,2854,3532,519,6.95,47.54,6.89,6.95,7.55,6.95,2.41,2.41,7.61,6.95,2.41,4.12,395
4851,95YY100003,3188,0.11,3726,0.11,2934,3581,761,4.79,41.42,4.19,4.36,4.36,4.79,4.79,2.89,4.79,4.79,2.89,3.63,450
4852,95YY100004,2476,0.12,3691,0.12,2480,3948,212,7.4,38.77,7.46,7.52,7.52,8.08,7.02,5.95,7.98,8.08,3.34,6.59,480
4853,95YY100005,2766,0.14,3345,0.09,3446,4485,123,7.82,46.37,10.52,7.82,10.99,10.89,3.68,4.96,11.27,7.82,4.96,6.91,435
4854,95YY110001,2285,0.18,2820,0.11,2787,4659,232,5.78,29.24,5.71,5.71,9.8,17.68,5.71,5.03,16.81,9.57,5.03,5.32,470
4855,95YY110002,546,0.55,464,0.24,505,654,1048,1.34,33.39,0.89,0.89,11.83,14.52,0.89,0.89,13.64,11.36,0.89,0.89,365
4856,95YY110003,1038,0.45,871,0.2,982,1576,1155,0.75,32.84,0.65,0.65,10.99,14.43,0.65,0.65,13.56,10.52,0.65,0.65,315
4857,95YY110004,851,0.43,943,0.18,1211,48,1244,0.65,32.87,0.22,0.22,11.31,14.69,0.22,0.22,13.82,10.86,0.22,0.22,290
4858,95YY110005,1074,0.44,932,0.19,1063,1450,1135,1.01,32.45,0.69,0.69,11.12,15.07,0.69,0.55,14.19,10.69,0.55,0.61,305
4859,95YY110006,2776,0.13,3454,0.09,3513,2199,388,4.04,34.68,3.61,3.61,14.4,17.81,3.61,3.38,16.92,14.29,3.38,3.48,450
4860,95YY120001,2320,0.33,1532,0.08,3670,4019,480,9.94,38.86,11.5,1.44,11.5,16.08,1.44,1.44,16.93,11.5,1.44,2.25,320
4861,95YY120002,2861,0.18,2787,0.1,3269,4573,341,8.1,42.5,7.86,3.47,7.86,18.1,3.47,3.47,19.13,7.86,3.47,3.73,490
4862,95YY120003,2757,0.13,3536,0.08,3904,4618,40,9.91,49.45,9.23,9.23,9.42,9.91,4.52,8.09,10.82,9.91,8.09,7.5,635
4863,95YY120004,2655,0.15,3181,0.12,2398,4805,234,8.48,49.48,7.95,7.99,8.23,8.48,2.74,4.04,9.4,8.48,4.04,5.41,550
4864,95YY120005,2465,0.21,2537,0.12,2424,2281,868,4.29,44.74,3.11,3.11,3.36,4.29,3.11,3.11,5.49,4.29,3.11,2.96,490
4865,95YY130001,1101,0.42,1024,0.17,1389,1270,1268,3.5,39.47,2.49,2.6,2.67,3.5,2.6,1.03,3.33,3.5,1.03,2.03,375
4866,95YY130002,3011,0.24,2244,0.1,3005,4024,1709,2.57,39.76,1.55,1.66,1.66,2.57,2.14,0.21,2.3,2.57,0.21,1.29,265
4867,95YY130003,748,0.49,670,0.21,783,2525,1843,2.26,39.84,1.26,1.24,1.24,2.26,1.88,0.42,1.88,2.26,0.42,0.98,280
4868,95YY130004,1800,0.26,2053,0.18,1242,4326,1534,3,39.44,1.99,1.77,1.77,3,2.33,0.55,2.5,3,0.55,1.26,380
4869,95YY130005,166,0.79,61,0.31,158,2391,1432,3.35,39.27,2.34,2.12,2.12,3.35,2.51,0.5,2.85,3.35,0.5,1.53,370
4870,95YY130006,2395,0.31,1640,0.09,3352,3974,1352,3.9,38.78,2.69,2.23,2.23,3.9,2.69,0.75,2.97,3.9,0.75,1.12,330
4871,95YY130007,2997,0.17,2966,0.11,2973,3406,1373,3.85,38.99,2.74,2.52,2.52,3.85,2.74,0.2,3.27,3.85,0.2,1.75,385
