Newcastle City Council Invoices over £500 paid in July 2011,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Expenditure Category,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Cost Centre,Cost Centre Description,Grand Total
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFH4,Wyndham Primary              K,16.14
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFH5,Westgate Hill School         K,13.03
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFH6,Archbishop Runcie            K,13.01
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFHH,Harehills                    K,25.65
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFJ1,Atkinson Rd Primary          K,14.57
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFJ3,West Denton Primary          K,13.14
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFJ4,Benton Park Primary          K,14.17
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFJ5,Christ Church C Of E         K,14.03
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFJ6,Cragside Primary             K,15.77
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFJ7,Hotspur Primary              K,16.76
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFJ8,Ravenswood Primary           K,16.63
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFJ9,St Albans RC Primary         K,16.80
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFK1,St Anthonys Cofe Pri         K,15.76
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFK2,St Catherines RC Pri         K,45.69
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFK3,St Lawrences RC Prim         K,18.37
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFK4,St Oswalds RC Prim           K,16.67
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFK5,St Teresas RC Prim           K,15.87
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFK6,St Vincents RC Prim          K,16.95
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFK7,Tyne View Primary            K,15.96
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFL1,West Walker Primary          K,12.04
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFL2,Chillingham Rd Prim          K,12.12
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFL3,Welbeck Road Primary         K,12.63
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFL5,Wharrier St Primary          K,12.00
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFL6,Byker Primary                K,16.91
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFN7,Gosforth Junior High Sch MealK,22.86
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFP3,St Cuthberts Comp(L)         K,13.79
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFP4,St Cuthberts Comp(U)         K,16.38
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFP9,Gosforth High                K,17.91
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFR5,St Marys Tech                K,18.18
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFR6,Benfield Comp                K,25.85
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFS1,Walker Comp (Upper)          K,15.34
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFS2,All Saints College Catering  K,18.75
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFT1,Hadrian Spec.Caterin         K,14.37
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFT2,Trinity Catering             K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFT3,Charles Parsons Cate         K,16.02
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFT4,Thomas Bewick Cateri         K,17.28
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFWB,WESTERHOPE DAY CTRE          K,12.53
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFWC,WELFORD DAY CENTRE           K,13.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KFX2,School Meals Overhead        K,15.60
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KHD8,Heaton Park Depot            K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KJ01,Security O/H                 K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KJ02,Avison St Dep-Securi         K,38.65
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KJ23,Cowgate/Montagu Wardens ERDF K,12.11
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KJ26,Scotswood Wardens            K,13.94
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KJ28,New Deal Wardens             K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KJ46,kenton CSC                   K,34.38
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KJ47,Gosforth CSC                 K,15.59
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KJ51,Security - C.I.T.            K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KJ71,Security Control Room        K,302.35
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KJ72,HQ Security                  K,85.37
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KJ94,Security Services Delegated  K,538.99
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KJC1,Waverley First Sch           K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KKA1,Avison St Dep-Ancill         K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KKM2,Chilli Rd Modular            K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KKM7,Paddy Freemans Modul         K,14.19
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KKT4,COUNCIL SUITES               K,74.00
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KKU5,CIVIC CENTRE CONTROL         K,57.58
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KKX1,CIVIC CENTRE DIRECT COSTS    K,26.17
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KKY2,Allendale Accomodation       K,45.84
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL0A,Central                      K,22.92
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL0C,Maintenance                  K,201.79
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL1B,City Pool                    K,11.61
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL1C,Outer West Pool              K,46.37
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL1D,East End Pool                K,45.99
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL1E,Elswick Pool                 K,26.80
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL1G,GOSFORTH POOL                K,131.45
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL2B,ELDON LEISURE                K,73.25
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL2D,LIGHTFOOT SC                 K,23.02
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL2F,Scotswood SC                 K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL2G,KENTON SCH SPORTS FACILITY   K,36.31
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL3A,City Hall                    K,258.45
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL3D,Cityhall Catering            K,12.13
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL60,Parks                        K,118.62
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL64,Training Unit - Parks        K,35.88
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL6C,Leazes Park                  K,39.78
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL6F,Benwell Nature Park          K,59.83
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL6H,Tyne Riverside Country Park  K,25.77
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL6M,Ouseburn Park                K,164.76
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KL7B,Newburn Act Centre Outdoor   K,18.33
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KPL1,Benwell Playcentre           E,49.93
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KPL3,Scotswood Playcentre         E,22.69
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KPL4,BYKER PLAYCENTRE             E,32.76
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KPL5,Walker Playcentre            E,15.17
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KPLE,Elswick ASC                  E,11.68
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KR8L,CW District Heating          K,83.02
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KS65,Allendale Rd Training Centre K,11.46
Chief Executive's,Utilities                              ,Supplies & Services,11 July 2011,AZZURRI COMMUNICATIONS LTD,5151486,Revenue,1KSA3,Nhoodsrvs Mobile Working     K,11.46
